META; english/league-1/rochdale-v-southend; 2018-01-14 18:21:21 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 5/4; 11/8; ; 11/8; 133/100; 7/5; 13/10; 11/8; ; ; 13/10; ; ; ; ; 5/4; ; 5/4; ; ; ; ; 13/10; 5/4; 5/4; ; 1; ; 
Draw; 13/5; 23/10; 9/4; 23/10; 129/50; 12/5; 12/5; 12/5; 40/17; 11/5; 5/2; 12/5; ; ; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; ; 5/2; 23/10; 12/5; ; 21/10; ; 
META; english/league-1/rochdale-v-southend; 2018-01-15 14:20:55 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 13/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 13/10; 6/5; 6/5; 23/20; 15/13; ; 10/11; 10/9; 
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 11/5; 23/10; 2; 9/4; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 2; 12/5; 9/4; 23/10; 9/4; ; 9/5; 19/10; 
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 40/17; 11/5; 5/2; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 40/17; ; 21/10; 21/10; 
META; english/league-1/rochdale-v-southend; 2018-01-15 18:24:04 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 6/5; 6/5; 6/5; 23/20; 15/13; ; 11/10; 10/9; 
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 9/4; 21/10; 21/10; 23/10; 12/5; 9/4; 23/10; 9/4; ; 11/5; 19/10; 
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 9/4; 11/5; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 23/10; 5/2; 27/11; 9/4; 12/5; 5/2; 23/10; 40/17; ; 11/5; 21/10; 
META; english/league-1/rochdale-v-southend; 2018-01-15 22:22:11 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 6/5; 6/5; 6/5; 23/20; 15/13; ; 21/20; 10/9; 6/5
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 9/4; 21/10; 21/10; 23/10; 12/5; 9/4; 23/10; 9/4; ; 11/5; 19/10; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 9/4; 11/5; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 23/10; 5/2; 27/11; 9/4; 12/5; 5/2; 23/10; 40/17; ; 21/10; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-16 02:21:38 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 6/5; 6/5; 6/5; 23/20; 15/13; ; 21/20; 10/9; 6/5
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 9/4; 21/10; 21/10; 23/10; 12/5; 9/4; 23/10; 9/4; ; 11/5; 19/10; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 9/4; 11/5; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 23/10; 5/2; 27/11; 9/4; 12/5; 5/2; 23/10; 40/17; ; 21/10; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-16 10:22:27 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; 21/20; 10/9; 6/5
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 9/4; 23/10; 40/17; 9/4; 23/10; 9/4; 11/5; 47/20; 11/5; 11/5; 21/10; 9/4; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 9/4; ; 19/10; 19/10; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 12/5; 11/5; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 12/5; 12/5; 5/2; 23/10; 40/17; ; 21/10; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-16 14:24:36 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; 21/20; 23/20; 6/5
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 9/4; 23/10; 40/17; 9/4; 23/10; 9/4; 11/5; 47/20; 11/5; 11/5; 21/10; 9/4; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 9/4; ; 11/5; 11/5; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 12/5; 11/5; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 12/5; 12/5; 5/2; 23/10; 40/17; ; 21/10; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-16 18:24:28 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; 21/20; 23/20; 6/5
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 11/5; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; 11/5; 11/5; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; 21/10; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-16 22:23:13 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; 10/9; 23/20; 6/5
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 11/5; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; 11/5; 11/5; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; 11/5; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-17 02:21:58 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; 10/9; 23/20; 6/5
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 11/5; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; 11/5; 11/5; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; 11/5; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-17 10:21:53 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; 10/9; 23/20; 6/5
Southend; 21/10; 23/10; 23/10; 23/10; 49/20; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 11/5; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; 11/5; 11/5; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; 11/5; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-17 14:24:41 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; ; 23/20; 6/5
Southend; 21/10; 23/10; 9/4; 23/10; 49/20; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 9/4; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; ; 21/10; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; ; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-17 18:21:02 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; ; 23/20; 6/5
Southend; 21/10; 23/10; 9/4; 23/10; 49/20; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 9/4; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; ; 21/10; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; ; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-17 22:20:48 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; ; 10/9; 6/5
Southend; 21/10; 23/10; 9/4; 23/10; 49/20; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 9/4; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; ; 19/10; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 62/25; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; ; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-18 02:20:44 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; ; 10/9; 6/5
Southend; 21/10; 23/10; 9/4; 23/10; 123/50; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 9/4; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; ; 2; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 123/50; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 40/17; ; ; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-18 10:20:43 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; ; 21/20; 6/5
Southend; 21/10; 23/10; 9/4; 23/10; 123/50; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 9/4; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; ; 2; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 123/50; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 40/17; ; ; 2; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-18 14:20:42 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 15/13; 15/13; 15/13; 7/6; 8/7; 6/5; 6/5; 23/20; 15/13; ; ; 10/9; 6/5
Southend; 21/10; 23/10; 9/4; 23/10; 123/50; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 9/4; 21/10; 23/10; 21/10; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; ; 21/10; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 123/50; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 40/17; ; ; 11/5; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-18 18:20:47 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 6/5; 6/5; 123/100; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 15/13; 15/13; 15/13; 17/14; 8/7; 6/5; 6/5; 23/20; 15/13; ; ; 23/20; 6/5
Southend; 21/10; 23/10; 9/4; 23/10; 123/50; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 9/4; 11/5; 47/20; 11/5; 9/4; 21/10; 23/10; 21/10; 39/19; 40/17; 12/5; 9/4; 23/10; 23/10; ; ; 23/10; 12/5
Draw; 13/5; 23/10; 9/4; 23/10; 123/50; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 40/17; ; ; 21/10; 12/5
META; english/league-1/rochdale-v-southend; 2018-01-18 22:22:08 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 6/5; 15/13; 6/5; 117/100; 11/10; 11/10; 11/10; 8/7; 23/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 15/13; 8/7; 8/7; 6/5; 23/20; 6/5; 11/10; ; ; 23/20; 23/20
Draw; 13/5; 23/10; 9/4; 23/10; 63/25; 12/5; 12/5; 12/5; 40/17; 23/10; 13/5; 23/10; 12/5; 23/10; 12/5; 12/5; 5/2; 12/5; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; ; 9/4; 12/5
Southend; 21/10; 23/10; 12/5; 23/10; 64/25; 13/5; 23/10; 5/2; 40/17; 12/5; 12/5; 12/5; 11/5; 49/20; 23/10; 23/10; 21/10; 12/5; 21/10; 11/5; 40/17; 12/5; 23/10; 23/10; 12/5; ; ; 23/10; 5/2
META; english/league-1/rochdale-v-southend; 2018-01-19 02:22:05 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; 15/13; 6/5; 117/100; 11/10; 11/10; 11/10; 8/7; 23/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 15/13; 8/7; 8/7; 6/5; 23/20; 6/5; 11/10; ; ; 10/9; 10/9
Draw; 5/2; 23/10; 9/4; 23/10; 5/2; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; ; 9/4; 12/5
Southend; 5/2; 12/5; 12/5; 23/10; 129/50; 13/5; 12/5; 5/2; 40/17; 12/5; 5/2; 12/5; 11/5; 49/20; 23/10; 12/5; 21/10; 12/5; 21/10; 11/5; 40/17; 12/5; 23/10; 23/10; 27/11; ; ; 12/5; 5/2
META; english/league-1/rochdale-v-southend; 2018-01-19 10:21:49 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; 15/13; 6/5; 117/100; 11/10; 11/10; 11/10; 8/7; 23/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 15/13; 8/7; 8/7; 6/5; 23/20; 6/5; 11/10; ; ; 10/9; 10/9
Draw; 5/2; 23/10; 9/4; 23/10; 5/2; 12/5; 23/10; 12/5; 40/17; 23/10; 5/2; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; ; 9/4; 12/5
Southend; 5/2; 12/5; 12/5; 23/10; 129/50; 13/5; 12/5; 5/2; 40/17; 12/5; 5/2; 12/5; 11/5; 49/20; 23/10; 12/5; 21/10; 12/5; 21/10; 11/5; 40/17; 12/5; 23/10; 23/10; 27/11; ; ; 5/2; 5/2
META; english/league-1/rochdale-v-southend; 2018-01-19 14:21:58 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; 15/13; 11/10; 117/100; 23/20; 11/10; 11/10; 8/7; 23/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 15/13; 8/7; 8/7; 6/5; 23/20; 6/5; 11/10; ; ; 10/9; 10/9
Draw; 5/2; 23/10; 23/10; 23/10; 5/2; 5/2; 23/10; 12/5; 40/17; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; ; 23/10; 12/5
Southend; 5/2; 12/5; 12/5; 5/2; 129/50; 27/10; 12/5; 5/2; 40/17; 12/5; 5/2; 12/5; 11/5; 49/20; 23/10; 12/5; 21/10; 12/5; 21/10; 11/5; 40/17; 12/5; 5/2; 23/10; 27/11; ; ; 12/5; 5/2
META; english/league-1/rochdale-v-southend; 2018-01-19 18:22:24 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 11/10; 15/13; 11/10; 29/25; 23/20; 11/10; 11/10; 13/12; 23/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 15/13; 6/5; 13/12; 6/5; 23/20; 6/5; 11/10; ; ; 10/9; 10/9
Draw; 5/2; 12/5; 23/10; 23/10; 63/25; 5/2; 12/5; 12/5; 40/17; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; ; 23/10; 12/5
Southend; 27/10; 12/5; 12/5; 5/2; 129/50; 27/10; 12/5; 5/2; 5/2; 23/10; 5/2; 12/5; 11/5; 49/20; 23/10; 12/5; 21/10; 27/11; 21/10; 39/19; 5/2; 12/5; 12/5; 23/10; 27/11; ; ; 12/5; 5/2
META; english/league-1/rochdale-v-southend; 2018-01-19 22:22:41 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 23/20; 11/10; 15/13; 11/10; 117/ 100; 23/20; 11/10; 11/10; 13/12; 23/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 15/13; 6/5; 13/12; 6/5; 23/20; 6/5; 11/10; ; 10/9; 10/9
Draw; 5/2; 12/5; 23/10; 23/10; 62/25; 5/2; 12/5; 12/5; 40/17; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; 23/10; 12/5
Southend; 27/10; 12/5; 12/5; 5/2; 13/5; 27/10; 12/5; 5/2; 5/2; 23/10; 5/2; 12/5; 11/5; 49/20; 23/10; 12/5; 21/10; 27/11; 21/10; 39/19; 5/2; 12/5; 12/5; 23/10; 27/11; ; 12/5; 5/2
META; english/league-1/rochdale-v-southend; 2018-01-20 02:22:16 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 6/5; 11/10; 15/13; 11/10; 117/ 100; 6/5; 11/10; 11/10; 13/12; 23/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 15/13; 6/5; 13/12; 6/5; 23/20; 6/5; 11/10; ; 10/9; 23/20
Draw; 5/2; 12/5; 23/10; 23/10; 62/25; 5/2; 12/5; 12/5; 40/17; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 40/17; 5/2; 27/11; 40/17; 12/5; 5/2; 23/10; 12/5; ; 9/4; 12/5
Southend; 5/2; 12/5; 12/5; 5/2; 13/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 11/5; 49/20; 23/10; 12/5; 21/10; 27/11; 21/10; 39/19; 5/2; 12/5; 12/5; 23/10; 27/11; ; 23/10; 5/2
META; english/league-1/rochdale-v-southend; 2018-01-20 10:22:11 GMT+2; 2018-01-20 15:00; Nothing; Xlenovo
Rochdale; 11/10; 1; 21/20; 11/10; 29/25; 11/10; 11/10; 1; 1; 21/20; 11/10; 11/10; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 66/67; 1; 11/10; 11/10; 21/20; 21/20; ; 21/20; 23/20
