META; english/league-1/portsmouth-v-shrewsbury; 2018-01-21 14:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 5/4; 6/5; ; ; 29/20; ; 6/5; 6/5; ; ; ; ; ; ; ; 5/4; ; 6/5; ; ; ; ; 6/5; 6/5; 6/5; 10/9; ; 
Draw; 11/5; 12/5; ; ; 9/4; ; 11/5; 9/4; ; ; ; ; ; ; ; 23/10; ; 21/10; ; ; ; ; 12/5; 11/5; 28/13; 11/5; ; 
Shrewsbury; 9/4; 11/5; ; ; 111/ 50; ; 9/4; 12/5; ; ; ; ; ; ; ; 9/4; ; 11/5; ; ; ; ; 23/10; 9/4; 11/5; 12/5; ; 
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-21 18:21:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 6/5; 7/5; ; 6/4; 13/10; 5/4; 13/10; 13/10; 11/8; 11/8; 11/8; ; 11/8; 13/10; 13/10; ; 13/10; ; ; 13/10; 7/5; 11/8; 13/10; 13/10; 5/4; ; 
Shrewsbury; 21/10; 11/5; 11/5; ; 11/5; 23/10; 11/5; 23/10; 28/13; 11/5; 9/4; 23/10; ; 9/4; 11/5; 11/5; ; 21/10; ; ; 28/13; 23/10; 11/5; 23/10; 28/13; 7/4; ; 
Draw; 11/5; 12/5; 2; ; 11/5; 21/10; 11/5; 21/10; 28/13; 2; 11/5; 2; ; 2; 11/5; 21/10; ; 21/10; ; ; 28/13; 2; 85/40; 2; 21/10; 21/10; ; 
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-21 22:20:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 6/5; 23/17; ; 73/50; 13/10; 13/10; 13/10; 13/10; 27/20; 13/10; 11/8; 11/8; 11/8; 13/10; 13/10; ; 13/10; ; 9/7; 13/10; 7/5; 13/10; 13/10; 13/10; 5/4; ; 
Shrewsbury; 21/10; 11/5; 9/4; ; 111/ 50; 23/10; 21/10; 23/10; 28/13; 11/5; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; ; 9/4; 28/13; 23/10; 9/4; 23/10; 28/13; 11/5; ; 
Draw; 11/5; 12/5; 2; ; 9/4; 21/10; 21/10; 21/10; 28/13; 2; 9/4; 2; 21/10; 2; 11/5; 21/10; ; 21/10; ; 21/10; 28/13; 2; 11/5; 2; 21/10; 21/10; ; 
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-22 02:20:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 6/5; 23/17; ; 73/50; 13/10; 13/10; 13/10; 13/10; 27/20; 13/10; 11/8; 11/8; 11/8; 13/10; 13/10; ; 13/10; ; 9/7; 13/10; 7/5; 13/10; 13/10; 13/10; 5/4; ; 
Shrewsbury; 21/10; 11/5; 9/4; ; 111/ 50; 23/10; 21/10; 23/10; 28/13; 11/5; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; ; 9/4; 28/13; 23/10; 9/4; 23/10; 28/13; 9/4; ; 
Draw; 11/5; 12/5; 2; ; 9/4; 21/10; 21/10; 21/10; 28/13; 2; 9/4; 2; 21/10; 2; 11/5; 21/10; ; 21/10; ; 21/10; 28/13; 2; 11/5; 2; 21/10; 21/10; ; 
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-22 10:21:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 5/4; 23/17; 11/8; 29/20; 13/10; 13/10; 13/10; 23/17; 13/10; 13/10; 11/8; 13/10; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 9/7; 23/17; 7/5; 13/10; 13/10; 13/10; 1; ; 
Draw; 11/5; 21/10; 2; 2; 9/4; 21/10; 21/10; 21/10; 39/19; 2; 9/4; 2; 21/10; 2; 11/5; 21/10; 21/10; 39/19; 21/10; 21/10; 39/19; 2; 11/5; 2; 21/10; 21/10; ; 
Shrewsbury; 21/10; 12/5; 23/10; 9/4; 111/ 50; 23/10; 11/5; 23/10; 11/5; 9/4; 23/10; 23/10; 9/4; 47/20; 11/5; 9/4; 11/5; 28/13; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 28/13; 11/5; ; 
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-22 14:21:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 5/4; 23/17; 11/8; 141/ 100; 13/10; 13/10; 13/10; 23/17; 13/10; 11/8; 11/8; 13/10; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 9/7; 23/17; 7/5; 13/10; 13/10; 13/10; 10/11; ; 7/5
Draw; 11/5; 21/10; 2; 2; 85/40; 21/10; 2; 21/10; 39/19; 2; 11/5; 2; 21/10; 2; 11/5; 2; 21/10; 2; 21/10; 21/10; 39/19; 2; 11/5; 2; 2; 21/10; ; 2
Shrewsbury; 21/10; 12/5; 23/10; 9/4; 61/25; 23/10; 11/5; 23/10; 11/5; 9/4; 23/10; 23/10; 9/4; 47/20; 11/5; 23/10; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 11/5; ; 12/5
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-22 18:21:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 5/4; 23/17; 11/8; 141/ 100; 13/10; 13/10; 13/10; 23/17; 13/10; 11/8; 11/8; 13/10; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 9/7; 23/17; 7/5; 13/10; 13/10; 13/10; 1; 5/4; 7/5
Draw; 11/5; 21/10; 2; 2; 85/40; 21/10; 2; 21/10; 39/19; 2; 11/5; 2; 21/10; 2; 11/5; 2; 21/10; 2; 21/10; 21/10; 39/19; 2; 11/5; 2; 2; 21/10; 19/10; 2
Shrewsbury; 21/10; 12/5; 23/10; 9/4; 61/25; 23/10; 11/5; 23/10; 11/5; 9/4; 23/10; 23/10; 9/4; 47/20; 11/5; 23/10; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 11/5; 19/10; 12/5
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-22 22:21:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 13/10; 23/17; 11/8; 141/ 100; 13/10; 13/10; 13/10; 23/17; 13/10; 11/8; 11/8; 13/10; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 9/7; 23/17; 7/5; 13/10; 13/10; 13/10; 21/20; 5/4; 7/5
Draw; 11/5; 21/10; 2; 2; 85/40; 21/10; 2; 21/10; 39/19; 2; 11/5; 2; 21/10; 2; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 39/19; 2; 11/5; 2; 2; 21/10; 19/10; 2
Shrewsbury; 21/10; 23/10; 23/10; 9/4; 61/25; 23/10; 11/5; 23/10; 11/5; 9/4; 23/10; 23/10; 9/4; 47/20; 11/5; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 21/10; 19/10; 12/5
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-23 02:20:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 5/4; 5/4; 11/8; 131/ 100; 13/10; 5/4; 5/4; 23/17; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 23/17; 13/10; 5/4; 5/4; 13/10; 20/21; 6/5; 5/4
Draw; 11/5; 21/10; 2; 2; 54/25; 21/10; 2; 21/10; 39/19; 2; 11/5; 2; 21/10; 2; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 39/19; 2; 11/5; 2; 2; 21/10; 19/10; 21/10
Shrewsbury; 21/10; 12/5; 12/5; 9/4; 131/ 50; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 23/10; 11/5; 11/5; 11/5; 40/17; 11/5; 5/2; 12/5; 49/20; 9/4; 11/5; 19/10; 13/5
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-23 10:20:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 5/4; 5/4; 11/8; 133/ 100; 13/10; 13/10; 5/4; 23/17; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 23/17; 13/10; 5/4; 5/4; 13/10; 20/21; 6/5; 13/10
Draw; 11/5; 21/10; 2; 2; 43/20; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 21/10; 39/19; 2; 11/5; 2; 2; 21/10; 19/10; 21/10
Shrewsbury; 21/10; 12/5; 12/5; 9/4; 129/ 50; 12/5; 9/4; 12/5; 11/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 11/5; 11/5; 11/5; 40/17; 11/5; 5/2; 12/5; 49/20; 9/4; 11/5; 19/10; 13/5
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-23 14:20:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 5/4; 5/4; 5/4; 133/ 100; 13/10; 13/10; 5/4; 23/17; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/17; 13/10; 5/4; 5/4; 5/4; 21/20; 6/5; 5/4
Draw; 11/5; 21/10; 2; 21/10; 43/20; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 21/10; 2; 21/10; 2; 21/10; 39/19; 21/10; 21/10; 39/19; 2; 11/5; 2; 39/19; 21/10; 19/10; 21/10
Shrewsbury; 21/10; 12/5; 12/5; 12/5; 129/ 50; 12/5; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 11/5; 23/10; 11/5; 40/17; 11/5; 5/2; 12/5; 49/20; 40/17; 21/10; 19/10; 5/2
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-23 18:21:26 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 5/4; 5/4; 5/4; 133/ 100; 13/10; 5/4; 5/4; 23/17; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/17; 13/10; 5/4; 5/4; 5/4; 23/20; 6/5; 5/4
Draw; 11/5; 21/10; 2; 21/10; 43/20; 9/4; 2; 21/10; 39/19; 2; 11/5; 2; 11/5; 2; 21/10; 2; 21/10; 39/19; 21/10; 21/10; 39/19; 2; 11/5; 2; 21/10; 21/10; 2; 21/10
Shrewsbury; 21/10; 12/5; 12/5; 12/5; 129/ 50; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 21/10; 12/5; 12/5; 12/5; 11/5; 40/17; 11/5; 40/17; 11/5; 5/2; 12/5; 49/20; 12/5; 21/10; 19/10; 5/2
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-23 22:21:26 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 5/4; 5/4; 5/4; 133/ 100; 13/10; 5/4; 5/4; 23/17; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/17; 13/10; 5/4; 5/4; 5/4; ; 21/20; 6/5; 5/4
Portsmouth; 13/10; 13/10; 13/10; 5/4; ; 13/10; 13/10; ; 16/13; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 23/18; 16/13; 13/10; 13/10; 5/4; 5/4; ; 5/4; 5/4; 13/10
Draw; 23/10; 19/10; 19/10; 21/10; ; 2; 2; ; 2; 19/10; 21/10; 19/10; 11/5; 39/20; 21/10; 2; 2; 2; 2; 31/16; 2; 2; 21/10; 39/20; 2; ; 21/10; 19/10; 21/10
Shrewsbury; 5/2; 5/2; 5/2; 12/5; ; 13/5; 12/5; ; 28/11; 5/2; 5/2; 5/2; 21/10; 5/2; 12/5; 12/5; 23/10; 27/11; 23/10; 27/11; 28/11; 13/5; 12/5; 49/20; 27/11; ; 12/5; 12/5; 5/2
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-26 14:21:48 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; ; 16/13; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 23/18; 16/13; 13/10; 13/10; 5/4; 5/4; ; 5/4; 5/4; 13/10
Draw; 23/10; 19/10; 19/10; 21/10; 21/10; 21/10; 2; ; 2; 19/10; 21/10; 19/10; 11/5; 39/20; 21/10; 2; 2; 39/19; 2; 31/16; 2; 2; 85/40; 39/20; 2; ; 21/10; 21/10; 21/10
Shrewsbury; 5/2; 5/2; 5/2; 23/10; 13/5; 27/10; 12/5; ; 28/11; 5/2; 5/2; 5/2; 21/10; 5/2; 12/5; 12/5; 23/10; 12/5; 23/10; 27/11; 28/11; 13/5; 5/2; 49/20; 27/11; ; 12/5; 12/5; 5/2
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-26 18:21:32 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; ; 16/13; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 5/4; 16/13; 5/4; 5/4; 5/4; 5/4; ; 6/5; 6/5; 5/4
Draw; 23/10; 2; 19/10; 2; 43/20; 21/10; 2; ; 2; 2; 21/10; 2; 2; 39/20; 21/10; 2; 2; 39/19; 2; 45/23; 2; 2; 11/5; 21/10; 39/19; ; 2; 2; 21/10
Shrewsbury; 5/2; 12/5; 5/2; 12/5; 133/ 50; 27/10; 12/5; ; 28/11; 13/5; 5/2; 12/5; 12/5; 13/5; 12/5; 12/5; 12/5; 5/2; 12/5; 27/11; 28/11; 13/5; 5/2; 51/20; 5/2; ; 5/2; 13/5; 27/10
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-26 22:21:43 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 13/10; 13/10; 13/10; 67/50; 13/10; 13/10; ; 16/13; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 16/13; 13/10; 13/10; 5/4; 5/4; ; 5/4; 5/4; 13/10
Draw; 23/10; 2; 19/10; 2; 43/20; 21/10; 2; ; 2; 2; 21/10; 2; 2; 39/20; 21/10; 2; 2; 39/19; 2; 45/23; 2; 2; 11/5; 21/10; 39/19; ; 2; 2; 21/10
Shrewsbury; 5/2; 12/5; 5/2; 12/5; 64/25; 27/10; 12/5; ; 28/11; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 27/11; 28/11; 5/2; 12/5; 5/2; 27/11; ; 5/2; 13/5; 27/10
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-27 02:21:21 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 13/10; 13/10; 26/19; 13/10; 36/25; 11/8; 11/8; ; 16/13; 11/8; 11/8; 7/5; 11/8; 7/5; 13/10; 13/10; 5/4; 23/17; 5/4; 5/4; 16/13; 13/10; 7/5; 13/10; 23/17; ; 11/8; 11/8; 7/5
Draw; 23/10; 2; 19/10; 2; 85/40; 11/5; 2; ; 2; 2; 11/5; 19/10; 2; 39/20; 21/10; 2; 2; 2; 2; 45/23; 2; 2; 85/40; 21/10; 39/19; ; 2; 2; 21/10
Shrewsbury; 5/2; 12/5; 23/10; 12/5; 119/ 50; 5/2; 23/10; ; 28/11; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 9/4; 12/5; 27/11; 28/11; 12/5; 23/10; 12/5; 23/10; ; 23/10; 23/10; 12/5
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-27 10:23:31 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 5/4; 5/4; 5/4; 13/10; 67/50; 11/8; 13/10; ; 4/3; 5/4; 11/8; 5/4; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 4/3; 13/10; 5/4; 13/10; 5/4; ; 5/4; 13/10; 13/10
Draw; 23/10; 2; 19/10; 2; 21/10; 11/5; 2; ; 39/19; 2; 11/5; 19/10; 2; 39/20; 21/10; 2; 2; 2; 2; 2; 39/19; 2; 85/40; 21/10; 39/19; ; 2; 2; 21/10
Shrewsbury; 13/5; 5/2; 5/2; 12/5; 131/ 50; 5/2; 23/10; ; 9/4; 13/5; 23/10; 13/5; 5/2; 13/5; 12/5; 12/5; 12/5; 27/11; 12/5; 28/11; 9/4; 13/5; 13/5; 5/2; 5/2; ; 12/5; 13/5; 13/5
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-27 14:22:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Portsmouth; 5/4; 5/4; 6/5; 6/5; 31/25; 13/10; 5/4; ; 13/11; 6/5; 5/4; 5/4; 5/4; 6/5; 23/20; 6/5; 5/4; 15/13; 5/4; 22/19; 13/11; 6/5; 6/5; 6/5; 6/5; ; 6/5; 6/5; 6/5
Draw; 11/5; 2; 19/10; 2; 103/ 50; 11/5; 2; ; 2; 19/10; 21/10; 15/8; 2; 39/20; 2; 2; 2; 37/19; 2; 57/29; 2; 2; 21/10; 2; 2; ; 2; 2; 21/10
Shrewsbury; 11/4; 5/2; 11/4; 13/5; 74/25; 11/4; 13/5; ; 45/17; 11/4; 13/5; 11/4; 13/5; 11/4; 11/4; 13/5; 12/5; 11/4; 12/5; 27/10; 45/17; 14/5; 14/5; 14/5; 11/4; ; 13/5; 11/4; 14/5
META; english/league-1/portsmouth-v-shrewsbury; 2018-01-27 18:22:00 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Shrewsbury; 8/15; 1/2; 4/7; 1/2; 59/ 100; 40/85; ; 4/7; 6/11; ; 8/15; 2/5; 4/7; 4/7; 1/2; 1/2; 5/11; 6/11; 5/11; 10/17; ; ; ; ; ; ; ; 8/15; 8/15
Draw; 12/5; 5/2; 9/4; 5/2; 129/ 50; 5/2; ; 23/10; 11/5; ; 5/2; 12/5; 11/5; 12/5; 23/10; 12/5; 12/5; 40/17; 12/5; 28/13; ; ; ; ; ; ; ; 5/2; 23/10
Portsmouth; 7; 8; 13/2; 17/2; 31/5; 19/2; ; 7; 7; ; 15/2; 8; 11/2; 13/2; 13/2; 13/2; 15/2; 25/4; 15/2; 27/5; ; ; ; ; ; ; ; 43/5; 
