META; english/league-1/portsmouth-v-doncaster; 2018-01-28 14:22:00 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 11/10; 11/10; ; ; 121/ 100; 23/20; 11/10; ; ; ; ; ; ; ; ; 11/10; ; 21/20; ; ; ; ; 23/20; 11/10; 21/20; ; 8/11; ; 
Draw; 12/5; 12/5; ; ; 5/2; 12/5; 23/10; ; ; ; ; ; ; ; ; 12/5; ; 23/10; ; ; ; ; 12/5; 12/5; 23/10; ; 19/10; ; 
Doncaster; 12/5; 12/5; ; ; 62/25; 14/5; 12/5; ; ; ; ; ; ; ; ; 12/5; ; 40/17; ; ; ; ; 5/2; 12/5; 40/17; ; 6/4; ; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-28 18:21:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 11/10; 11/10; 23/20; 23/20; 23/20; 21/20; ; 13/12; 23/20; 21/20; 23/20; ; ; ; 11/10; ; 21/20; ; ; 13/12; 11/10; 11/10; 21/20; 11/10; ; 10/11; ; 
Draw; 12/5; 12/5; 21/10; 11/5; 62/25; 12/5; ; ; 40/17; 21/10; 23/10; 21/10; ; ; ; 23/10; ; 23/10; ; ; 40/17; 23/10; 23/10; 9/4; 23/10; ; 9/5; ; 
Doncaster; 13/5; 12/5; 27/10; 13/5; 53/20; 14/5; ; ; 5/2; 13/5; 13/5; 11/4; ; ; ; 13/5; ; 27/11; ; ; 5/2; 11/4; 27/10; 53/20; 5/2; ; 23/10; ; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-28 22:23:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 11/10; 15/13; 23/20; 119/ 100; 23/20; 11/10; ; 13/12; 23/20; 21/20; 11/10; ; ; ; 11/10; ; 11/10; ; ; 13/12; 11/10; ; 21/20; 11/10; ; 1; ; 
Draw; 12/5; 12/5; 21/10; 11/5; 49/20; 12/5; ; ; 40/17; 21/10; 23/10; 9/4; ; ; ; 23/10; ; 23/10; ; ; 40/17; 9/4; 12/5; 11/5; 23/10; ; 9/5; ; 
Doncaster; 13/5; 12/5; 13/5; 13/5; 129/ 50; 14/5; 12/5; ; 5/2; 5/2; 13/5; 13/5; ; ; ; 13/5; ; 27/11; ; ; 5/2; 14/5; 13/5; 27/10; 27/11; ; 23/10; ; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-29 02:20:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 11/10; 15/13; 23/20; 119/ 100; 23/20; 11/10; ; 13/12; 23/20; 21/20; 11/10; ; ; ; 11/10; ; 11/10; ; ; 13/12; 11/10; ; 21/20; 11/10; ; 8/11; ; 
Draw; 12/5; 12/5; 21/10; 11/5; 49/20; 12/5; ; ; 40/17; 21/10; 23/10; 9/4; ; ; ; 23/10; ; 23/10; ; ; 40/17; 9/4; 12/5; 11/5; 23/10; ; 9/5; ; 
Doncaster; 13/5; 12/5; 13/5; 13/5; 129/ 50; 14/5; 12/5; ; 5/2; 5/2; 13/5; 13/5; ; ; ; 13/5; ; 27/11; ; ; 5/2; 14/5; 13/5; 27/10; 27/11; ; 23/10; ; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-29 10:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 11/10; 6/5; 23/20; 61/50; 23/20; 11/10; ; 13/12; 23/20; 11/10; 23/20; ; ; 23/20; 11/10; 1; 11/10; 1; 19/17; 13/12; 11/10; 23/20; 11/10; 11/10; ; 5/6; ; 
Draw; 12/5; 12/5; 21/10; 11/5; 61/25; 12/5; 9/4; ; 40/17; 21/10; 23/10; 21/10; ; ; 23/10; 23/10; 12/5; 9/4; 12/5; 11/5; 40/17; 23/10; 12/5; 11/5; 23/10; ; 9/5; ; 
Doncaster; 13/5; 12/5; 5/2; 13/5; 63/25; 14/5; 12/5; ; 5/2; 5/2; 5/2; 13/5; ; ; 12/5; 5/2; 13/5; 12/5; 13/5; 28/13; 5/2; 13/5; 12/5; 5/2; 12/5; ; 15/8; ; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-29 14:21:19 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 11/10; 15/13; 23/20; 59/50; 23/20; 11/10; ; 13/12; 23/20; 11/10; 23/20; ; ; 23/20; 11/10; 1; 11/10; 1; 9/8; 13/12; 11/10; 23/20; 11/10; 11/10; ; 10/11; ; 
Draw; 12/5; 12/5; 21/10; 11/5; 119/50; 12/5; 9/4; ; 40/17; 21/10; 23/10; 21/10; ; ; 23/10; 9/4; 12/5; 9/4; 12/5; 9/4; 40/17; 23/10; 12/5; 11/5; 9/4; ; 19/10; ; 
Doncaster; 13/5; 12/5; 5/2; 13/5; 67/25; 14/5; 5/2; ; 5/2; 5/2; 5/2; 13/5; ; ; 12/5; 13/5; 13/5; 27/11; 13/5; 27/11; 5/2; 13/5; 12/5; 5/2; 5/2; ; 15/8; ; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-29 18:21:04 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 23/20; 15/13; 23/20; 59/50; 23/20; 11/10; 1; 13/12; 23/20; 11/10; 23/20; ; ; 23/20; 11/10; 1; 11/10; 1; 9/8; 13/12; 11/10; 23/20; 11/10; 11/10; ; 10/11; 10/9; 
Draw; 12/5; 9/4; 21/10; 11/5; 119/50; 12/5; 9/4; 23/10; 40/17; 21/10; 23/10; 21/10; ; ; 23/10; 9/4; 12/5; 9/4; 12/5; 9/4; 40/17; 23/10; 12/5; 11/5; 9/4; ; 19/10; 2; 
Doncaster; 13/5; 5/2; 5/2; 13/5; 67/25; 14/5; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; ; ; 12/5; 13/5; 13/5; 5/2; 13/5; 27/11; 5/2; 13/5; 12/5; 5/2; 5/2; ; 12/5; 12/5; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-29 22:21:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 23/20; 15/13; 23/20; 59/50; 23/20; 11/10; 1; 13/12; 23/20; 11/10; 23/20; ; 6/5; 23/20; 11/10; 1; ; 1; 9/8; 13/12; 11/10; 23/20; 11/10; 11/10; ; 10/11; 10/9; 
Draw; 12/5; 9/4; 21/10; 11/5; 119/50; 12/5; 9/4; 23/10; 40/17; 21/10; 9/4; 21/10; ; 43/20; 23/10; 9/4; 12/5; ; 12/5; 9/4; 40/17; 23/10; 23/10; 11/5; 9/4; ; 19/10; 2; 
Doncaster; 13/5; 5/2; 5/2; 13/5; 67/25; 14/5; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; ; 5/2; 12/5; 13/5; 13/5; ; 13/5; 27/11; 5/2; 13/5; 5/2; 5/2; 5/2; ; 12/5; 12/5; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-30 02:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 23/20; 15/13; 23/20; 59/50; 23/20; 11/10; 1; 13/12; 23/20; 11/10; 23/20; ; 6/5; 23/20; 11/10; 1; ; 1; 9/8; 13/12; 11/10; 23/20; 11/10; 11/10; ; 11/10; 10/9; 
Draw; 12/5; 9/4; 21/10; 11/5; 119/50; 12/5; 9/4; 23/10; 40/17; 21/10; 9/4; 21/10; ; 43/20; 23/10; 9/4; 12/5; ; 12/5; 9/4; 40/17; 23/10; 9/4; 11/5; 9/4; ; 21/10; 2; 
Doncaster; 13/5; 5/2; 5/2; 13/5; 67/25; 14/5; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; ; 5/2; 12/5; 13/5; 13/5; 27/11; 13/5; 27/11; 5/2; 13/5; 13/5; 5/2; 5/2; ; 5/2; 12/5; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-30 10:20:59 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 23/20; 15/13; 23/20; 59/50; 23/20; 11/10; 1; 13/12; 23/20; 11/10; 23/20; ; 23/20; 23/20; 11/10; 1; ; 1; 9/8; 13/12; 11/10; 23/20; 11/10; 11/10; ; 11/10; 10/9; 
Draw; 12/5; 9/4; 21/10; 11/5; 119/50; 12/5; 9/4; 23/10; 40/17; 21/10; 9/4; 21/10; ; 43/20; 23/10; 9/4; 12/5; ; 12/5; 9/4; 40/17; 23/10; 9/4; 11/5; 9/4; ; 21/10; 2; 
Doncaster; 13/5; 5/2; 5/2; 13/5; 67/25; 14/5; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; ; 5/2; 12/5; 13/5; 13/5; 27/11; 13/5; 27/11; 5/2; 13/5; 13/5; 5/2; 5/2; ; 5/2; 2; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-30 14:21:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 23/20; 15/13; 23/20; 59/50; 6/5; 11/10; 11/10; 13/12; 23/20; 11/10; 23/20; ; 23/20; 23/20; 11/10; 1; ; 1; 9/8; 13/12; 11/10; 23/20; 11/10; 11/10; ; 10/9; 10/9; 
Draw; 12/5; 9/4; 21/10; 11/5; 119/50; 12/5; 9/4; 23/10; 40/17; 21/10; 9/4; 21/10; ; 43/20; 23/10; 9/4; 12/5; ; 12/5; 9/4; 40/17; 23/10; 9/4; 11/5; 9/4; ; 11/5; 2; 
Doncaster; 13/5; 5/2; 5/2; 13/5; 67/25; 11/4; 5/2; 5/2; 5/2; 5/2; 13/5; 13/5; ; 5/2; 12/5; 13/5; 13/5; 27/11; 13/5; 27/11; 5/2; 13/5; 13/5; 5/2; 5/2; ; 5/2; 2; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-30 18:21:09 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 23/20; 15/13; 23/20; 59/50; 6/5; 11/10; 11/10; 13/12; 23/20; 11/10; 23/20; ; 23/20; 23/20; 11/10; 1; ; 1; 9/8; 13/12; 11/10; 23/20; 11/10; 11/10; ; 10/9; 10/9; 
Draw; 12/5; 9/4; 21/10; 11/5; 119/50; 12/5; 9/4; 23/10; 40/17; 11/5; 9/4; 21/10; ; 43/20; 23/10; 9/4; 12/5; 23/10; 12/5; 9/4; 40/17; 23/10; 12/5; 11/5; 23/10; ; 11/5; 9/4; 
Doncaster; 13/5; 5/2; 5/2; 13/5; 67/25; 11/4; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; ; 5/2; 12/5; 13/5; 13/5; 5/2; 13/5; 27/11; 5/2; 13/5; 12/5; 5/2; 28/11; ; 5/2; 13/5; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-30 22:21:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 23/20; 15/13; 23/20; ; 6/5; 11/10; 11/10; 13/12; 23/20; 11/10; 23/20; ; 23/20; 23/20; 11/10; 1; ; 1; 9/8; 13/12; 11/10; 23/20; 11/10; 11/10; ; 21/20; 10/9; 
Draw; 12/5; 9/4; 21/10; 11/5; ; 12/5; 9/4; 23/10; 40/17; 11/5; 23/10; 21/10; ; 43/20; 23/10; 9/4; 12/5; 23/10; 12/5; 9/4; 40/17; 23/10; 12/5; 11/5; 23/10; ; 9/5; 2; 
Doncaster; 13/5; 5/2; 5/2; 13/5; 67/25; 11/4; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; ; 5/2; 12/5; 13/5; 13/5; 5/2; 13/5; 27/11; 5/2; 13/5; 12/5; 5/2; 28/11; ; 12/5; 12/5; 
META; english/league-1/portsmouth-v-doncaster; 2018-01-31 02:20:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Portsmouth; 21/20; 23/20; 15/13; 23/20; ; 6/5; ; 11/10; 13/12; 23/20; 23/20; 23/20; ; 23/20; 23/20; 11/10; 1; ; 1; 9/8; 13/12; 11/10; 23/20; 11/10; 11/10; ; 1; 23/20; 
Draw; 12/5; 9/4; 21/10; 11/5; ; 12/5; ; 23/10; 40/17; 11/5; 23/10; 21/10; ; 43/20; 23/10; 9/4; 12/5; 23/10; 12/5; 9/4; 40/17; 23/10; 12/5; 11/5; 23/10; ; 19/10; ; 
