META; english/league-1/charlton-v-oxford; 2018-01-28 14:21:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 4/5; 10/11; ; ; 43/50; 17/20; 4/5; ; ; ; ; ; ; ; ; 5/6; ; 10/13; ; ; ; ; 17/20; 4/5; 10/13; ; 8/15; ; 
META; english/league-1/charlton-v-oxford; 2018-01-29 10:20:24 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 10/11; 13/15; 10/11; 9/10; 20/23; 20/23; ; 4/5; 20/23; 17/20; 20/23; ; ; 10/11; 17/20; 5/6; 13/15; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 13/15; ; 4/5; ; 
Draw; 5/2; 5/2; 5/2; 5/2; 129/ 50; 13/5; 12/5; ; 13/5; 5/2; 5/2; 12/5; ; ; 5/2; 5/2; 5/2; 12/5; 5/2; 27/11; 13/5; 13/5; 5/2; 51/20; 12/5; ; 23/10; ; 
Oxford; 10/3; 3; 3; 3; 71/20; 16/5; 16/5; ; 17/5; 3; 16/5; 16/5; ; ; 3; 16/5; 13/4; 31/10; 13/4; 13/5; 17/5; 3; 16/5; 3; 41/13; ; 14/5; ; 
META; english/league-1/charlton-v-oxford; 2018-01-29 14:21:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 10/11; 13/15; 10/11; 9/10; 20/23; 17/20; ; 4/5; 17/20; 17/20; 20/23; ; ; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 5/6; ; 5/6; ; 
Draw; 5/2; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; ; 13/5; 5/2; 5/2; 12/5; ; ; 5/2; 5/2; 5/2; 27/11; 5/2; 28/11; 13/5; 13/5; 5/2; 51/20; 27/11; ; 19/10; ; 
Oxford; 10/3; 3; 16/5; 3; 69/20; 16/5; 16/5; ; 17/5; 3; 16/5; 16/5; ; ; 3; 16/5; 13/4; 16/5; 13/4; 56/19; 17/5; 3; 16/5; 3; 16/5; ; 14/5; ; 
META; english/league-1/charlton-v-oxford; 2018-01-29 18:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; 17/20; 5/6; 4/5; 17/20; 17/20; 20/23; ; ; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 5/6; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; ; ; 5/2; 5/2; 5/2; 27/11; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; 27/11; ; 23/10; 12/5; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 16/5; 16/5; 16/5; 17/5; 3; 16/5; 16/5; ; ; 3; 16/5; 13/4; 41/13; 13/4; 56/19; 17/5; 3; 31/10; 3; 16/5; ; 14/5; 3; 
META; english/league-1/charlton-v-oxford; 2018-01-29 22:20:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; 17/20; 5/6; 4/5; 17/20; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; ; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 5/6; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 5/2; 5/2; ; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; 27/11; ; 23/10; 12/5; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 16/5; 16/5; 16/5; 17/5; 3; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; ; 13/4; 56/19; 17/5; 3; 31/10; 3; 16/5; ; 14/5; 3; 
META; english/league-1/charlton-v-oxford; 2018-01-30 02:20:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; 17/20; 5/6; 4/5; 17/20; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 5/6; ; 5/6; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; 27/11; ; 19/10; 12/5; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 16/5; 16/5; 16/5; 17/5; 3; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 16/5; 13/4; 56/19; 17/5; 3; 31/10; 3; 16/5; ; 14/5; 3; 
META; english/league-1/charlton-v-oxford; 2018-01-30 10:20:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; 17/20; 5/6; 4/5; 17/20; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 5/6; ; 8/11; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; 27/11; ; 19/10; 21/10; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 16/5; 16/5; 16/5; 17/5; 3; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 16/5; 13/4; 56/19; 17/5; 3; 31/10; 3; 16/5; ; 3; 14/5; 
META; english/league-1/charlton-v-oxford; 2018-01-30 14:20:59 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; 17/20; 4/5; 4/5; 17/20; 5/6; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 5/6; ; 4/5; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 29/10; 5/2; 13/5; 13/5; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; 27/11; ; 27/10; 21/10; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 10/3; 16/5; 16/5; 17/5; 3; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 16/5; 13/4; 56/19; 17/5; 3; 31/10; 3; 16/5; ; 3; 14/5; 
META; english/league-1/charlton-v-oxford; 2018-01-30 18:20:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; ; 4/5; 4/5; 20/23; 5/6; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 13/15; ; 4/5; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 29/10; ; 13/5; 13/5; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; 5/2; ; 27/10; 11/4; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 10/3; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 13/4; ; 3; 14/5; 
META; english/league-1/charlton-v-oxford; 2018-01-30 22:21:00 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; ; 4/5; 4/5; 20/23; 5/6; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 13/15; ; ; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 29/10; ; 13/5; 13/5; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; 5/2; ; 19/10; 12/5; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 10/3; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 13/4; ; 12/5; 3; 
META; english/league-1/charlton-v-oxford; 2018-01-31 02:20:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; ; 4/5; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; ; ; ; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 29/10; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 19/10; 12/5; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 10/3; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 13/4; ; 12/5; 3; 
META; english/league-1/charlton-v-oxford; 2018-01-31 10:20:27 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; ; ; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; ; ; 4/6; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 29/10; ; ; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 5/2; 5/2; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 9/5; 21/10; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 10/3; ; ; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 13/4; ; 13/8; 14/5; 
META; english/league-1/charlton-v-oxford; 2018-01-31 14:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 10/11; ; ; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 5/6; ; 4/6; 5/6; 
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 11/4; ; ; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 19/10; 21/10; 
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 10/3; ; ; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 33/10; ; 12/5; 14/5; 
META; english/league-1/charlton-v-oxford; 2018-01-31 18:21:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 10/11; ; ; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 11/4; ; ; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 12/5; 13/5
Oxford; 10/3; 16/5; 16/5; 3; 69/20; 10/3; ; ; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 13/4; ; 14/5; 14/5; 10/3
META; english/league-1/charlton-v-oxford; 2018-01-31 22:20:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 10/11; ; 5/6; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 11/4; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 23/10; 13/5
Oxford; 10/3; 16/5; 3; 3; 69/20; 10/3; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 13/4; ; 14/5; 14/5; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-01 02:20:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 10/11; ; 5/6; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 13/15; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 11/4; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 23/10; 13/5
Oxford; 10/3; 16/5; 3; 3; 69/20; 10/3; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 13/4; ; 14/5; 14/5; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-01 10:20:11 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 10/11; ; 5/6; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 11/4; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 23/10; 13/5
Oxford; 10/3; 16/5; 3; 3; 69/20; 10/3; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 33/10; ; 3; 14/5; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-01 14:20:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 10/11; ; 5/6; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 13/15; 5/6; 13/15; 4/5; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 11/4; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 12/5; 13/5
Oxford; 10/3; 16/5; 3; 3; 69/20; 10/3; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 56/19; 17/5; 3; 31/10; 3; 13/4; ; 3; 3; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-01 18:20:07 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; ; 5/6; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 13/15; 5/6; 9/10; 4/5; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 27/11; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 12/5; 13/5
Oxford; 10/3; 16/5; 3; 3; 69/20; 16/5; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 37/13; 17/5; 3; 31/10; 3; 13/4; ; 3; 10/3; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-01 22:20:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; ; 5/6; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 13/15; 5/6; 9/10; 4/5; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 27/11; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 12/5; 13/5
Oxford; 10/3; 16/5; 3; 3; 69/20; 16/5; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 37/13; 17/5; 3; 31/10; 3; 13/4; ; 3; 3; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-02 02:20:01 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 5/6; 17/20; 13/15; 10/11; 9/10; 20/23; ; 5/6; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 13/15; 5/6; 9/10; 4/5; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 27/11; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 12/5; 13/5
Oxford; 10/3; 16/5; 3; 3; 69/20; 16/5; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 37/13; 17/5; 3; 31/10; 3; 13/4; ; 3; 3; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-02 10:20:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 10/11; 17/20; 13/15; 10/11; 9/10; 10/11; ; 5/6; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; 17/20; 5/6; 5/6; 9/10; 4/5; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 13/5; 13/5; 5/2; 5/2; 66/25; 11/4; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 12/5; 13/5
Oxford; 7/2; 16/5; 3; 3; 69/20; 10/3; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; 13/4; 13/4; 37/13; 17/5; 3; 31/10; 3; 13/4; ; 3; 3; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-02 14:21:00 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 10/11; 17/20; 13/15; 5/6; 9/10; 10/11; ; 5/6; 4/5; 20/23; 17/20; 20/23; ; 9/10; 10/11; ; ; 5/6; 9/10; 4/5; 9/10; 10/11; 17/20; ; ; 5/6; 5/6; 5/6
Draw; 13/5; 13/5; 5/2; 5/2; 66/25; 11/4; ; 13/5; 13/5; 5/2; 5/2; 12/5; ; 5/2; 5/2; 12/5; ; 5/2; 28/11; 13/5; 13/5; 13/5; 51/20; ; ; 5/2; 13/5; 13/5
Oxford; 7/2; 16/5; 3; 10/3; 69/20; 10/3; ; 16/5; 17/5; 16/5; 16/5; 16/5; ; 31/10; 3; 16/5; ; 13/4; 37/13; 17/5; 3; 16/5; 3; 33/10; ; 3; 10/3; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-02 22:20:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 10/11; 17/20; 5/6; 5/6; 21/25; 10/11; ; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 4/5; 5/6; 6/7; 4/5; 5/6; 20/23; 5/6; 5/6; ; 5/6; 5/6; 5/6
Draw; 13/5; 13/5; 5/2; 5/2; 137/50; 11/4; ; 13/5; 13/5; 13/5; ; 13/5; 5/2; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 13/5; 13/5; 51/20; 28/11; ; 5/2; 13/5; 27/10
Oxford; 7/2; 16/5; 16/5; 10/3; 73/20; 10/3; ; 16/5; 17/5; 13/4; 10/3; 16/5; 16/5; 16/5; 100/30; 10/3; 17/5; 13/4; 58/19; 17/5; 100/30; 17/5; 7/2; 17/5; ; 3; ; 7/2
META; english/league-1/charlton-v-oxford; 2018-02-03 02:20:19 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 10/11; 17/20; 11/13; 5/6; 9/10; 9/10; ; 5/6; 4/5; 17/20; 17/20; 20/23; 17/20; 5/6; 5/6; 17/20; 5/6; 5/6; 6/7; 4/5; 9/10; 20/23; 9/10; 13/15; ; 5/6; 5/6; 5/6
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; 11/4; ; 5/2; 13/5; 13/5; ; 12/5; 5/2; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 51/20; 28/11; ; 5/2; 5/2; 27/10
Oxford; 7/2; 16/5; 16/5; 10/3; 67/20; 7/2; ; 16/5; 17/5; 16/5; 16/5; 10/3; 16/5; 16/5; 100/30; 16/5; 16/5; 13/4; 58/19; 17/5; 3; 17/5; 16/5; 13/4; ; 10/3; 10/3; 10/3
META; english/league-1/charlton-v-oxford; 2018-02-03 10:20:31 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 10/11; 17/20; 11/13; 5/6; 10/11; 9/10; ; 5/6; 11/14; 20/23; 17/20; 20/23; 17/20; 17/20; 17/20; 17/20; 13/15; 5/6; 13/15; 16/19; 9/10; 9/10; 9/10; 13/15; ; 5/6; 5/6; 5/6
Draw; 13/5; 13/5; 13/5; 5/2; 11/4; 11/4; ; 5/2; 45/17; 13/5; ; 13/5; 5/2; 13/5; 11/4; 5/2; 28/11; 5/2; 5/2; 45/17; 13/5; 13/5; 51/20; 28/11; ; 13/5; 13/5; 27/10
Oxford; 7/2; 16/5; 3; 10/3; 13/4; 7/2; ; 16/5; 33/10; 16/5; 16/5; 3; 16/5; 31/10; 3; 16/5; 31/10; 13/4; 56/19; 3; 3; 33/10; 16/5; 13/4; ; 3; 10/3; 3
META; english/league-1/charlton-v-oxford; 2018-02-03 14:21:26 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Charlton; 17/20; 4/5; 4/5; 5/6; 41/50; 4/5; ; 8/11; 7/9; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 9/11; 7/9; 4/5; 5/6; 10/13; 13/15; ; 4/5; 4/5; 4/5
Draw; 14/5; 13/5; 13/5; 5/2; 143/50; 29/10; ; 11/4; ; 13/5; 11/4; 11/4; 5/2; 27/10; 11/4; ; 45/17; 5/2; 5/2; 45/17; 14/5; 14/5; 14/5; 28/11; ; 27/10; 11/4; 14/5
Oxford; 7/2; 10/3; 10/3; 10/3; 18/5; 18/5; ; 10/3; 17/5; 10/3; 10/3; 16/5; 10/3; 17/5; 16/5; 10/3; 57/17; 13/4; 16/5; 17/5; 7/2; 17/5; 7/2; 13/4; ; 7/2; 7/2; 7/2
META; english/league-1/charlton-v-oxford; 2018-02-03 18:20:35 GMT+2; 2018-02-03 15:00; In Play; Xlenovo
Charlton; 11/10; ; 21/20; 23/20; 17/20; ; 11/10; ; 7/8; ; 10/11; ; 21/20; 11/10; 19/20; ; 9/10; 15/13; 17/14; ; ; 6/5; 23/20; 5/6; ; ; 6/5; 8/13
Draw; 7/5; ; 16/11; 7/5; 129/50; ; 13/10; ; 24/13; ; 15/8; ; 13/10; 29/20; 8/5; ; 17/10; 23/17; 23/18; ; ; 7/5; 11/8; 9/4; ; ; 13/10; 20/21
