META; english/league-1/portsmouth-v-mk-dons; 2017-10-08 02:22:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
MK Dons; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-1/portsmouth-v-mk-dons; 2017-10-08 10:23:07 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
MK Dons; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-1/portsmouth-v-mk-dons; 2017-10-08 14:23:23 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 11/10; ; ; 1; ; 21/20; 1; ; ; ; ; ; ; ; 21/20; ; 19/20; 27/25; ; ; ; 21/20; 1; ; 4/7; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 64/25; 12/5; 27/11; 5/2; 5/2; 47/20; ; 23/10; 9/4; 
MK Dons; 14/5; 16/5; 3; 3; 3; 11/4; 3; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 56/19; 33/10; 11/4; 31/10; 3; 31/10; 3; ; 3; 3; 
META; english/league-1/portsmouth-v-mk-dons; 2017-10-09 22:22:40 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 10/11; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 10/11; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 19/20; 20/21; 10/11; 8/9; 10/11; 37/40; 9/10; ; 5/6; 10/11; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 40/17; 64/25; 12/5; 27/11; 5/2; 5/2; 47/20; ; 23/10; 9/4; 
MK Dons; 14/5; 16/5; 3; 3; 3; 11/4; 3; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 14/5; 33/10; 11/4; 31/10; 3; 31/10; 3; ; 3; 3; 
META; english/league-1/portsmouth-v-mk-dons; 2017-10-10 02:22:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 10/11; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 10/11; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 20/21; 10/11; 8/9; 10/11; 37/40; 9/10; ; 5/6; 10/11; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 64/25; 12/5; 27/11; 5/2; 5/2; 47/20; ; 23/10; 9/4; 
MK Dons; 14/5; 16/5; 3; 3; 3; 11/4; 3; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 56/19; 33/10; 11/4; 31/10; 3; 31/10; 3; ; 3; 3; 
META; english/league-1/portsmouth-v-mk-dons; 2017-10-10 10:22:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 10/11; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 10/11; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 20/21; 10/11; 8/9; 10/11; 37/40; ; ; 5/6; 10/11; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 64/25; 12/5; 27/11; 5/2; 5/2; ; ; 23/10; 9/4; 
MK Dons; 14/5; 16/5; 3; 3; 3; 11/4; 3; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 56/19; 33/10; 11/4; 31/10; 3; 31/10; ; ; 3; 3; 
META; english/league-1/portsmouth-v-mk-dons; 2017-10-10 14:22:59 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 10/11; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 10/11; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 20/21; 10/11; 8/9; 10/11; 37/40; 9/10; ; 5/6; 9/10; 
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 64/25; 12/5; 27/11; 5/2; 5/2; 47/20; ; 23/10; 9/4; 
MK Dons; 14/5; 16/5; 3; 3; 3; 11/4; 3; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 56/19; 33/10; 11/4; 31/10; 3; 31/10; 3; ; 3; 3; 
META; english/league-1/portsmouth-v-mk-dons; 2017-10-10 18:22:09 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 10/11; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 19/20; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 20/21; 10/11; 8/9; 10/11; 19/20; 9/10; ; 5/6; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 64/25; 12/5; 27/11; 5/2; 5/2; 47/20; ; 23/10; 9/4; 5/2
MK Dons; 14/5; 16/5; 3; 3; 3; 11/4; 29/10; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 3; 33/10; 11/4; 31/10; 3; 3; 3; ; 3; 3; 3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-10 22:22:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 19/20; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 19/20; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 20/21; 10/11; 8/9; 10/11; 20/21; 9/10; ; 5/6; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 64/25; 12/5; 27/11; 5/2; 5/2; 47/20; ; 12/5; 9/4; 5/2
MK Dons; 14/5; 3; 3; 3; 3; 11/4; 29/10; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 3; 33/10; 11/4; 31/10; 3; 29/10; 3; ; 3; 3; 3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-11 02:22:05 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 19/20; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 19/20; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 97/100; 10/11; 8/9; 10/11; 19/20; 9/10; ; 5/6; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 127/50; 12/5; 27/11; 5/2; 5/2; 47/20; ; 23/10; 9/4; 5/2
MK Dons; 14/5; 3; 3; 3; 3; 11/4; 29/10; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 3; 13/4; 11/4; 31/10; 3; 3; 3; ; 3; 3; 3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-11 10:22:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 19/20; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 19/20; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 97/100; 10/11; 8/9; 10/11; 37/40; 9/10; ; 5/6; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 127/50; 12/5; 27/11; 5/2; 5/2; 47/20; ; 9/4; 21/10; 5/2
MK Dons; 14/5; 3; 3; 3; 3; 11/4; 29/10; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 3; 13/4; 11/4; 31/10; 3; 3; 3; ; 3; 13/5; 3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-11 14:24:07 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 19/20; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 19/20; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 97/100; 10/11; 8/9; 10/11; 37/40; 9/10; ; 20/21; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 127/50; 12/5; 27/11; 5/2; 5/2; 47/20; ; 11/5; 9/4; 5/2
MK Dons; 14/5; 3; 3; 3; 16/5; 11/4; 29/10; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 3; 13/4; 11/4; 31/10; 3; 3; 3; ; 3; 3; 3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-11 18:22:04 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 19/20; 19/20; 19/20; 19/20; 7/8; 20/21; 10/11; 8/9; 10/11; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 97/100; 15/16; 8/9; 10/11; 37/40; 9/10; ; 20/21; 9/10; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 127/50; 5/2; 27/11; 5/2; 5/2; 47/20; ; 11/5; 9/4; 5/2
MK Dons; 14/5; 3; 3; 3; 3; 11/4; 3; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 3; 13/4; 11/4; 31/10; 3; 3; 3; ; 3; 3; 3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-11 22:22:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 19/20; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 10/11; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 97/100; 15/16; 8/9; 10/11; 37/40; 9/10; ; 20/21; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 127/50; 5/2; 27/11; 5/2; 5/2; 47/20; ; 11/5; 9/4; 5/2
MK Dons; 14/5; 3; 3; 3; 16/5; 11/4; 3; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 3; 13/4; 11/4; 31/10; 3; 3; 3; ; 3; 3; 3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-12 02:23:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 19/20; 19/20; 19/20; 19/20; 10/11; 7/8; 20/21; 10/11; 8/9; 10/11; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 9/10; 10/11; 97/100; 15/16; 8/9; 10/11; 37/40; 9/10; ; 20/21; 10/11; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 23/10; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 127/50; 5/2; 27/11; 5/2; 5/2; 47/20; ; 23/10; 9/4; 5/2
MK Dons; 14/5; 3; 3; 3; 16/5; 11/4; 3; 3; 31/10; 3; 16/5; 31/10; 14/5; 31/10; 14/5; 3; 29/10; 3; 13/4; 11/4; 31/10; 3; 3; 3; ; 3; 3; 3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-12 14:23:11 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 4/5; 17/20; 11/13; 5/6; 17/20; 7/8; 20/23; 5/6; 8/9; 5/6; 5/6; 17/20; 10/11; 20/23; 5/6; 5/6; 4/5; 5/6; 22/25; 11/13; 8/9; 5/6; 17/20; 17/20; 5/6; ; 5/6; 5/6; 5/6
Draw; 13/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 27/11; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 13/5; 5/2; 131/50; 5/2; 27/11; 5/2; 13/5; 5/2; 5/2; ; 12/5; 23/10; 13/5
MK Dons; 10/3; 10/3; 17/5; 3; 10/3; 11/4; 10/3; 10/3; 31/10; 10/3; 10/3; 17/5; 14/5; 7/2; 7/2; 10/3; 13/4; 33/10; 18/5; 31/10; 31/10; 7/2; 10/3; 7/2; 57/17; ; 3; 3; 7/2
META; english/league-1/portsmouth-v-mk-dons; 2017-10-12 18:22:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 8/11; 17/20; 4/5; 5/6; 4/5; 7/8; 4/5; 8/11; 7/9; 3/4; 4/5; 4/5; 10/11; 4/5; 3/4; 4/5; 4/5; 10/13; 4/5; 3/4; 7/9; 4/5; 3/4; 10/13; 10/13; ; 8/11; 8/11; 8/11
Draw; 11/4; 12/5; 5/2; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 12/5; 49/20; 12/5; 13/5; 11/4; 13/5; 13/5; 13/5; 139/50; 13/5; 5/2; 13/5; 11/4; 51/20; 45/17; ; 5/2; 13/5; 11/4
MK Dons; 7/2; 10/3; 18/5; 3; 18/5; 11/4; 7/2; 7/2; 18/5; 18/5; 15/4; 37/10; 14/5; 15/4; 7/2; 7/2; 13/4; 39/11; 77/20; 7/2; 18/5; 19/5; 7/2; 4; 18/5; ; 7/2; 7/2; 7/2
META; english/league-1/portsmouth-v-mk-dons; 2017-10-12 22:23:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 8/11; 4/5; 4/5; 5/6; 3/4; 7/8; 4/5; 8/11; 7/9; 3/4; 4/5; 4/5; 10/11; 4/5; 3/4; 4/5; 4/5; 10/13; 4/5; 3/4; 7/9; 4/5; 3/4; 10/13; 10/13; ; 4/5; 8/11; 8/11
Draw; 11/4; 5/2; 5/2; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 49/20; 12/5; 13/5; 11/4; 13/5; 13/5; 13/5; 139/50; 13/5; 5/2; 13/5; 11/4; 51/20; 45/17; ; 5/2; 5/2; 11/4
MK Dons; 7/2; 7/2; 18/5; 3; 19/5; 11/4; 7/2; 7/2; 18/5; 7/2; 15/4; 37/10; 14/5; 15/4; 7/2; 7/2; 13/4; 39/11; 77/20; 7/2; 18/5; 19/5; 7/2; 4; 18/5; ; 7/2; 7/2; 7/2
META; english/league-1/portsmouth-v-mk-dons; 2017-10-13 02:22:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 8/11; 4/5; 4/5; 5/6; 3/4; 7/8; 4/5; 8/11; 7/9; 3/4; 4/5; 4/5; 10/11; 4/5; 3/4; 4/5; 4/5; 10/13; 4/5; 3/4; 7/9; 4/5; 4/5; 10/13; 10/13; ; 4/5; 8/11; 8/11
Draw; 11/4; 5/2; 5/2; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 49/20; 12/5; 13/5; 11/4; 13/5; 13/5; 13/5; 139/50; 13/5; 5/2; 13/5; 13/5; 51/20; 45/17; ; 13/5; 5/2; 11/4
MK Dons; 7/2; 7/2; 18/5; 3; 19/5; 11/4; 7/2; 7/2; 18/5; 7/2; 15/4; 37/10; 14/5; 15/4; 7/2; 7/2; 13/4; 39/11; 77/20; 7/2; 18/5; 19/5; 18/5; 4; 18/5; ; 7/2; 7/2; 7/2
META; english/league-1/portsmouth-v-mk-dons; 2017-10-13 10:24:06 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 4/5; 4/5; 4/5; 5/6; 3/4; 7/8; 4/5; 8/11; 7/9; 3/4; 4/5; 4/5; 10/11; 4/5; 3/4; 4/5; 4/5; 10/13; 4/5; 3/4; 7/9; 4/5; 3/4; 10/13; 10/13; ; 4/5; 8/11; 8/11
Draw; 14/5; 5/2; 5/2; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 49/20; 12/5; 13/5; 11/4; 13/5; 13/5; 13/5; 139/50; 13/5; 5/2; 13/5; 11/4; 51/20; 13/5; ; 13/5; 5/2; 13/5
MK Dons; 15/4; 7/2; 18/5; 3; 19/5; 11/4; 7/2; 7/2; 18/5; 7/2; 15/4; 37/10; 14/5; 15/4; 7/2; 7/2; 13/4; 39/11; 77/20; 7/2; 18/5; 19/5; 7/2; 4; 18/5; ; 7/2; 14/5; 7/2
META; english/league-1/portsmouth-v-mk-dons; 2017-10-13 14:25:02 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 4/5; 4/5; 5/6; 4/5; 4/5; 7/8; 5/6; 8/11; 7/9; 5/6; 4/5; 4/5; 10/11; 5/6; 3/4; 4/5; 4/5; 4/5; 43/50; 9/11; 7/9; 5/6; 5/6; 5/6; 4/5; ; 4/5; 4/5; 5/6
Draw; 14/5; 5/2; 5/2; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 49/20; 12/5; 11/4; 11/4; 5/2; 13/5; 28/11; 27/10; 13/5; 5/2; 13/5; 13/5; 51/20; 13/5; ; 13/5; 12/5; 13/5
MK Dons; 15/4; 7/2; 17/5; 7/2; 7/2; 11/4; 10/3; 7/2; 18/5; 17/5; 7/2; 18/5; 14/5; 15/4; 7/2; 7/2; 13/4; 57/17; 18/5; 31/10; 18/5; 7/2; 18/5; 7/2; 17/5; ; 10/3; 10/3; 7/2
META; english/league-1/portsmouth-v-mk-dons; 2017-10-13 18:22:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 4/5; 4/5; 13/15; 4/5; 5/6; 7/8; 20/23; 4/5; 13/16; 20/23; 20/23; 17/20; 17/20; 17/20; 5/6; 5/6; 4/5; 5/6; 43/50; 11/13; 13/16; 5/6; 17/20; 10/13; 4/5; ; 4/5; 8/11; 5/6
Draw; 14/5; 5/2; 5/2; 5/2; 5/2; 12/5; 13/5; 5/2; 28/11; 5/2; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 27/10; 13/5; 27/10; 45/17; 28/11; 13/5; 14/5; 53/20; 27/10; ; 13/5; 5/2; 27/10
MK Dons; 15/4; 18/5; 16/5; 7/2; 10/3; 11/4; 16/5; 10/3; 17/5; 16/5; 16/5; 16/5; 3; 15/4; 16/5; 10/3; 31/10; 16/5; 18/5; 29/10; 17/5; 10/3; 16/5; 15/4; 57/17; ; 3; 10/3; 10/3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-13 22:23:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Portsmouth; 4/5; 17/20; 13/15; 4/5; 17/20; 7/8; 20/23; 4/5; 13/16; 20/23; 20/23; 17/20; 17/20; 20/23; 5/6; 5/6; 4/5; 5/6; 89/100; 11/13; 13/16; 5/6; 17/20; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 14/5; 5/2; 5/2; 5/2; 5/2; 12/5; 13/5; 5/2; 28/11; 5/2; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 27/10; 13/5; 11/4; 45/17; 28/11; 13/5; 14/5; 13/5; 13/5; ; 5/2; 5/2; 27/10
MK Dons; 15/4; 10/3; 16/5; 7/2; 10/3; 11/4; 16/5; 10/3; 17/5; 16/5; 16/5; 16/5; 3; 7/2; 16/5; 10/3; 31/10; 16/5; 67/20; 29/10; 17/5; 10/3; 16/5; 10/3; 16/5; ; 10/3; 3; 10/3
META; english/league-1/portsmouth-v-mk-dons; 2017-10-14 02:22:54 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
