META; english/league-1/wigan-v-oxford; 2018-04-14 22:20:05 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 4/11; 2/5; 4/11; 1/3; 4/11; 4/11; 1/3; 2/13
Draw; 15/4; 10/3; 7/2; 7/2; 19/5; 15/4; 19/5; 19/10
Oxford; 15/2; 13/2; 13/2; 8; 17/2; 15/2; 9; 2/13
META; english/league-1/wigan-v-oxford; 2018-04-15 02:20:24 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 4/11; 2/5; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 1/3; 4/11; 1/6
Draw; 15/4; 10/3; 7/2; 7/2; 19/5; 15/4; 15/4; 15/4; 19/5; 19/5; 19/10
Oxford; 15/2; 13/2; 13/2; 8; 17/2; 15/2; 15/2; 29/4; 9; 15/2; 4/11
META; english/league-1/wigan-v-oxford; 2018-04-15 10:20:26 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 2/5; 1/3; 1/3; 3/10; 6/17; 1/3; 4/11; 1/3; 1/3; 4/11; 10/29; 6/17; 1/3; 10/29; 1/4
Draw; 4; 10/3; 15/4; 7/2; 7/2; 37/10; 19/5; 19/5; 15/4; 15/4; 15/4; 15/4; 37/10; 19/5; 19/5; 19/10
Oxford; 9; 13/2; 9; 15/2; 17/2; 15/2; 9; 17/2; 17/2; 9; 33/4; 15/2; 19/2; 17/2; 1/6; 
META; english/league-1/wigan-v-oxford; 2018-04-15 14:21:07 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 2/5; 1/3; 1/3; 39/100; 3/10; 6/17; 1/3; 1/3; 1/3; 1/3; 7/20; 4/11; 10/29; 1/3; 1/3; 6/17; 1/3; 10/29; 1/4; 3/10
Draw; 4; 10/3; 15/4; 7/2; 15/4; 7/2; 37/10; 19/5; 4; 15/4; 15/4; 15/4; 15/4; 15/4; 15/4; 50/13; 37/10; 4; 15/4; 19/10; 3
Oxford; 9; 13/2; 9; 15/2; 19/2; 17/2; 15/2; 9; 17/2; 17/2; 8; 17/2; 17/2; 36/5; 15/2; 19/2; 17/2; 1/25; 42/5; ; 
META; english/league-1/wigan-v-oxford; 2018-04-15 18:20:40 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 4/11; 1/3; 1/3; 39/100; 1/3; 3/10; 6/17; 1/3; 1/3; 1/3; 1/3; 1/3; 7/20; 1/3; 10/29; 1/3; 1/3; 6/17; 1/3; 10/29; 3/10; 3/10
Draw; 4; 18/5; 15/4; 7/2; 15/4; 4; 7/2; 37/10; 19/5; 4; 15/4; 7/2; 15/4; 15/4; 15/4; 15/4; 15/4; 50/13; 37/10; 4; 15/4; 7/2; 3
Oxford; 9; 17/2; 9; 15/2; 19/2; 9; 17/2; 15/2; 9; 17/2; 8; 17/2; 8; 17/2; 17/2; 17/2; 36/5; 15/2; 19/2; 17/2; 8; 42/5; 
META; english/league-1/wigan-v-oxford; 2018-04-15 22:20:50 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 4/11; 1/3; 1/3; 39/100; 1/3; 3/10; 6/17; 1/3; 1/3; 1/3; 1/3; 1/3; 7/20; 1/3; 10/29; 1/3; 1/3; 6/17; 1/3; 10/29; 3/10; 3/10; 3/10
Draw; 4; 18/5; 15/4; 7/2; 15/4; 4; 7/2; 37/10; 19/5; 4; 15/4; 7/2; 15/4; 15/4; 15/4; 15/4; 15/4; 50/13; 37/10; 4; 15/4; 15/4; 7/2; 3
Oxford; 9; 17/2; 9; 15/2; 19/2; 19/2; 17/2; 15/2; 9; 17/2; 8; 17/2; 8; 17/2; 17/2; 17/2; 36/5; 15/2; 10; 17/2; 17/2; 41/5; 42/5; 
META; english/league-1/wigan-v-oxford; 2018-04-16 02:20:33 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 4/11; 1/3; 1/3; 9/25; 1/3; 3/10; 6/17; 1/3; 1/3; 1/3; 1/3; 1/3; 7/20; 1/3; 6/19; 1/3; 1/3; 6/17; 1/3; 6/19; 3/10; 3/10; 1/4; 1/3
Draw; 4; 18/5; 19/5; 7/2; 41/10; 4; 37/10; 19/5; 4; 15/4; 7/2; 15/4; 15/4; 15/4; 39/10; 15/4; 50/13; 37/10; 4; 75/19; 15/4; 7/2; 14/5; 4; 
Oxford; 9; 17/2; 9; 15/2; 19/2; 10; 15/2; 9; 17/2; 8; 17/2; 8; 17/2; 35/4; 17/2; 36/5; 15/2; 10; 17/2; 17/2; 38/5; 47/5; ; ; 
META; english/league-1/wigan-v-oxford; 2018-04-16 10:20:34 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 2/7; 3/10; 6/17; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; 3/10; 1/3; 1/3; 6/17; 1/3; 4/13; 3/10; 3/10; 1/4; 3/10
Draw; 17/4; 19/5; 19/5; 7/2; 22/5; 4; 4; 37/10; 4; 15/4; 7/2; 15/4; 4; 15/4; 4; 15/4; 50/13; 37/10; 21/5; 77/19; 4; 7/2; 10/3; 21/5; ; 
Oxford; 11; 10; 15/2; 10; 10; 19/2; 9; 15/2; 10; 9; 9; 9; 19/2; 17/2; 36/5; 15/2; 9; 19/2; 9; 19/2; 44/5; 49/5; ; ; ; 
META; english/league-1/wigan-v-oxford; 2018-04-16 14:21:10 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 1/3; 1/3; 3/10; 1/3; 1/3; 2/7; 3/10; 6/17; 1/3; 1/3; 1/3; 1/3; 3/10; 7/20; 3/10; 2/7; 1/3; 1/3; 6/17; 1/3; 3/10; 3/10; 2/7; 1/4; 3/10; 1/3
Draw; 17/4; 19/5; 19/5; 4; 22/5; 4; 4; 37/10; 4; 15/4; 7/2; 4; 4; 77/19; 15/4; 4; 37/10; 21/5; 41/10; 4; 7/2; 10/3; 21/5; 21/5; ; ; 
Oxford; 11; 10; 10; 10; 10; 19/2; 9; 15/2; 10; 9; 10; 9; 39/4; 17/2; 38/5; 15/2; 9; 10; 9; 44/5; 49/5; 49/5; ; ; ; ; 
META; english/league-1/wigan-v-oxford; 2018-04-16 18:21:23 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 1/3; 1/3; 3/10; 1/3; 1/3; 2/7; 3/10; 6/17; 1/3; 1/3; 1/3; 1/3; 7/20; 7/20; 3/10; 3/10; 1/3; 6/17; 6/17; 1/3; 4/13; 3/10; 3/10; 1/4; 1/3; 4/11
Draw; 17/4; 19/5; 19/5; 4; 22/5; 4; 4; 37/10; 4; 7/2; 7/2; 17/4; 17/4; 4; 77/19; 15/4; 4; 37/10; 17/4; 41/10; 4; 7/2; 4; 21/5; 21/5; ; 
Oxford; 11; 9; 10; 10; 11; 19/2; 10; 15/2; 9; 9; 10; 9; 37/4; 17/2; 7; 15/2; 9; 37/4; 17/2; 9; 36/5; 48/5; 46/5; ; ; ; 
META; english/league-1/wigan-v-oxford; 2018-04-16 22:21:21 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 4/11; 3/10; 3/10; 17/50; 1/3; 3/10; 3/10; 6/17; 3/10; 3/10; 1/3; 1/3; 1/3; 7/20; 3/10; 4/13; 1/3; 3/10; 6/17; 3/10; 4/13; 3/10; 3/10; 1/4; 1/3; 4/11
Draw; 17/4; 18/5; 4; 22/5; 4; 4; 37/10; 4; 15/4; 7/2; 17/4; 17/4; 4; 77/19; 15/4; 41/10; 37/10; 17/4; 77/19; 4; 7/2; 4; 21/5; 21/5; ; ; 
Oxford; 11; 10; 10; 19/2; 11; 19/2; 10; 15/2; 10; 10; 8; 11; 9; 17/2; 83/10; 15/2; 11; 37/4; 17/2; 9; 44/5; 46/5; 51/5; ; ; ; 
META; english/league-1/wigan-v-oxford; 2018-04-17 02:21:15 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 1/3; 3/10; 3/10; 3/10; 17/50; 3/10; 3/10; 1/4; 6/19; 3/10; 3/10; 1/3; 1/3; 1/3; 7/20; 3/10; 3/10; 1/3; 3/10; 6/19; 3/10; 3/10; 3/10; 1/4; 1/4; 1/3; 1/3
Draw; 17/4; 18/5; 4; 22/5; 4; 4; 41/10; 4; 15/4; 7/2; 17/4; 17/4; 4; 41/10; 15/4; 41/10; 41/10; 17/4; 41/10; 17/4; 4; 7/2; 21/5; ; ; ; 
Oxford; 11; 10; 10; 19/2; 11; 19/2; 10; 17/2; 10; 10; 8; 11; 9; 37/4; 17/2; 83/10; 17/2; 11; 37/4; 9; 59/5; 49/5; 47/5; 51/5; ; ; 
META; english/league-1/wigan-v-oxford; 2018-04-17 10:21:15 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 3/10; 3/10; 3/10; 3/10; 8/25; 3/10; 2/7; 1/4; 5/18; 3/10; 3/10; 3/10; 3/10; 1/3; 1/3; 3/10; 5/18; 1/3; 2/7; 5/18; 3/10; 2/7; 3/10; 3/10; 3/10; 3/10
Draw; 9/2; 4; 4; 9/2; 4; 17/4; 4; 41/10; 21/5; 4; 4; 17/4; 17/4; 4; 21/5; 15/4; 21/5; 41/10; 9/2; 17/4; 17/4; 21/5; 9/2; 4; 9/2; 
Oxford; 12; 10; 10; 21/2; 11; 10; 10; 11; 11; 10; 9; 11; 10; 10; 17/2; 42/5; 11; 21/2; 10; 54/5; 51/5; 56/5; ; ; ; 
META; english/league-1/wigan-v-oxford; 2018-04-17 14:21:25 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 3/10; 2/7; 1/4; 1/4; 29/100; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 2/7; 2/7; 30/100; 1/4; 1/4; 5/18; 5/19; 1/4; 2/7; 5/19; 1/4; 1/4; 1/4; 2/7; 2/7
Draw; 9/2; 4; 9/2; 4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 19/4; 9/2; 9/2; 50/11; 17/4; 9/2; 9/2; 9/2; 23/5; 9/2; 23/5; 24/5; 24/5; 24/5; 
Oxford; 12; 10; 12; 10; 11; 12; 11; 11; 11; 12; 11; 11; 10; 13; 10; 11; 43/4; 35/4; 19/2; 11; 12; 43/4; 10; 62/5; 63/5; 64/5; 64/5
META; english/league-1/wigan-v-oxford; 2018-04-17 18:21:28 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Wigan; 2/7; 2/7; 1/4; 1/4; 13/50; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 3/13; 1/4; 3/13; 1/4; 1/4; 3/13; 1/4; 1/4; 1/4; 1/4; 1/4
Draw; 5; 17/4; 19/4; 9/2; 53/10; 5; 9/2; 24/5; 19/4; 5; 9/2; 9/2; 5; 9/2; 49/10; 9/2; 23/5; 24/5; 5; 94/19; 5; 26/5; 5; ; ; ; 
Oxford; 12; 10; 14; 12; 25/2; 13; 12; 12; 10; 14; 11; 12; 11; 13; 12; 11; 47/4; 10; 23/2; 10; 12; 47/4; 12; 64/5; 66/5; 64/5; 66/5
META; english/league-1/wigan-v-oxford; 2018-04-17 22:21:35 GMT+3; 2018-04-17 19:45; In Play; Xlenovo
Wigan; 1/2; 1/2; 1/2; 1/2; 13/25; 4/9; 1/2; 4/11; 10/21; 4/9; 1/2; 1/2; 1/2; 1/2; 8/15; 7/19; 1/2; 10/21; 10/21; 10/21; 8/15; 8/15; 8/15; 8/15
