META; english/league-1/bury-v-rochdale; 2018-03-25 22:34:48 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 11/8
Bury; 15/8; 15/8; 19/10; 15/8
Draw; 12/5; 12/5; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-26 02:34:44 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 11/8
Bury; 15/8; 15/8; 19/10; 15/8
Draw; 12/5; 12/5; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-26 10:34:49 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 23/17; 11/8
Bury; 15/8; 15/8; 19/10; 24/13; 15/8
Draw; 12/5; 12/5; 23/10; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-26 14:34:53 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 23/17; 11/8
Bury; 15/8; 15/8; 19/10; 24/13; 15/8
Draw; 12/5; 12/5; 23/10; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-26 18:34:52 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 23/17; 11/8
Bury; 15/8; 2; 19/10; 24/13; 15/8
Draw; 12/5; 23/10; 23/10; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-26 22:34:52 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 11/8; 23/17; 11/8
Bury; 15/8; 2; 19/10; 2; 24/13; 15/8
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-27 02:34:57 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 11/8; 23/17; 11/8
Bury; 15/8; 2; 19/10; 2; 24/13; 15/8
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-27 10:35:02 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 11/8; 23/17; 11/8
Bury; 15/8; 2; 19/10; 2; 24/13; 15/8
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-27 14:35:09 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 11/8; 23/17; 11/8
Bury; 15/8; 2; 19/10; 2; 24/13; 15/8
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-27 18:35:15 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 7/5; 11/8; 23/17; 11/8
Bury; 15/8; 2; 19/10; 2; 24/13; 15/8
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-27 22:35:06 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 11/8; 7/5; 11/8; 23/17; 11/8; 11/8
Bury; 15/8; 2; 15/8; 19/10; 2; 24/13; 2; 37/20
Draw; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-28 02:34:58 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 11/8; 11/8; 7/5; 11/8; 11/8; 23/17; 11/8; 11/8
Bury; 15/8; 2; 15/8; 19/10; 19/10; 2; 19/10; 24/13; 2; 37/20
Draw; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 47/20
META; english/league-1/bury-v-rochdale; 2018-03-28 10:35:00 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 11/8; 11/8; 7/5; 11/8; 11/8; 13/10; 23/17; 11/8; 11/8; 23/17
Bury; 15/8; 2; 15/8; 19/10; 19/10; 2; 19/10; 9/5; 24/13; 2; 37/20; 24/13
Draw; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 12/5; 47/20; 23/10
META; english/league-1/bury-v-rochdale; 2018-03-28 14:35:17 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
Rochdale; 11/8; 11/8; 11/8; 11/8; 7/5; 11/8; 11/8; 13/10; 23/17; 11/8; 11/8; 23/17
Bury; 15/8; 2; 15/8; 19/10; 19/10; 2; 19/10; 9/5; 24/13; 2; 37/20; 24/13
Draw; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 12/5; 47/20; 23/10
META; english/league-1/bury-v-rochdale; 2018-03-28 18:35:15 GMT+2; 2018-04-03 19:45; Nothing; Xlenovo
