META; english/league-1/bury-v-northampton; 2018-04-08 14:22:44 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Northampton; 11/5; 12/5; 12/5; 11/5; 63/25; 23/10; 9/4; 11/5; 28/13; 23/10; 23/10; 23/10; 11/5; 47/20; 23/10; 23/10; 11/5; 2; 11/5; 28/13; 12/5; 9/4; 11/5; 5/2
META; english/league-1/bury-v-northampton; 2018-04-10 10:22:22 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 6/5; 23/20; 31/25; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 23/20; 5/4; 5/4; 6/5; 11/10; 15/13; 5/4; 8/7; 6/5; 23/20; 15/13; 10/9; 6/5
Northampton; 11/5; 12/5; 12/5; 11/5; 117/50; 23/10; 9/4; 11/5; 28/13; 23/10; 23/10; 23/10; 11/5; 47/20; 23/10; 23/10; 11/5; 2; 11/5; 28/13; 12/5; 9/4; 11/5; 5/2
Draw; 5/2; 9/4; 11/5; 11/5; 129/50; 12/5; 23/10; 23/10; 27/11; 11/5; 12/5; 23/10; 23/10; 11/5; 5/2; 12/5; 9/4; 12/5; 40/17; 27/11; 12/5; 9/4; 12/5; 12/5
META; english/league-1/bury-v-northampton; 2018-04-10 14:22:41 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 6/5; 23/20; 61/50; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 23/20; 5/4; 5/4; 6/5; 6/5; 15/13; 5/4; 8/7; 6/5; 23/20; 15/13; 10/9; 6/5
Draw; 5/2; 9/4; 11/5; 11/5; 61/25; 12/5; 23/10; 23/10; 27/11; 11/5; 12/5; 23/10; 23/10; 11/5; 5/2; 23/10; 9/4; 12/5; 40/17; 27/11; 12/5; 9/4; 21/10; 12/5
Northampton; 11/5; 12/5; 12/5; 11/5; 63/25; 23/10; 9/4; 11/5; 28/13; 23/10; 23/10; 23/10; 11/5; 47/20; 23/10; 23/10; 11/5; 2; 11/5; 28/13; 12/5; 9/4; 11/5; 5/2
META; english/league-1/bury-v-northampton; 2018-04-10 18:22:39 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 6/5; 23/20; 61/50; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 23/20; 5/4; 5/4; 6/5; 11/10; 15/13; 5/4; 8/7; 6/5; 23/20; 15/13; 10/9; 6/5
Draw; 5/2; 9/4; 11/5; 11/5; 61/25; 5/2; 23/10; 12/5; 27/11; 11/5; 12/5; 23/10; 23/10; 11/5; 5/2; 12/5; 23/10; 12/5; 40/17; 27/11; 12/5; 23/10; 9/4; 12/5
Northampton; 11/5; 12/5; 12/5; 11/5; 63/25; 12/5; 9/4; 23/10; 28/13; 12/5; 12/5; 23/10; 11/5; 47/20; 23/10; 23/10; 9/4; 2; 11/5; 28/13; 12/5; 23/10; 11/5; 5/2
META; english/league-1/bury-v-northampton; 2018-04-10 22:22:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 6/5; 23/20; 61/50; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 23/20; 5/4; 5/4; 6/5; 11/10; 15/13; 5/4; 8/7; 6/5; 23/20; 15/13; 10/9; 6/5
Draw; 5/2; 9/4; 11/5; 11/5; 61/25; 5/2; 23/10; 12/5; 27/11; 11/5; 5/2; 23/10; 23/10; 11/5; 5/2; 12/5; 23/10; 12/5; 40/17; 27/11; 12/5; 23/10; 9/4; 12/5
Northampton; 11/5; 12/5; 12/5; 11/5; 63/25; 12/5; 9/4; 23/10; 28/13; 12/5; 23/10; 23/10; 11/5; 47/20; 23/10; 23/10; 9/4; 2; 11/5; 28/13; 12/5; 23/10; 11/5; 5/2
META; english/league-1/bury-v-northampton; 2018-04-11 02:21:24 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 6/5; 23/20; 31/25; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 23/20; 5/4; 6/5; 11/10; 15/13; 5/4; 8/7; 6/5; 23/20; 15/13; 10/9; 6/5
Northampton; 11/5; 12/5; 12/5; 11/5; 49/20; 12/5; 9/4; 23/10; 28/13; 12/5; 12/5; 23/10; 47/20; 23/10; 23/10; 9/4; 2; 11/5; 28/13; 12/5; 9/4; 11/5; 12/5
Draw; 5/2; 9/4; 11/5; 11/5; 49/20; 5/2; 23/10; 12/5; 27/11; 11/5; 12/5; 23/10; 11/5; 5/2; 12/5; 23/10; 12/5; 40/17; 27/11; 12/5; 23/10; 9/4; 12/5
META; english/league-1/bury-v-northampton; 2018-04-11 10:21:32 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 6/5; 23/20; 31/25; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 23/20; 5/4; 6/5; 11/10; 15/13; 5/4; 8/7; 6/5; 23/20; 15/13; 10/9; 6/5
Northampton; 11/5; 12/5; 12/5; 11/5; 49/20; 12/5; 11/5; 23/10; 28/13; 12/5; 23/10; 23/10; 47/20; 23/10; 23/10; 9/4; 2; 11/5; 28/13; 12/5; 9/4; 11/5; 12/5
Draw; 5/2; 9/4; 11/5; 11/5; 49/20; 5/2; 23/10; 12/5; 27/11; 11/5; 5/2; 23/10; 11/5; 5/2; 12/5; 23/10; 12/5; 40/17; 27/11; 12/5; 23/10; 9/4; 12/5
META; english/league-1/bury-v-northampton; 2018-04-11 14:21:44 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 6/5; 23/20; 31/25; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 23/20; 6/5; 5/4; 6/5; 11/10; 15/13; 5/4; 8/7; 6/5; 23/20; 15/13; 10/9
Northampton; 11/5; 12/5; 12/5; 11/5; 49/20; 12/5; 11/5; 23/10; 28/13; 12/5; 12/5; 23/10; 9/4; 47/20; 23/10; 23/10; 9/4; 2; 11/5; 28/13; 12/5; 9/4; 11/5
Draw; 5/2; 9/4; 11/5; 11/5; 49/20; 5/2; 23/10; 12/5; 27/11; 11/5; 12/5; 23/10; 23/10; 11/5; 5/2; 12/5; 23/10; 12/5; 40/17; 27/11; 12/5; 23/10; 9/4
META; english/league-1/bury-v-northampton; 2018-04-11 18:21:42 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 6/5; 23/20; 31/25; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 23/20; 6/5; 5/4; 6/5; 11/10; 6/5; 5/4; 8/7; 6/5; 23/20; 6/5; 23/20; 23/20; 6/5; 6/5
Northampton; 11/5; 12/5; 12/5; 11/5; 49/20; 12/5; 11/5; 23/10; 28/13; 12/5; 12/5; 23/10; 9/4; 47/20; 23/10; 23/10; 9/4; 2; 11/5; 28/13; 12/5; 23/10; 23/10; 2; 12/5; 12/5
Draw; 5/2; 9/4; 11/5; 11/5; 49/20; 5/2; 23/10; 12/5; 27/11; 11/5; 12/5; 23/10; 23/10; 11/5; 5/2; 12/5; 40/17; 12/5; 40/17; 27/11; 12/5; 40/17; 9/4; 21/10; 12/5; 12/5
META; english/league-1/bury-v-northampton; 2018-04-11 22:21:30 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 6/5; 23/20; 31/25; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 23/20; 6/5; 5/4; 6/5; 11/10; 6/5; 5/4; 8/7; 6/5; 23/20; 6/5; 23/20; 23/20; 6/5; 6/5
Northampton; 11/5; 12/5; 12/5; 11/5; 49/20; 12/5; 11/5; 23/10; 28/13; 12/5; 12/5; 23/10; 9/4; 47/20; 23/10; 23/10; 9/4; 2; 11/5; 28/13; 12/5; 23/10; 23/10; 2; 12/5; 12/5
Draw; 5/2; 9/4; 11/5; 11/5; 49/20; 5/2; 23/10; 12/5; 27/11; 11/5; 12/5; 23/10; 23/10; 11/5; 5/2; 12/5; 40/17; 12/5; 40/17; 27/11; 12/5; 40/17; 9/4; 21/10; 12/5; 12/5
META; english/league-1/bury-v-northampton; 2018-04-12 02:21:17 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 23/20; 23/20; 29/25; 6/5; 11/10; 11/10; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 6/5; 11/10; 15/13; 15/13; 8/7; 6/5; 23/20; 15/13; 11/10; 23/20; 23/20
Draw; 5/2; 9/4; 11/5; 11/5; 63/25; 12/5; 23/10; 23/10; 27/11; 11/5; 12/5; 11/5; 23/10; 11/5; 5/2; 23/10; 40/17; 12/5; 40/17; 27/11; 12/5; 12/5; 11/5; 12/5; 12/5
Northampton; 11/5; 12/5; 12/5; 11/5; 129/50; 12/5; 23/10; 23/10; 28/13; 5/2; 12/5; 12/5; 9/4; 49/20; 23/10; 12/5; 40/17; 11/5; 11/5; 28/13; 12/5; 40/17; 23/10; 5/2; 5/2
META; english/league-1/bury-v-northampton; 2018-04-12 10:21:14 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 6/5; 23/20; 23/20; 23/20; 6/5; 11/10; 11/10; 6/5; 23/20; 6/5; 6/5; 6/5; 6/5; 11/10; 15/13; 15/13; 8/7; 6/5; 15/13; 11/10; 21/20; 23/20; 23/20; ; 
Draw; 5/2; 9/4; 11/5; 11/5; 5/2; 12/5; 23/10; 23/10; 27/11; 11/5; 12/5; 11/5; 23/10; 11/5; 5/2; 23/10; 12/5; 12/5; 40/17; 27/11; 12/5; 12/5; 11/5; 11/5; 12/5; 12/5
Northampton; 11/5; 12/5; 5/2; 11/5; 66/25; 12/5; 23/10; 23/10; 28/13; 5/2; 12/5; 12/5; 9/4; 49/20; 23/10; 12/5; 40/17; 11/5; 11/5; 28/13; 12/5; 40/17; 23/10; 21/10; 5/2; 5/2
META; english/league-1/bury-v-northampton; 2018-04-12 14:21:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 23/20; 11/10; 23/20; 23/20; 59/50; 6/5; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 15/13; 8/7; 6/5; 11/10; 15/13; 10/9; 10/9; 23/20; 23/20
Draw; 5/2; 23/10; 11/5; 11/5; 63/25; 12/5; 23/10; 23/10; 27/11; 9/4; 5/2; 11/5; 23/10; 11/5; 5/2; 23/10; 40/17; 12/5; 40/17; 27/11; 5/2; 12/5; 11/5; 11/5; 12/5; 5/2
Northampton; 11/5; 5/2; 5/2; 11/5; 127/50; 12/5; 23/10; 23/10; 28/13; 5/2; 23/10; 13/5; 9/4; 5/2; 23/10; 12/5; 23/10; 11/5; 11/5; 28/13; 12/5; 40/17; 23/10; 12/5; 12/5; 12/5
META; english/league-1/bury-v-northampton; 2018-04-12 18:21:31 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 19/20; 1; 21/20; 1; 26/25; 21/20; 1; 1; 21/20; 1; 21/20; 6/5; 11/10; 21/20; 1; 21/20; 30/29; 1; 21/20; 1; 1; 1; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 11/5; 27/10; 5/2; 12/5; 12/5; 27/11; 12/5; 13/5; 23/10; 23/10; 47/20; 13/5; 5/2; 5/2; 12/5; 27/11; 27/11; 13/5; 5/2; 5/2; 23/10; 12/5; 13/5; 5/2
Northampton; 13/5; 14/5; 13/5; 13/5; 139/50; 27/10; 5/2; 5/2; 27/10; 13/5; 13/5; 13/5; 9/4; 13/5; 13/5; 13/5; 28/11; 5/2; 27/11; 27/10; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5
META; english/league-1/bury-v-northampton; 2018-04-12 22:21:23 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 19/20; 21/20; 21/20; 1; 26/25; 21/20; 1; 1; 21/20; 1; 21/20; 6/5; 11/10; 21/20; 1; 21/20; 30/29; 1; 21/20; 1; 1; 1; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 11/5; 27/10; 5/2; 12/5; 12/5; 27/11; 12/5; 13/5; 23/10; 23/10; 47/20; 13/5; 5/2; 5/2; 12/5; 27/11; 27/11; 13/5; 5/2; 5/2; 23/10; 12/5; 13/5; 5/2
Northampton; 13/5; 13/5; 13/5; 13/5; 139/50; 27/10; 5/2; 5/2; 27/10; 13/5; 13/5; 13/5; 9/4; 5/2; 13/5; 13/5; 28/11; 5/2; 27/11; 27/10; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5
META; english/league-1/bury-v-northampton; 2018-04-13 02:20:59 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 1; 1; 21/20; 21/20; 21/20; 6/5; 11/10; 21/20; 21/20; 1; 21/20; 30/29; 1; 11/10; 21/20; 1; 1; ; ; 
Draw; 5/2; 12/5; 23/10; 11/5; 133/50; 5/2; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 23/10; 47/20; 13/5; 12/5; 27/11; 12/5; 27/11; 27/11; 5/2; 27/11; 5/2; 23/10; 13/5; 5/2
Northampton; 11/4; 13/5; 13/5; 13/5; 139/50; 27/10; 5/2; 5/2; 27/10; 13/5; 13/5; 13/5; 9/4; 5/2; 13/5; 13/5; 28/11; 5/2; 27/11; 27/10; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5
META; english/league-1/bury-v-northampton; 2018-04-13 10:20:58 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 1; 21/20; 21/20; 21/20; 6/5; 11/10; 21/20; 21/20; 1; 21/20; 30/29; 1; 11/10; 21/20; 1; 21/20; 1; ; 
Draw; 5/2; 12/5; 23/10; 21/10; 133/50; 5/2; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 23/10; 47/20; 13/5; 12/5; 27/11; 12/5; 27/11; 27/11; 5/2; 27/11; 5/2; 12/5; 23/10; 5/2
Northampton; 11/4; 13/5; 13/5; 11/4; 139/50; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 13/5; 9/4; 5/2; 13/5; 13/5; 28/11; 5/2; 27/11; 27/10; 5/2; 13/5; 13/5; 5/2; 9/4; 13/5
META; english/league-1/bury-v-northampton; 2018-04-13 14:21:30 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 21/20; 19/20; 19/20; 21/20; 1; 20/21; 10/11; 15/16; 1; 20/21; 6/5; 1; 21/20; 1; 21/20; 22/23; 15/16; 20/21; 1; 19/20; 20/21; 20/21; 20/21; 20/21; ; ; 
Draw; 13/5; 12/5; 12/5; 21/10; 11/4; 5/2; 5/2; 12/5; 45/17; 12/5; 5/2; 12/5; 23/10; 12/5; 13/5; 12/5; 27/11; 12/5; 5/2; 45/17; 13/5; 27/11; 13/5; 12/5; 23/10; 27/10; 5/2
Northampton; 14/5; 3; 14/5; 3; 143/50; 14/5; 13/5; 11/4; 45/17; 14/5; 11/4; 14/5; 9/4; 29/10; 13/5; 14/5; 45/17; 5/2; 45/17; 45/17; 3; 27/10; 11/4; 27/10; 27/10; 14/5; 13/5
META; english/league-1/bury-v-northampton; 2018-04-13 18:21:39 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 19/20; 19/20; 1; 19/20; 51/50; 19/20; 10/11; 10/11; 16/19; 1; 19/20; 20/21; 10/11; 19/20; 19/20; 19/20; 19/20; 11/13; 1; 16/19; 1; 19/20; 19/20; 20/21; 9/10; 1; 20/21
Draw; 12/5; 12/5; 5/2; 139/50; 5/2; 13/5; 12/5; 13/5; 5/2; 5/2; 13/5; 12/5; 49/20; 13/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 13/5; 12/5; 12/5; 27/10; 5/2; 
Northampton; 16/5; 3; 27/10; 14/5; 139/50; 31/10; 14/5; 3; 31/10; 27/10; 3; 13/5; 3; 14/5; 3; 14/5; 37/13; 3; 27/11; 31/10; 14/5; 29/10; 13/5; 14/5; 14/5; 27/10; 14/5
META; english/league-1/bury-v-northampton; 2018-04-13 22:21:23 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 5/4; 23/20; 5/4; 5/4; 27/20; 5/4; 6/5; 6/5; 16/13; 5/4; 5/4; 5/4; 5/4; 13/10; 13/10; 6/5; 5/4; 11/10; 21/17; 16/13; 13/10; 5/4; 5/4; 5/4; 9/10; 13/10; 13/10
Northampton; 12/5; 23/10; 21/10; 11/5; 111/50; 23/10; 9/4; 9/4; 28/13; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 28/13; 23/10; 2; 28/13; 85/40; 28/13; 21/10; 21/10; 14/5; 11/5; 9/4
Draw; 5/2; 12/5; 23/10; 23/10; 49/20; 12/5; 23/10; 23/10; 40/17; 12/5; 12/5; 12/5; 12/5; 47/20; 12/5; 12/5; 23/10; 12/5; 27/11; 40/17; 5/2; 40/17; 9/4; 9/4; 12/5; 12/5; 23/10
META; english/league-1/bury-v-northampton; 2018-04-14 02:21:05 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 5/4; 5/4; 5/4; 5/4; 27/20; 5/4; 5/4; 6/5; 16/13; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 11/10; 21/17; 16/13; 13/10; 5/4; 5/4; 6/5; 1; 11/8; 6/5
Northampton; 12/5; 21/10; 21/10; 11/5; 111/50; 23/10; 11/5; 9/4; 28/13; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 28/13; 23/10; 2; 28/13; 85/40; 28/13; 21/10; 21/10; 21/10; 11/5; 9/4
Draw; 5/2; 23/10; 23/10; 23/10; 49/20; 12/5; 23/10; 23/10; 40/17; 12/5; 12/5; 12/5; 23/10; 47/20; 12/5; 12/5; 23/10; 12/5; 27/11; 40/17; 5/2; 40/17; 9/4; 9/4; 23/10; 12/5; 23/10
META; english/league-1/bury-v-northampton; 2018-04-14 10:21:15 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 5/4; 13/10; 5/4; 5/4; 7/5; 13/10; 5/4; 5/4; 4/3; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 15/13; 21/17; 4/3; 13/10; 13/10; 13/10; 27/20; 13/10; 11/8; 11/8
Northampton; 12/5; 21/10; 21/10; 11/5; 107/50; 11/5; 11/5; 21/10; 39/19; 21/10; 11/5; 21/10; 21/10; 41/20; 11/5; 21/10; 39/19; 11/5; 2; 39/19; 85/40; 21/10; 2; 21/10; 21/10; 21/10; 
Draw; 5/2; 23/10; 23/10; 23/10; 49/20; 12/5; 23/10; 23/10; 9/4; 12/5; 12/5; 9/4; 23/10; 47/20; 12/5; 23/10; 23/10; 12/5; 27/11; 9/4; 5/2; 40/17; 9/4; 23/10; 12/5; 12/5; 12/5
META; english/league-1/bury-v-northampton; 2018-04-14 14:21:57 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Bury; 13/10; 6/5; 5/4; 5/4; 13/10; 13/10; 5/4; 5/4; 13/11; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 5/4; 6/5; 15/13; 17/14; 13/11; 5/4; 6/5; 6/5; 6/5; 5/4; 6/5; 5/4
Northampton; 23/10; 21/10; 11/5; 11/5; 117/50; 11/5; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 43/20; 23/10; 21/10; 28/13; 11/5; 2; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 9/4; 9/4
Draw; 5/2; 5/2; 23/10; 61/25; 12/5; 23/10; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 12/5; 9/4; 23/10; 12/5; 5/2; 12/5; ; 
META; english/league-1/bury-v-northampton; 2018-04-14 18:21:25 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Northampton; 4/7; 8/13; 8/13; 8/13; 37/50; 13/20; 13/20; 4/7; 5/7; 8/13; 4/7; 6/10; 8/13; 3/5; 4/7; 19/29; 1/2; 8/13; 3/5; 7/11; 4/7; 4/7; 4/7
Draw; 5/2; 9/4; 9/4; 5/2; 129/50; 23/10; 23/10; 9/4; 21/10; 5/2; 23/10; 21/10; 12/5; 9/4; 15/8; 27/11; 23/10; 9/4; 5/2; 27/11; 5/2; 5/2; 13/5
Bury; 11/2; 4; 11/2; 21/5; 11/2; 9/2; 11/2; 9/2; 6; 11/2; 9/2; 6; 21/4; 11/2; 49/11; 13/2; 23/5; 11/2; 63/13; 28/5; 29/5; 29/5; 
