META; english/league-1/charlton-v-doncaster; 2017-10-08 02:22:11 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Doncaster; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/league-1/charlton-v-doncaster; 2017-10-08 10:22:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Doncaster; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/league-1/charlton-v-doncaster; 2017-10-08 14:23:06 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 1; 11/10; ; ; 11/10; ; 11/10; 1; ; ; ; ; ; ; ; 11/10; ; 21/20; 6/5; ; ; ; 11/10; 11/10; ; 8/11; ; 
Doncaster; 13/5; 23/10; ; ; 12/5; ; 12/5; 12/5; ; ; ; ; ; ; ; 12/5; ; 23/10; 62/25; ; ; ; 5/2; 12/5; ; 7/5; ; 
Draw; 5/2; 23/10; ; ; 5/2; ; 12/5; 13/5; ; ; ; ; ; ; ; 5/2; ; 23/10; 63/25; ; ; ; 5/2; 12/5; ; 11/5; ; 
META; english/league-1/charlton-v-doncaster; 2017-10-08 18:22:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 11/10; 6/5; ; 23/20; ; 6/5; 11/10; 15/13; 23/20; 23/20; ; 6/5; 6/5; 6/5; 11/10; ; 15/13; 127/100; 8/7; 15/13; 11/10; 23/20; 11/10; ; 5/6; ; 
Doncaster; 23/10; 23/10; 11/5; ; 9/4; ; 23/10; 23/10; 11/5; 11/5; 9/4; ; 11/5; 12/5; 11/5; 23/10; ; 11/5; 57/25; 2; 11/5; 12/5; 23/10; 23/10; ; 19/10; ; 
Draw; 5/2; 23/10; 12/5; ; 5/2; ; 12/5; 5/2; 27/11; 12/5; 12/5; ; 12/5; 11/4; 12/5; 12/5; ; 40/17; 64/25; 28/11; 27/11; 5/2; 5/2; 49/20; ; 9/4; ; 
META; english/league-1/charlton-v-doncaster; 2017-10-08 22:22:36 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 11/10; 6/5; ; 23/20; ; 6/5; 11/10; 15/13; 23/20; 23/20; ; 6/5; 6/5; 6/5; 11/10; ; 15/13; 127/100; 8/7; 15/13; 11/10; 23/20; 11/10; ; 1; ; 
Doncaster; 23/10; 23/10; 11/5; ; 9/4; ; 11/5; 23/10; 11/5; 11/5; 9/4; ; 11/5; 12/5; 11/5; 23/10; ; 11/5; 57/25; 2; 11/5; 12/5; 9/4; 23/10; ; 6/4; ; 
Draw; 5/2; 23/10; 12/5; ; 5/2; ; 12/5; 5/2; 27/11; 12/5; 12/5; ; 12/5; 11/4; 12/5; 12/5; ; 40/17; 64/25; 28/11; 27/11; 5/2; 13/5; 49/20; ; 11/5; ; 
META; english/league-1/charlton-v-doncaster; 2017-10-09 02:21:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 11/10; 6/5; 6/5; 23/20; ; 6/5; 11/10; 15/13; 23/20; 23/20; ; 6/5; 6/5; 6/5; 11/10; ; 15/13; 61/50; 8/7; 15/13; 11/10; 6/5; 11/10; ; 10/9; ; 
Doncaster; 23/10; 23/10; 11/5; 11/5; 9/4; ; 11/5; 23/10; 11/5; 11/5; 23/10; ; 11/5; 12/5; 11/5; 23/10; ; 11/5; 119/50; 2; 11/5; 12/5; 9/4; 23/10; ; 11/5; ; 
Draw; 5/2; 23/10; 12/5; 12/5; 5/2; ; 12/5; 5/2; 27/11; 23/10; 12/5; ; 12/5; 11/4; 12/5; 12/5; ; 40/17; 129/50; 28/11; 27/11; 5/2; 5/2; 49/20; ; 9/4; ; 
META; english/league-1/charlton-v-doncaster; 2017-10-09 10:22:06 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 11/10; 6/5; 6/5; 11/10; 43/40; 6/5; 11/10; 15/13; 23/20; 23/20; ; 6/5; 6/5; 6/5; 11/10; 11/10; 15/13; 61/50; 8/7; 15/13; 11/10; 6/5; 11/10; ; 10/9; ; 
Doncaster; 23/10; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; ; 11/5; 12/5; 11/5; 23/10; 9/4; 11/5; 119/50; 2; 11/5; 12/5; 9/4; 23/10; ; 11/5; ; 
Draw; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 23/10; 12/5; ; 12/5; 11/4; 12/5; 12/5; 5/2; 40/17; 129/50; 28/11; 27/11; 5/2; 5/2; 49/20; ; 11/5; ; 
META; english/league-1/charlton-v-doncaster; 2017-10-09 14:22:11 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 23/20; 6/5; 6/5; 11/10; 43/40; 6/5; 11/10; 15/13; 23/20; 23/20; 6/5; 21/20; 11/10; 6/5; 11/10; 11/10; 15/13; 61/50; 8/7; 15/13; 11/10; 6/5; 11/10; ; 10/9; 10/9; 
Doncaster; 23/10; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 12/5; 23/10; 11/5; 23/10; 9/4; 11/5; 12/5; 2; 11/5; 12/5; 9/4; 23/10; ; 11/5; 9/4; 
Draw; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 23/10; 12/5; 12/5; 12/5; 13/5; 12/5; 12/5; 5/2; 40/17; 51/20; 28/11; 27/11; 5/2; 5/2; 49/20; ; 11/5; 9/4; 
META; english/league-1/charlton-v-doncaster; 2017-10-09 18:22:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 23/20; 6/5; 6/5; 23/20; 43/40; 6/5; 11/10; 15/13; 23/20; 23/20; 6/5; 21/20; 23/20; 6/5; 11/10; 11/10; 15/13; 61/50; 8/7; 15/13; 11/10; 6/5; 11/10; ; 6/5; 10/9; 
Doncaster; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 12/5; 23/10; 11/5; 23/10; 9/4; 11/5; 12/5; 2; 11/5; 12/5; 9/4; 23/10; ; 11/5; 9/4; 
Draw; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 23/10; 12/5; 12/5; 12/5; 13/5; 12/5; 12/5; 5/2; 40/17; 51/20; 28/11; 27/11; 5/2; 5/2; 49/20; ; 23/10; 9/4; 
META; english/league-1/charlton-v-doncaster; 2017-10-09 22:22:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 23/20; 6/5; 6/5; 23/20; 43/40; 6/5; 11/10; 15/13; 23/20; 23/20; 6/5; 21/20; 23/20; 6/5; 11/10; 11/10; 15/13; 61/50; 8/7; 15/13; 11/10; 6/5; 11/10; ; 6/5; 10/9; 
Doncaster; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 12/5; 23/10; 11/5; 23/10; 9/4; 11/5; 12/5; 2; 11/5; 12/5; 9/4; 23/10; ; 11/5; 9/4; 
Draw; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 23/10; 12/5; 12/5; 12/5; 13/5; 12/5; 12/5; 5/2; 40/17; 51/20; 28/11; 27/11; 5/2; 5/2; 49/20; ; 23/10; 9/4; 
META; english/league-1/charlton-v-doncaster; 2017-10-10 02:22:00 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 23/20; 6/5; 6/5; 23/20; 43/40; 6/5; 11/10; 15/13; 23/20; 23/20; 6/5; 21/20; 23/20; 6/5; 11/10; 11/10; 15/13; 61/50; 8/7; 15/13; 11/10; 6/5; 11/10; ; 6/5; 10/9; 
Doncaster; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 11/5; 12/5; 23/10; 11/5; 23/10; 9/4; 11/5; 12/5; 2; 11/5; 12/5; 9/4; 23/10; ; 11/5; 9/4; 
Draw; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 23/10; 12/5; 12/5; 12/5; 13/5; 12/5; 12/5; 5/2; 40/17; 51/20; 28/11; 27/11; 5/2; 5/2; 49/20; ; 23/10; 9/4; 
META; english/league-1/charlton-v-doncaster; 2017-10-10 10:22:05 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 23/20; 6/5; 6/5; 23/20; 43/40; 6/5; 11/10; 15/13; 23/20; 23/20; 6/5; 21/20; 23/20; 6/5; 11/10; 11/10; 15/13; 61/50; 8/7; 15/13; 11/10; 6/5; ; ; 6/5; 10/9; 
Doncaster; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 9/4; 12/5; 23/10; 11/5; 23/10; 9/4; 11/5; 12/5; 2; 11/5; 12/5; 9/4; ; ; 11/5; 9/4; 
Draw; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 23/10; 12/5; 12/5; 12/5; 13/5; 12/5; 12/5; 5/2; 40/17; 51/20; 28/11; 27/11; 5/2; 5/2; ; ; 11/5; 9/4; 
META; english/league-1/charlton-v-doncaster; 2017-10-10 14:22:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Charlton; 11/10; 23/20; 6/5; 6/5; 23/20; 43/40; 6/5; 11/10; 15/13; 23/20; 23/20; 6/5; 21/20; 23/20; 6/5; 11/10; 11/10; 15/13; 61/50; 8/7; 15/13; 11/10; 6/5; 11/10; ; 6/5; 10/9; 
Doncaster; 23/10; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 23/10; 9/4; 12/5; 23/10; 11/5; 23/10; 9/4; 11/5; 12/5; 2; 11/5; 12/5; 9/4; 23/10; ; 11/5; 9/4; 
Draw; 5/2; 5/2; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 23/10; 12/5; 12/5; 12/5; 13/5; 12/5; 12/5; 5/2; 40/17; 51/20; 28/11; 27/11; 5/2; 5/2; 49/20; ; 11/5; 9/4; 
