META; english/league-1/northampton-v-rotherham; 2018-03-11 14:21:55 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 6/5; 1; 5/4; 11/10; 1; 23/20; 4/6; 6/5
Draw; 12/5; 12/5; 13/5; 12/5; 23/10; 2; 5/2; 
Northampton; 11/5; 11/4; 23/10; 9/4; 9/4; 5/2; 9/5; 9/4
META; english/league-1/northampton-v-rotherham; 2018-03-11 18:21:25 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 6/5; 1; 131/00; 6/5; 6/5; 11/10; 15/13; 6/5; 6/5; 6/5; 20/21; 6/5; 
Draw; 12/5; 12/5; 5/2; 23/10; 9/4; 12/5; 23/10; 23/10; 12/5; 47/20; 23/10; 19/10; 9/4
Northampton; 11/5; 11/4; 113/0; 9/4; 21/10; 9/4; 23/10; 21/10; 23/10; 21/10; 21/10; 11/8; 11/5
META; english/league-1/northampton-v-rotherham; 2018-03-11 22:21:13 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 23/20; 1; 59/50; 11/10; 11/10; 1; 23/20; 23/20; 11/10; 21/20; 30/29; 21/20; 21/20; 21/20; 1; 21/20
Draw; 12/5; 12/5; 127/0; 12/5; 12/5; 9/4; 23/10; 23/10; 23/10; 40/17; 40/17; 12/5; 12/5; 40/17; 21/10; 9/4
Northampton; 23/10; 11/4; 63/25; 5/2; 12/5; 23/10; 5/2; 5/2; 12/5; 23/10; 11/5; 27/10; 49/20; 23/10; 9/4; 13/5
META; english/league-1/northampton-v-rotherham; 2018-03-12 02:21:36 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 1; 111/00; 11/10; 21/20; 1; 21/20; 11/10; 1; 30/29; 11/10; 21/20; 1; 1; ; 
Draw; 5/2; 12/5; 129/0; 12/5; 12/5; 9/4; 5/2; 23/10; 12/5; 40/17; 40/17; 5/2; 47/20; 12/5; 9/4; 23/10
Northampton; 14/5; 11/4; 67/25; 27/10; 5/2; 5/2; 13/5; 5/2; 13/5; 27/11; 11/5; 5/2; 5/2; 5/2; 12/5; 13/5
META; english/league-1/northampton-v-rotherham; 2018-03-12 10:21:31 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 1; 111/00; 11/10; 21/20; 1; 24/23; 21/20; 11/10; 1; 19/20; 30/29; 24/23; 11/10; 21/20; 1; 1; ; 
Draw; 5/2; 12/5; 129/0; 12/5; 12/5; 9/4; 27/11; 5/2; 23/10; 12/5; 40/17; 12/5; 40/17; 27/11; 5/2; 47/20; 12/5; 9/4; 23/10
Northampton; 14/5; 11/4; 67/25; 27/10; 5/2; 5/2; 28/11; 13/5; 5/2; 13/5; 27/11; 14/5; 11/5; 28/11; 5/2; 5/2; 5/2; 12/5; 13/5
META; english/league-1/northampton-v-rotherham; 2018-03-12 14:22:07 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 11/10; 111/00; 11/10; 21/20; 1; 24/23; 21/20; 11/10; 21/20; 21/20; 1; 19/20; 30/29; 24/23; 11/10; 21/20; 1; 20/21; 1; 
Draw; 5/2; 12/5; 127/0; 12/5; 12/5; 9/4; 27/11; 5/2; 12/5; 12/5; 12/5; 40/17; 12/5; 40/17; 27/11; 5/2; 47/20; 40/17; 9/4; 2; 9/4
Northampton; 14/5; 5/2; 68/25; 27/10; 5/2; 5/2; 28/11; 13/5; 12/5; 13/5; 5/2; 5/2; 14/5; 11/5; 28/11; 5/2; 5/2; 5/2; 12/5; 2; 13/5
META; english/league-1/northampton-v-rotherham; 2018-03-12 18:22:11 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 11/10; 11/10; 21/20; 28/25; 11/10; 21/20; 1; 24/23; 11/10; 21/20; 11/10; 1; 21/20; 21/20; 1; 19/20; 30/29; 24/23; 11/10; 21/20; 1; 21/20; 11/10; 
Draw; 5/2; 12/5; 9/4; 9/4; 5/2; 12/5; 12/5; 9/4; 27/11; 11/5; 12/5; 23/10; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 27/11; 5/2; 47/20; 40/17; 9/4; 11/5; 12/5
Northampton; 14/5; 5/2; 13/5; 12/5; 68/25; 27/10; 5/2; 5/2; 28/11; 5/2; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 14/5; 11/5; 28/11; 5/2; 5/2; 5/2; 12/5; 11/5; 13/5
META; english/league-1/northampton-v-rotherham; 2018-03-12 22:22:08 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 11/10; 11/10; 21/20; 28/25; 11/10; 21/20; 1; 24/23; 11/10; 21/20; 11/10; 1; 21/20; 21/20; 1; 19/20; 30/29; 24/23; 11/10; 21/20; 1; 21/20; 11/10; 
Draw; 5/2; 12/5; 9/4; 9/4; 5/2; 12/5; 23/10; 9/4; 27/11; 11/5; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 40/17; 27/11; 5/2; 47/20; 40/17; 11/5; 11/5; 12/5
Northampton; 14/5; 5/2; 13/5; 12/5; 68/25; 27/10; 5/2; 5/2; 28/11; 5/2; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 14/5; 11/5; 28/11; 5/2; 5/2; 5/2; 12/5; 11/5; 13/5
META; english/league-1/northampton-v-rotherham; 2018-03-13 02:22:01 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 24/23; 21/20; 1; 1; 1; 19/20; 19/20; 30/29; 24/23; 11/10; 1; 19/20; 1; 20/21; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 12/5; 12/5; 9/4; 27/11; 9/4; 12/5; 12/5; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 27/11; 5/2; 47/20; 40/17; 11/5; 11/5; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 59/20; 27/10; 13/5; 5/2; 28/11; 13/5; 11/4; 14/5; 5/2; 11/4; 13/5; 13/5; 14/5; 11/5; 28/11; 5/2; 11/4; 45/17; 5/2; 11/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-13 10:22:12 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 24/23; 21/20; 1; 1; 1; 19/20; 19/20; 30/29; 24/23; 11/10; 1; 19/20; 1; 20/21; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 12/5; 12/5; 9/4; 27/11; 9/4; 12/5; 12/5; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 27/11; 5/2; 47/20; 40/17; 11/5; 11/5; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 27/10; 13/5; 5/2; 28/11; 13/5; 11/4; 14/5; 5/2; 11/4; 13/5; 13/5; 14/5; 11/5; 28/11; 5/2; 11/4; 45/17; 5/2; 11/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-13 14:22:27 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 24/23; 21/20; 1; 1; 1; 19/20; 19/20; 30/29; 24/23; 11/10; 1; 19/20; 1; 20/21; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 12/5; 12/5; 9/4; 27/11; 9/4; 12/5; 12/5; 12/5; 12/5; 23/10; 23/10; 12/5; 40/17; 27/11; 5/2; 47/20; 40/17; 11/5; 11/5; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 27/10; 13/5; 5/2; 28/11; 13/5; 11/4; 14/5; 5/2; 11/4; 13/5; 13/5; 14/5; 11/5; 28/11; 5/2; 11/4; 45/17; 5/2; 11/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-13 18:22:28 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 24/23; 21/20; 1; 1; 1; 19/20; 30/29; 24/23; 11/10; 1; 1; 20/21; ; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 12/5; 12/5; 9/4; 27/11; 23/10; 12/5; 12/5; 12/5; 12/5; 23/10; 40/17; 12/5; 40/17; 27/11; 5/2; 47/20; 12/5; 11/5; 11/5; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 27/10; 13/5; 5/2; 28/11; 27/10; 11/4; 14/5; 5/2; 11/4; 13/5; 45/17; 14/5; 11/5; 28/11; 5/2; 11/4; 27/10; 5/2; 11/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-13 22:22:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 24/23; 21/20; 1; 1; 1; 19/20; 30/29; 24/23; 11/10; 1; 1; 20/21; ; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 12/5; 12/5; 9/4; 27/11; 23/10; 12/5; 12/5; 12/5; 12/5; 23/10; 40/17; 12/5; 40/17; 27/11; 5/2; 47/20; 12/5; 11/5; 11/5; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 27/10; 13/5; 5/2; 28/11; 27/10; 11/4; 14/5; 5/2; 11/4; 13/5; 45/17; 14/5; 11/5; 28/11; 5/2; 11/4; 27/10; 5/2; 11/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-14 02:21:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 24/23; 21/20; 1; 1; 1; 19/20; 30/29; 24/23; 11/10; 1; 1; 20/21; ; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 12/5; 12/5; 9/4; 27/11; 23/10; 12/5; 12/5; 12/5; 12/5; 23/10; 40/17; 12/5; 40/17; 27/11; 5/2; 47/20; 40/17; 11/5; 11/5; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 27/10; 13/5; 5/2; 28/11; 27/10; 11/4; 14/5; 5/2; 11/4; 13/5; 45/17; 14/5; 11/5; 28/11; 5/2; 11/4; 27/10; 5/2; 11/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-14 10:21:26 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 24/23; 21/20; 1; 1; 1; 19/20; 30/29; 24/23; 11/10; 1; 1; 20/21; 20/21; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 12/5; 12/5; 9/4; 27/11; 23/10; 12/5; 12/5; 12/5; 12/5; 23/10; 40/17; 12/5; 40/17; 27/11; 5/2; 47/20; 12/5; 11/5; 2; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 27/10; 13/5; 5/2; 28/11; 27/10; 11/4; 14/5; 5/2; 11/4; 13/5; 45/17; 14/5; 11/5; 28/11; 5/2; 11/4; 27/10; 5/2; 2; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-14 14:21:48 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 24/23; 21/20; 1; 1; 1; 19/20; 30/29; 24/23; 11/10; 1; 1; 1; 20/21; ; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 12/5; 12/5; 9/4; 27/11; 23/10; 12/5; 12/5; 12/5; 12/5; 23/10; 40/17; 12/5; 40/17; 27/11; 5/2; 47/20; 12/5; 11/5; 11/5; 5/2; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 27/10; 13/5; 5/2; 28/11; 27/10; 11/4; 14/5; 5/2; 11/4; 13/5; 45/17; 14/5; 11/5; 28/11; 5/2; 11/4; 27/10; 5/2; 11/5; 14/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-14 18:21:35 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 1; 21/20; 1; 1; 11/10; 1; 19/20; 30/29; 1; 11/10; 1; 21/20; 1; 20/21; ; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 5/2; 12/5; 23/10; 40/17; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 40/17; 40/17; 5/2; 47/20; 12/5; 9/4; 11/5; 5/2; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 29/10; 13/5; 13/5; 14/5; 27/10; 11/4; 14/5; 5/2; 13/5; 11/4; 13/5; 27/10; 14/5; 11/5; 14/5; 5/2; 11/4; 11/4; 13/5; 11/5; 14/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-14 22:21:27 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 21/20; 21/20; 21/20; 26/25; 11/10; 1; 1; 21/20; 1; 1; 11/10; 1; 19/20; 30/29; 1; 11/10; 1; 21/20; 1; 20/21; ; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 5/2; 12/5; 23/10; 40/17; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 40/17; 40/17; 5/2; 47/20; 12/5; 9/4; 11/5; 5/2; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 29/10; 13/5; 13/5; 14/5; 27/10; 11/4; 14/5; 5/2; 13/5; 11/4; 13/5; 27/10; 14/5; 11/5; 14/5; 5/2; 11/4; 11/4; 13/5; 11/5; 14/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-15 02:21:30 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 11/10; 21/20; 21/20; 26/25; 11/10; 1; 1; 21/20; 1; 1; 11/10; 1; 19/20; 30/29; 1; 11/10; 1; 21/20; 1; 20/21; ; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 5/2; 12/5; 23/10; 40/17; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 40/17; 40/17; 5/2; 47/20; 12/5; 9/4; 11/5; 5/2; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 29/10; 13/5; 13/5; 14/5; 27/10; 11/4; 14/5; 5/2; 13/5; 11/4; 13/5; 27/10; 14/5; 11/5; 14/5; 5/2; 11/4; 11/4; 13/5; 11/5; 14/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-15 10:21:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 11/10; 21/20; 21/20; 26/25; 11/10; 1; 15/16; 21/20; 1; 1; 11/10; 1; 19/20; 30/29; 15/16; 11/10; 1; 21/20; 1; 20/21; ; ; ; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 127/0; 5/2; 12/5; 23/10; 27/11; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 40/17; 27/11; 5/2; 47/20; 12/5; 9/4; 5/2; 23/10
Northampton; 14/5; 13/5; 13/5; 12/5; 74/25; 29/10; 13/5; 13/5; 29/10; 27/10; 11/4; 14/5; 5/2; 13/5; 11/4; 13/5; 11/4; 14/5; 11/5; 29/10; 5/2; 11/4; 14/5; 13/5; 14/5; 14/5
META; english/league-1/northampton-v-rotherham; 2018-03-15 14:21:43 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 10/11; 10/11; 19/20; 10/11; 47/50; 1; 10/11; 10/11; 15/16; 19/20; 10/11; 20/21; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 68/67; 15/16; 10/11; 10/11; 19/20; 10/11; 9/10; 10/11; 10/11
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 5/2; 12/5; 23/10; 27/11; 12/5; 5/2; 12/5; 12/5; 47/20; 5/2; 12/5; 27/11; 12/5; 23/10; 27/11; 13/5; 49/20; 27/11; 9/4; 9/4; 5/2; 5/2
Northampton; 29/10; 3; 14/5; 33/10; 31/10; 29/10; 11/4; 29/10; 3; 3; 5/2; 29/10; 14/5; 3; 56/19; 14/5; 23/10; 29/10; 3; 16/5; 3; 14/5; 5/2; 3; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-15 18:21:28 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 10/11; 10/11; 19/20; 10/11; 47/50; 19/20; 10/11; 5/6; 15/16; 19/20; 10/11; 20/21; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 15/16; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 20/21
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 12/5; 12/5; 47/20; 5/2; 12/5; 27/11; 12/5; 23/10; 27/11; 13/5; 49/20; 5/2; 23/10; 23/10; 5/2; 
Northampton; 29/10; 3; 14/5; 33/10; 10/3; 29/10; 3; 29/10; 3; 3; 5/2; 29/10; 14/5; 3; 14/5; 5/2; 29/10; 3; 16/5; 3; 14/5; 3; ; ; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-15 22:21:06 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 10/11; 10/11; 19/20; 10/11; 47/50; 19/20; 10/11; 5/6; 8/9; 19/20; 10/11; 20/21; 1; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 8/9; 10/11; 10/11; 19/20; 10/11; 10/11; 10/11; 20/21
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 12/5; 12/5; 47/20; 5/2; 12/5; 5/2; 12/5; 23/10; 27/11; 13/5; 49/20; 5/2; 23/10; 23/10; 5/2; 
Northampton; 29/10; 3; 14/5; 33/10; 10/3; 29/10; 3; 31/10; 3; 3; 5/2; 29/10; 14/5; 3; 37/13; 14/5; 5/2; 31/10; 3; 16/5; 37/13; 3; 3; ; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-16 02:20:43 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 10/11; 10/11; 19/20; 10/11; 47/50; 19/20; 10/11; 5/6; 8/9; 19/20; 10/11; 20/21; 1; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 8/9; 37/40; 10/11; 19/20; 10/11; 10/11; 10/11; 20/21
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 12/5; 12/5; 47/20; 5/2; 12/5; 27/11; 12/5; 23/10; 27/11; 5/2; 49/20; 5/2; 12/5; 23/10; 5/2; 5/2
Northampton; 29/10; 3; 14/5; 33/10; 10/3; 29/10; 3; 31/10; 3; 3; 5/2; 29/10; 14/5; 3; 37/13; 14/5; 5/2; 31/10; 31/10; 16/5; 37/13; 3; 3; ; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-16 10:20:48 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 10/11; 19/20; 10/11; 47/50; 19/20; 10/11; 10/11; 8/9; 19/20; 10/11; 20/21; 1; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 8/9; 37/40; 10/11; 19/20; 10/11; 10/11; 10/11; 10/11
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 12/5; 12/5; 47/20; 5/2; 12/5; 27/11; 12/5; 23/10; 27/11; 5/2; 49/20; 5/2; 12/5; 23/10; 5/2; 5/2
Northampton; 16/5; 3; 14/5; 33/10; 10/3; 3; 31/10; 3; 3; 5/2; 3; 14/5; 3; 37/13; 14/5; 5/2; 31/10; 31/10; 16/5; 37/13; 3; 3; ; ; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-16 14:21:54 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 10/11; 19/20; 10/11; 47/50; 19/20; 9/10; 10/11; 8/9; 19/20; 10/11; 20/21; 1; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 8/9; 37/40; 10/11; 19/20; 20/21; 20/21; 10/11; 10/11
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 12/5; 12/5; 47/20; 5/2; 12/5; 27/11; 12/5; 23/10; 27/11; 13/5; 49/20; 5/2; 12/5; 23/10; 5/2; 5/2
Northampton; 16/5; 16/5; 3; 14/5; 33/10; 10/3; 3; 31/10; 3; 3; 5/2; 3; 14/5; 3; 37/13; 14/5; 5/2; 31/10; 31/10; 16/5; 37/13; 3; 3; ; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-16 18:21:22 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 10/11; 19/20; 19/20; 47/50; 19/20; 10/11; 10/11; 8/9; 19/20; 10/11; 20/21; 1; 19/20; 19/20; 10/11; 19/20; 19/20; 22/23; 8/9; 37/40; 10/11; 19/20; 20/21; 20/21; 10/11; 10/11
Draw; 13/5; 12/5; 23/10; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 12/5; 12/5; 47/20; 5/2; 12/5; 27/11; 12/5; 5/2; 27/11; 13/5; 49/20; 5/2; 23/10; 12/5; 5/2; 5/2
Northampton; 16/5; 3; 3; 33/10; 10/3; 3; 31/10; 3; 3; 5/2; 3; 14/5; 3; 37/13; 14/5; 45/17; 31/10; 31/10; 16/5; 37/13; 3; 3; ; ; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-16 22:21:29 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 10/11; 10/11; 19/20; 47/50; 19/20; 10/11; 5/6; 8/9; 19/20; 10/11; 10/11; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 22/23; 8/9; 20/21; 10/11; 10/11; 10/11; 20/21; 10/11; 10/11
Draw; 13/5; 12/5; 12/5; 23/10; 13/5; 27/10; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; 12/5; 49/20; 5/2; 12/5; 5/2; 12/5; 5/2; 27/11; 13/5; 51/20; 28/11; 5/2; 5/2; 13/5; 
Northampton; 16/5; 3; 29/10; 3; 33/10; 10/3; 3; 31/10; 29/10; 3; 5/2; 29/10; 14/5; 3; 56/19; 14/5; 45/17; 31/10; 3; 3; 3; 14/5; ; ; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-17 02:21:09 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 10/11; 5/6; 8/9; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 10/11; 10/11; 19/20; 22/23; 8/9; 1; 10/11; 10/11; 10/11; 10/11; 10/11; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 66/25; 27/10; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; 5/2; 49/20; 5/2; 12/5; 5/2; 12/5; 5/2; 27/11; 5/2; 51/20; 28/11; 5/2; 5/2; 13/5; 23/10
Northampton; 16/5; 3; 29/10; 3; 16/5; 10/3; 3; 31/10; 29/10; 3; 11/4; 29/10; 14/5; 3; 56/19; 14/5; 45/17; 31/10; 3; 3; 3; 14/5; ; ; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-17 10:21:14 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Rotherham; 19/20; 10/11; 10/11; 19/20; 24/25; 19/20; 10/11; 5/6; 8/9; 10/11; 10/11; 10/11; 10/11; 10/11; 19/20; 10/11; 10/11; 19/20; 9/10; 8/9; 37/40; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 23/10; 67/25; 11/4; 5/2; 13/5; 27/11; 5/2; 13/5; 5/2; 13/5; 49/20; 5/2; 5/2; 5/2; 12/5; 45/17; 27/11; 13/5; 51/20; 28/11; 5/2; 5/2; 13/5; 13/5
Northampton; 16/5; 3; 3; 31/10; 16/5; 3; 31/10; 3; 3; 14/5; 3; 14/5; 14/5; 3; 14/5; 27/10; 31/10; 31/10; 3; 58/19; 3; 3; ; ; ; ; 
META; english/league-1/northampton-v-rotherham; 2018-03-17 14:21:30 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
