META; english/league-1/gillingham-v-fleetwood; 2018-01-21 14:21:45 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 11/8; 3/2; ; ; 6/4; ; 7/5; 6/4; ; ; ; ; ; ; ; 7/5; ; 23/17; ; ; ; ; ; 27/20; 23/17; 13/8; ; 
Fleetwood; 15/8; 7/4; ; ; 51/25; ; 9/5; 9/5; ; ; ; ; ; ; ; 9/5; ; 9/5; ; ; ; ; ; 15/8; 9/5; 17/10; ; 
Draw; 12/5; 23/10; ; ; 119/ 50; ; 23/10; 23/10; ; ; ; ; ; ; ; 12/5; ; 23/10; ; ; ; ; ; 47/20; 40/17; 21/10; ; 
META; english/league-1/gillingham-v-fleetwood; 2018-01-21 18:21:11 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 3/2; 17/11; ; 13/8; 31/20; 6/4; 6/4; 7/5; 6/4; 6/4; 8/5; ; 31/20; 6/4; 6/4; ; 16/11; ; ; 7/5; 8/5; 31/20; 6/4; 16/11; 5/4; ; 
Fleetwood; 9/5; 7/4; 9/5; ; 37/20; 15/8; 9/5; 9/5; 19/10; 7/4; 15/8; 9/5; ; 9/5; 15/8; 9/5; ; 9/5; ; ; 19/10; 9/5; 7/4; 7/4; 24/13; 11/8; ; 
Draw; 12/5; 23/10; 11/5; ; 12/5; 23/10; 9/4; 23/10; 23/10; 11/5; 12/5; 21/10; ; 11/5; 11/5; 23/10; ; 9/4; ; ; 23/10; 23/10; 12/5; 9/4; 9/4; 21/10; ; 
META; english/league-1/gillingham-v-fleetwood; 2018-01-21 22:20:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 3/2; 17/11; ; 13/8; 31/20; 6/4; 6/4; 7/5; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; ; 16/11; ; 19/13; 7/5; 8/5; 6/4; 6/4; 16/11; 6/4; ; 
Fleetwood; 9/5; 7/4; 9/5; ; 37/20; 15/8; 9/5; 9/5; 19/10; 7/4; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; ; 9/5; ; 30/17; 19/10; 9/5; 9/5; 7/4; 24/13; 9/5; ; 
Draw; 12/5; 23/10; 11/5; ; 12/5; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 23/10; ; 9/4; ; 40/17; 23/10; 23/10; 12/5; 9/4; 9/4; 21/10; ; 
META; english/league-1/gillingham-v-fleetwood; 2018-01-22 02:20:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 3/2; 17/11; ; 13/8; 31/20; 6/4; 6/4; 7/5; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; ; 16/11; ; 19/13; 7/5; 8/5; 6/4; 6/4; 16/11; 6/4; ; 
Fleetwood; 9/5; 7/4; 9/5; ; 37/20; 15/8; 9/5; 9/5; 19/10; 7/4; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; ; 9/5; ; 30/17; 19/10; 9/5; 9/5; 7/4; 24/13; 9/5; ; 
Draw; 12/5; 23/10; 11/5; ; 12/5; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 23/10; ; 9/4; ; 40/17; 23/10; 23/10; 12/5; 9/4; 9/4; 21/10; ; 
META; english/league-1/gillingham-v-fleetwood; 2018-01-22 10:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 13/8; 31/20; 6/4; 6/4; 16/11; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 16/11; 16/11; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 16/11; 6/4; ; 
Fleetwood; 9/5; 9/5; 9/5; 9/5; 37/20; 19/10; 9/5; 15/8; 19/10; 7/4; 19/10; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 9/5; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 9/5; 9/5; ; 
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 11/5; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 9/4; 21/10; ; 
META; english/league-1/gillingham-v-fleetwood; 2018-01-22 14:20:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; 6/4; 16/11; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 16/11; 16/11; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 16/11; 6/4; ; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; 15/8; 19/10; 7/4; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 7/4; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 9/5; 7/4; ; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 9/4; 21/10; ; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-22 18:20:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; 6/4; 16/11; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 16/11; 16/11; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; 15/8; 19/10; 7/4; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 7/4; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 7/4; 7/4; 13/8; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 9/4; 21/10; 19/10; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-22 22:20:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; 6/4; 16/11; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 16/11; 16/11; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; 15/8; 19/10; 7/4; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 7/4; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 7/4; 7/4; 13/8; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 9/4; 21/10; 19/10; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-23 02:20:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; 6/4; 16/11; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 16/11; 16/11; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 6/4; 7/5; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; 15/8; 19/10; 7/4; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 7/4; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 7/4; 17/10; 13/8; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 9/4; 21/10; 19/10; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-23 10:20:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; 6/4; 16/11; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 16/11; 16/11; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 6/4; 7/5; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; 15/8; 19/10; 7/4; 15/8; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 7/4; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 7/4; 13/8; 13/8; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 9/4; 21/10; 19/10; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-23 14:20:54 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; 6/4; 16/11; 6/4; 6/4; 8/5; 6/4; 31/20; 6/4; 6/4; 16/11; 16/11; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 6/4; 7/5; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; 15/8; 19/10; 7/4; 15/8; 9/5; 9/5; 9/5; 15/8; 7/4; 9/5; 7/4; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 7/4; 17/10; 13/8; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 9/4; 21/10; 19/10; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-23 18:21:20 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 13/8; 31/20; 6/4; 6/4; 16/11; 6/4; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 6/4; 7/5; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; 15/8; 19/10; 9/5; 15/8; 9/5; 13/8; 9/5; 15/8; 7/4; 9/5; 9/5; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 9/5; 17/10; 13/8; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; 21/10; 2; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-23 22:21:22 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 13/8; 31/20; 6/4; 6/4; 16/11; 6/4; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; 15/8; 19/10; 9/5; 15/8; 9/5; 13/8; 9/5; 15/8; 7/4; 9/5; 9/5; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 9/5; ; 17/10; 13/8; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 21/10; 2; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-24 02:21:13 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 13/8; 31/20; 6/4; 6/4; 16/11; 6/4; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; 15/8; 19/10; 9/5; 15/8; 9/5; 13/8; 9/5; 15/8; 7/4; 9/5; 9/5; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 13/8; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; 11/5; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 21/10; 2; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-24 10:21:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; ; 16/11; 31/20; 6/4; 8/5; 13/8; 31/20; 6/4; 6/4; 16/11; 6/4; 16/11; 19/13; 16/11; 8/5; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; ; 19/10; 9/5; 15/8; 9/5; 13/8; 9/5; 15/8; 7/4; 9/5; 9/5; 9/5; 30/17; 19/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; ; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 21/10; 2; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-24 14:21:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 161/ 100; 31/20; 6/4; ; 16/11; 31/20; 6/4; 8/5; 13/8; 31/20; 6/4; 6/4; 16/11; 6/4; 16/11; 52/35; 16/11; 8/5; 6/4; 6/4; 6/4; ; 7/5; 7/5; 6/4
Fleetwood; 9/5; 9/5; 9/5; 9/5; 15/8; 19/10; 9/5; ; 19/10; 9/5; 15/8; 9/5; 13/8; 9/5; 15/8; 7/4; 9/5; 9/5; 9/5; 31/18; 19/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 9/5
Draw; 12/5; 23/10; 11/5; 23/10; 12/5; 9/4; 11/5; ; 9/4; 11/5; 12/5; 21/10; 9/4; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 9/4; 23/10; 12/5; 9/4; 23/10; ; 21/10; 2; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-24 18:21:10 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 13/8; 31/20; 6/4; ; 16/11; 31/20; 8/5; 8/5; 13/8; 31/20; 6/4; 6/4; 16/11; 6/4; 16/11; 52/35; 16/11; 8/5; 6/4; 6/4; 17/11; ; 7/5; 7/5; 8/5
Fleetwood; 9/5; 9/5; 9/5; 9/5; 19/10; 19/10; 9/5; ; 19/10; 9/5; 15/8; 9/5; 13/8; 9/5; 15/8; 9/5; 9/5; 9/5; 9/5; 31/18; 19/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 15/8
Draw; 12/5; 9/4; 11/5; 23/10; 117/ 50; 9/4; 11/5; ; 9/4; 11/5; 23/10; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 9/4; 9/4; 23/10; 9/4; 23/10; 12/5; 9/4; 9/4; ; 21/10; 2; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-24 22:21:08 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 13/8; 31/20; 6/4; ; 16/11; 31/20; 8/5; 8/5; 13/8; 31/20; 8/5; 6/4; 16/11; 6/4; 16/11; 52/35; 16/11; 8/5; 31/20; 6/4; 17/11; ; 7/5; 7/5; 8/5
Fleetwood; 9/5; 9/5; 9/5; 9/5; 19/10; 15/8; 9/5; ; 19/10; 9/5; 15/8; 15/8; 13/8; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 31/18; 19/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 15/8
Draw; 12/5; 9/4; 11/5; 23/10; 117/ 50; 9/4; 11/5; ; 9/4; 11/5; 23/10; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10; 9/4; 23/10; 23/10; 9/4; 9/4; ; 21/10; 2; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-25 02:21:03 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 13/8; 31/20; 6/4; ; 16/11; 31/20; 8/5; 8/5; 13/8; 31/20; 8/5; 6/4; 16/11; 6/4; 16/11; 52/35; 16/11; 8/5; 31/20; 6/4; 17/11; ; 7/5; 7/5; 8/5
Fleetwood; 9/5; 9/5; 9/5; 9/5; 19/10; 15/8; 9/5; ; 19/10; 9/5; 15/8; 15/8; 13/8; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 31/18; 19/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 13/8; 15/8
Draw; 12/5; 9/4; 11/5; 23/10; 117/ 50; 9/4; 11/5; ; 9/4; 11/5; 23/10; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10; 9/4; 23/10; 23/10; 9/4; 9/4; ; 21/10; 15/8; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-25 10:20:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 7/5; 6/4; 17/11; 6/4; 13/8; 31/20; 6/4; ; 31/21; 31/20; 8/5; 31/20; 13/8; 31/20; 8/5; 6/4; 16/11; 6/4; 16/11; 52/35; 31/21; 8/5; 31/20; 6/4; 17/11; ; 6/4; 7/5; 8/5
Fleetwood; 9/5; 9/5; 9/5; 9/5; 19/10; 15/8; 9/5; ; 15/8; 9/5; 15/8; 15/8; 13/8; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 31/18; 15/8; 9/5; 9/5; 7/4; 9/5; ; 7/4; 13/8; 15/8
Draw; 12/5; 9/4; 11/5; 23/10; 117/ 50; 9/4; 11/5; ; 11/5; 11/5; 23/10; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 9/4; ; 21/10; 15/8; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-25 14:21:16 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 29/20; 6/4; 17/11; 6/4; 13/8; 6/4; 6/4; ; 31/21; 8/5; 8/5; 31/20; 13/8; 8/5; 8/5; 6/4; 16/11; 6/4; 16/11; 52/35; 31/21; 8/5; 31/20; 6/4; 17/11; ; 6/4; 7/5; 8/5
Fleetwood; 7/4; 9/5; 9/5; 9/5; 19/10; 9/5; 9/5; ; 15/8; 9/5; 15/8; 15/8; 13/8; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 31/18; 15/8; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 15/8
Draw; 12/5; 9/4; 21/10; 23/10; 117/ 50; 12/5; 11/5; ; 11/5; 21/10; 23/10; 21/10; 9/4; 43/20; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 11/5; ; 21/10; 2; 23/10
META; english/league-1/gillingham-v-fleetwood; 2018-01-25 18:21:03 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 29/20; 6/4; 17/11; 6/4; 41/25; 31/20; 6/4; ; 31/21; 31/20; 8/5; 29/20; 13/8; 31/20; 6/4; 7/5; 16/11; 16/11; 16/11; 32/21; 31/21; 6/4; 6/4; 31/20; 6/4; ; 7/5; ; 6/4
Fleetwood; 7/4; 15/8; 28/15; 9/5; 48/25; 15/8; 15/8; ; 15/8; 19/10; 19/10; 19/10; 13/8; 19/10; 15/8; 15/8; 9/5; 19/10; 9/5; 23/13; 15/8; 15/8; 15/8; 19/10; 19/10; ; 9/5; 9/5; 2
Draw; 12/5; 11/5; 21/10; 23/10; 57/25; 23/10; 21/10; ; 11/5; 21/10; 23/10; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 28/13; 9/4; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; ; 21/10; 21/10; 11/5
META; english/league-1/gillingham-v-fleetwood; 2018-01-25 22:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 29/20; 6/4; 17/11; 6/4; 31/20; 31/20; 6/4; ; 16/11; 31/20; 8/5; 29/20; 13/8; 31/20; 6/4; 7/5; 16/11; 16/11; 16/11; 32/21; 16/11; 6/4; 6/4; 31/20; 6/4; ; 6/4; 6/4; 6/4
Fleetwood; 7/4; 19/10; 19/10; 9/5; 51/25; 15/8; 15/8; ; 37/19; 19/10; 19/10; 19/10; 13/8; 19/10; 15/8; 15/8; 9/5; 19/10; 9/5; 23/13; 37/19; 15/8; 15/8; 19/10; 37/19; ; 19/10; 19/10; 2
Draw; 12/5; 11/5; 21/10; 23/10; 57/25; 23/10; 21/10; ; 28/13; 21/10; 23/10; 9/4; 9/4; 21/10; 11/5; 11/5; 9/4; 28/13; 9/4; 11/5; 28/13; 11/5; 23/10; 11/5; 28/13; ; 21/10; 21/10; 9/4
META; english/league-1/gillingham-v-fleetwood; 2018-01-26 02:21:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Gillingham; 8/5; 6/4; 17/11; 6/4; ; 31/20; 6/4; ; 16/11; 31/20; 8/5; 29/20; 13/8; 31/20; 6/4; 7/5; 16/11; 6/4; 16/11; 32/21; 16/11; 6/4; 6/4; 31/20; 6/4; ; 6/4; 7/5; 6/4
Fleetwood; 2; 19/10; 19/10; 9/5; ; 15/8; 15/8; ; 37/19; 19/10; 19/10; 19/10; 13/8; 19/10; 15/8; 15/8; 9/5; 37/19; 9/5; 23/13; 37/19; 15/8; 15/8; 19/10; 37/19; ; 19/10; 19/10; 2
Draw; 23/10; 11/5; 21/10; 23/10; ; 23/10; 21/10; ; 28/13; 21/10; 9/4; 9/4; 9/4; 21/10; 11/5; 21/10; 9/4; 28/13; 9/4; 11/5; 28/13; 11/5; 23/10; 11/5; 28/13; ; 21/10; 2; 9/4
META; english/league-1/gillingham-v-fleetwood; 2018-01-26 10:21:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
