META; english/league-1/charlton-v-bristol-rovers; 2017-06-23 22:18:02 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; ; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/100; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 5/2; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; ; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/100; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-24 02:17:58 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; ; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/100; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 5/2; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; ; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/100; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-24 10:18:04 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; ; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/100; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 5/2; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; ; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/100; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-24 14:18:06 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; ; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/100; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 5/2; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; ; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/100; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-24 18:18:04 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; ; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/100; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 5/2; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; ; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/100; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-24 22:17:55 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; 11/10; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/100; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 12/5; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; 12/5; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/100; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-25 02:17:58 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; 11/10; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/50; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 5/2; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; 12/5; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/50; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-25 10:17:58 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; 11/10; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/50; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 5/2; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 23/10; 12/5; 9/4; 23/10; 5/2; ; 9/4; ; 9/4; ; 1/50; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-25 14:17:59 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; 11/10; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/50; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 5/2; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; 12/5; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/50; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-25 18:18:01 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; 11/10; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/50; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 5/2; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; 12/5; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/50; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-25 22:17:55 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; 11/10; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/50; ; 
Bristol Rovers; 12/5; 9/4; ; 21/10; ; 23/10; 12/5; 9/4; 5/2; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; ; 9/4; 12/5; 9/4; 9/4; 5/2; ; 9/4; ; 9/4; ; 1/50; ; 
Draw; 12/5; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 12/5; 9/4; 23/10; 5/2; 47/20; 9/4; 12/5; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/league-1/charlton-v-bristol-rovers; 2017-06-26 02:17:54 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Charlton; 11/10; 6/5; ; 23/20; ; 11/10; 23/20; 1; 11/10; 11/10; 1; 23/20; 23/20; 1; 11/10; ; 11/10; 11/10; 11/10; 11/10; 6/5; ; 11/10; ; 11/10; ; 1/50; ; 
