META; english/league-1/peterborough-v-rochdale; 2018-04-08 14:23:01 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
META; english/league-1/peterborough-v-rochdale; 2018-04-09 22:22:48 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 11/8; 8/5; 8/5; 31/20; 6/4; 6/4; 17/11; 8/5; 31/20; 8/5; 8/5; 8/5; 6/4; 6/4; 16/11; 17/12; 17/11; 8/5; 6/4; 7/5; 6/4
Rochdale; 7/4; 9/5; 8/5; 7/4; 17/10; 17/10; 8/5; 7/4; 17/10; 17/10; 17/10; 8/5; 13/8; 17/10; 8/5; 9/5; 14/9; 7/4; 8/5; 28/17; 27/20; 17/10
Draw; 9/4; 5/2; 12/5; 13/5; 5/2; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 9/4; 13/5; 9/4; 13/5; 23/10; 19/10; 5/2
META; english/league-1/peterborough-v-rochdale; 2018-04-10 02:22:30 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 8/5; 8/5; 8/5; 31/20; 6/4; 6/4; 17/11; 8/5; 31/20; 8/5; 8/5; 8/5; 6/4; 6/4; 16/11; 17/12; 17/11; 8/5; 6/4; 10/9; 23/20
Rochdale; 7/4; 8/5; 8/5; 7/4; 17/10; 17/10; 8/5; 7/4; 17/10; 17/10; 17/10; 8/5; 13/8; 17/10; 8/5; 9/5; 14/9; 7/4; 8/5; 28/17; 13/8; 13/8
Draw; 9/4; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 9/4; 13/5; 9/4; 13/5; 23/10; 11/5; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-10 10:22:39 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 8/5; 8/5; 41/25; 31/20; 6/4; 6/4; 17/11; 8/5; 8/5; 8/5; 8/5; 7/5; 8/5; 6/4; 16/11; 17/12; 17/11; 8/5; 6/4; 6/5; 5/4
Rochdale; 7/4; 8/5; 8/5; 43/25; 17/10; 13/8; 8/5; 7/4; 17/10; 8/5; 17/10; 8/5; 6/4; 8/5; 8/5; 9/5; 14/9; 7/4; 8/5; 28/17; 13/8; 13/8
Draw; 9/4; 12/5; 12/5; 129/50; 5/2; 23/10; 12/5; 9/4; 12/5; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 9/4; 13/5; 9/4; 13/5; 23/10; 21/10; 9/4
META; english/league-1/peterborough-v-rochdale; 2018-04-10 14:22:58 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 8/5; 8/5; 8/5; 31/20; 6/4; 6/4; 17/11; 8/5; 8/5; 8/5; 8/5; 7/5; 8/5; 6/4; 16/11; 17/12; 17/11; 8/5; 6/4; 7/5; 6/4
Rochdale; 7/4; 8/5; 8/5; 7/4; 17/10; 13/8; 8/5; 7/4; 17/10; 8/5; 17/10; 8/5; 6/4; 8/5; 8/5; 9/5; 14/9; 7/4; 8/5; 28/17; 13/8; 13/8
Draw; 9/4; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 9/4; 12/5; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 9/4; 13/5; 9/4; 13/5; 23/10; 9/4; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-10 18:22:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 6/4; 31/20; 6/4; 8/5; 31/20; 6/4; 6/4; 31/21; 31/20; 8/5; 31/20; 8/5; 31/20; 7/5; 6/4; 6/4; 16/11; 17/12; 31/21; 31/20; 6/4; 13/10; 11/8
Rochdale; 7/4; 17/10; 13/8; 13/8; 7/4; 17/10; 17/10; 8/5; 17/10; 33/20; 17/10; 17/10; 17/10; 33/20; 6/4; 17/10; 28/17; 9/5; 14/9; 17/10; 13/8; 28/17; 6/4; 8/5
Draw; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 27/11; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 40/17; 9/4; 13/5; 27/11; 13/5; 40/17; 11/5; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-10 22:22:50 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 6/4; 31/20; 6/4; 8/5; 31/20; 6/4; 6/4; 31/21; 31/20; 8/5; 31/20; 8/5; 31/20; 7/5; 6/4; 6/4; 16/11; 17/12; 31/21; 31/20; 6/4; 7/5; 7/5
Rochdale; 7/4; 17/10; 13/8; 13/8; 7/4; 17/10; 17/10; 8/5; 17/10; 33/20; 17/10; 17/10; 17/10; 33/20; 6/4; 17/10; 28/17; 9/5; 14/9; 17/10; 13/8; 28/17; 13/8; 13/8
Draw; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 27/11; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 40/17; 9/4; 13/5; 27/11; 13/5; 40/17; 9/4; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-11 02:21:40 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 6/4; 31/20; 6/4; 8/5; 31/20; 6/4; 6/4; 31/21; 31/20; 8/5; 31/20; 31/20; 7/5; 6/4; 6/4; 16/11; 17/12; 31/21; 31/20; 6/4; 13/10; 11/8
Rochdale; 7/4; 17/10; 13/8; 13/8; 7/4; 17/10; 17/10; 8/5; 17/10; 33/20; 17/10; 17/10; 33/20; 6/4; 17/10; 28/17; 9/5; 14/9; 17/10; 13/8; 28/17; 8/5; 13/8
Draw; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 27/11; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 40/17; 9/4; 13/5; 27/11; 13/5; 40/17; 11/5; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-11 10:21:49 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 6/4; 6/4; 6/4; 159/100; 31/20; 6/4; 6/4; 31/21; 31/20; 8/5; 6/4; 31/20; 7/5; 6/4; 6/4; 16/11; 7/5; 31/21; 6/4; 6/4; 13/10
Rochdale; 7/4; 17/10; 33/20; 13/8; 44/25; 17/10; 17/10; 8/5; 17/10; 17/10; 17/10; 17/10; 33/20; 6/4; 17/10; 28/17; 9/5; 8/5; 17/10; 17/10; 28/17; 8/5
Draw; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 9/4; 5/2; 40/17; 9/4; 13/5; 27/11; 13/5; 40/17; 11/5
META; english/league-1/peterborough-v-rochdale; 2018-04-11 14:22:01 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 6/4; 6/4; 6/4; 159/100; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 6/4; 13/10; 31/20; 7/5; 6/4; 6/4; 16/11; 7/5; 31/21; 6/4; 6/4; 13/10; 
Rochdale; 7/4; 17/10; 33/20; 13/8; 44/25; 17/10; 17/10; 8/5; 17/10; 17/10; 17/10; 17/10; 2; 33/20; 6/4; 17/10; 28/17; 9/5; 8/5; 17/10; 17/10; 28/17; 8/5; 9/5
Draw; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 27/11; 12/5; 5/2; 5/2; 23/10; 12/5; 9/4; 5/2; 40/17; 9/4; 13/5; 27/11; 13/5; 40/17; 11/5; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-11 18:21:59 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 6/4; 6/4; 6/4; 159/100; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 6/4; 13/10; 31/20; 7/5; 6/4; 17/11; 16/11; 7/5; 31/21; 6/4; 17/11; 13/10; 7/5; 6/4; 11/8
Rochdale; 7/4; 17/10; 33/20; 13/8; 44/25; 17/10; 17/10; 8/5; 17/10; 17/10; 17/10; 17/10; 2; 33/20; 6/4; 17/10; 9/5; 8/5; 17/10; 17/10; 17/10; 8/5; 13/8; 17/10; 9/5; 
Draw; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 27/11; 12/5; 5/2; 5/2; 23/10; 12/5; 9/4; 5/2; 12/5; 9/4; 13/5; 27/11; 13/5; 12/5; 11/5; 2; 5/2; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-11 22:21:47 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 7/5; 6/4; 29/20; 6/4; 153/100; 6/4; 6/4; 7/5; 31/21; 29/20; 29/20; 6/4; 13/10; 6/4; 13/10; 6/4; 16/11; 16/11; 23/17; 31/21; 29/20; 16/11; 11/8; 11/8; 7/5; 7/5
Rochdale; 19/10; 17/10; 7/4; 13/8; 46/25; 9/5; 7/4; 17/10; 17/10; 7/4; 9/5; 7/4; 2; 7/4; 13/8; 7/4; 7/4; 9/5; 18/11; 17/10; 7/4; 9/5; 13/8; 17/10; 9/5; 9/5
Draw; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 27/11; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 12/5; 12/5; 9/4; 13/5; 27/11; 13/5; 12/5; 12/5; 2; 5/2; 5/2
META; english/league-1/peterborough-v-rochdale; 2018-04-12 02:21:34 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 7/5; 7/5; 29/20; 6/4; 153/100; 6/4; 6/4; 7/5; 31/21; 29/20; 29/20; 29/20; 13/10; 6/4; 13/10; 7/5; 16/11; 16/11; 23/17; 31/21; 29/20; 16/11; 11/8; 7/5; 7/5
Rochdale; 19/10; 9/5; 7/4; 13/8; 46/25; 9/5; 7/4; 17/10; 17/10; 7/4; 9/5; 7/4; 2; 7/4; 13/8; 7/4; 7/4; 9/5; 18/11; 17/10; 7/4; 9/5; 13/8; 9/5; 9/5
Draw; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 27/11; 12/5; 5/2; 5/2; 23/10; 12/5; 9/4; 5/2; 12/5; 9/4; 13/5; 27/11; 13/5; 12/5; 11/5; 5/2; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-12 10:21:31 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 7/5; 7/5; 29/20; 6/4; 77/50; 6/4; 6/4; 7/5; 31/21; 29/20; 29/20; 6/4; 13/10; 6/4; 13/10; 7/5; 16/11; 16/11; 23/17; 31/21; 29/20; 16/11; 11/8; 11/8; 7/5; 7/5
Rochdale; 19/10; 9/5; 7/4; 13/8; 91/50; 9/5; 7/4; 17/10; 17/10; 7/4; 9/5; 7/4; 2; 7/4; 13/8; 9/5; 7/4; 9/5; 18/11; 17/10; 7/4; 9/5; 13/8; 17/10; 9/5; 9/5
Draw; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 23/10; 12/5; 27/11; 12/5; 5/2; 12/5; 23/10; 12/5; 9/4; 12/5; 12/5; 9/4; 13/5; 27/11; 12/5; 12/5; 2; 5/2; 5/2; 
META; english/league-1/peterborough-v-rochdale; 2018-04-12 14:21:50 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 7/5; 7/5; 29/20; 6/4; 153/100; 6/4; 7/5; 7/5; 31/21; 29/20; 29/20; 6/4; 13/10; 6/4; 13/10; 7/5; 16/11; 16/11; 23/17; 31/21; 29/20; 16/11; 11/8; 11/8; 7/5; 7/5
Rochdale; 19/10; 9/5; 7/4; 13/8; 46/25; 9/5; 7/4; 17/10; 17/10; 7/4; 9/5; 7/4; 2; 7/4; 13/8; 9/5; 7/4; 9/5; 18/11; 17/10; 7/4; 9/5; 13/8; 17/10; 9/5; 9/5
Draw; 9/4; 12/5; 12/5; 12/5; 13/5; 5/2; 12/5; 12/5; 27/11; 12/5; 5/2; 12/5; 23/10; 12/5; 9/4; 12/5; 12/5; 9/4; 13/5; 27/11; 12/5; 12/5; 21/10; 5/2; 5/2; 
META; english/league-1/peterborough-v-rochdale; 2018-04-12 18:21:49 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 7/5; 7/5; 29/20; 6/4; 77/50; 6/4; 6/4; 7/5; 31/21; 29/20; 6/4; 6/4; 13/10; 6/4; 13/10; 7/5; 16/11; 16/11; 7/5; 31/21; 6/4; 16/11; 7/5; 11/8; 7/5; 7/5; 7/5
Rochdale; 19/10; 9/5; 17/10; 13/8; 46/25; 9/5; 7/4; 17/10; 17/10; 7/4; 9/5; 7/4; 2; 17/10; 13/8; 9/5; 7/4; 9/5; 12/7; 17/10; 7/4; 9/5; 7/4; 13/8; 13/8; 9/5; 9/5
Draw; 9/4; 5/2; 12/5; 12/5; 129/50; 5/2; 23/10; 12/5; 27/11; 5/2; 12/5; 12/5; 23/10; 49/20; 9/4; 12/5; 12/5; 9/4; 5/2; 27/11; 5/2; 12/5; 12/5; 12/5; 23/10; 5/2; 5/2
META; english/league-1/peterborough-v-rochdale; 2018-04-12 22:21:40 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 7/5; 7/5; 31/20; 6/4; 13/8; 6/4; 6/4; 7/5; 31/21; 31/20; 6/4; 6/4; 13/10; 6/4; 7/5; 6/4; 6/4; 16/11; 13/9; 31/21; 6/4; 17/11; 6/4; 7/5; 6/4; 6/4; 7/5
Rochdale; 19/10; 17/10; 13/8; 13/8; 17/10; 9/5; 13/8; 17/10; 17/10; 33/20; 7/4; 17/10; 2; 17/10; 6/4; 17/10; 28/17; 9/5; 28/17; 17/10; 7/4; 28/17; 8/5; 8/5; 13/8; 13/8; 
Draw; 9/4; 5/2; 12/5; 12/5; 53/20; 5/2; 12/5; 12/5; 27/11; 5/2; 12/5; 5/2; 23/10; 49/20; 9/4; 5/2; 12/5; 9/4; 5/2; 27/11; 5/2; 27/11; 5/2; 12/5; 23/10; 13/5; 
META; english/league-1/peterborough-v-rochdale; 2018-04-13 02:21:15 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 8/5; 6/4; 6/4; 6/4; 77/50; 6/4; 6/4; 7/5; 31/21; 6/4; 6/4; 6/4; 13/10; 6/4; 7/5; 6/4; 6/4; 16/11; 13/9; 31/21; 6/4; 6/4; 7/5; 7/5; 13/8; 6/4
Rochdale; 9/5; 17/10; 33/20; 13/8; 44/25; 9/5; 17/10; 17/10; 17/10; 17/10; 7/4; 17/10; 2; 17/10; 6/4; 17/10; 17/10; 9/5; 28/17; 17/10; 7/4; 17/10; 13/8; 17/10; 7/4; 
Draw; 5/2; 5/2; 12/5; 12/5; 27/10; 5/2; 12/5; 12/5; 27/11; 5/2; 12/5; 5/2; 23/10; 49/20; 9/4; 5/2; 27/11; 9/4; 5/2; 27/11; 5/2; 27/11; 5/2; 9/4; 13/5; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-13 10:21:15 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 8/5; 6/4; 6/4; 8/5; 77/50; 6/4; 6/4; 7/5; 31/21; 6/4; 6/4; 6/4; 13/10; 6/4; 7/5; 6/4; 6/4; 16/11; 13/9; 31/21; 6/4; 6/4; 7/5; 7/5; 7/5; 13/8; 7/5
Rochdale; 9/5; 17/10; 33/20; 9/5; 44/25; 9/5; 17/10; 17/10; 17/10; 17/10; 7/4; 17/10; 2; 17/10; 6/4; 7/4; 17/10; 9/5; 28/17; 17/10; 7/4; 17/10; 13/8; 17/10; 8/5; 17/10; 
Draw; 5/2; 5/2; 12/5; 21/10; 27/10; 5/2; 12/5; 12/5; 27/11; 5/2; 12/5; 5/2; 23/10; 49/20; 9/4; 12/5; 27/11; 9/4; 5/2; 27/11; 5/2; 27/11; 13/5; 12/5; 21/10; 12/5; 
META; english/league-1/peterborough-v-rochdale; 2018-04-13 14:21:49 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 8/5; 6/4; 31/20; 8/5; 163/100; 8/5; 6/4; 6/4; 31/21; 31/20; 8/5; 31/20; 13/10; 6/4; 7/5; 6/4; 17/11; 16/11; 53/35; 31/21; 31/20; 17/11; 6/4; 6/4; 13/8; 6/4; 
Rochdale; 7/4; 13/8; 13/8; 9/5; 169/100; 17/10; 13/8; 13/8; 17/10; 13/8; 13/8; 8/5; 2; 33/20; 6/4; 17/10; 17/10; 9/5; 11/7; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 13/8; 
Draw; 13/5; 5/2; 12/5; 21/10; 133/50; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 5/2; 23/10; 49/20; 9/4; 12/5; 40/17; 9/4; 5/2; 27/11; 13/5; 40/17; 5/2; 9/4; 21/10; 13/5; 23/10
META; english/league-1/peterborough-v-rochdale; 2018-04-13 18:21:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 8/5; 6/4; 6/4; 8/5; 157/100; 8/5; 6/4; 6/4; 31/21; 6/4; 6/4; 31/20; 13/10; 31/20; 7/5; 6/4; 17/11; 16/11; 22/15; 31/21; 6/4; 8/5; 6/4; 7/5; 6/4; 13/8; 6/4
Rochdale; 7/4; 13/8; 33/20; 9/5; 87/50; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 2; 33/20; 6/4; 17/10; 17/10; 9/5; 13/8; 17/10; 7/4; 17/10; 13/8; 13/8; 13/8; 17/10; 13/8
Draw; 13/5; 5/2; 12/5; 21/10; 67/25; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 12/5; 23/10; 49/20; 9/4; 12/5; 40/17; 9/4; 28/11; 27/11; 13/5; 40/17; 5/2; 12/5; 5/2; 13/5; 5/2
META; english/league-1/peterborough-v-rochdale; 2018-04-13 22:21:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 7/5; 6/4; 8/5; 79/50; 8/5; 6/4; 6/4; 31/21; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 16/11; 13/9; 31/21; 6/4; 6/4; 6/4; 7/5; 6/4; 13/8; 6/4
Rochdale; 9/5; 13/8; 17/10; 9/5; 43/25; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 17/10; 17/10; 6/4; 17/10; 28/17; 9/5; 28/17; 17/10; 7/4; 17/10; 13/8; 7/4; 13/8; 13/8; 15/8
Draw; 13/5; 5/2; 12/5; 21/10; 27/10; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 5/2; 5/2; 49/20; 9/4; 5/2; 27/11; 9/4; 28/11; 27/11; 13/5; 27/11; 13/5; 12/5; 5/2; 13/5; 5/2
META; english/league-1/peterborough-v-rochdale; 2018-04-14 02:21:21 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 31/20; 7/5; 6/4; 8/5; 79/50; 8/5; 6/4; 6/4; 31/21; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 16/11; 13/9; 31/21; 6/4; 6/4; 6/4; 6/4; 6/4; 13/8; 6/4
Rochdale; 9/5; 13/8; 17/10; 9/5; 43/25; 17/10; 17/10; 13/8; 17/10; 17/10; 17/10; 17/10; 17/10; 17/10; 6/4; 17/10; 28/17; 9/5; 28/17; 17/10; 7/4; 28/17; 13/8; 7/4; 13/8; 9/5; 
Draw; 13/5; 5/2; 12/5; 21/10; 27/10; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 5/2; 5/2; 49/20; 9/4; 5/2; 27/11; 9/4; 28/11; 27/11; 13/5; 27/11; 13/5; 12/5; 12/5; 13/5; 5/2
META; english/league-1/peterborough-v-rochdale; 2018-04-14 10:21:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Rochdale; 13/8; 6/4; 6/4; 6/4; 159/100; 8/5; 17/10; 6/4; 17/11; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 28/17; 22/15; 17/11; 31/20; 17/11; 6/4; 6/4; 6/4; 6/4; 13/8
Peterborough; 9/5; 17/10; 33/20; 13/8; 171/100; 7/4; 6/4; 13/8; 8/5; 17/10; 17/10; 8/5; 17/10; 17/10; 7/5; 17/10; 28/17; 8/5; 13/8; 8/5; 17/10; 28/17; 13/8; 17/10; 7/4; 13/8; 7/4
Draw; 5/2; 5/2; 12/5; 13/5; 27/10; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 13/5; 12/5; 49/20; 23/10; 5/2; 27/11; 9/4; 28/11; 27/11; 13/5; 5/2; 13/5; 23/10; 12/5; 13/5; 5/2
META; english/league-1/peterborough-v-rochdale; 2018-04-14 14:22:15 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Peterborough; 8/5; 6/4; 8/5; 8/5; 167/100; 17/10; 13/8; 6/4; 17/11; 31/20; 8/5; 13/8; 8/5; 31/20; 6/4; 8/5; 8/5; 17/11; 20/13; 17/11; 31/20; 8/5; 8/5; 6/4; 6/4; 13/8; 13/8
Rochdale; 7/4; 13/8; 13/8; 8/5; 17/10; 13/8; 13/8; 8/5; 28/17; 17/10; 13/8; 17/10; 17/10; 17/10; 6/4; 8/5; 28/17; 8/5; 19/12; 28/17; 17/10; 28/17; 13/8; 13/8; 7/4; 17/10; 17/10
Draw; 13/5; 5/2; 12/5; 64/25; 5/2; 12/5; 40/17; 12/5; 5/2; 9/4; 12/5; 47/20; 21/10; 12/5; 23/10; 12/5; 27/11; 40/17; 13/5; 40/17; 12/5; 23/10; 12/5; 12/5; 12/5; ; 
META; english/league-1/peterborough-v-rochdale; 2018-04-14 18:21:43 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Rochdale; 4/6; 2/3; 1/3; 3/4; 2/5; 1; 7/10; 8/11; 3/8; 4/5; 8/11; 3/4; 40/85; 7/10; 3/5; 6/17; 4/5; 11/14; 8/11; 14/19; 4/5; 4/6; 8/11
Draw; 9/4; 15/8; 27/10; 11/5; 69/20; 19/10; 21/10; 15/8; 3; 11/5; 2; 15/8; 27/10; 21/10; 11/5; 13/4; 2; 11/5; 13/4; 2; 23/10; 12/5; 
Peterborough; 11/2; 4; 10; 9/2; 41/5; 7/2; 19/4; 9/2; 15/2; 5; 9/2; 4; 17/4; 11/2; 17/2; 15/4; 19/5; 19/4; 37/4; 9/2; 4; 23/5; 
