META; english/league-1/rotherham-v-bristol-rovers; 2018-04-15 14:21:38 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 17/20; 8/11; 37/40; 4/9; 1/12
Draw; 13/5; 13/5; 13/5; 19/10; 7/5
Bristol Rovers; 3; 11/4; 29/10; 6/4; 1/10
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-15 18:21:11 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 19/20; 4/5; 5/6; 4/5; 8/11; 4/5; 17/20; 10/13; 4/5; 10/13; 8/11; 8/11
Draw; 11/4; 12/5; 69/25; 14/5; 13/5; 13/5; 11/4; 13/5; 13/5; 11/4; 45/17; 5/2; 13/5
Bristol Rovers; 16/5; 13/5; 39/10; 16/5; 16/5; 3; 10/3; 3; 58/19; 17/5; 31/10; 3; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-15 22:21:19 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 19/20; 17/20; 5/6; 5/6; 8/11; 5/6; 5/6; 17/20; 10/13; 4/5; 10/13; 8/11; 5/6
Draw; 11/4; 12/5; 72/25; 14/5; 13/5; 13/5; 11/4; 13/5; 13/5; 45/17; 11/4; 45/17; 5/2; 11/4
Bristol Rovers; 16/5; 13/5; 17/5; 16/5; 3; 16/5; 16/5; 3; 58/19; 33/10; 31/10; 14/5; 10/3; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-16 02:21:02 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 19/20; 17/20; 5/6; 5/6; 8/11; 5/6; 5/6; 17/20; 10/13; 4/5; 10/13; 8/11; 5/6
Draw; 11/4; 12/5; 72/25; 14/5; 13/5; 13/5; 11/4; 13/5; 13/5; 45/17; 11/4; 45/17; 5/2; 11/4
Bristol Rovers; 16/5; 13/5; 17/5; 16/5; 3; 16/5; 16/5; 3; 58/19; 33/10; 31/10; 14/5; 10/3; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-16 10:21:03 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 19/20; 17/20; 5/6; 4/5; 8/11; 4/5; 5/6; 5/6; 17/20; 10/13; 4/5; 4/5; 4/5; 10/13; 8/11; 5/6
Draw; 11/4; 12/5; 72/25; 14/5; 13/5; 13/5; 27/10; 11/4; 13/5; 13/5; 45/17; 27/10; 27/10; 11/4; 45/17; 5/2; 11/4
Bristol Rovers; 16/5; 13/5; 17/5; 16/5; 3; 16/5; 16/5; 16/5; 3; 58/19; 31/10; 16/5; 33/10; 31/10; 14/5; 10/3; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-16 14:21:40 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 10/11; 17/20; 5/6; 4/5; 8/11; 4/5; 5/6; 5/6; 4/5; 17/20; 10/13; 4/5; 4/5; 4/5; 10/13; 8/11; 5/6
Draw; 11/4; 12/5; 72/25; 14/5; 13/5; 13/5; 27/10; 11/4; 13/5; 11/4; 13/5; 45/17; 27/10; 27/10; 11/4; 45/17; 19/10; 11/4
Bristol Rovers; 16/5; 14/5; 17/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 16/5; 3; 58/19; 31/10; 16/5; 10/3; 31/10; 1/4; 10/3
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-16 18:21:54 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 10/11; 17/20; 5/6; 4/5; 8/11; 4/5; 5/6; 5/6; 4/5; 17/20; 10/13; 4/5; 4/5; 4/5; 10/13; 8/11; 5/6
Draw; 11/4; 12/5; 72/25; 14/5; 13/5; 13/5; 27/10; 11/4; 13/5; 11/4; 13/5; 13/5; 27/10; 27/10; 11/4; 45/17; 19/10; 11/4
Bristol Rovers; 16/5; 14/5; 17/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 16/5; 3; 58/19; 31/10; 16/5; 33/10; 31/10; 1/4; 10/3
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-16 22:21:50 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 17/20; 17/20; 5/6; 4/5; 8/11; 4/5; 5/6; 4/5; 4/5; 4/5; 10/13; 4/5; 4/5; 4/5; 10/13; 8/11; 5/6
Draw; 11/4; 13/5; 72/25; 14/5; 13/5; 13/5; 27/10; 11/4; 13/5; 11/4; 13/5; 13/5; 27/10; 27/10; 11/4; 45/17; 19/10; 11/4
Bristol Rovers; 16/5; 16/5; 17/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 16/5; 16/5; 58/19; 31/10; 16/5; 10/3; 31/10; 1/4; 10/3
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-17 02:21:45 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 17/20; 17/20; 5/6; 4/5; 8/11; 4/5; 5/6; 4/5; 5/6; 4/5; 10/13; 4/5; 4/5; 4/5; 10/13; 8/11; 5/6
Draw; 11/4; 13/5; 72/25; 14/5; 13/5; 13/5; 27/10; 11/4; 13/5; 14/5; 13/5; 13/5; 27/10; 27/10; 11/4; 45/17; 19/10; 11/4
Bristol Rovers; 16/5; 16/5; 17/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 100/30; 16/5; 58/19; 31/10; 16/5; 10/3; 31/10; 1/4; 10/3
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-17 10:21:45 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 17/20; 3/4; 17/20; 5/6; 4/5; 8/11; 4/5; 5/6; 4/5; 5/6; 4/5; 10/13; 4/5; 4/5; 4/5; 10/13; 8/13; 5/6
Draw; 11/4; 13/5; 13/5; 72/25; 14/5; 13/5; 13/5; 27/10; 11/4; 13/5; 14/5; 13/5; 13/5; 27/10; 27/10; 11/4; 45/17; 19/10; 11/4
Bristol Rovers; 16/5; 16/5; 3; 17/5; 16/5; 16/5; 3; 16/5; 16/5; 10/3; 100/30; 16/5; 58/19; 31/10; 16/5; 10/3; 31/10; 5/2; 10/3
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-17 14:21:55 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/5; 17/20; 5/6; 3/4; 43/50; 4/5; 4/5; 8/11; 4/5; 4/5; 5/6; 20/23; 5/6; 17/20; 4/5; 10/13; 4/5; 4/5; 20/23; 10/13; 8/11; 5/6
Draw; 11/4; 13/5; 13/5; 13/5; 72/25; 29/10; 13/5; 11/4; 27/10; 13/5; 11/4; 5/2; 13/5; 14/5; 13/5; 13/5; 27/10; 27/10; 11/4; 45/17; 13/5; 11/4
Bristol Rovers; 16/5; 16/5; 16/5; 3; 10/3; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 58/19; 31/10; 16/5; 31/10; 31/10; 14/5; 3
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-17 18:21:58 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 4/5; 4/5; 3/4; 3/4; 4/5; 4/5; 8/11; 14/19; 4/5; 4/5; 4/5; 10/13; 8/11; 8/11
Draw; 14/5; 11/4; 27/10; 11/4; 71/25; 14/5; 13/5; 13/5; 27/10; 27/10; 11/4; 13/5; 27/10; 14/5; 13/5; 45/17; 27/10; 27/10; 14/5; 45/17; 5/2; 14/5
Bristol Rovers; 7/2; 16/5; 10/3; 16/5; 37/10; 7/2; 10/3; 10/3; 16/5; 17/5; 7/2; 7/2; 10/3; 7/2; 7/2; 17/5; 31/10; 16/5; 10/3; 17/5; 3; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-17 22:22:06 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 4/5; 3/4; 3/4; 4/5; 5/6; 4/5; 14/19; 4/5; 4/5; 4/5; 10/13; 8/11; 8/11; 
Draw; 14/5; 11/4; 27/10; 11/4; 71/25; 14/5; 13/5; 13/5; 27/10; 11/4; 13/5; 27/10; 11/4; 13/5; 13/5; 27/10; 27/10; 14/5; 45/17; 5/2; 14/5; 
Bristol Rovers; 7/2; 16/5; 10/3; 16/5; 37/10; 7/2; 10/3; 10/3; 16/5; 17/5; 7/2; 7/2; 10/3; 100/30; 10/3; 17/5; 31/10; 16/5; 10/3; 17/5; 3; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-18 02:21:22 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 4/5; 3/4; 3/4; 4/5; 5/6; 8/11; 14/19; 4/5; 4/5; 4/5; 10/13; 8/11; 8/11; ; 
Draw; 14/5; 11/4; 27/10; 11/4; 71/25; 14/5; 13/5; 13/5; 27/10; 11/4; 13/5; 27/10; 11/4; 13/5; 13/5; 27/10; 27/10; 14/5; 45/17; 5/2; 14/5; 
Bristol Rovers; 7/2; 16/5; 10/3; 16/5; 37/10; 7/2; 10/3; 10/3; 16/5; 17/5; 7/2; 7/2; 10/3; 100/30; 7/2; 17/5; 31/10; 16/5; 10/3; 17/5; 3; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-18 10:21:28 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 11/14; 4/5; 3/4; 4/5; 4/5; 5/6; 4/5; 14/19; 4/5; 10/13; 11/14; 4/5; 10/13; 4/6; 8/11; 
Draw; 14/5; 13/5; 27/10; 11/4; 72/25; 14/5; 13/5; 13/5; 13/5; 27/10; 11/4; 13/5; 27/10; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 14/5; 45/17; 19/10; 14/5
Bristol Rovers; 7/2; 10/3; 10/3; 16/5; 73/20; 7/2; 10/3; 10/3; 57/17; 17/5; 7/2; 10/3; 10/3; 100/30; 10/3; 17/5; 31/10; 29/10; 57/17; 10/3; 17/5; 13/5; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-18 14:21:48 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 11/14; 4/5; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 10/13; 11/14; 4/5; 4/5; 8/11; 4/6; 8/11; 
Draw; 14/5; 13/5; 27/10; 11/4; 72/25; 14/5; 13/5; 13/5; 13/5; 27/10; 11/4; 13/5; 27/10; 11/4; 13/5; 28/11; 27/10; 13/5; 13/5; 14/5; 28/11; 19/10; 21/10; 14/5
Bristol Rovers; 7/2; 10/3; 10/3; 16/5; 73/20; 7/2; 10/3; 10/3; 57/17; 17/5; 7/2; 10/3; 10/3; 100/30; 10/3; 33/10; 31/10; 29/10; 57/17; 10/3; 33/10; 5/2; 14/5; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-18 18:21:44 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 11/14; 4/5; 3/4; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 4/5; 10/13; 11/14; 4/5; 4/5; 8/11; 8/11; 4/6; 8/11; 
Draw; 14/5; 13/5; 27/10; 11/4; 72/25; 14/5; 13/5; 13/5; 13/5; 27/10; 11/4; 13/5; 13/5; 27/10; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 14/5; 13/5; 13/5; 13/5; 21/10; 14/5
Bristol Rovers; 7/2; 10/3; 10/3; 16/5; 73/20; 7/2; 10/3; 10/3; 57/17; 17/5; 7/2; 10/3; 10/3; 10/3; 100/30; 10/3; 57/17; 31/10; 29/10; 57/17; 10/3; 17/5; 10/3; 3; 14/5; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-18 22:21:32 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 11/14; 4/5; 3/4; 4/5; 4/5; 4/5; 5/6; 4/5; 10/13; 4/5; 10/13; 11/14; 4/5; 10/13; 8/11; 8/11; 4/6; 8/11; 8/11; 
Draw; 14/5; 13/5; 27/10; 11/4; 72/25; 14/5; 13/5; 13/5; 13/5; 27/10; 11/4; 13/5; 13/5; 27/10; 11/4; 13/5; 45/17; 27/10; 13/5; 13/5; 14/5; 27/10; 13/5; 13/5; 21/10; 14/5; 14/5
Bristol Rovers; 7/2; 10/3; 10/3; 16/5; 73/20; 18/5; 10/3; 10/3; 57/17; 17/5; 7/2; 10/3; 16/5; 10/3; 100/30; 10/3; 38/11; 31/10; 29/10; 57/17; 10/3; 7/2; 10/3; 3; 14/5; 7/2; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-19 02:21:00 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 11/14; 4/5; 3/4; 4/5; 4/5; 4/5; 5/6; 4/5; 10/13; 4/5; 10/13; 11/14; 4/5; 10/13; 8/11; 8/11; 8/11; 8/11; 
Draw; 14/5; 13/5; 27/10; 11/4; 72/25; 14/5; 13/5; 13/5; 13/5; 27/10; 11/4; 13/5; 13/5; 27/10; 11/4; 13/5; 45/17; 27/10; 13/5; 13/5; 14/5; 27/10; 13/5; 19/10; 14/5; 14/5
Bristol Rovers; 7/2; 10/3; 10/3; 16/5; 73/20; 18/5; 10/3; 10/3; 57/17; 17/5; 7/2; 10/3; 16/5; 10/3; 100/30; 10/3; 38/11; 31/10; 29/10; 57/17; 10/3; 7/2; 10/3; 1/100; 7/2; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-19 10:20:56 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 11/14; 4/5; 3/4; 3/4; 4/5; 4/5; 5/6; 8/11; 10/13; 4/5; 10/13; 11/14; 4/5; 10/13; 8/11; 8/11; 4/6; 8/11; 4/5; 
Draw; 14/5; 13/5; 27/10; 11/4; 71/25; 14/5; 13/5; 13/5; 13/5; 27/10; 11/4; 13/5; 13/5; 27/10; 11/4; 13/5; 45/17; 27/10; 13/5; 13/5; 14/5; 27/10; 13/5; 19/10; 21/10; 14/5; 14/5
Bristol Rovers; 7/2; 10/3; 10/3; 16/5; 37/10; 18/5; 10/3; 10/3; 57/17; 17/5; 7/2; 7/2; 16/5; 10/3; 100/30; 7/2; 38/11; 31/10; 29/10; 57/17; 10/3; 7/2; 7/2; 1/4; 14/5; 7/2; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-19 14:21:08 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/5; 4/5; 81/100; 4/5; 3/4; 8/11; 11/14; 4/5; 3/4; 4/5; 4/5; 4/5; 5/6; 8/11; 10/13; 4/5; 10/13; 11/14; 4/5; 10/13; 8/11; 8/11; 4/6; 8/11; 4/5; 
Draw; 14/5; 13/5; 27/10; 11/4; 72/25; 14/5; 13/5; 13/5; 13/5; 27/10; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 45/17; 27/10; 13/5; 13/5; 14/5; 27/10; 13/5; 21/10; 21/10; 14/5; 14/5
Bristol Rovers; 7/2; 10/3; 10/3; 16/5; 73/20; 18/5; 10/3; 10/3; 57/17; 17/5; 7/2; 10/3; 16/5; 10/3; 100/30; 7/2; 38/11; 31/10; 29/10; 57/17; 10/3; 7/2; 7/2; 1/50; 14/5; 7/2; 7/2
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-19 18:21:05 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 13/20; 8/11; 7/10; 7/10; 71/100; 8/11; 4/6; 4/6; 19/29; 7/10; 4/6; 7/10; 4/5; 8/11; 8/11; 7/10; 9/13; 4/6; 4/6; 19/29; 7/10; 9/13; 4/6; 4/6; 4/7; 4/6; 4/6
Draw; 3; 14/5; 11/4; 13/5; 61/20; 29/10; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 13/5; 11/4; 3; 14/5; 14/5; 14/5; 27/10; 29/10; 3; 37/13; 14/5; 13/5; 11/5; 14/5; 14/5
Bristol Rovers; 15/4; 18/5; 19/5; 7/2; 21/5; 4; 15/4; 7/2; 19/5; 19/5; 19/5; 15/4; 16/5; 15/4; 15/4; 15/4; 39/10; 15/4; 33/10; 19/5; 15/4; 39/10; 15/4; 7/2; 10/3; 4; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-19 22:21:05 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 13/20; 8/11; 7/10; 7/10; 71/100; 8/11; 4/6; 4/6; 19/29; 7/10; 4/6; 7/10; 4/5; 8/11; 8/11; 7/10; 5/7; 4/6; 4/6; 19/29; 7/10; 5/7; 4/6; 4/6; 4/6; 4/6; 4/6
Draw; 3; 14/5; 11/4; 13/5; 61/20; 29/10; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 13/5; 11/4; 3; 14/5; 11/4; 14/5; 27/10; 29/10; 3; 11/4; 14/5; 14/5; 11/4; 14/5; 
Bristol Rovers; 15/4; 18/5; 19/5; 7/2; 21/5; 4; 15/4; 7/2; 19/5; 19/5; 19/5; 15/4; 16/5; 15/4; 15/4; 15/4; 15/4; 15/4; 33/10; 19/5; 15/4; 19/5; 15/4; 7/2; 7/2; 4; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-20 02:20:34 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 8/11; 7/10; 7/10; 18/25; 8/11; 4/6; 4/6; 19/29; 8/11; 7/10; 7/10; 4/5; 8/11; 8/11; 7/10; 9/13; 4/6; 4/6; 19/29; 7/10; 9/13; 4/6; 4/6; 4/7; 4/6; 4/6
Draw; 3; 14/5; 11/4; 13/5; 74/25; 29/10; 14/5; 11/4; 29/10; 11/4; 11/4; 14/5; 13/5; 11/4; 3; 14/5; 14/5; 14/5; 27/10; 29/10; 3; 14/5; 14/5; 14/5; 11/5; 14/5; 13/5
Bristol Rovers; 4; 18/5; 19/5; 7/2; 21/5; 4; 15/4; 7/2; 19/5; 19/5; 19/5; 15/4; 16/5; 15/4; 15/4; 15/4; 39/10; 15/4; 33/10; 19/5; 15/4; 75/19; 15/4; 7/2; 10/3; 7/2; 10/3
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-20 10:20:37 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 8/11; 7/10; 7/10; 18/25; 8/11; 4/6; 4/6; 19/29; 7/10; 7/10; 7/10; 4/5; 8/11; 8/11; 7/10; 9/13; 4/6; 4/6; 19/29; 7/10; 9/13; 4/6; 4/6; 4/7; 4/6; 
Draw; 3; 14/5; 11/4; 13/5; 74/25; 29/10; 14/5; 11/4; 29/10; 14/5; 11/4; 14/5; 13/5; 11/4; 3; 14/5; 14/5; 14/5; 27/10; 29/10; 3; 14/5; 14/5; 14/5; 11/5; 14/5; 14/5
Bristol Rovers; 4; 18/5; 19/5; 7/2; 21/5; 4; 15/4; 7/2; 19/5; 19/5; 15/4; 16/5; 15/4; 15/4; 15/4; 39/10; 15/4; 33/10; 19/5; 15/4; 75/19; 4; 7/2; 10/3; 4; ; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-20 14:20:52 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 8/11; 7/10; 4/6; 18/25; 8/11; 4/6; 4/6; 19/29; 7/10; 7/10; 7/10; 4/5; 8/11; 8/11; 7/10; 9/13; 4/6; 4/6; 19/29; 8/11; 9/13; 4/6; 4/6; 4/6; 4/6; 4/6
Draw; 3; 14/5; 11/4; 14/5; 74/25; 29/10; 14/5; 11/4; 29/10; 14/5; 11/4; 14/5; 13/5; 11/4; 3; 14/5; 14/5; 14/5; 27/10; 29/10; 3; 37/13; 14/5; 13/5; 27/10; 14/5; 14/5
Bristol Rovers; 4; 18/5; 19/5; 4; 21/5; 4; 15/4; 7/2; 19/5; 19/5; 15/4; 16/5; 15/4; 15/4; 15/4; 39/10; 15/4; 33/10; 19/5; 15/4; 75/19; 4; 7/2; 7/2; 4; ; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-20 18:21:00 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/6; 4/6; 4/6; 17/25; 4/6; 13/20; 8/13; 19/29; 4/6; 4/6; 4/6; 7/10; 4/6; 7/10; 4/6; 4/6; 4/6; 7/10; 19/29; 4/6; 4/6; 8/13; 4/7; 8/13; 4/6; 4/6
Draw; 3; 29/10; 14/5; 14/5; 31/10; 3; 29/10; 11/4; 29/10; 29/10; 3; 11/4; 14/5; 14/5; 14/5; 14/5; 37/13; 14/5; 14/5; 29/10; 3; 37/13; 14/5; 11/4; 14/5; 3; 
Bristol Rovers; 4; 4; 22/5; 4; 4; 19/5; 4; 4; 4; 17/4; 4; 77/19; 15/4; 7/2; 19/5; 21/5; 41/10; 4; 7/2; 7/2; 21/5; 21/5; ; ; ; ; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-20 22:21:13 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/6; 4/6; 4/6; 17/25; 4/6; 13/20; 8/13; 19/29; 4/6; 4/6; 4/6; 7/10; 4/6; 7/10; 4/6; 4/6; 4/6; 7/10; 19/29; 4/6; 4/6; 8/13; 4/7; 4/7; 4/6; 4/6
Draw; 3; 29/10; 14/5; 14/5; 31/10; 3; 29/10; 11/4; 29/10; 29/10; 3; 11/4; 14/5; 14/5; 14/5; 14/5; 37/13; 14/5; 14/5; 29/10; 3; 37/13; 14/5; 14/5; 14/5; 3; 
Bristol Rovers; 4; 4; 22/5; 4; 4; 19/5; 4; 4; 4; 17/4; 4; 77/19; 15/4; 7/2; 19/5; 21/5; 41/10; 4; 7/2; 4; 21/5; 21/5; ; ; ; ; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-21 02:20:47 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 8/11; 4/6; 4/6; 4/6; 17/25; 4/6; 13/20; 8/13; 19/29; 4/6; 4/6; 4/6; 7/10; 4/6; 7/10; 4/6; 4/6; 4/6; 7/10; 19/29; 4/6; 4/6; 8/13; 4/7; 4/7; 4/6; 4/6
Draw; 3; 29/10; 14/5; 14/5; 31/10; 3; 29/10; 11/4; 29/10; 29/10; 3; 11/4; 14/5; 14/5; 14/5; 14/5; 37/13; 14/5; 14/5; 29/10; 3; 37/13; 14/5; 14/5; 27/10; 3; 
Bristol Rovers; 4; 4; 22/5; 4; 4; 19/5; 4; 4; 4; 17/4; 4; 77/19; 15/4; 7/2; 19/5; 21/5; 41/10; 4; 7/2; 7/2; 21/5; 21/5; ; ; ; ; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-21 10:20:54 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 4/6; 8/13; 8/13; 4/6; 33/50; 13/20; 5/8; 8/13; 7/11; 8/13; 8/13; 8/13; 4/6; 13/20; 4/6; 8/13; 8/13; 4/6; 4/6; 7/11; 8/13; 8/13; 8/13; 8/13; 4/6; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 31/10; 3; 29/10; 11/4; 29/10; 29/10; 3; 14/5; 14/5; 3; 14/5; 29/10; 14/5; 29/10; 29/10; 16/5; 29/10; 3; 14/5; 14/5; 3; ; 
Bristol Rovers; 17/4; 17/4; 17/4; 4; 23/5; 9/2; 17/4; 4; 17/4; 9/2; 9/2; 17/4; 17/4; 17/4; 9/2; 17/4; 15/4; 18/5; 4; 9/2; 43/10; 17/4; 21/5; 9/2; 9/2; 9/2; 
META; english/league-1/rotherham-v-bristol-rovers; 2018-04-21 14:21:20 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rotherham; 3/5; 8/13; 6/10; 4/6; 63/00; 8/13; 8/13; 4/7; 8/13; 6/10; 3/5; 8/13; 6/10; 6/10; 8/13; 8/13; 10/17; 3/5; 8/15; 8/13; 4/7; 11/18; 8/13; 4/7; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 14/5; 16/5; 31/10; 3; 29/10; 29/10; 3; 3; 16/5; 14/5; 56/19; 14/5; 41/13; 29/10; 16/5; 56/19; 3; 3; 3; ; ; ; ; 
