META; english/league-1/southend-v-scunthorpe; 2018-01-21 14:21:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Southend; 11/8; 3/2; ; ; 33/20; ; 7/5; 7/5; ; ; ; ; ; ; ; 7/5; ; 23/17; ; ; ; ; ; 11/8; 23/17; ; ; 
Scunthorpe; 9/5; 7/4; ; ; 44/25; ; 9/5; 15/8; ; ; ; ; ; ; ; 9/5; ; 7/4; ; ; ; ; ; 7/4; 7/4; ; ; 
Draw; 5/2; 23/10; ; ; 5/2; ; 12/5; 12/5; ; ; ; ; ; ; ; 5/2; ; 12/5; ; ; ; ; ; 5/2; 12/5; ; ; 
META; english/league-1/southend-v-scunthorpe; 2018-01-21 18:21:18 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Southend; 13/8; 3/2; 7/4; ; 91/50; 13/8; 7/5; 13/8; 23/17; 17/10; 17/10; 7/4; ; 7/4; 13/8; 17/10; ; 28/17; ; ; 17/11; 9/5; 7/4; 17/10; 28/17; 23/20; ; 
Scunthorpe; 6/4; 7/4; 8/5; ; 41/25; 17/10; 9/5; 17/10; 24/13; 8/5; 13/8; 8/5; ; 8/5; 17/10; 8/5; ; 17/11; ; ; 8/5; 13/8; 31/20; 8/5; 17/11; 27/20; ; 
Draw; 5/2; 23/10; 21/10; ; 121/ 50; 23/10; 23/10; 9/4; 27/11; 21/10; 5/2; 11/5; ; 11/5; 9/4; 23/10; ; 9/4; ; ; 27/11; 23/10; 12/5; 11/5; 23/10; 13/8; ; 
META; english/league-1/southend-v-scunthorpe; 2018-01-21 22:20:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 7/4; 8/5; ; 41/25; 17/10; 8/5; 17/10; 8/5; 8/5; 13/8; 8/5; 8/5; 8/5; 17/10; 8/5; ; 17/11; ; 20/13; 8/5; 13/8; 31/20; 8/5; 17/11; 13/8; ; 
Southend; 13/8; 3/2; 7/4; ; 91/50; 13/8; 17/10; 13/8; 17/11; 17/10; 17/10; 7/4; 7/4; 7/4; 13/8; 17/10; ; 28/17; ; 32/19; 17/11; 9/5; 7/4; 17/10; 28/17; 13/8; ; 
Draw; 5/2; 23/10; 11/5; ; 121/ 50; 23/10; 9/4; 9/4; 27/11; 21/10; 5/2; 11/5; 11/5; 11/5; 9/4; 23/10; ; 9/4; ; 23/10; 27/11; 23/10; 12/5; 11/5; 23/10; 21/10; ; 
META; english/league-1/southend-v-scunthorpe; 2018-01-22 02:20:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 7/4; 8/5; ; 41/25; 13/8; 8/5; 13/8; 17/11; 8/5; 8/5; 8/5; 8/5; 8/5; 17/10; 8/5; ; 6/4; ; 20/13; 17/11; 13/8; 31/20; 8/5; 17/11; 13/8; ; 
Southend; 13/8; 3/2; 7/4; ; 91/50; 17/10; 17/10; 17/10; 17/10; 17/10; 17/10; 7/4; 7/4; 7/4; 13/8; 17/10; ; 17/10; ; 32/19; 17/10; 9/5; 7/4; 17/10; 17/10; 13/8; ; 
Draw; 5/2; 23/10; 11/5; ; 121/ 50; 12/5; 9/4; 23/10; 40/17; 21/10; 5/2; 11/5; 11/5; 11/5; 9/4; 23/10; ; 9/4; ; 23/10; 40/17; 23/10; 12/5; 11/5; 23/10; 21/10; ; 
META; english/league-1/southend-v-scunthorpe; 2018-01-22 10:21:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 8/5; 8/5; 8/5; 41/25; 31/20; 6/4; 6/4; 6/4; 31/20; 8/5; 31/20; 8/5; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 20/13; 6/4; 13/8; 31/20; 8/5; 17/11; 23/20; ; 
Southend; 13/8; 7/4; 7/4; 7/4; 91/50; 9/5; 7/4; 7/4; 37/19; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; 17/10; 7/4; 17/10; 32/19; 37/19; 9/5; 7/4; 17/10; 7/4; 6/4; ; 
Draw; 5/2; 9/4; 11/5; 11/5; 121/ 50; 12/5; 11/5; 23/10; 39/19; 21/10; 5/2; 9/4; 9/4; 11/5; 11/5; 23/10; 23/10; 11/5; 23/10; 23/10; 39/19; 23/10; 12/5; 11/5; 11/5; 21/10; ; 
META; english/league-1/southend-v-scunthorpe; 2018-01-22 14:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 8/5; 8/5; 8/5; 169/ 100; 31/20; 8/5; 6/4; 6/4; 8/5; 8/5; 31/20; 8/5; 8/5; 8/5; 6/4; 6/4; 17/11; 6/4; 20/13; 6/4; 13/8; 31/20; 8/5; 17/11; 6/4; ; 13/8
Southend; 13/8; 7/4; 7/4; 7/4; 181/ 100; 9/5; 17/10; 7/4; 37/19; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; 17/10; 17/10; 17/10; 32/19; 37/19; 9/5; 7/4; 17/10; 7/4; 17/10; ; 7/4
Draw; 5/2; 9/4; 11/5; 11/5; 47/20; 12/5; 11/5; 23/10; 39/19; 21/10; 12/5; 9/4; 11/5; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 39/19; 23/10; 12/5; 11/5; 11/5; 21/10; ; 23/10
META; english/league-1/southend-v-scunthorpe; 2018-01-22 18:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 8/5; 13/8; 8/5; 169/ 100; 31/20; 8/5; 6/4; 6/4; 8/5; 8/5; 31/20; 8/5; 13/8; 8/5; 8/5; 6/4; 17/11; 6/4; 20/13; 6/4; 13/8; 31/20; 8/5; 17/11; 7/5; 6/4; 13/8
Southend; 13/8; 7/4; 17/10; 7/4; 181/ 100; 9/5; 17/10; 7/4; 37/19; 17/10; 7/4; 7/4; 7/4; 7/4; 7/4; 17/10; 17/10; 17/10; 17/10; 32/19; 37/19; 9/5; 7/4; 17/10; 7/4; 17/10; 8/5; 7/4
Draw; 5/2; 9/4; 11/5; 11/5; 47/20; 12/5; 11/5; 23/10; 39/19; 21/10; 12/5; 9/4; 11/5; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 39/19; 23/10; 12/5; 11/5; 11/5; 21/10; 19/10; 23/10
META; english/league-1/southend-v-scunthorpe; 2018-01-22 22:21:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 13/8; 13/8; 8/5; 169/ 100; 31/20; 8/5; 6/4; 6/4; 8/5; 8/5; 31/20; 8/5; 13/8; 8/5; 8/5; 6/4; 17/11; 6/4; 20/13; 6/4; 13/8; 31/20; 8/5; 17/11; 7/5; 6/4; 13/8
Southend; 13/8; 17/10; 17/10; 7/4; 181/ 100; 9/5; 17/10; 7/4; 37/19; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 17/10; 17/10; 17/10; 32/19; 37/19; 9/5; 7/4; 17/10; 17/10; 17/10; 8/5; 7/4
Draw; 5/2; 9/4; 11/5; 11/5; 47/20; 12/5; 11/5; 23/10; 39/19; 21/10; 12/5; 9/4; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 39/19; 23/10; 12/5; 11/5; 11/5; 21/10; 19/10; 23/10
META; english/league-1/southend-v-scunthorpe; 2018-01-23 02:20:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 13/8; 13/8; 8/5; 169/ 100; 31/20; 8/5; 6/4; 6/4; 8/5; 8/5; 31/20; 8/5; 13/8; 8/5; 8/5; 6/4; 17/11; 6/4; 20/13; 6/4; 13/8; 31/20; 8/5; 17/11; 7/5; 6/4; 13/8
Southend; 13/8; 17/10; 17/10; 7/4; 181/ 100; 9/5; 17/10; 7/4; 37/19; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 17/10; 17/10; 17/10; 32/19; 37/19; 9/5; 7/4; 17/10; 17/10; 17/10; 8/5; 7/4
Draw; 5/2; 9/4; 11/5; 11/5; 47/20; 12/5; 11/5; 23/10; 39/19; 21/10; 12/5; 9/4; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 39/19; 23/10; 12/5; 11/5; 11/5; 21/10; 19/10; 23/10
META; english/league-1/southend-v-scunthorpe; 2018-01-23 10:21:01 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 13/8; 13/8; 8/5; 169/ 100; 31/20; 8/5; 6/4; 6/4; 8/5; 8/5; 31/20; 8/5; 13/8; 8/5; 8/5; 6/4; 17/11; 6/4; 20/13; 6/4; 13/8; 31/20; 8/5; 17/11; 11/8; 6/4; 13/8
Southend; 13/8; 17/10; 17/10; 7/4; 181/ 100; 9/5; 17/10; 7/4; 37/19; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 17/10; 17/10; 17/10; 32/19; 37/19; 9/5; 7/4; 17/10; 17/10; 17/10; 8/5; 7/4
Draw; 5/2; 9/4; 11/5; 11/5; 47/20; 12/5; 11/5; 23/10; 39/19; 21/10; 12/5; 9/4; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 39/19; 23/10; 12/5; 11/5; 11/5; 21/10; 19/10; 23/10
META; english/league-1/southend-v-scunthorpe; 2018-01-23 14:21:01 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 13/8; 13/8; 8/5; 169/ 100; 31/20; 8/5; 6/4; 6/4; 8/5; 8/5; 31/20; 8/5; 13/8; 8/5; 6/4; 6/4; 17/11; 6/4; 20/13; 6/4; 13/8; 31/20; 8/5; 17/11; 1/100; 6/4; 13/8
Southend; 13/8; 17/10; 17/10; 7/4; 181/ 100; 9/5; 17/10; 7/4; 37/19; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 17/10; 17/10; 17/10; 32/19; 37/19; 9/5; 7/4; 17/10; 17/10; 6/4; 8/5; 7/4
Draw; 5/2; 9/4; 11/5; 11/5; 47/20; 12/5; 11/5; 23/10; 39/19; 21/10; 12/5; 9/4; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 39/19; 23/10; 12/5; 11/5; 11/5; 21/10; 19/10; 23/10
META; english/league-1/southend-v-scunthorpe; 2018-01-23 18:21:28 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 13/8; 13/8; 8/5; 169/ 100; 31/20; 8/5; 6/4; 6/4; 13/8; 8/5; 31/20; 13/8; 13/8; 8/5; 6/4; 6/4; 8/5; 6/4; 20/13; 6/4; 13/8; 31/20; 8/5; 8/5; 1/100; 6/4; 13/8
Southend; 13/8; 17/10; 17/10; 7/4; 181/ 100; 9/5; 17/10; 7/4; 37/19; 7/4; 7/4; 7/4; 31/20; 7/4; 7/4; 17/10; 17/10; 7/4; 17/10; 32/19; 37/19; 9/5; 7/4; 17/10; 7/4; 6/4; 8/5; 7/4
Draw; 5/2; 9/4; 11/5; 11/5; 47/20; 12/5; 11/5; 23/10; 39/19; 11/5; 12/5; 9/4; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 23/10; 23/10; 39/19; 23/10; 12/5; 11/5; 9/4; 21/10; 2; 23/10
META; english/league-1/southend-v-scunthorpe; 2018-01-23 22:21:29 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 6/4; 13/8; 13/8; 8/5; 169/ 100; 31/20; 8/5; 6/4; 8/5; 13/8; 8/5; 31/20; 13/8; 13/8; 8/5; 6/4; 6/4; 8/5; 6/4; 20/13; 8/5; 13/8; 31/20; 8/5; 8/5; ; 6/5; 6/4; 13/8
Scunthorpe; 8/5; 6/4; 6/4; 7/5; ; 31/20; 6/4; ; 10/7; 31/20; 8/5; 6/4; 13/8; 31/20; 6/4; 7/5; 6/4; 16/11; 6/4; 19/13; 10/7; 6/4; 6/4; 29/20; 6/4; ; 6/4; 7/5; 6/4
Southend; 19/10; 9/5; 9/5; 15/8; ; 15/8; 9/5; ; 24/13; 9/5; 15/8; 9/5; 31/20; 37/20; 15/8; 9/5; 17/10; 24/13; 17/10; 30/17; 24/13; 15/8; 9/5; 37/20; 24/13; ; 9/5; 9/5; 19/10
Draw; 12/5; 23/10; 11/5; 23/10; ; 12/5; 9/4; ; 40/17; 9/4; 23/10; 9/4; 23/10; 11/5; 11/5; 9/4; 23/10; 9/4; 23/10; 23/10; 40/17; 23/10; 12/5; 11/5; 9/4; ; 9/4; 21/10; 12/5
META; english/league-1/southend-v-scunthorpe; 2018-01-26 14:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 8/5; 6/4; 6/4; 6/4; 39/25; 8/5; 6/4; ; 10/7; 31/20; 8/5; 6/4; 13/8; 31/20; 6/4; 6/4; 6/4; 16/11; 6/4; 19/13; 10/7; 6/4; 31/20; 29/20; 6/4; ; 6/4; 7/5; 6/4
Southend; 19/10; 9/5; 9/5; 19/10; 48/25; 19/10; 9/5; ; 24/13; 9/5; 15/8; 9/5; 31/20; 37/20; 15/8; 9/5; 17/10; 9/5; 17/10; 30/17; 24/13; 15/8; 15/8; 37/20; 24/13; ; 9/5; 9/5; 19/10
Draw; 12/5; 23/10; 11/5; 11/5; 121/ 50; 12/5; 9/4; ; 40/17; 9/4; 23/10; 9/4; 23/10; 11/5; 11/5; 11/5; 23/10; 9/4; 23/10; 23/10; 40/17; 23/10; 12/5; 11/5; 9/4; ; 23/10; 9/4; 12/5
META; english/league-1/southend-v-scunthorpe; 2018-01-26 18:21:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 8/5; 6/4; 6/4; 6/4; 39/25; 8/5; 6/4; ; 10/7; 6/4; 8/5; 6/4; 6/4; 31/20; 6/4; 6/4; 6/4; 16/11; 6/4; 7/5; 10/7; 6/4; 6/4; 29/20; 6/4; ; 6/4; 7/5; 6/4
Southend; 19/10; 9/5; 9/5; 19/10; 48/25; 19/10; 9/5; ; 24/13; 15/8; 15/8; 9/5; 15/8; 37/20; 15/8; 9/5; 17/10; 9/5; 17/10; 19/10; 24/13; 15/8; 15/8; 37/20; 24/13; ; 9/5; 9/5; 19/10
Draw; 12/5; 23/10; 11/5; 11/5; 121/ 50; 12/5; 9/4; ; 40/17; 9/4; 23/10; 9/4; 9/4; 11/5; 11/5; 11/5; 23/10; 9/4; 23/10; 9/4; 40/17; 23/10; 12/5; 11/5; 9/4; ; 23/10; 23/10; 12/5
META; english/league-1/southend-v-scunthorpe; 2018-01-26 22:21:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 8/5; 6/4; 6/4; 6/4; 79/50; 8/5; 6/4; ; 10/7; 6/4; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 16/11; 6/4; 7/5; 10/7; 6/4; 6/4; 29/20; 6/4; ; 6/4; 6/4; 6/4
Southend; 19/10; 9/5; 28/15; 19/10; 189/ 100; 19/10; 9/5; ; 24/13; 15/8; 15/8; 9/5; 15/8; 19/10; 9/5; 9/5; 17/10; 9/5; 17/10; 19/10; 24/13; 15/8; 19/10; 37/20; 24/13; ; 9/5; 9/5; 15/8
Draw; 12/5; 23/10; 11/5; 11/5; 121/ 50; 12/5; 9/4; ; 40/17; 9/4; 23/10; 9/4; 9/4; 11/5; 23/10; 11/5; 23/10; 9/4; 23/10; 9/4; 40/17; 23/10; 12/5; 11/5; 23/10; ; 23/10; 23/10; 12/5
META; english/league-1/southend-v-scunthorpe; 2018-01-27 02:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 8/5; 6/4; 6/4; 6/4; 79/50; 8/5; 6/4; ; 10/7; 6/4; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 16/11; 6/4; 7/5; 10/7; 6/4; 6/4; 29/20; 6/4; ; 6/4; 7/5; 6/4
Southend; 19/10; 9/5; 28/15; 19/10; 189/ 100; 15/8; 9/5; ; 24/13; 15/8; 15/8; 9/5; 15/8; 19/10; 9/5; 9/5; 17/10; 9/5; 17/10; 19/10; 24/13; 15/8; 19/10; 37/20; 24/13; ; 19/10; 9/5; 15/8
Draw; 12/5; 23/10; 11/5; 11/5; 121/ 50; 5/2; 9/4; ; 40/17; 9/4; 23/10; 9/4; 9/4; 11/5; 23/10; 11/5; 23/10; 9/4; 23/10; 9/4; 40/17; 23/10; 12/5; 11/5; 23/10; ; 23/10; 11/5; 12/5
META; english/league-1/southend-v-scunthorpe; 2018-01-27 10:23:34 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 8/5; 13/8; 13/8; 13/8; 167/ 100; 13/8; 8/5; ; 31/21; 33/20; 8/5; 8/5; 13/8; 33/20; 8/5; 6/4; 6/4; 17/11; 6/4; 27/17; 31/21; 13/8; 13/8; 33/20; 8/5; ; 13/8; 13/8; 13/8
Southend; 19/10; 17/10; 17/10; 17/10; 46/25; 15/8; 7/4; ; 9/5; 7/4; 19/10; 7/4; 17/10; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 13/8; 9/5; 7/4; 7/4; 7/4; 7/4; ; 17/10; 7/4; 9/5
Draw; 12/5; 9/4; 21/10; 9/4; 47/20; 12/5; 9/4; ; 23/10; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 12/5; 11/5; 9/4; ; 23/10; 11/5; 23/10
META; english/league-1/southend-v-scunthorpe; 2018-01-27 14:23:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Scunthorpe; 8/5; 13/8; 6/4; 13/8; 31/20; 13/8; 8/5; ; 17/11; 8/5; 8/5; 31/20; 8/5; 31/20; 6/4; 6/4; 6/4; 17/11; 6/4; 32/21; 17/11; 8/5; 13/8; 33/20; 6/4; ; 6/4; 6/4; 6/4
Southend; 19/10; 17/10; 28/15; 17/10; 199/ 100; 15/8; 9/5; ; 17/10; 9/5; 15/8; 9/5; 9/5; 9/5; 15/8; 7/4; 17/10; 7/4; 17/10; 22/13; 17/10; 15/8; 9/5; 7/4; 24/13; ; 9/5; 15/8; 19/10
Draw; 12/5; 9/4; 11/5; 9/4; 117/ 50; 12/5; 9/4; ; 9/4; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 9/4; ; 11/5; 11/5; 23/10
META; english/league-1/southend-v-scunthorpe; 2018-01-27 18:22:03 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Southend; 2; 4/11; 21/10; 1/3; 46/25; 21/10; ; 21/10; 2; ; 2; 9/4; 15/8; 43/20; 2; 2; ; 37/19; ; 45/23; ; ; ; ; ; ; ; 21/10; 2
Draw; 13/10; 10/3; 15/13; 10/3; 38/25; 13/10; ; 7/5; 4/3; ; 6/4; 9/10; 6/5; 5/4; 5/4; 11/8; ; 23/17; ; 13/10; ; ; ; ; ; ; ; 6/5; 13/10
Scunthorpe; 12/5; 12; 23/10; 12; 47/20; 23/10; ; 2; 21/10; ; 9/4; 13/5; 2; 23/10; 21/10; 2; ; 28/13; ; 39/19; ; ; ; ; ; ; ; 5/2; 21/10
