META; english/league-1/shrewsbury-v-bury; 2018-04-15 14:21:44 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 7/2; 10/3; 17/5; 10/3; 7/2; 18/5; 7/2; 7/2; 18/5; 10/3; 18/5; 16/5; 10/3; 16/5; 7/2; 17/5; 7/2; 18/5; 18/5; 38/11; 3; 
Bury; 7; 13/2; 7; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; 7; 7; 25/4; 27/4; 13/2; 7; 25/4; 32/5; 41/5; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-17 18:22:05 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 2/5; 4/9; 43/100; 2/5; 2/5; 4/11; 2/5; 4/9; 2/5; 2/5; 4/9; 2/5; 2/5; 3/8; 2/5; 2/5; 2/5; 3/8; 4/9; 2/5
Draw; 7/2; 10/3; 10/3; 10/3; 71/20; 18/5; 7/2; 7/2; 18/5; 17/5; 18/5; 16/5; 10/3; 16/5; 10/3; 17/5; 7/2; 18/5; 18/5; 38/11; 3; 7/2
Bury; 7; 13/2; 7; 13/2; 71/10; 7; 13/2; 13/2; 7; 15/2; 7; 7; 27/4; 27/4; 13/2; 7; 27/4; 32/5; 41/5; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-17 22:22:14 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 2/5; 4/9; 43/100; 2/5; 2/5; 4/11; 2/5; 4/9; 2/5; 2/5; 4/9; 2/5; 2/5; 3/8; 2/5; 2/5; 2/5; 3/8; 4/9; 2/5
Draw; 7/2; 10/3; 10/3; 71/20; 18/5; 7/2; 7/2; 18/5; 17/5; 18/5; 10/3; 10/3; 16/5; 10/3; 17/5; 7/2; 18/5; 18/5; 38/11; 3; ; 
Bury; 7; 13/2; 13/2; 71/10; 7; 13/2; 13/2; 7; 7; 5; 27/4; 27/4; 13/2; 7; 27/4; 31/5; 41/5; ; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-18 02:21:29 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 2/5; 4/9; 41/100; 2/5; 2/5; 4/11; 2/5; 4/9; 2/5; 2/5; 4/9; 2/5; 2/5; 3/8; 2/5; 2/5; 2/5; 3/8; 2/5; 2/5
Draw; 7/2; 10/3; 10/3; 73/20; 18/5; 7/2; 7/2; 18/5; 17/5; 18/5; 10/3; 10/3; 16/5; 10/3; 17/5; 7/2; 18/5; 18/5; 38/11; 3; ; 
Bury; 7; 13/2; 13/2; 38/5; 7; 13/2; 13/2; 7; 7; 5; 27/4; 27/4; 13/2; 7; 27/4; 31/5; 41/5; ; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-18 10:21:35 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 2/5; 4/9; 21/50; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 2/5; 4/9; 2/5; 2/5; 3/8; 2/5; 7/18; 5/12; 2/5; 3/8; 2/5; 2/5
Draw; 7/2; 10/3; 10/3; 18/5; 18/5; 10/3; 7/2; 57/17; 17/5; 18/5; 10/3; 10/3; 16/5; 10/3; 17/5; 7/2; 17/5; 57/17; 18/5; 17/5; 13/5; ; 
Bury; 7; 13/2; 13/2; 37/5; 7; 13/2; 13/2; 7; 7; 5; 27/4; 27/4; 11/2; 13/2; 7; 27/4; 7/2; 41/5; ; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-18 14:21:55 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 2/5; 4/9; 43/100; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 2/5; 4/9; 2/5; 2/5; 2/5; 2/5; 7/18; 5/12; 2/5; 7/17; 4/11; 1/3; 2/5
Draw; 7/2; 10/3; 10/3; 71/20; 18/5; 7/2; 7/2; 57/17; 17/5; 18/5; 10/3; 10/3; 16/5; 10/3; 57/17; 7/2; 17/5; 57/17; 18/5; 17/5; 14/5; 14/5; 7/2; 
Bury; 7; 13/2; 13/2; 36/5; 7; 13/2; 13/2; 7; 7; 5; 25/4; 27/4; 11/2; 13/2; 15/2; 25/4; 28/5; 26/5; 41/5; ; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-18 18:21:51 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 4/9; 4/9; 23/50; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 4/9; 4/9; 4/9; 2/5; 4/9; 3/7; 2/5; 7/17; 5/12; 4/9; 3/7; 2/5; 4/11; 4/11; 4/9
Draw; 7/2; 10/3; 13/4; 10/3; 17/5; 18/5; 10/3; 7/2; 57/17; 13/4; 7/2; 3; 7/2; 10/3; 16/5; 10/3; 57/17; 7/2; 33/10; 57/17; 7/2; 57/17; 10/3; 14/5; 11/4; 7/2
Bury; 7; 13/2; 13/2; 13/2; 67/10; 7; 13/2; 13/2; 13/2; 13/2; 7; 13/2; 13/2; 5; 13/2; 25/4; 27/4; 53/10; 13/2; 13/2; 25/4; 13/2; 28/5; 26/5; 36/5; 
META; english/league-1/shrewsbury-v-bury; 2018-04-18 22:21:39 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 4/9; 4/9; 23/50; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 4/9; 1/2; 4/9; 2/5; 4/9; 7/17; 2/5; 7/17; 5/12; 4/9; 7/17; 2/5; 2/5; 4/11; 4/9; 4/9
Draw; 7/2; 10/3; 13/4; 10/3; 17/5; 18/5; 10/3; 7/2; 57/17; 13/4; 7/2; 3; 10/3; 16/5; 10/3; 17/5; 7/2; 33/10; 57/17; 7/2; 38/11; 10/3; 14/5; 11/4; 7/2; 7/2; 
Bury; 7; 13/2; 13/2; 13/2; 67/10; 15/2; 13/2; 13/2; 13/2; 13/2; 7; 11/2; 13/2; 5; 13/2; 13/2; 27/4; 53/10; 13/2; 13/2; 27/4; 13/2; 22/5; 26/5; 7; 36/5; 
META; english/league-1/shrewsbury-v-bury; 2018-04-19 02:21:07 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 4/9; 4/9; 23/50; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 4/9; 1/2; 4/9; 2/5; 4/9; 7/17; 2/5; 7/17; 5/12; 4/9; 7/17; 2/5; 2/5; 4/9; 4/9
Draw; 7/2; 10/3; 13/4; 10/3; 17/5; 18/5; 10/3; 7/2; 57/17; 13/4; 7/2; 3; 10/3; 16/5; 10/3; 17/5; 7/2; 33/10; 57/17; 7/2; 38/11; 10/3; 3; 7/2; 7/2; 
Bury; 7; 13/2; 13/2; 13/2; 67/10; 15/2; 13/2; 13/2; 13/2; 13/2; 7; 11/2; 13/2; 5; 13/2; 13/2; 27/4; 53/10; 13/2; 13/2; 27/4; 13/2; 3; 36/5; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-19 10:21:02 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 4/9; 4/9; 23/50; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 4/9; 1/2; 4/9; 2/5; 4/9; 7/17; 2/5; 7/17; 5/12; 4/9; 7/17; 2/5; 2/5; 4/11; 4/9; 4/9
Draw; 7/2; 10/3; 13/4; 10/3; 17/5; 18/5; 10/3; 7/2; 57/17; 13/4; 7/2; 3; 16/5; 16/5; 10/3; 17/5; 7/2; 33/10; 57/17; 7/2; 38/11; 10/3; 3; 11/4; 7/2; 7/2; 
Bury; 7; 13/2; 13/2; 13/2; 67/10; 15/2; 13/2; 13/2; 13/2; 13/2; 7; 11/2; 13/2; 5; 13/2; 27/4; 27/4; 53/10; 13/2; 13/2; 27/4; 13/2; 3; 26/5; 7; 36/5; 
META; english/league-1/shrewsbury-v-bury; 2018-04-19 14:21:15 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 4/9; 4/9; 23/50; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 4/9; 1/2; 4/9; 2/5; 4/9; 7/17; 2/5; 7/17; 5/12; 4/9; 7/17; 2/5; 2/5; 2/5; 4/9; 4/9
Draw; 7/2; 10/3; 13/4; 10/3; 69/20; 18/5; 10/3; 7/2; 57/17; 13/4; 7/2; 3; 16/5; 16/5; 10/3; 17/5; 7/2; 33/10; 57/17; 7/2; 38/11; 10/3; 3; 7/2; 7/2; ; 
Bury; 7; 13/2; 13/2; 13/2; 33/5; 15/2; 13/2; 13/2; 13/2; 13/2; 7; 11/2; 13/2; 5; 13/2; 13/2; 27/4; 53/10; 13/2; 13/2; 27/4; 13/2; 23/5; 26/5; 7; 36/5; 
META; english/league-1/shrewsbury-v-bury; 2018-04-19 18:21:12 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 4/9; 4/9; 23/50; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 4/9; 1/2; 4/9; 2/5; 4/9; 7/17; 2/5; 7/17; 5/12; 4/9; 7/17; 2/5; 2/5; 2/5; 4/9; 4/9
Draw; 7/2; 10/3; 13/4; 10/3; 69/20; 18/5; 10/3; 7/2; 57/17; 13/4; 7/2; 3; 16/5; 16/5; 10/3; 17/5; 7/2; 33/10; 57/17; 7/2; 38/11; 10/3; 14/5; 11/4; 7/2; 7/2; 
Bury; 7; 13/2; 13/2; 13/2; 33/5; 15/2; 13/2; 13/2; 13/2; 13/2; 7; 11/2; 13/2; 5; 13/2; 13/2; 27/4; 53/10; 13/2; 13/2; 27/4; 13/2; 11/2; 29/5; 7; 36/5; 
META; english/league-1/shrewsbury-v-bury; 2018-04-19 22:21:12 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 2/5; 4/9; 4/9; 4/9; 21/50; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 4/9; 4/9; 4/9; 2/5; 2/5; 3/7; 2/5; 7/17; 5/12; 4/9; 3/7; 4/11; 2/5; 2/5; 2/5; 2/5
Draw; 7/2; 10/3; 13/4; 10/3; 18/5; 18/5; 7/2; 7/2; 57/17; 10/3; 7/2; 3; 16/5; 16/5; 16/5; 10/3; 33/10; 7/2; 33/10; 57/17; 7/2; 57/17; 7/2; 3; 7/2; ; 
Bury; 7; 13/2; 7; 13/2; 37/5; 15/2; 7; 13/2; 13/2; 7; 7; 13/2; 5; 25/4; 27/4; 53/10; 13/2; 13/2; 25/4; 15/2; 33/5; 31/5; 8; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-20 02:20:40 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 4/9; 4/9; 4/9; 4/9; 21/50; 2/5; 2/5; 4/11; 5/12; 4/9; 2/5; 4/9; 4/9; 4/9; 2/5; 2/5; 7/18; 2/5; 7/17; 5/12; 4/9; 7/18; 4/11; 2/5; 4/11; 2/5; 
Draw; 7/2; 10/3; 13/4; 10/3; 18/5; 18/5; 10/3; 7/2; 57/17; 10/3; 7/2; 3; 16/5; 16/5; 16/5; 10/3; 38/11; 7/2; 33/10; 57/17; 7/2; 38/11; 7/2; 3; 11/4; 10/3; 7/2
Bury; 8; 13/2; 13/2; 13/2; 37/5; 15/2; 7; 13/2; 13/2; 7; 7; 13/2; 5; 7; 27/4; 53/10; 13/2; 13/2; 29/4; 15/2; 33/5; 26/5; 8; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-20 10:20:44 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 4/9; 4/9; 4/9; 4/9; 21/50; 2/5; 2/5; 2/5; 5/12; 2/5; 4/9; 4/9; 4/9; 2/5; 2/5; 3/8; 2/5; 7/17; 5/12; 4/9; 7/18; 2/5; 2/5; 4/11; 2/5; 2/5
Draw; 7/2; 10/3; 13/4; 10/3; 18/5; 18/5; 10/3; 7/2; 57/17; 7/2; 3; 7/2; 16/5; 16/5; 10/3; 38/11; 7/2; 33/10; 57/17; 7/2; 38/11; 7/2; 3; 11/4; 7/2; 7/2
Bury; 8; 13/2; 7; 13/2; 37/5; 15/2; 7; 13/2; 7; 7; 13/2; 5; 7; 27/4; 53/10; 13/2; 13/2; 29/4; 15/2; 33/5; 26/5; 8; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-20 14:20:58 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 4/9; 2/5; 4/9; 2/5; 21/50; 2/5; 2/5; 2/5; 5/12; 2/5; 4/9; 4/9; 4/9; 2/5; 2/5; 3/8; 2/5; 7/17; 5/12; 4/9; 3/8; 2/5; 2/5; 2/5; 2/5; 4/9
Draw; 7/2; 7/2; 13/4; 7/2; 18/5; 18/5; 7/2; 7/2; 57/17; 7/2; 3; 7/2; 16/5; 16/5; 10/3; 38/11; 7/2; 33/10; 57/17; 7/2; 7/2; 7/2; 3; 10/3; 7/2; 7/2
Bury; 8; 7; 37/5; 15/2; 7; 13/2; 7; 7; 13/2; 13/2; 5; 29/4; 27/4; 53/10; 13/2; 7; 29/4; 15/2; 7; 32/5; 8; ; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-20 18:21:07 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 4/9; 4/9; 4/9; 2/5; 21/50; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 2/5; 3/8; 2/5; 4/9; 2/5; 4/9; 7/18; 2/5; 2/5; 2/5; 2/5; 2/5
Draw; 7/2; 10/3; 13/4; 7/2; 18/5; 18/5; 7/2; 7/2; 7/2; 7/2; 3; 10/3; 16/5; 16/5; 10/3; 38/11; 7/2; 38/11; 7/2; 7/2; 7/2; 7/2; 3; 10/3; 7/2; 7/2
Bury; 8; 13/2; 13/2; 7; 37/5; 15/2; 7; 7; 7; 6; 13/2; 5; 29/4; 27/4; 57/10; 7; 29/4; 15/2; 7; 33/5; 8; 44/5; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-20 22:21:20 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 4/9; 4/9; 2/5; 2/5; 21/50; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 2/5; 2/5; 3/8; 2/5; 4/9; 2/5; 4/9; 3/8; 2/5; 2/5; 2/5; 2/5; 2/5
Draw; 7/2; 10/3; 10/3; 7/2; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 10/3; 10/3; 16/5; 10/3; 38/11; 7/2; 38/11; 7/2; 7/2; 7/2; 7/2; 10/3; 10/3; 7/2; 7/2
Bury; 8; 13/2; 7; 38/5; 15/2; 15/2; 7; 7; 7; 13/2; 7; 7; 29/4; 27/4; 57/10; 7; 29/4; 15/2; 33/5; 31/5; 44/5; 8; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-21 02:20:54 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 4/9; 4/9; 2/5; 2/5; 21/50; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 2/5; 2/5; 3/8; 2/5; 4/9; 2/5; 4/9; 3/8; 2/5; 4/11; 4/11; 2/5; 2/5
Draw; 7/2; 16/5; 10/3; 7/2; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 10/3; 10/3; 16/5; 10/3; 38/11; 7/2; 38/11; 7/2; 7/2; 7/2; 7/2; 10/3; 3; 7/2; 7/2
Bury; 8; 13/2; 7; 38/5; 15/2; 15/2; 7; 7; 7; 13/2; 7; 7; 29/4; 27/4; 57/10; 7; 29/4; 15/2; 34/5; 7; 44/5; 8; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-21 10:21:01 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 4/9; 4/9; 2/5; 2/5; 41/00; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 2/5; 7/19; 2/5; 5/12; 2/5; 2/5; 3/8; 4/11; 2/5; 2/5; 4/11; 4/9; 
Draw; 7/2; 16/5; 13/4; 7/2; 17/5; 18/5; 10/3; 7/2; 7/2; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 10/3; 17/5; 10/3; 7/2; 7/2; 7/2; 38/11; 7/2; 3; 10/3; 7/2; 3
Bury; 8; 15/2; 7; 17/2; 8; 15/2; 15/2; 7; 15/2; 8; 15/2; 13/2; 15/2; 31/4; 7; 59/10; 7; 31/4; 8; 41/5; 43/5; 43/5; 43/5; ; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-21 14:21:27 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 4/9; 4/9; 4/9; 2/5; 43/00; 2/5; 2/5; 2/5; 3/8; 4/9; 2/5; 4/9; 4/9; 4/9; 2/5; 4/9; 7/18; 2/5; 3/7; 3/8; 4/9; 7/18; 2/5; 4/9; 4/9; 2/5; 4/9
Draw; 7/2; 16/5; 13/4; 7/2; 69/20; 18/5; 10/3; 10/3; 17/5; 13/4; 10/3; 16/5; 10/3; 16/5; 3; 16/5; 57/17; 10/3; 17/5; 17/5; 7/2; 17/5; 7/2; 3; 10/3; 7/2; 10/3
Bury; 8; 15/2; 7; 15/2; 8; 15/2; 15/2; 8; 15/2; 15/2; 7; 13/2; 7; 11/2; 7; 29/4; 7; 8; 29/4; 15/2; 38/5; 37/5; 36/5; 38/5; ; ; 
META; english/league-1/shrewsbury-v-bury; 2018-04-21 18:21:14 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Shrewsbury; 1/6; 1/8; 1/6; 1/6; 9/50; 1/7; 1/7; 1/8; 3/19; 1/6; 2/11; 1/6; 2/11; 2/13; 1/6; 2/13; 1/7; 1/7; 3/19; 2/11; 2/11; 2/11; 2/11
Draw; 11/2; 5; 11/2; 29/5; 11/2; 6; 19/4; 5; 9/2; 9/2; 5; 19/4; 9/2; 21/4; 9/2; 24/5; 94/19; 5; 27/5; 27/5; 27/5; ; 
Bury; 25; 28; 25; 22; 18; 30; 25; 22; 19; 22; 20; 22; 20; 16; 20; 73/4; 20; 35/2; 20; 20; 30; 83/5; 32
