META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-12 10:29:06 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 5/4; 11/8; 7/5; 7/5; 7/4
Ebbsfleet United; 13/8; 19/10; 17/10; 8/5; 15/8; 7/4
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 7/4
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-12 20:21:13 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 13/10; 7/5; 7/5; 6/4; 7/4
Ebbsfleet United; 13/8; 8/5; 13/8; 8/5; 7/4; 7/4
Draw; 12/5; 23/10; 12/5; 12/5; 12/5; 7/4
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-13 12:24:02 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 13/10; 7/5; 7/5; 7/5; 6/4; 7/5; 1/50; 7/4
Ebbsfleet United; 13/8; 8/5; 13/8; 8/5; 8/5; 7/4; 8/5; 1/50; 7/4
Draw; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 1/100; 7/4
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-13 20:21:51 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 7/5; 7/5; 7/5; 6/4; 7/5; 1/50; 7/4
Ebbsfleet United; 13/8; 13/8; 28/17; 8/5; 7/4; 28/17; 1/50; 7/4
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 27/11; 1/100; 7/4
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-14 20:20:38 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 7/5; 7/5; 1/100; 7/4
Ebbsfleet United; 13/8; 17/10; 7/4; 1/100; 7/4
Draw; 12/5; 27/11; 27/11; 1/100; 17/10
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-15 13:13:22 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 1/100; 17/10
Ebbsfleet United; 13/8; 1/100; 17/10
Draw; 12/5; 1/100; 19/10
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-15 20:20:40 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 1/100; 17/10
Ebbsfleet United; 13/8; 1/100; 17/10
Draw; 12/5; 1/100; 19/10
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-16 10:21:18 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 1/100
Ebbsfleet United; 13/8; 1/100
Draw; 12/5; 1/100
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-16 16:24:28 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 1/100
Ebbsfleet United; 13/8; 1/100
Draw; 12/5; 1/100
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-03-17 12:20:39 GMT+2; 2018-03-17 15:00; e70300-dr003
Gateshead; 7/5; 23/17; 23/17
Ebbsfleet United; 13/8; 7/4; 7/4
Draw; 12/5; 27/11; 5/2
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-04-23 10:19:04 GMT+3; 2018-04-24 19:45; e70300-dr003
Ebbsfleet United; 11/10; 21/20; 11/10; 11/10; 57/50; 21/20; 13/11; 21/20; 11/10; 1; 21/20; 1; 21/20; 11/10; 11/10; 21/20; 13/11; 21/20; 11/10; 20/21; 10/9
Draw; 12/5; 12/5; 11/5; 12/5; 63/25; 23/10; 23/10; 9/4; 23/10; 21/10; 11/5; 11/5; 9/4; 40/17; 9/4; 5/2; 23/10; 12/5; 40/17; 2; 5/2
Gateshead; 12/5; 13/5; 23/10; 21/10; 66/25; 23/10; 39/19; 12/5; 23/10; 12/5; 49/20; 9/4; 23/10; 12/5; 9/4; 40/17; 39/19; 13/5; 12/5; 2; 13/5
META; english/non-league/national-league/gateshead-v-ebbsfleet-united; 2018-04-24 08:19:06 GMT+3; 2018-04-24 19:45; e70300-dr003
Ebbsfleet United; 11/10; 21/20; 1; 21/20; 53/50; 1; 21/20; 1; 21/20; 1; 10/11; 1; 11/10; 17/16; 1; 21/20; 1; 19/20; 21/20; 10/11; 11/10; ; ; 
Draw; 12/5; 12/5; 11/5; 5/2; 13/5; 11/5; 12/5; 23/10; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 40/17; 9/4; 27/11; 23/10; 12/5; 40/17; 12/5; 12/5; 15/8; 5/2
Gateshead; 12/5; 13/5; 5/2; 5/2; 141/0; 5/2; 5/2; 5/2; 5/2; 5/2; 23/10; 5/2; 5/2; 12/5; 13/5; 9/4; 12/5; 5/2; 13/5; 13/5; 13/5; 13/5; 2; 13/5
