META; english/non-league/national-league/halifax-v-solihull-moors; 2018-03-18 14:20:05 GMT+2; 2018-03-24 15:00; e70300-dr003
Halifax; 11/10
Draw; 23/10
Solihull Moors; 23/10
META; english/non-league/national-league/halifax-v-solihull-moors; 2018-03-19 08:18:55 GMT+2; 2018-03-24 15:00; e70300-dr003
Halifax; 11/10; 11/10; 63/50; 11/10; 11/10; 11/10; 11/10; 23/20; 23/20; 5/6
Solihull Moors; 11/5; 23/10; 117/50; 9/4; 12/5; 11/5; 9/4; 12/5; 9/4; 13/5
Draw; 23/10; 23/10; 63/25; 9/4; 9/4; 11/5; 23/10; 23/10; 47/20; 13/5
META; english/non-league/national-league/halifax-v-solihull-moors; 2018-03-20 08:19:55 GMT+2; 2018-03-24 15:00; e70300-dr003
Halifax; 11/10; 11/10; 63/50; 11/10; 8/7; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 8/7; 11/10; 23/20; 11/10; 4/5; 5/6
Draw; 23/10; 23/10; 63/25; 9/4; 9/4; 9/4; 11/5; 43/20; 11/5; 9/4; 23/10; 9/4; 23/10; 47/20; 23/10; 21/10; 13/10
Solihull Moors; 11/5; 13/5; 117/50; 9/4; 9/4; 12/5; 9/4; 23/10; 9/4; 28/13; 9/4; 9/4; 5/2; 9/4; 11/5; 21/10; 3/10
META; english/non-league/national-league/halifax-v-solihull-moors; 2018-03-21 14:20:30 GMT+2; 2018-03-24 15:00; e70300-dr003
Halifax; 8/5; 8/5; 8/5; 8/5; 171/00; 29/20; 8/5; 17/11; 8/5; 6/4; 31/20; 31/20; 6/4; 6/4; 17/11; 6/4; 13/9; 17/11; 11/8; 8/5; 17/11; 13/10; 6/4; 13/8
Solihull Moors; 17/10; 7/4; 33/20; 13/8; 179/00; 17/10; 13/8; 13/8; 33/20; 17/10; 31/20; 17/10; 6/4; 8/5; 28/17; 8/5; 14/9; 13/8; 2; 17/10; 28/17; 13/8; 7/5; 7/4
Draw; 11/5; 9/4; 21/10; 21/10; 47/20; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 23/10; 40/17; 11/5; 23/10; 11/5; 11/5; 2; 23/10; 
META; english/non-league/national-league/halifax-v-solihull-moors; 2018-03-22 12:39:11 GMT+2; 2018-03-24 15:00; e70300-dr003
Halifax; 8/5; 8/5; 13/8; 8/5; 43/25; 29/20; 8/5; 17/11; 31/20; 8/5; 6/4; 31/20; 6/4; 6/4; 8/5; 6/4; 13/9; 17/11; 31/20; 8/5; 8/5; 11/8; 6/4; 17/10
Solihull Moors; 17/10; 7/4; 33/20; 13/8; 9/5; 17/10; 13/8; 13/8; 17/10; 17/10; 13/8; 17/10; 6/4; 8/5; 28/17; 8/5; 14/9; 13/8; 2; 17/10; 17/10; 13/8; 7/5; 7/4
Draw; 11/5; 9/4; 2; 21/10; 58/25; 2; 21/10; 11/5; 21/10; 21/10; 2; 41/20; 21/10; 2; 11/5; 23/10; 40/17; 11/5; 23/10; 11/5; 11/5; 2; 19/10; 23/10
META; english/non-league/national-league/halifax-v-solihull-moors; 2018-03-23 14:45:59 GMT+2; 2018-03-24 15:00; e70300-dr003
Halifax; 31/20; 6/4; 31/20; 17/10; 171/00; 6/4; 8/5; 31/21; 31/20; 8/5; 6/4; 6/4; 6/4; 6/4; 8/5; 6/4; 8/5; 31/21; 11/8; 8/5; 8/5; 13/8; 13/8; 17/10
Solihull Moors; 7/4; 7/4; 17/10; 17/10; 181/00; 13/8; 17/10; 17/10; 17/10; 17/10; 13/8; 7/4; 6/4; 8/5; 28/17; 8/5; 48/29; 17/10; 2; 17/10; 17/10; 7/4; 13/8; 7/4
Draw; 11/5; 11/5; 2; 21/10; 58/25; 21/10; 21/10; 11/5; 2; 21/10; 2; 41/20; 21/10; 2; 11/5; 23/10; 9/4; 11/5; 9/4; 11/5; 11/5; 2; 21/10; 23/10
