META; english/non-league/national-league/leyton-orient-v-torquay; 2018-03-12 10:28:44 GMT+2; 2018-03-13 19:45; e70300-dr003
Leyton Orient; 7/10; 7/10; 3/4; 8/11; 81/00; 7/10; 8/11; 3/4; 3/4; 8/11; 8/11; 3/4; 3/4; 7/10; 14/19; 3/4; 10/13; 3/4; 3/4; 3/4; 14/19; 8/11; 8/11
Draw; 13/5; 5/2; 12/5; 12/5; 133/0; 12/5; 12/5; 12/5; 5/2; 23/10; 12/5; 13/5; 12/5; 28/11; 12/5; 28/11; 12/5; 13/5; 13/5; 13/5; 9/4; 13/5; 
Torquay; 4; 18/5; 7/2; 18/5; 4; 18/5; 15/4; 7/2; 7/2; 18/5; 10/3; 7/2; 7/2; 7/2; 39/11; 7/2; 3; 7/2; 15/4; 7/2; 18/5; 3; 7/2
META; english/non-league/national-league/leyton-orient-v-torquay; 2018-03-12 20:20:51 GMT+2; 2018-03-13 19:45; e70300-dr003
Leyton Orient; 8/11; 7/10; 4/5; 4/5; 43/50; 3/4; 3/4; 4/5; 4/5; 4/5; 4/5; 5/6; 8/11; 4/5; 3/4; 5/6; 3/4; 4/5; 4/5; 4/5; 8/11; 5/6; 
Draw; 13/5; 5/2; 12/5; 5/2; 13/5; 12/5; 12/5; 12/5; 23/10; 47/20; 5/2; 12/5; 5/2; 12/5; 27/11; 12/5; 13/5; 51/20; 28/11; 12/5; 5/2; 13/5; 
Torquay; 15/4; 18/5; 13/4; 7/2; 15/4; 10/3; 7/2; 13/4; 7/2; 3; 16/5; 16/5; 10/3; 57/17; 7/2; 16/5; 7/2; 17/5; 10/3; 57/17; 3; 10/3; 7/2
META; english/non-league/national-league/leyton-orient-v-torquay; 2018-03-13 12:23:40 GMT+2; 2018-03-13 19:45; e70300-dr003
Leyton Orient; 5/6; 4/5; 17/20; 4/5; 10/11; 5/6; 3/4; 17/20; 5/6; 20/23; 5/6; 10/11; 4/5; 5/6; 3/4; 10/11; 3/4; 5/6; 17/20; 5/6; 5/6; 5/6; 5/6
Draw; 5/2; 5/2; 23/10; 5/2; 13/5; 12/5; 23/10; 12/5; 11/5; 47/20; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 5/2; 5/2; 28/11; 12/5; 12/5; 13/5; 
Torquay; 10/3; 7/2; 3; 7/2; 69/20; 16/5; 7/2; 3; 16/5; 3; 31/10; 3; 41/13; 7/2; 37/13; 7/2; 17/5; 16/5; 41/13; 10/3; 7/2; 3; 
META; english/non-league/national-league/leyton-orient-v-torquay; 2018-03-13 20:21:28 GMT+2; 2018-03-13 19:45; e70300-dr003
Leyton Orient; 7/10; 3/4; 8/11; 4/5; 39/50; 8/11; 3/4; 8/11; 4/5; 8/11; 3/4; 8/11; 7/10; 5/7; 3/4; 8/11; 3/4; 3/4; 8/11; 5/7; 8/11; 8/11; 8/11
Draw; 13/5; 5/2; 5/2; 5/2; 137/0; 13/5; 12/5; 5/2; 5/2; 9/4; 12/5; 11/4; 12/5; 13/5; 12/5; 28/11; 12/5; 13/5; 13/5; 45/17; 13/5; 27/10; 27/10
Torquay; 4; 7/2; 18/5; 7/2; 41/10; 15/4; 7/2; 18/5; 10/3; 7/2; 7/2; 7/2; 7/2; 62/17; 7/2; 37/10; 7/2; 15/4; 15/4; 37/10; 7/2; 7/2; 7/2
