META; english/non-league/national-league/ebbsfleet-united-v-macclesfield; 2018-04-03 18:20:59 GMT+3; 2018-04-07 12:15; e70300-dr003
Macclesfield; 6/4; 3/2; 13/8; 8/5; 42/25; 31/20; 8/5; 28/17; 13/8; 8/5; 6/4; 6/4; 6/4; 17/11; 8/5; 53/35; 28/17; 13/8; 8/5; 17/11; 11/8; 13/8
Ebbsfleet United; 8/5; 8/5; 33/20; 17/10; 9/5; 6/4; 13/8; 31/21; 33/20; 8/5; 8/5; 17/10; 8/5; 8/5; 6/4; 53/35; 31/21; 17/10; 17/10; 28/17; 6/5; 7/4
Draw; 9/4; 9/4; 2; 119/50; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 23/10; 21/10; 11/5; 9/4; 23/10; 9/4; 11/5; 11/5; 11/5; 13/8; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-macclesfield; 2018-04-04 08:19:59 GMT+3; 2018-04-07 12:15; e70300-dr003
Macclesfield; 6/4; 8/5; 13/8; 8/5; 42/25; 31/20; 8/5; 28/17; 13/8; 8/5; 6/4; 6/4; 6/4; 17/11; 8/5; 53/35; 28/17; 13/8; 8/5; 17/11; 1/50; 13/8
Ebbsfleet United; 8/5; 13/8; 33/20; 17/10; 9/5; 6/4; 13/8; 31/21; 33/20; 13/8; 8/5; 6/4; 8/5; 8/5; 6/4; 53/35; 31/21; 17/10; 17/10; 28/17; 1/50; 7/4
Draw; 9/4; 21/10; 2; 119/50; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 21/10; 21/10; 11/5; 9/4; 23/10; 9/4; 11/5; 11/5; 11/5; 19/10; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-macclesfield; 2018-04-04 18:21:26 GMT+3; 2018-04-07 12:15; e70300-dr003
Macclesfield; 6/4; 8/5; 13/8; 8/5; 167/00; 31/20; 8/5; 28/17; 13/8; 8/5; 6/4; 8/5; 6/4; 6/4; 17/11; 8/5; 53/35; 28/17; 13/8; 8/5; 8/5; 6/4; 7/5; 13/8
Ebbsfleet United; 8/5; 13/8; 33/20; 17/10; 181/00; 6/4; 17/10; 31/21; 33/20; 13/8; 8/5; 33/20; 6/4; 8/5; 28/17; 6/4; 53/35; 31/21; 17/10; 17/10; 17/10; 13/8; 6/4; 7/4
Draw; 9/4; 21/10; 2; 119/0; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 41/20; 21/10; 21/10; 9/4; 9/4; 23/10; 9/4; 11/5; 11/5; 9/4; 2; 23/10; ; 
META; english/non-league/national-league/ebbsfleet-united-v-macclesfield; 2018-04-05 13:14:55 GMT+3; 2018-04-07 12:15; e70300-dr003
Macclesfield; 6/4; 8/5; 13/8; 8/5; 167/100; 6/4; 8/5; 6/4; 13/8; 8/5; 6/4; 8/5; 6/4; 6/4; 17/11; 8/5; 53/35; 6/4; 13/8; 17/11; 11/8; 7/5; 13/8
Ebbsfleet United; 8/5; 13/8; 33/20; 17/10; 181/100; 8/5; 17/10; 28/17; 33/20; 13/8; 8/5; 17/10; 6/4; 8/5; 28/17; 6/4; 53/35; 28/17; 17/10; 17/10; 7/5; 6/4; 7/4
Draw; 9/4; 21/10; 2; 119/50; 21/10; 11/5; 11/5; 2; 11/5; 21/10; 2; 21/10; 21/10; 9/4; 9/4; 23/10; 11/5; 11/5; 9/4; 21/10; 11/5; 23/10; 
META; english/non-league/national-league/ebbsfleet-united-v-macclesfield; 2018-04-06 08:20:15 GMT+3; 2018-04-07 12:15; e70300-dr003
Macclesfield; 8/5; 8/5; 13/8; 8/5; 42/25; 6/4; 8/5; 6/4; 13/8; 8/5; 31/20; 8/5; 6/4; 6/4; 17/11; 8/5; 18/11; 6/4; 13/8; 8/5; 7/5; 7/5; 13/8
Ebbsfleet United; 17/10; 17/10; 13/8; 17/10; 9/5; 8/5; 17/10; 28/17; 13/8; 17/10; 13/8; 33/20; 6/4; 8/5; 28/17; 6/4; 18/11; 28/17; 17/10; 17/10; 6/4; 6/4; 7/4
Draw; 9/4; 21/10; 2; 119/50; 21/10; 11/5; 11/5; 2; 21/10; 2; 21/10; 2; 11/5; 9/4; 11/5; 11/5; 11/5; 9/4; 21/10; 19/10; 23/10; ; 
META; english/non-league/national-league/ebbsfleet-united-v-macclesfield; 2018-04-07 12:21:23 GMT+3; 2018-04-07 12:15; e70300-dr003
Ebbsfleet United; 6/4; 6/4; 6/4; 8/5; 157/100; 13/8; 6/4; 31/21; 6/4; 6/4; 7/5; 6/4; 7/5; 7/5; 16/11; 6/4; 52/35; 31/21; 31/20; 16/11; 6/4; 7/5; 6/4
Macclesfield; 9/5; 17/10; 7/4; 13/8; 48/25; 13/8; 17/10; 28/17; 7/4; 17/10; 17/10; 17/10; 17/10; 17/10; 7/4; 8/5; 30/17; 28/17; 9/5; 9/5; 15/8; 13/8; 19/10
Draw; 9/4; 11/5; 21/10; 21/10; 12/5; 21/10; 9/4; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 21/10; 2; 23/10; 
