META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-22 12:17:49 GMT+2; 2018-01-27 15:00; e70300-dr003
Macclesfield; 4/6; 4/5; 7/10; ; 18/25; 4/6; 4/6; ; ; 7/10; 4/6; 4/6; ; ; ; 4/6; 3/4; 11/17; 3/4; ; ; 4/6; 8/11; 7/10; 4/6; ; ; 
Draw; 11/4; 5/2; 27/10; ; 73/25; 13/5; 13/5; ; ; 27/10; 11/4; 5/2; ; ; ; 13/5; 5/2; 13/5; 5/2; ; ; 14/5; 11/4; 14/5; 45/17; ; ; 
Torquay; 4; 16/5; 18/5; ; 43/10; 18/5; 15/4; ; ; 18/5; 18/5; 10/3; ; ; ; 7/2; 10/3; 18/5; 10/3; ; ; 7/2; 15/4; 7/2; 62/17; ; ; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-23 02:17:18 GMT+2; 2018-01-27 15:00; e70300-dr003
Macclesfield; 4/6; 8/11; 7/10; 7/10; 19/25; 8/13; 4/6; ; 7/10; 7/10; 4/6; 4/6; ; 7/10; 8/11; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; 4/6; 4/6; 
Draw; 11/4; 11/4; 13/5; 13/5; 73/25; 27/10; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 13/5; 11/4; 13/5; 5/2; 27/10; 5/2; 14/5; 45/17; 14/5; 14/5; 14/5; 27/10; 11/4; 23/10; 
Torquay; 4; 18/5; 18/5; 7/2; 79/20; 15/4; 7/2; ; 57/17; 18/5; 19/5; 10/3; ; 18/5; 7/2; 7/2; 10/3; 62/17; 10/3; 18/5; 57/17; 7/2; 19/5; 7/2; 37/10; 7/2; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-23 17:23:55 GMT+2; 2018-01-27 15:00; e70300-dr003
Macclesfield; 4/6; 8/11; 7/10; 7/10; 19/25; 8/13; 4/6; ; 7/10; 7/10; 4/6; 4/6; ; 7/10; 8/11; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; 4/7; 4/6; 
Draw; 11/4; 11/4; 13/5; 13/5; 73/25; 27/10; 13/5; ; 45/17; 13/5; 11/4; 5/2; ; 5/2; 11/4; 13/5; 5/2; 45/17; 5/2; 14/5; 45/17; 14/5; 14/5; 14/5; 27/10; 12/5; 23/10; 
Torquay; 4; 18/5; 18/5; 7/2; 79/20; 15/4; 7/2; ; 57/17; 18/5; 19/5; 10/3; ; 18/5; 7/2; 7/2; 10/3; 62/17; 10/3; 18/5; 57/17; 7/2; 19/5; 7/2; 37/10; 3; 3; 
META; english/non-league/national-league/macclesfield-v-torquay; 2018-01-24 12:19:06 GMT+2; 2018-01-27 15:00; e70300-dr003
Macclesfield; 4/6; 8/11; 7/10; 7/10; 73/ 100; 13/20; 4/6; ; 7/10; 7/10; 4/6; 7/10; ; 7/10; 7/10; 4/6; 3/4; 4/6; 3/4; 9/13; 7/10; 4/6; 7/10; 7/10; 4/6; ; 4/7; 8/13; 
Draw; 13/5; 13/5; 5/2; 13/5; 141/ 50; 13/5; 13/5; ; 45/17; 5/2; 5/2; 9/4; ; 49/20; 5/2; 5/2; 12/5; 28/11; 12/5; 14/5; 45/17; 13/5; 27/10; 13/5; 13/5; ; 23/10; 11/5; 
Torquay; 17/4; 4; 19/5; 7/2; 22/5; 15/4; 4; ; 57/17; 19/5; 4; 15/4; ; 37/10; 4; 15/4; 17/5; 39/10; 17/5; 18/5; 57/17; 4; 4; 4; 39/10; ; 3; 3; 
