META; english/non-league/national-league/eastleigh-v-ebbsfleet-united; 2018-03-26 12:21:30 GMT+3; 2018-03-30 15:00; e70300-dr003
Eastleigh; 13/8; 3/2; 43/25; 8/5; 8/5; 13/8; 6/4; 6/4; 17/11; 17/11; 8/5; 8/5; 8/5; 17/11; 13/10; 13/8
Ebbsfleet United; 13/8; 8/5; 43/25; 8/5; 8/5; 8/5; 8/5; 6/4; 17/11; 8/5; 8/5; 13/8; 13/8; 17/11; 13/10; 13/8
Draw; 23/10; 12/5; 61/25; 9/4; 9/4; 11/5; 21/10; 21/10; 11/5; 11/5; 9/4; 12/5; 23/10; 11/5; 9/5; 23/10
META; english/non-league/national-league/eastleigh-v-ebbsfleet-united; 2018-03-27 08:21:15 GMT+3; 2018-03-30 15:00; e70300-dr003
Ebbsfleet United; 31/20; 13/8; 8/5; 8/5; 171/100; 6/4; 8/5; 8/5; 8/5; 8/5; 31/20; 8/5; 13/8; 6/4; 17/11; 8/5; 6/4; 8/5; 13/8; 8/5; 27/20; 7/5; 13/8; 
Eastleigh; 17/10; 17/10; 13/8; 7/4; 177/100; 8/5; 13/8; 8/5; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 8/5; 17/11; 6/4; 8/5; 13/8; 33/20; 13/10; 6/4; 7/4; 
Draw; 23/10; 9/4; 21/10; 11/5; 119/50; 21/10; 21/10; 9/4; 21/10; 9/4; 2; 21/10; 9/4; 21/10; 11/5; 11/5; 40/17; 9/4; 23/10; 23/10; 11/5; 9/5; 19/10; 23/10
META; english/non-league/national-league/eastleigh-v-ebbsfleet-united; 2018-03-28 08:21:56 GMT+3; 2018-03-30 15:00; e70300-dr003
Ebbsfleet United; 31/20; 13/8; 8/5; 8/5; 17/10; 6/4; 8/5; 8/5; 8/5; 8/5; 6/4; 31/20; 17/10; 6/4; 17/11; 8/5; 27/17; 8/5; 13/8; 8/5; 8/5; 11/8; 13/8
Eastleigh; 17/10; 17/10; 8/5; 7/4; 177/100; 31/20; 13/8; 8/5; 8/5; 13/8; 8/5; 13/8; 17/10; 8/5; 17/11; 27/17; 8/5; 13/8; 33/20; 7/5; 17/10; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 12/5; 21/10; 11/5; 9/4; 21/10; 11/5; 21/10; 43/20; 23/10; 21/10; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 23/10; 19/10; 12/5
META; english/non-league/national-league/eastleigh-v-ebbsfleet-united; 2018-03-29 08:21:40 GMT+3; 2018-03-30 15:00; e70300-dr003
Ebbsfleet United; 31/20; 13/8; 31/20; 8/5; 171/100; 6/4; 8/5; 8/5; 31/20; 8/5; 6/4; 31/20; 17/10; 6/4; 17/11; 8/5; 14/9; 8/5; 8/5; 8/5; 8/5; 6/4; 6/4
Eastleigh; 17/10; 17/10; 13/8; 7/4; 177/100; 31/20; 13/8; 8/5; 13/8; 13/8; 8/5; 33/20; 17/10; 8/5; 17/11; 5/3; 8/5; 17/10; 33/20; 8/5; 13/8; ; 
Draw; 23/10; 9/4; 21/10; 11/5; 119/50; 21/10; 11/5; 9/4; 21/10; 11/5; 21/10; 43/20; 23/10; 21/10; 9/4; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 21/10; 2
META; english/non-league/national-league/eastleigh-v-ebbsfleet-united; 2018-04-16 20:42:15 GMT+3; 2018-04-17 19:45; e70300-dr003
Ebbsfleet United; 6/5; 5/4; 6/5; 6/5; 123/00; 23/20; 15/13; 6/5; 6/5; 23/20; 6/5; 13/10; 11/10; 15/13; 5/4; 17/14; 15/13; 6/5; 15/13; 11/10; 10/9; 10/9; 6/5
Eastleigh; 11/5; 21/10; 21/10; 11/5; 59/25; 21/10; 9/4; 21/10; 21/10; 2; 41/20; 11/5; 2; 11/5; 37/19; 39/19; 9/4; 85/40; 11/5; 9/4; 21/10; 13/8; 23/10
Draw; 5/2; 12/5; 9/4; 12/5; 129/0; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 12/5; 9/4; 40/17; 23/10; 5/2; 11/5; 5/2; 40/17; 12/5; 23/10; 15/8; 5/2
META; english/non-league/national-league/eastleigh-v-ebbsfleet-united; 2018-04-17 20:44:38 GMT+3; 2018-04-17 19:45; e70300-dr003
Ebbsfleet United; 6/5; 5/4; 6/5; 6/5; 33/25; 23/20; 5/4; 19/17; 6/5; 6/5; 23/20; 6/5; 6/5; 11/10; 6/5; 15/13; 17/14; 19/17; 5/4; 6/5; 5/4; 6/5; 5/4; 5/4
Eastleigh; 9/4; 2; 19/10; 11/5; 109/0; 2; 11/5; 19/10; 2; 15/8; 39/20; 9/4; 2; 21/10; 27/14; 11/5; 2; 39/19; 2; 21/10; 2; 11/5; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 129/0; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 13/5; 23/10; 27/11; 23/10; 13/5; 23/10; 5/2; 27/11; 5/2; 12/5; 5/2; 5/2
