META; english/non-league/national-league/solihull-moors-v-torquay; 2018-03-12 10:29:18 GMT+2; 2018-03-17 15:00; e70300-dr003
Solihull Moors; 11/10; 11/10; 31/25; 11/10; 11/10; 11/10; 11/10; 23/20; 23/20; 6/5
Torquay; 2; 23/10; 11/5; 21/10; 11/5; 2; 9/4; 21/10; 21/10; 
Draw; 5/2; 12/5; 11/4; 12/5; 12/5; 12/5; 5/2; 5/2; 51/20; 13/5
META; english/non-league/national-league/solihull-moors-v-torquay; 2018-03-12 20:21:25 GMT+2; 2018-03-17 15:00; e70300-dr003
Solihull Moors; 11/10; 11/10; 23/20; 1; 6/5; 11/10; 23/20; 23/20; 21/20; 23/20; 11/10; 21/20; 11/10; 10/9; 11/10; 11/10; 21/20; 4/5; 23/20
Torquay; 9/4; 5/2; 12/5; 21/10; 59/25; 9/4; 12/5; 23/10; 11/5; 11/5; 11/5; 23/10; 2; 21/10; 5/2; 12/5; 23/10; 7/4; 23/10
Draw; 5/2; 12/5; 21/10; 23/10; 53/20; 23/10; 21/10; 9/4; 11/5; 12/5; 9/4; 9/4; 5/2; 9/4; 23/10; 47/20; 23/10; 9/5; 13/5
META; english/non-league/national-league/solihull-moors-v-torquay; 2018-03-13 12:24:15 GMT+2; 2018-03-17 15:00; e70300-dr003
Solihull Moors; 11/10; 23/20; 23/20; 1; 121/00; 11/10; 21/20; 23/20; 11/10; 11/10; 6/5; 11/10; 21/20; 11/10; 10/9; 21/20; 23/20; 23/20; 11/10; 4/5; 6/5
Torquay; 9/4; 12/5; 9/4; 21/10; 5/2; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 11/5; 11/5; 2; 21/10; 9/4; 12/5; 47/20; 9/4; 13/8; 12/5
Draw; 5/2; 23/10; 21/10; 23/10; 62/25; 9/4; 12/5; 21/10; 23/10; 21/10; 11/5; 9/4; 9/4; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; 11/5; 12/5
META; english/non-league/national-league/solihull-moors-v-torquay; 2018-03-13 20:22:04 GMT+2; 2018-03-17 15:00; e70300-dr003
Solihull Moors; 11/10; 23/20; 23/20; 23/20; 121/00; 11/10; 21/20; 23/20; 11/10; 11/10; 6/5; 11/10; 11/10; 11/10; 10/9; 21/20; 23/20; 23/20; 11/10; 4/5; 6/5
Torquay; 9/4; 23/10; 9/4; 11/5; 5/2; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 11/5; 9/4; 2; 21/10; 9/4; 12/5; 47/20; 23/10; 13/8; 12/5
Draw; 5/2; 12/5; 21/10; 11/5; 62/25; 9/4; 12/5; 21/10; 23/10; 21/10; 11/5; 11/5; 23/10; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; 11/5; 12/5
META; english/non-league/national-league/solihull-moors-v-torquay; 2018-03-14 20:20:51 GMT+2; 2018-03-17 15:00; e70300-dr003
Solihull Moors; 11/10; 11/10; 23/20; 23/20; 117/00; 11/10; 21/20; 23/20; 23/20; 11/10; 23/20; 6/5; 11/10; 21/20; 11/10; 10/9; 21/20; 11/10; 23/20; 11/10; 21/20; 11/10; 10/9
Draw; 5/2; 12/5; 21/10; 11/5; 63/25; 23/10; 12/5; 21/10; 9/4; 21/10; 21/10; 11/5; 11/5; 40/17; 5/2; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 21/10; 5/2
Torquay; 9/4; 12/5; 23/10; 11/5; 64/25; 23/10; 9/4; 23/10; 23/10; 11/5; 47/20; 23/10; 11/5; 40/17; 2; 21/10; 9/4; 5/2; 47/20; 12/5; 23/10; 19/10; 5/2
META; english/non-league/national-league/solihull-moors-v-torquay; 2018-03-15 13:13:36 GMT+2; 2018-03-17 15:00; e70300-dr003
Solihull Moors; 11/10; 11/10; 23/20; 23/20; 117/00; 11/10; 21/20; 23/20; 23/20; 11/10; 23/20; 6/5; 11/10; 21/20; 15/13; 10/9; 21/20; 11/10; 23/20; 11/10; 10/11; 11/10; 10/9
Draw; 5/2; 12/5; 21/10; 11/5; 63/25; 23/10; 12/5; 21/10; 9/4; 21/10; 21/10; 11/5; 11/5; 40/17; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 19/10; 21/10; 5/2
Torquay; 9/4; 12/5; 23/10; 11/5; 64/25; 23/10; 9/4; 23/10; 23/10; 11/5; 47/20; 23/10; 11/5; 40/17; 2; 21/10; 9/4; 5/2; 47/20; 12/5; 19/10; 19/10; 5/2
META; english/non-league/national-league/solihull-moors-v-torquay; 2018-03-15 20:20:54 GMT+2; 2018-03-17 15:00; e70300-dr003
Solihull Moors; 11/10; 11/10; 23/20; 23/20; 117/100; 11/10; 21/20; 23/20; 23/20; 11/10; 23/20; 6/5; 11/10; 21/20; 15/13; 10/9; 21/20; 11/10; 23/20; 11/10; 10/9; 23/20; 10/9
Draw; 5/2; 12/5; 21/10; 11/5; 63/25; 23/10; 12/5; 21/10; 9/4; 21/10; 21/10; 11/5; 11/5; 12/5; 12/5; 9/4; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 5/2
Torquay; 9/4; 12/5; 23/10; 11/5; 64/25; 23/10; 9/4; 23/10; 23/10; 11/5; 47/20; 23/10; 11/5; 40/17; 2; 21/10; 9/4; 5/2; 47/20; 12/5; 12/5; 5/2; 5/2
META; english/non-league/national-league/solihull-moors-v-torquay; 2018-03-16 10:21:31 GMT+2; 2018-03-17 15:00; e70300-dr003
Solihull Moors; 11/10; 11/10; 11/10; 23/20; 11/10; 21/20; 21/20; 11/10; 21/20; 20/21; 11/10; 11/10; 21/20; 11/10; 21/20; 10/9; 21/20; 11/10; 21/20; 11/10; 21/20; 10/9; 21/20
Draw; 5/2; 12/5; 21/10; 21/10; 127/50; 23/10; 12/5; 21/10; 23/10; 11/5; 43/20; 23/10; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 47/20; 12/5; 11/5; 23/10; 5/2
Torquay; 9/4; 12/5; 12/5; 23/10; 11/4; 5/2; 9/4; 12/5; 12/5; 5/2; 47/20; 12/5; 23/10; 9/4; 23/10; 21/10; 9/4; 5/2; 51/20; 23/10; 5/2; 13/5; 11/4
