META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-12 10:28:38 GMT+2; 2018-03-13 19:45; e70300-dr003
Gateshead; 4/5; 10/11; 10/11; 10/11; 99/00; 17/20; 9/10; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 4/5; 15/16; 9/10; 10/11; 10/11; 10/11; 10/11; 20/21
Draw; 12/5; 23/10; 11/5; 23/10; 127/0; 23/10; 12/5; 23/10; 11/5; 23/10; 23/10; 11/5; 12/5; 9/4; 12/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 23/10; 5/2
Solihull Moors; 16/5; 3; 29/10; 14/5; 63/20; 3; 29/10; 37/13; 29/10; 3; 13/5; 29/10; 3; 14/5; 29/10; 16/5; 28/11; 37/13; 31/10; 3; 56/19; 3; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-12 20:20:45 GMT+2; 2018-03-13 19:45; e70300-dr003
Gateshead; 17/20; 10/11; 10/11; 19/20; 99/00; 10/11; 9/10; 10/11; 10/11; 20/23; 10/11; 19/20; 10/11; 4/5; 19/20; 9/10; 37/40; 10/11; 19/20; 20/21; 20/21; 20/21; 
Draw; 23/10; 23/10; 9/4; 12/5; 127/0; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 12/5; 9/4; 40/17; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 5/2
Solihull Moors; 3; 29/10; 3; 63/20; 29/10; 37/13; 29/10; 29/10; 13/5; 29/10; 14/5; 14/5; 37/13; 16/5; 29/10; 37/13; 31/10; 3; 29/10; 14/5; 14/5; 3; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-13 12:23:33 GMT+2; 2018-03-13 19:45; e70300-dr003
Gateshead; 5/6; 10/11; 20/23; 19/20; 97/00; 10/11; 9/10; 20/23; 10/11; 20/23; 9/10; 19/20; 17/20; 10/11; 10/11; 9/10; 9/10; 9/10; 9/10; 10/11; 20/21; 20/21; 20/21
Draw; 12/5; 12/5; 9/4; 12/5; 129/0; 12/5; 23/10; 9/4; 23/10; 11/5; 9/4; 12/5; 9/4; 12/5; 23/10; 40/17; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 5/2
Solihull Moors; 10/3; 16/5; 3; 16/5; 3; 37/13; 3; 14/5; 3; 14/5; 14/5; 56/19; 11/4; 31/10; 37/13; 16/5; 3; 56/19; 3; 3; ; ; 
META; english/non-league/national-league/gateshead-v-solihull-moors; 2018-03-13 20:21:21 GMT+2; 2018-03-13 19:45; e70300-dr003
Gateshead; 1; 19/20; 1; 109/00; 1; 9/10; 21/20; 1; 21/20; 1; 1; 10/11; 17/16; 9/10; 21/20; 1; 1; 21/20; 21/20; ; ; ; 
Draw; 9/4; 11/5; 11/5; 11/5; 49/20; 23/10; 23/10; 21/10; 23/10; 21/10; 43/20; 12/5; 21/10; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 40/17; 23/10; 12/5; 23/10
Solihull Moors; 11/4; 11/4; 27/10; 13/5; 72/25; 11/4; 37/13; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 45/17; 11/4; 13/5; 37/13; 27/10; 11/4; 27/10; 14/5; 14/5; 14/5
