META; english/non-league/national-league/guiseley-v-maidstone; 2018-04-03 18:21:23 GMT+3; 2018-04-07 15:00; e70300-dr003
Maidstone; 23/20; 6/5; 5/4; 5/4; 131/100; 23/20; 6/5; 11/10; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 11/10; 5/4; 11/10; 5/4; 5/4; 6/5; 1/7; 5/4
Guiseley; 21/10; 21/10; 21/10; 2; 56/25; 21/10; 21/10; 9/4; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 9/4; 28/15; 9/4; 11/5; 11/5; 21/10; 1/12; 11/5
Draw; 23/10; 9/4; 21/10; 11/5; 63/25; 21/10; 9/4; 40/17; 21/10; 9/4; 2; 23/10; 11/5; 23/10; 9/4; 9/4; 40/17; 23/10; 9/4; 23/10; 1/16; 5/2
META; english/non-league/national-league/guiseley-v-maidstone; 2018-04-04 08:20:23 GMT+3; 2018-04-07 15:00; e70300-dr003
Maidstone; 23/20; 6/5; 5/4; 5/4; 32/25; 23/20; 6/5; 11/10; 5/4; 6/5; 6/5; 23/20; 6/5; 15/13; 11/10; 5/4; 11/10; 5/4; 5/4; 6/5; 3/10; 5/4
Guiseley; 21/10; 21/10; 21/10; 2; 23/10; 21/10; 21/10; 9/4; 21/10; 21/10; 21/10; 2; 21/10; 9/4; 28/15; 9/4; 11/5; 11/5; 21/10; 4/7; 23/10; 
Draw; 23/10; 9/4; 21/10; 11/5; 63/25; 21/10; 9/4; 40/17; 21/10; 9/4; 2; 21/10; 11/5; 23/10; 9/4; 9/4; 40/17; 23/10; 9/4; 23/10; 4/7; 5/2
META; english/non-league/national-league/guiseley-v-maidstone; 2018-04-04 18:21:51 GMT+3; 2018-04-07 15:00; e70300-dr003
Maidstone; 23/20; 6/5; 5/4; 5/4; 32/25; 11/10; 6/5; 11/10; 5/4; 6/5; 6/5; 5/4; 23/20; 6/5; 6/5; 11/10; 5/4; 11/10; 5/4; 5/4; 6/5; 1; 6/5; 5/4
Guiseley; 21/10; 21/10; 21/10; 2; 23/10; 2; 21/10; 9/4; 21/10; 11/5; 21/10; 41/20; 2; 28/13; 9/4; 28/15; 9/4; 11/5; 11/5; 28/13; 9/5; 9/5; 23/10; 
Draw; 23/10; 9/4; 21/10; 11/5; 63/25; 23/10; 23/10; 40/17; 21/10; 11/5; 2; 43/20; 21/10; 11/5; 40/17; 9/4; 9/4; 40/17; 23/10; 9/4; 40/17; 7/4; 19/10; 5/2
META; english/non-league/national-league/guiseley-v-maidstone; 2018-04-05 13:15:20 GMT+3; 2018-04-07 15:00; e70300-dr003
Maidstone; 11/10; 6/5; 6/5; 5/4; 31/25; 11/10; 6/5; 11/10; 6/5; 23/20; 23/20; 6/5; 23/20; 11/10; 15/13; 11/10; 19/16; 11/10; 6/5; 15/13; 1; 23/20; 6/5
Guiseley; 11/5; 21/10; 11/5; 2; 119/50; 21/10; 11/5; 9/4; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 11/5; 9/4; 79/40; 9/4; 23/10; 11/5; 19/10; 19/10; 12/5
Draw; 23/10; 9/4; 21/10; 11/5; 63/25; 11/5; 23/10; 40/17; 21/10; 9/4; 21/10; 43/20; 21/10; 11/5; 40/17; 9/4; 9/4; 40/17; 23/10; 40/17; 19/10; 2; 5/2
META; english/non-league/national-league/guiseley-v-maidstone; 2018-04-06 08:20:39 GMT+3; 2018-04-07 15:00; e70300-dr003
Maidstone; 23/20; 23/20; 23/20; 5/4; 31/25; 11/10; 6/5; 11/10; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 15/13; 11/10; 6/5; 11/10; 6/5; 15/13; 1; 23/20; 6/5
Guiseley; 12/5; 9/4; 9/4; 2; 12/5; 21/10; 11/5; 9/4; 9/4; 9/4; 11/5; 11/5; 2; 21/10; 11/5; 9/4; 23/10; 9/4; 23/10; 9/4; 19/10; 19/10; 12/5
Draw; 23/10; 9/4; 11/5; 11/5; 5/2; 11/5; 23/10; 40/17; 11/5; 9/4; 21/10; 43/20; 21/10; 21/10; 40/17; 9/4; 11/5; 40/17; 23/10; 40/17; 19/10; 2; 5/2
META; english/non-league/national-league/guiseley-v-maidstone; 2018-04-07 12:21:49 GMT+3; 2018-04-07 15:00; e70300-dr003
Maidstone; 19/20; 1; 21/20; 26/25; 19/20; 1; 19/20; 1; 1; 19/20; 10/11; 19/20; 19/20; 1; 30/29; 19/20; 1; 1; 1; ; ; ; 
Draw; 5/2; 23/10; 12/5; 13/5; 23/10; 12/5; 12/5; 11/5; 9/4; 21/10; 11/5; 11/5; 9/4; 12/5; 9/4; 23/10; 12/5; 12/5; 27/11; 12/5; 12/5; 5/2; 
Guiseley; 14/5; 13/5; 27/10; 13/5; 72/25; 13/5; 13/5; 28/11; 27/10; 13/5; 13/5; 27/10; 5/2; 5/2; 45/17; 5/2; 45/17; 28/11; 11/4; 45/17; 14/5; 14/5; 14/5
