META; english/non-league/national-league/halifax-v-boreham-wood; 2018-04-03 18:21:26 GMT+3; 2018-04-07 15:00; e70300-dr003
Boreham Wood; 11/10; 23/20; 6/5; 23/20; 31/25; 11/10; 11/10; 13/11; 6/5; 23/20; 11/10; 6/5; 11/10; 15/13; 5/4; 7/6; 13/11; 23/20; 15/13; 1/100; 6/5
Draw; 9/4; 2; 2; 47/20; 2; 11/5; 23/10; 2; 11/5; 2; 11/5; 2; 11/5; 11/5; 21/10; 23/10; 85/40; 11/5; 1/100; 23/10; 
Halifax; 11/5; 5/2; 12/5; 12/5; 64/25; 23/10; 23/10; 39/19; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 2; 28/13; 39/19; 13/5; 23/10; 1/100; 5/2
META; english/non-league/national-league/halifax-v-boreham-wood; 2018-04-04 08:20:26 GMT+3; 2018-04-07 15:00; e70300-dr003
Boreham Wood; 1; 11/10; 23/20; 23/20; 61/50; 11/10; 11/10; 13/11; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 5/4; 19/17; 13/11; 11/10; 11/10; 2/7; 6/5
Draw; 23/10; 21/10; 2; 119/50; 21/10; 21/10; 23/10; 2; 21/10; 2; 23/10; 21/10; 11/5; 11/5; 21/10; 23/10; 11/5; 11/5; 4/9; 23/10; 
Halifax; 12/5; 13/5; 12/5; 12/5; 129/50; 23/10; 12/5; 39/19; 12/5; 12/5; 23/10; 5/2; 23/10; 23/10; 2; 9/4; 39/19; 27/10; 40/17; 4/9; 5/2
META; english/non-league/national-league/halifax-v-boreham-wood; 2018-04-04 18:21:54 GMT+3; 2018-04-07 15:00; e70300-dr003
Boreham Wood; 1; 11/10; 23/20; 23/20; 31/25; 11/10; 11/10; 13/11; 23/20; 23/20; 11/10; 23/20; 6/5; 11/10; 15/13; 5/4; 19/17; 13/11; 11/10; 15/13; 10/9; 11/10; 6/5
Draw; 23/10; 21/10; 2; 47/20; 21/10; 11/5; 23/10; 2; 21/10; 2; 23/10; 2; 11/5; 11/5; 21/10; 23/10; 11/5; 9/4; 19/10; 19/10; 23/10; ; 
Halifax; 12/5; 13/5; 12/5; 12/5; 64/25; 23/10; 12/5; 39/19; 12/5; 12/5; 23/10; 5/2; 5/2; 12/5; 40/17; 2; 9/4; 39/19; 27/10; 40/17; 23/10; 23/10; 5/2
META; english/non-league/national-league/halifax-v-boreham-wood; 2018-04-05 13:15:23 GMT+3; 2018-04-07 15:00; e70300-dr003
Boreham Wood; 1; 11/10; 23/20; 23/20; 31/25; 21/20; 11/10; 8/7; 23/20; 11/10; 11/10; 23/20; 6/5; 11/10; 15/13; 5/4; 19/17; 8/7; 11/10; 15/13; 1; 11/10; 6/5
Draw; 23/10; 21/10; 2; 47/20; 2; 11/5; 28/13; 2; 21/10; 2; 23/10; 2; 11/5; 11/5; 21/10; 28/13; 11/5; 9/4; 9/5; 19/10; 23/10; ; 
Halifax; 12/5; 13/5; 12/5; 12/5; 64/25; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 2; 9/4; 23/10; 27/10; 12/5; 21/10; 21/10; 5/2
META; english/non-league/national-league/halifax-v-boreham-wood; 2018-04-06 08:20:42 GMT+3; 2018-04-07 15:00; e70300-dr003
Boreham Wood; 11/10; 11/10; 11/10; 23/20; 31/25; 21/20; 11/10; 8/7; 11/10; 11/10; 11/10; 11/10; 6/5; 11/10; 15/13; 15/13; 8/7; 8/7; 11/10; 15/13; 20/21; 11/10; 6/5
Draw; 11/5; 21/10; 2; 47/20; 2; 21/10; 28/13; 2; 21/10; 2; 23/10; 2; 11/5; 21/10; 21/10; 28/13; 11/5; 11/5; 9/5; 19/10; 23/10; ; 
Halifax; 13/5; 13/5; 5/2; 12/5; 64/25; 12/5; 12/5; 23/10; 5/2; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 23/10; 28/11; 23/10; 27/10; 12/5; 5/2; 21/10; 5/2
META; english/non-league/national-league/halifax-v-boreham-wood; 2018-04-07 12:21:52 GMT+3; 2018-04-07 15:00; e70300-dr003
Boreham Wood; 17/20; 10/11; 20/23; 19/20; 24/25; 17/20; 10/11; 9/10; 20/23; 10/11; 20/23; 9/10; 10/11; 17/20; 13/15; 19/20; 9/10; 9/10; 20/23; 13/15; 10/11; 20/21; 20/21
Draw; 23/10; 21/10; 21/10; 21/10; 59/25; 11/5; 9/4; 9/4; 21/10; 11/5; 21/10; 41/20; 12/5; 21/10; 9/4; 21/10; 28/13; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10
Halifax; 10/3; 3; 10/3; 17/5; 18/5; 16/5; 16/5; 56/19; 13/4; 16/5; 3; 16/5; 7/2; 3; 33/10; 29/10; 38/11; 56/19; 7/2; 33/10; 7/2; 7/2; 7/2
