META; english/non-league/national-league/chester-v-tranmere; 2018-04-03 18:21:11 GMT+3; 2018-04-07 15:00; e70300-dr003
Tranmere; 8/15; 8/15; 8/15; 11/20; 59/100; 40/85; 8/15; 6/11; 8/15; 8/15; 8/15; 4/7; 8/15; 8/15; 6/11; 11/21; 6/11; 11/20; 11/20; 8/15; 4/9; 4/7
Draw; 11/4; 14/5; 14/5; 14/5; 33/10; 29/10; 29/10; 56/19; 14/5; 29/10; 13/5; 3; 11/4; 3; 11/4; 3; 56/19; 3; 3; 13/5; 3; 
Chester; 19/4; 9/2; 9/2; 9/2; 51/10; 9/2; 9/2; 21/5; 9/2; 5; 9/2; 9/2; 9/2; 49/11; 9/2; 41/10; 21/5; 5; 19/4; 49/11; 7/2; 24/5
META; english/non-league/national-league/chester-v-tranmere; 2018-04-04 08:20:11 GMT+3; 2018-04-07 15:00; e70300-dr003
Tranmere; 1/2; 8/15; 1/2; 11/20; 8/15; 4/9; 1/2; 6/11; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 17/35; 6/11; 8/15; 8/15; 1/2; 2/5; 8/15
Draw; 11/4; 3; 29/10; 14/5; 69/20; 3; 56/19; 29/10; 3; 11/4; 14/5; 14/5; 58/19; 3; 41/13; 56/19; 31/10; 3; 31/10; 13/5; 10/3; 
Chester; 5; 19/4; 5; 9/2; 57/10; 9/2; 5; 21/5; 5; 5; 17/4; 5; 24/5; 19/4; 43/10; 21/5; 21/4; 5; 63/13; 7/2; 27/5; 
META; english/non-league/national-league/chester-v-tranmere; 2018-04-04 18:21:39 GMT+3; 2018-04-07 15:00; e70300-dr003
Tranmere; 1/2; 8/15; 1/2; 11/20; 8/15; 4/9; 1/2; 6/11; 1/2; 1/2; 1/2; 8/15; 1/2; 1/2; 18/35; 1/2; 17/35; 6/11; 8/15; 8/15; 18/35; 4/9; 4/9; 8/15
Draw; 11/4; 3; 29/10; 14/5; 69/20; 3; 56/19; 29/10; 3; 11/4; 29/10; 14/5; 14/5; 31/10; 3; 41/13; 56/19; 31/10; 3; 41/13; 3; 14/5; 10/3; 
Chester; 5; 19/4; 5; 9/2; 57/10; 9/2; 5; 21/5; 5; 5; 19/4; 17/4; 5; 49/10; 19/4; 43/10; 21/5; 21/4; 5; 94/19; 5; 27/5; ; 
META; english/non-league/national-league/chester-v-tranmere; 2018-04-05 13:15:07 GMT+3; 2018-04-07 15:00; e70300-dr003
Tranmere; 1/2; 8/15; 1/2; 11/20; 8/15; 4/9; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 18/35; 1/2; 17/35; 1/2; 8/15; 18/35; 2/5; 4/9; 8/15
Draw; 11/4; 3; 29/10; 14/5; 69/20; 3; 31/10; 29/10; 3; 11/4; 29/10; 14/5; 14/5; 31/10; 3; 41/13; 31/10; 31/10; 41/13; 13/5; 14/5; 10/3; 
Chester; 5; 19/4; 5; 9/2; 57/10; 9/2; 5; 23/5; 5; 5; 19/4; 17/4; 5; 94/19; 19/4; 43/10; 23/5; 21/4; 5; 21/5; 27/5; ; 
META; english/non-league/national-league/chester-v-tranmere; 2018-04-06 08:20:27 GMT+3; 2018-04-07 15:00; e70300-dr003
Tranmere; 2/5; 4/9; 4/9; 2/5; 12/25; 2/5; 4/9; 5/11; 4/9; 2/5; 2/5; 4/9; 2/5; 2/5; 7/17; 5/11; 4/9; 5/11; 4/9; 5/12; 2/5; 2/5; 4/9
Draw; 10/3; 16/5; 16/5; 7/2; 18/5; 16/5; 10/3; 13/4; 16/5; 16/5; 3; 31/10; 16/5; 16/5; 38/11; 16/5; 17/5; 13/4; 7/2; 14/5; 3; 7/2; 
Chester; 15/2; 11/2; 6; 13/2; 6; 51/10; 6; 13/2; 11/2; 6; 6; 113/19; 5; 57/10; 51/10; 13/2; 6; 32/5; 6; 31/5; ; ; 
META; english/non-league/national-league/chester-v-tranmere; 2018-04-07 12:21:36 GMT+3; 2018-04-07 15:00; e70300-dr003
Tranmere; 2/5; 2/5; 2/5; 4/9; 43/100; 4/11; 2/5; 7/19; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 7/18; 5/11; 2/5; 7/19; 2/5; 7/18; 4/9; 4/9; 4/9
Draw; 10/3; 10/3; 13/4; 10/3; 19/5; 10/3; 7/2; 7/2; 13/4; 10/3; 16/5; 16/5; 16/5; 16/5; 7/2; 16/5; 39/11; 7/2; 7/2; 39/11; 7/2; 7/2; 7/2
Chester; 7; 13/2; 6; 13/2; 15/2; 6; 6; 13/2; 5; 5; 25/4; 5; 63/10; 6; 25/4; 34/5; 7; 34/5; ; ; ; ; 
