META; english/non-league/national-league/woking-v-tranmere; 2018-01-07 12:17:17 GMT+2; 2018-01-13 15:00; e70300-dr003
Tranmere; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-10 12:23:49 GMT+2; ; e70300-dr003
Tranmere; 10/11; 10/11; ; ; 101/100; 5/6; ; ; 11/13; ; 17/20; 5/6; ; 17/20; ; 17/20; 13/15; 13/15; 13/15; ; 11/13; ; 9/10; 10/11; 13/15; ; 8/11; ; 
Draw; 12/5; 12/5; ; ; 63/25; 12/5; ; ; 27/11; ; 5/2; 23/10; ; 49/20; ; ; 23/10; 12/5; 23/10; ; 27/11; ; 5/2; 12/5; 12/5; ; 2; ; 
Woking; 3; 3; ; ; 31/10; 29/10; ; ; 29/10; ; 29/10; 14/5; ; 14/5; ; ; 29/10; 56/19; 29/10; ; 29/10; ; 31/10; 59/20; 56/19; ; 12/5; ; 
META; english/non-league/national-league/woking-v-tranmere; 2018-01-10 13:45:14 GMT+2; 2018-01-13 15:00; e70300-dr003
Tranmere; 10/11; 10/11; ; ; 97/ 100; 17/20; ; ; 11/13; ; 10/11; 10/11; ; 19/20; ; 17/20; 13/15; 10/11; 13/15; 28/29; 11/13; ; 1; 10/11; 10/11; 8/11; ; 
Draw; 12/5; 12/5; ; ; 127/ 50; 12/5; ; ; 27/11; ; 5/2; 12/5; ; 12/5; ; ; 23/10; 12/5; 23/10; 5/2; 27/11; ; 5/2; 12/5; 12/5; 21/10; ; 
Woking; 3; 3; ; ; 13/4; 11/4; ; ; 29/10; ; 11/4; 12/5; ; 5/2; ; ; 29/10; 11/4; 29/10; 13/5; 29/10; ; 27/10; 59/20; 11/4; 4/6; ; 
