META; english/non-league/national-league/dagenham-redbridge-v-woking; 2018-04-03 18:21:14 GMT+3; 2018-04-07 15:00; e70300-dr003
Dagenham & Redbridge; 5/6; 17/20; 10/11; 10/11; 20/21; 4/5; 20/23; 9/10; 10/11; 17/20; 20/23; 17/20; 17/20; 13/15; 10/11; 13/15; 9/10; 9/10; 9/10; 13/15; 1/50; 20/21
Draw; 13/5; 5/2; 12/5; 5/2; 14/5; 5/2; 5/2; 13/5; 12/5; 13/5; 12/5; 11/4; 5/2; 28/11; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 1/4; 27/10
Woking; 11/4; 14/5; 27/10; 13/5; 3; 14/5; 13/5; 5/2; 27/10; 11/4; 13/5; 14/5; 13/5; 45/17; 5/2; 28/11; 5/2; 29/10; 11/4; 27/10; 1/4; 14/5
META; english/non-league/national-league/dagenham-redbridge-v-woking; 2018-04-04 08:20:14 GMT+3; 2018-04-07 15:00; e70300-dr003
Dagenham & Redbridge; 5/6; 17/20; 10/11; 10/11; 24/25; 4/5; 20/23; 9/10; 10/11; 17/20; 20/23; 10/11; 17/20; 13/15; 10/11; 8/9; 9/10; 9/10; 9/10; 13/15; 1/100; 20/21
Draw; 13/5; 5/2; 12/5; 5/2; 139/50; 5/2; 5/2; 13/5; 12/5; 13/5; 12/5; 11/4; 5/2; 28/11; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 1/50; 27/10
Woking; 11/4; 14/5; 27/10; 13/5; 149/50; 14/5; 13/5; 5/2; 27/10; 11/4; 13/5; 3; 13/5; 45/17; 5/2; 5/2; 5/2; 29/10; 11/4; 27/10; 1/100; 14/5
META; english/non-league/national-league/dagenham-redbridge-v-woking; 2018-04-04 18:21:42 GMT+3; 2018-04-07 15:00; e70300-dr003
Dagenham & Redbridge; 5/6; 17/20; 10/11; 10/11; 24/25; 5/6; 9/10; 9/10; 10/11; 17/20; 20/23; 9/10; 10/11; 17/20; 10/11; 10/11; 8/9; 9/10; 9/10; 9/10; 10/11; 8/11; 5/6; 20/21
Draw; 13/5; 5/2; 12/5; 5/2; 139/0; 5/2; 13/5; 13/5; 12/5; 13/5; 12/5; 12/5; 11/4; 5/2; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5; 45/17; 9/4; 9/4; 27/10
Woking; 11/4; 14/5; 27/10; 13/5; 149/0; 13/5; 11/4; 5/2; 27/10; 11/4; 13/5; 11/4; 3; 13/5; 27/10; 5/2; 5/2; 5/2; 29/10; 11/4; 11/4; 23/10; 23/10; 14/5
META; english/non-league/national-league/dagenham-redbridge-v-woking; 2018-04-05 13:15:10 GMT+3; 2018-04-07 15:00; e70300-dr003
Dagenham & Redbridge; 17/20; 17/20; 19/20; 10/11; 101/100; 5/6; 10/11; 9/10; 19/20; 10/11; 10/11; 19/20; 1; 10/11; 10/11; 10/11; 13/14; 9/10; 19/20; 19/20; 8/11; 10/11; 1
Draw; 13/5; 5/2; 12/5; 5/2; 139/50; 5/2; 5/2; 5/2; 12/5; 13/5; 9/4; 12/5; 13/5; 12/5; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 2; 9/4; 27/10
Woking; 13/5; 14/5; 5/2; 13/5; 14/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 5/2; 40/17; 13/5; 27/10; 45/17; 23/10; 9/4; 11/4
META; english/non-league/national-league/dagenham-redbridge-v-woking; 2018-04-06 08:20:30 GMT+3; 2018-04-07 15:00; e70300-dr003
Dagenham & Redbridge; 10/11; 19/20; 19/20; 10/11; 1; 17/20; 20/21; 9/10; 19/20; 10/11; 20/21; 10/11; 1; 10/11; 19/20; 10/11; 22/23; 9/10; 19/20; 19/20; 9/10; 20/21; 1
Draw; 13/5; 5/2; 12/5; 5/2; 11/4; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 12/5; 13/5; 12/5; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 11/5; 23/10; 27/10
Woking; 11/4; 13/5; 13/5; 13/5; 143/50; 13/5; 13/5; 13/5; 13/5; 13/5; 12/5; 13/5; 11/4; 5/2; 13/5; 5/2; 13/5; 13/5; 27/10; 45/17; 5/2; 13/5; 11/4
META; english/non-league/national-league/dagenham-redbridge-v-woking; 2018-04-07 12:21:39 GMT+3; 2018-04-07 15:00; e70300-dr003
Dagenham & Redbridge; 4/5; 5/6; 5/6; 17/20; 87/100; 4/5; 5/6; 4/5; 5/6; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; 10/11; 11/13; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 5/2; 5/2; 11/4; 71/25; 5/2; 13/5; 45/17; 5/2; 13/5; 12/5; 49/20; 14/5; 5/2; 45/17; 5/2; 45/17; 45/17; 27/10; 45/17; 13/5; 13/5; 11/4; 
Woking; 10/3; 3; 3; 67/20; 29/10; 3; 29/10; 29/10; 3; 14/5; 29/10; 16/5; 14/5; 58/19; 5/2; 29/10; 29/10; 31/10; 58/19; 3; 3; ; 
