META; english/non-league/national-league/eastleigh-v-wrexham; 2018-04-03 18:21:20 GMT+3; 2018-04-07 15:00; e70300-dr003
Wrexham; 7/5; 6/4; 6/4; 6/4; 83/50; 7/5; 6/4; 31/21; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 17/12; 31/21; 31/20; 6/4; 6/4; 1/16; 13/8
Eastleigh; 17/10; 9/5; 7/4; 9/5; 9/5; 13/8; 17/10; 28/17; 7/4; 17/10; 9/5; 7/4; 17/10; 17/10; 28/17; 18/11; 28/17; 9/5; 9/5; 17/10; 1/16; 7/4
Draw; 9/4; 21/10; 21/10; 2; 121/50; 21/10; 11/5; 9/4; 21/10; 11/5; 15/8; 9/4; 2; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 11/5; 1/8; 23/10
META; english/non-league/national-league/eastleigh-v-wrexham; 2018-04-04 08:20:20 GMT+3; 2018-04-07 15:00; e70300-dr003
Wrexham; 7/5; 8/5; 31/20; 6/4; 83/50; 7/5; 6/4; 31/21; 31/20; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4; 17/12; 31/21; 31/20; 6/4; 6/4; 1/9; 13/8
Eastleigh; 17/10; 17/10; 17/10; 9/5; 9/5; 13/8; 17/10; 28/17; 17/10; 17/10; 13/8; 15/8; 8/5; 28/17; 28/17; 18/11; 28/17; 7/4; 9/5; 17/10; 1/9; 7/4
Draw; 9/4; 21/10; 2; 121/50; 21/10; 21/10; 9/4; 2; 11/5; 2; 12/5; 21/10; 11/5; 11/5; 9/4; 9/4; 9/4; 11/5; 9/4; 2/9; 23/10; 
META; english/non-league/national-league/eastleigh-v-wrexham; 2018-04-04 18:21:48 GMT+3; 2018-04-07 15:00; e70300-dr003
Wrexham; 7/5; 8/5; 31/20; 6/4; 83/50; 7/5; 6/4; 31/21; 31/20; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 17/12; 31/21; 31/20; 6/4; 17/11; 5/4; 7/5; 13/8
Eastleigh; 17/10; 17/10; 17/10; 9/5; 9/5; 13/8; 17/10; 28/17; 17/10; 7/4; 13/8; 7/4; 15/8; 8/5; 17/10; 28/17; 18/11; 28/17; 7/4; 9/5; 7/4; 6/4; 8/5; 7/4
Draw; 9/4; 21/10; 2; 121/0; 21/10; 11/5; 9/4; 2; 11/5; 2; 41/20; 12/5; 21/10; 9/4; 11/5; 9/4; 9/4; 9/4; 11/5; 9/4; 19/10; 19/10; 12/5; 
META; english/non-league/national-league/eastleigh-v-wrexham; 2018-04-05 13:15:17 GMT+3; 2018-04-07 15:00; e70300-dr003
Wrexham; 7/5; 8/5; 31/20; 6/4; 83/50; 7/5; 6/4; 31/21; 31/20; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 17/12; 31/21; 31/20; 17/11; 13/10; 7/5; 13/8
Eastleigh; 17/10; 17/10; 17/10; 9/5; 9/5; 13/8; 17/10; 28/17; 17/10; 7/4; 13/8; 7/4; 15/8; 8/5; 17/10; 28/17; 18/11; 28/17; 7/4; 7/4; 13/8; 8/5; 7/4
Draw; 9/4; 21/10; 2; 121/50; 21/10; 11/5; 9/4; 2; 11/5; 2; 41/20; 12/5; 21/10; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 19/10; 19/10; 12/5; 
META; english/non-league/national-league/eastleigh-v-wrexham; 2018-04-06 08:20:36 GMT+3; 2018-04-07 15:00; e70300-dr003
Wrexham; 6/4; 6/4; 6/4; 6/4; 31/20; 7/5; 6/4; 31/21; 6/4; 29/20; 7/5; 6/4; 6/4; 7/5; 16/11; 6/4; 6/4; 31/21; 31/20; 16/11; 11/8; 11/8; 6/4
Eastleigh; 9/5; 9/5; 9/5; 9/5; 193/100; 13/8; 9/5; 28/17; 9/5; 9/5; 17/10; 7/4; 15/8; 7/4; 9/5; 28/17; 9/5; 28/17; 9/5; 9/5; 13/8; 13/8; 19/10
Draw; 9/4; 21/10; 2; 121/50; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 41/20; 12/5; 2; 9/4; 11/5; 11/5; 9/4; 11/5; 9/4; 19/10; 19/10; 12/5; 
META; english/non-league/national-league/eastleigh-v-wrexham; 2018-04-07 12:21:46 GMT+3; 2018-04-07 15:00; e70300-dr003
Wrexham; 13/10; 7/5; 27/20; 6/4; 29/20; 11/8; 7/5; 11/8; 27/20; 7/5; 13/10; 27/20; 7/5; 11/8; 23/17; 6/4; 13/10; 11/8; 11/8; 23/17; 7/5; 7/5; 7/5
Eastleigh; 21/10; 19/10; 2; 9/5; 41/20; 15/8; 19/10; 24/13; 2; 15/8; 15/8; 39/20; 21/10; 9/5; 19/10; 28/17; 79/40; 24/13; 2; 37/19; 19/10; 2; 
Draw; 23/10; 21/10; 21/10; 23/10; 49/20; 21/10; 9/4; 28/13; 21/10; 11/5; 21/10; 21/10; 23/10; 21/10; 9/4; 11/5; 40/17; 28/13; 9/4; 23/10; 9/4; 9/4; 12/5
