META; english/non-league/national-league/halifax-v-leyton-orient; 2018-01-17 12:30:00 GMT+2; 2018-01-20 15:00; e70300-dr003
Halifax; 11/8; 7/5; 7/5; 5/4; 37/25; 13/10; 11/8; ; 11/8; 7/5; 7/5; 13/10; ; 11/8; 7/5; 13/10; 13/10; 23/17; 13/10; 9/7; 11/8; 7/5; 7/5; 27/20; 23/17; 23/20; 11/8; 
Leyton Orient; 15/8; 19/10; 9/5; 15/8; 2; 9/5; 9/5; ; 17/10; 9/5; 15/8; 9/5; ; 37/20; 15/8; 9/5; 24/13; 9/5; 24/13; 12/7; 17/10; 15/8; 19/10; 39/20; 9/5; 13/8; 6/4; 
Draw; 12/5; 23/10; 11/5; 23/10; 49/20; 11/5; 9/4; ; 40/17; 11/5; 9/4; 21/10; ; 43/20; 9/4; 11/5; 9/4; 9/4; 9/4; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10; 21/10; 19/10; 
META; english/non-league/national-league/halifax-v-leyton-orient; 2018-01-18 18:22:10 GMT+2; 2018-01-20 15:00; e70300-dr003
Halifax; 11/8; 7/5; 26/19; 5/4; 147/ 100; 13/10; 11/8; ; 11/8; 11/8; 7/5; 13/10; ; 27/20; 7/5; 13/10; 13/10; 7/5; 13/10; 25/19; 11/8; 7/5; 7/5; 27/20; 7/5; 11/8; 7/5; 
Leyton Orient; 15/8; 19/10; 9/5; 15/8; 101/ 50; 9/5; 15/8; ; 17/10; 9/5; 15/8; 9/5; ; 15/8; 15/8; 9/5; 24/13; 24/13; 24/13; 19/10; 17/10; 15/8; 19/10; 39/20; 24/13; 9/5; 9/5; 
Draw; 12/5; 23/10; 11/5; 23/10; 123/ 50; 11/5; 23/10; ; 40/17; 11/5; 11/5; 21/10; ; 43/20; 9/4; 11/5; 9/4; 23/10; 9/4; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10; 11/5; 2; 
META; english/non-league/national-league/halifax-v-leyton-orient; 2018-01-19 12:18:29 GMT+2; 2018-01-20 15:00; e70300-dr003
Halifax; 11/8; 7/5; 26/19; 5/4; 147/100; 13/10; 11/8; ; 11/8; 11/8; 7/5; 13/10; ; 27/20; 7/5; 13/10; 13/10; 7/5; 13/10; 25/19; 11/8; 7/5; 7/5; 27/20; 7/5; ; 11/8; 7/5; 
Leyton Orient; 15/8; 19/10; 9/5; 15/8; 101/50; 9/5; 15/8; ; 17/10; 9/5; 15/8; 9/5; ; 15/8; 15/8; 9/5; 24/13; 24/13; 24/13; 19/10; 17/10; 15/8; 19/10; 39/20; 24/13; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 11/5; 23/10; 123/50; 11/5; 9/4; ; 40/17; 11/5; 11/5; 21/10; ; 43/20; 9/4; 11/5; 9/4; 23/10; 9/4; 12/5; 40/17; 23/10; 12/5; 23/10; 23/10; ; 21/10; 2; 
META; english/non-league/national-league/halifax-v-leyton-orient; 2018-01-30 12:20:47 GMT+2; 2018-01-30 19:45; e70300-dr003
Leyton Orient; 31/20; 13/8; 16/11; 13/8; 8/5; 31/20; ; ; 8/5; 29/20; 6/4; ; ; 6/4; 6/4; 6/4; 8/5; 6/4; 8/5; 31/21; 8/5; 6/4; 31/20; 6/4; 17/11; ; 6/4; 6/4; 
Halifax; 7/4; 8/5; 17/10; 13/8; 46/25; 8/5; ; ; 8/5; 17/10; 17/10; ; ; 17/10; 7/4; 8/5; 17/11; 17/10; 17/11; 12/7; 8/5; 7/4; 7/4; 7/4; 17/10; ; 7/4; 7/4; 
Draw; 9/4; 11/5; 11/5; 23/10; 123/ 50; 11/5; ; ; 9/4; 11/5; 11/5; ; ; 43/20; 9/4; 21/10; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 11/5; 9/4; 
META; english/non-league/national-league/halifax-v-leyton-orient; 2018-01-30 12:35:55 GMT+2; 2018-01-30 19:45; e70300-dr003
Leyton Orient; 31/20; 13/8; 16/11; 13/8; 8/5; 31/20; ; ; 8/5; 29/20; 6/4; ; ; 6/4; 6/4; 6/4; 8/5; 6/4; 8/5; 31/21; 8/5; 6/4; 31/20; 6/4; 17/11; ; 6/4; 6/4; 
Halifax; 7/4; 8/5; 17/10; 13/8; 46/25; 8/5; ; ; 8/5; 17/10; 17/10; ; ; 17/10; 7/4; 8/5; 17/11; 17/10; 17/11; 12/7; 8/5; 7/4; 7/4; 7/4; 17/10; ; 7/4; 7/4; 
Draw; 9/4; 11/5; 11/5; 23/10; 123/ 50; 11/5; ; ; 9/4; 11/5; 11/5; ; ; 43/20; 9/4; 21/10; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 11/5; 9/4; 
