META; english/non-league/national-league/tranmere-v-eastleigh; 2018-03-18 14:19:50 GMT+2; 2018-03-24 12:15; e70300-dr003
Tranmere; 4/7
Draw; 14/5
Eastleigh; 9/2
META; english/non-league/national-league/tranmere-v-eastleigh; 2018-03-19 08:18:41 GMT+2; 2018-03-24 12:15; e70300-dr003
Tranmere; 4/7; 4/7; 67/100; 4/7; 4/7; 4/7; 4/7; 3/5; 4/7; 4/6
Draw; 11/4; 14/5; 61/20; 14/5; 14/5; 13/5; 11/4; 14/5; 57/20; 3
Eastleigh; 17/4; 9/2; 23/5; 9/2; 9/2; 4; 17/4; 5; 19/4; 3
META; english/non-league/national-league/tranmere-v-eastleigh; 2018-03-20 08:19:40 GMT+2; 2018-03-24 12:15; e70300-dr003
Tranmere; 4/7; 4/7; 67/100; 5/9; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/7; 4/9; 8/13
Draw; 11/4; 3; 61/20; 14/5; 14/5; 29/10; 13/5; 11/4; 11/4; 27/10; 11/4; 14/5; 3; 57/20; 11/4; 27/10; 14/5
Eastleigh; 17/4; 19/4; 23/5; 17/4; 21/5; 21/5; 4; 17/4; 4; 21/5; 17/4; 21/5; 19/4; 19/4; 17/4; 7/2; 9/2
META; english/non-league/national-league/tranmere-v-eastleigh; 2018-03-21 14:20:15 GMT+2; 2018-03-24 12:15; e70300-dr003
Tranmere; 1/2; 8/15; 8/15; 8/15; 53/00; 4/9; 7/15; 1/2; 8/15; 1/2; 4/9; 8/15; 1/2; 1/2; 17/35; 10/21; 1/2; 1/2; 1/2; 1/2; 1/2; 4/11; 4/9; 1/2
Draw; 3; 16/5; 3; 7/2; 3; 16/5; 3; 31/10; 3; 14/5; 14/5; 16/5; 31/10; 16/5; 3; 16/5; 16/5; 16/5; 2/9; 14/5; 10/3; ; ; 
Eastleigh; 6; 19/4; 19/4; 9/2; 57/10; 5; 23/5; 19/4; 5; 9/2; 17/4; 9/2; 96/19; 5; 41/10; 23/5; 21/4; 19/4; 51/10; 7/2; 7/2; 28/5; ; 
META; english/non-league/national-league/tranmere-v-eastleigh; 2018-03-22 12:38:55 GMT+2; 2018-03-24 12:15; e70300-dr003
Tranmere; 1/2; 8/15; 1/2; 8/15; 53/100; 4/9; 7/15; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 1/2; 17/35; 10/21; 1/2; 1/2; 8/15; 1/2; 1/2; 2/5; 4/9; 1/2
Draw; 3; 16/5; 3; 7/2; 3; 16/5; 3; 3; 11/4; 3; 14/5; 14/5; 41/13; 31/10; 16/5; 3; 16/5; 16/5; 16/5; 11/4; 14/5; 10/3; ; 
Eastleigh; 6; 19/4; 9/2; 57/10; 5; 11/2; 23/5; 19/4; 5; 9/2; 9/2; 17/4; 9/2; 67/13; 5; 41/10; 23/5; 5; 19/4; 67/13; 9/2; 7/2; 28/5; 
META; english/non-league/national-league/tranmere-v-eastleigh; 2018-03-23 14:45:43 GMT+2; 2018-03-24 12:15; e70300-dr003
Tranmere; 2/5; 4/9; 2/5; 2/5; 41/00; 1/3; 4/11; 2/5; 2/5; 4/11; 4/11; 2/5; 2/5; 4/11; 2/5; 7/18; 2/5; 1/2; 21/50; 7/19; 2/5; 4/11; 4/11; 
Draw; 7/2; 7/2; 17/5; 7/2; 79/20; 17/5; 7/2; 13/4; 17/5; 10/3; 16/5; 16/5; 3; 10/3; 39/11; 10/3; 37/10; 13/4; 16/5; 7/2; 18/5; 7/2; 7/2; 10/3
Eastleigh; 7; 13/2; 7; 77/10; 13/2; 7; 13/2; 7; 6; 11/2; 13/2; 29/4; 6; 31/5; 6; 6; 29/4; 36/5; 37/5; 39/5; ; ; ; 
