META; english/non-league/national-league/afc-fylde-v-sutton-utd; 2018-04-03 18:21:02 GMT+3; 2018-04-07 15:00; e70300-dr003
AFC Fylde; 5/4; 5/4; 5/4; 6/5; 33/25; 6/5; 5/4; 4/3; 5/4; 5/4; 6/5; 13/10; 6/5; 5/4; 23/17; 11/9; 4/3; 13/10; 5/4; 5/4; 2/15; 5/4
Sutton Utd; 7/4; 7/4; 19/10; 2; 107/50; 9/5; 19/10; 28/17; 19/10; 19/10; 2; 19/10; 19/10; 19/10; 28/17; 23/13; 28/17; 2; 39/20; 19/10; 1/7; 21/10
Draw; 5/2; 5/2; 9/4; 23/10; 131/50; 23/10; 12/5; 5/2; 9/4; 12/5; 11/5; 12/5; 23/10; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; 1/8; 13/5
META; english/non-league/national-league/afc-fylde-v-sutton-utd; 2018-04-04 08:20:02 GMT+3; 2018-04-07 15:00; e70300-dr003
AFC Fylde; 5/4; 6/5; 5/4; 6/5; 33/25; 6/5; 6/5; 4/3; 5/4; 5/4; 6/5; 6/5; 6/5; 5/4; 23/17; 11/9; 4/3; 13/10; 5/4; 5/4; 1/6; 5/4
Sutton Utd; 7/4; 21/10; 19/10; 2; 107/50; 9/5; 19/10; 28/17; 19/10; 19/10; 2; 7/4; 19/10; 19/10; 28/17; 23/13; 28/17; 2; 39/20; 19/10; 4/9; 21/10
Draw; 5/2; 23/10; 9/4; 23/10; 131/50; 23/10; 12/5; 5/2; 9/4; 12/5; 11/5; 23/10; 23/10; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 12/5; 4/11; 13/5
META; english/non-league/national-league/afc-fylde-v-sutton-utd; 2018-04-04 18:21:29 GMT+3; 2018-04-07 15:00; e70300-dr003
AFC Fylde; 6/5; 23/20; 6/5; 6/5; 123/00; 11/10; 6/5; 11/10; 6/5; 6/5; 23/20; 6/5; 11/10; 11/10; 15/13; 6/5; 19/16; 11/10; 6/5; 6/5; 15/13; 1; 23/20; 6/5
Sutton Utd; 11/5; 21/10; 21/10; 2; 58/25; 2; 21/10; 28/13; 21/10; 21/10; 2; 41/20; 2; 21/10; 19/10; 13/7; 28/13; 11/5; 21/10; 28/13; 9/5; 19/10; 23/10; 
Draw; 12/5; 12/5; 23/10; 23/10; 131/0; 23/10; 12/5; 12/5; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 27/11; 2; 13/5; 
META; english/non-league/national-league/afc-fylde-v-sutton-utd; 2018-04-05 13:14:58 GMT+3; 2018-04-07 15:00; e70300-dr003
AFC Fylde; 6/5; 23/20; 6/5; 6/5; 33/25; 11/10; 6/5; 11/10; 6/5; 23/20; 23/20; 6/5; 11/10; 11/10; 6/5; 6/5; 19/16; 11/10; 6/5; 6/5; 1; 6/5; 5/4
Sutton Utd; 11/5; 21/10; 2; 54/25; 2; 28/13; 2; 21/10; 2; 41/20; 2; 2; 19/10; 13/7; 28/13; 11/5; 39/19; 9/5; 9/5; 21/10; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 13/5; 23/10; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 11/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 2; 5/2; 
META; english/non-league/national-league/afc-fylde-v-sutton-utd; 2018-04-06 08:20:18 GMT+3; 2018-04-07 15:00; e70300-dr003
AFC Fylde; 6/5; 6/5; 6/5; 6/5; 33/25; 11/10; 6/5; 11/10; 6/5; 23/20; 23/20; 6/5; 11/10; 11/10; 6/5; 6/5; 6/5; 11/10; 6/5; 6/5; 1; 6/5; 5/4
Sutton Utd; 11/5; 2; 2; 54/25; 2; 28/13; 2; 21/10; 2; 41/20; 2; 2; 19/10; 21/10; 28/13; 11/5; 39/19; 9/5; 9/5; 21/10; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 13/5; 23/10; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 11/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 27/11; 21/10; 2; 5/2
META; english/non-league/national-league/afc-fylde-v-sutton-utd; 2018-04-07 12:21:26 GMT+3; 2018-04-07 15:00; e70300-dr003
AFC Fylde; 6/5; 11/10; 23/20; 6/5; 33/25; 11/10; 6/5; 11/10; 23/20; 23/20; 11/10; 23/20; 21/20; 11/10; 15/13; 6/5; 22/19; 11/10; 23/20; 15/13; 6/5; 6/5; 6/5
Sutton Utd; 11/5; 11/5; 21/10; 11/5; 54/25; 11/5; 11/5; 40/17; 11/5; 11/5; 2; 43/20; 2; 21/10; 28/13; 19/10; 28/13; 40/17; 9/4; 28/13; 11/5; 9/4; 23/10
Draw; 12/5; 12/5; 23/10; 12/5; 13/5; 23/10; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 23/10; 12/5; 5/2; 27/11; 9/4; 5/2; 12/5; 12/5; 12/5; 5/2; 
