META; english/non-league/national-league/guiseley-v-halifax; 2018-03-12 10:29:09 GMT+2; 2018-03-17 15:00; e70300-dr003
Halifax; 7/5; 3/2; 79/50; 7/5; 6/4; 7/5; 7/5; 6/4; 29/20; 6/4
Guiseley; 13/8; 13/8; 44/25; 13/8; 17/10; 8/5; 8/5; 7/4; 33/20; 17/10
Draw; 12/5; 23/10; 131/0; 23/10; 9/4; 23/10; 12/5; 12/5; 49/20; 5/2
META; english/non-league/national-league/guiseley-v-halifax; 2018-03-12 20:21:16 GMT+2; 2018-03-17 15:00; e70300-dr003
Halifax; 29/20; 6/4; 31/20; 5/4; 161/00; 6/4; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4; 7/5; 10/7; 31/20; 31/20; 17/11; 23/20; 6/4
Guiseley; 7/4; 7/4; 7/4; 9/5; 89/50; 17/10; 7/4; 7/4; 17/10; 17/10; 17/10; 17/11; 8/5; 13/8; 7/4; 7/4; 17/11; 5/4; 17/10
Draw; 12/5; 23/10; 2; 21/10; 127/0; 9/4; 2; 11/5; 19/10; 23/10; 21/10; 9/4; 12/5; 9/4; 9/4; 9/4; 9/4; 9/5; 12/5
META; english/non-league/national-league/guiseley-v-halifax; 2018-03-13 12:24:05 GMT+2; 2018-03-17 15:00; e70300-dr003
Halifax; 29/20; 6/4; 6/4; 5/4; 41/25; 6/4; 11/8; 6/4; 6/4; 29/20; 8/5; 7/5; 16/11; 7/5; 10/7; 11/8; 31/20; 31/20; 16/11; 10/9; 13/8
Guiseley; 7/4; 9/5; 7/4; 9/5; 47/25; 17/10; 17/10; 7/4; 9/5; 17/10; 7/4; 7/4; 28/17; 8/5; 13/8; 17/10; 7/4; 9/5; 28/17; 13/8; 9/5
Draw; 12/5; 23/10; 21/10; 21/10; 117/0; 11/5; 40/17; 21/10; 21/10; 2; 21/10; 21/10; 28/13; 12/5; 9/4; 40/17; 9/4; 11/5; 11/5; 13/8; 23/10
META; english/non-league/national-league/guiseley-v-halifax; 2018-03-13 20:21:54 GMT+2; 2018-03-17 15:00; e70300-dr003
Halifax; 29/20; 6/4; 6/4; 29/20; 41/25; 6/4; 11/8; 6/4; 29/20; 29/20; 8/5; 7/5; 6/4; 7/5; 10/7; 11/8; 31/20; 31/20; 6/4; 10/9; 13/8
Guiseley; 7/4; 9/5; 7/4; 17/10; 47/25; 17/10; 17/10; 7/4; 9/5; 17/10; 7/4; 17/10; 17/10; 8/5; 13/8; 17/10; 7/4; 9/5; 17/10; 13/8; 9/5
Draw; 12/5; 23/10; 21/10; 11/5; 117/0; 11/5; 40/17; 21/10; 11/5; 2; 21/10; 21/10; 11/5; 12/5; 9/4; 40/17; 9/4; 11/5; 11/5; 13/8; 23/10
META; english/non-league/national-league/guiseley-v-halifax; 2018-03-14 20:20:42 GMT+2; 2018-03-17 15:00; e70300-dr003
Halifax; 29/20; 6/4; 6/4; 29/20; 41/25; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 7/5; 10/7; 11/8; 31/20; 31/20; 6/4; 5/4; 11/8; 13/8; 
Guiseley; 7/4; 9/5; 7/4; 17/10; 47/25; 7/4; 17/10; 7/4; 17/10; 7/4; 17/10; 7/4; 17/10; 8/5; 13/8; 17/10; 7/4; 9/5; 7/4; 6/4; 13/8; 9/5; 
Draw; 12/5; 23/10; 21/10; 11/5; 117/0; 11/5; 40/17; 21/10; 11/5; 19/10; 41/20; 21/10; 21/10; 9/4; 12/5; 9/4; 40/17; 9/4; 11/5; 9/4; 9/5; 2; 23/10
META; english/non-league/national-league/guiseley-v-halifax; 2018-03-15 13:13:26 GMT+2; 2018-03-17 15:00; e70300-dr003
Halifax; 29/20; 6/4; 6/4; 29/20; 163/00; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 7/5; 10/7; 11/8; 31/20; 31/20; 6/4; 11/8; 11/8; 13/8
Guiseley; 7/4; 9/5; 7/4; 17/10; 189/00; 7/4; 17/10; 7/4; 17/10; 7/4; 17/10; 7/4; 17/10; 17/10; 28/17; 13/8; 17/10; 7/4; 9/5; 7/4; 6/4; 13/8; 9/5
Draw; 12/5; 23/10; 21/10; 11/5; 117/0; 11/5; 40/17; 21/10; 11/5; 19/10; 41/20; 21/10; 21/10; 9/4; 12/5; 9/4; 40/17; 9/4; 11/5; 9/4; 2; 23/10; 
META; english/non-league/national-league/guiseley-v-halifax; 2018-03-15 20:20:44 GMT+2; 2018-03-17 15:00; e70300-dr003
Halifax; 29/20; 6/4; 6/4; 29/20; 163/100; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 7/5; 10/7; 11/8; 31/20; 31/20; 6/4; 6/4; 6/4; 13/8
Guiseley; 7/4; 9/5; 7/4; 17/10; 189/100; 7/4; 17/10; 7/4; 17/10; 7/4; 17/10; 7/4; 17/10; 17/10; 28/17; 13/8; 17/10; 7/4; 9/5; 7/4; 7/4; 9/5; 9/5
Draw; 12/5; 23/10; 21/10; 11/5; 117/50; 11/5; 40/17; 21/10; 11/5; 19/10; 41/20; 21/10; 21/10; 9/4; 12/5; 9/4; 40/17; 9/4; 11/5; 9/4; 2; 21/10; 23/10
META; english/non-league/national-league/guiseley-v-halifax; 2018-03-16 10:21:22 GMT+2; 2018-03-17 15:00; e70300-dr003
Halifax; 29/20; 6/4; 6/4; 29/20; 163/100; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 7/5; 10/7; 11/8; 31/20; 31/20; 6/4; 6/4; 6/4; 13/8
Guiseley; 7/4; 9/5; 7/4; 17/10; 189/100; 7/4; 17/10; 7/4; 17/10; 7/4; 7/4; 7/4; 17/10; 28/17; 28/17; 13/8; 17/10; 7/4; 9/5; 17/10; 7/4; 9/5; 9/5
Draw; 12/5; 23/10; 21/10; 11/5; 117/50; 11/5; 40/17; 21/10; 11/5; 19/10; 41/20; 21/10; 21/10; 23/10; 12/5; 9/4; 40/17; 23/10; 11/5; 40/17; 2; 21/10; 23/10
META; english/non-league/national-league/guiseley-v-halifax; 2018-03-16 16:24:32 GMT+2; 2018-03-17 15:00; e70300-dr003
Halifax; 29/20; 6/4; 6/4; 29/20; 163/100; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 7/5; 31/21; 11/8; 31/20; 31/20; 6/4; 6/4; 6/4; 13/8
