META; english/non-league/national-league/gateshead-v-wrexham; 2017-12-26 12:51:44 GMT+2; 2017-12-30 15:00; e70300-dr003
Gateshead; 11/8; ; ; ; ; ; 11/8; ; 11/8; ; 7/5; 5/4; ; ; ; 13/10; 13/10; 23/17; 13/10; ; 11/8; 7/5; 7/5; 27/20; 23/17; ; ; ; 
Wrexham; 15/8; ; ; ; ; ; 9/5; ; 7/4; ; 9/5; 17/10; ; ; ; 7/4; 8/5; 9/5; 8/5; ; 7/4; 15/8; 15/8; 15/8; 9/5; ; ; ; 
Draw; 12/5; ; ; ; ; ; 23/10; ; 23/10; ; 23/10; 12/5; ; ; ; 23/10; 12/5; 23/10; 12/5; ; 23/10; 12/5; 12/5; 47/20; 40/17; ; ; ; 
META; english/non-league/national-league/gateshead-v-wrexham; 2018-01-30 12:20:45 GMT+2; 2018-01-30 19:45; e70300-dr003
Gateshead; 6/5; 7/5; 5/4; 5/4; 34/25; 5/4; ; ; 5/4; 5/4; 13/10; 5/4; ; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 5/4; 5/4; ; 13/10; 13/10; 
Draw; 23/10; 9/4; 2; 21/10; 58/25; 21/10; ; ; 11/5; 2; 21/10; 15/8; ; 2; 21/10; 2; 11/5; 28/13; 11/5; 28/13; 11/5; 11/5; 11/5; 21/10; 11/5; ; 21/10; 11/5; 
Wrexham; 9/4; 19/10; 11/5; 21/10; 58/25; 21/10; ; ; 39/19; 11/5; 21/10; 11/5; ; 11/5; 9/4; 2; 19/10; 28/13; 19/10; 9/4; 39/19; 9/4; 11/5; 9/4; 28/13; ; 11/5; 9/4; 
META; english/non-league/national-league/gateshead-v-wrexham; 2018-01-30 12:35:52 GMT+2; 2018-01-30 19:45; e70300-dr003
Gateshead; 6/5; 7/5; 5/4; 5/4; 34/25; 5/4; ; ; 5/4; 5/4; 13/10; 5/4; ; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 13/10; 5/4; 5/4; ; 27/20; 13/10; 
Draw; 23/10; 9/4; 2; 21/10; 58/25; 21/10; ; ; 11/5; 2; 21/10; 15/8; ; 2; 21/10; 2; 11/5; 28/13; 11/5; 28/13; 11/5; 11/5; 11/5; 21/10; 11/5; ; 21/10; 11/5; 
Wrexham; 9/4; 19/10; 11/5; 21/10; 58/25; 21/10; ; ; 39/19; 11/5; 21/10; 11/5; ; 11/5; 9/4; 2; 19/10; 28/13; 19/10; 9/4; 39/19; 9/4; 11/5; 9/4; 28/13; ; 11/5; 9/4; 
