META; english/non-league/national-league/woking-v-wrexham; 2018-03-12 10:29:21 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 7/5; 13/10; 79/50; 7/5; 29/20; 11/8; 7/5; 29/20; 29/20; 6/4
Woking; 13/8; 19/10; 44/25; 17/10; 17/10; 8/5; 8/5; 9/5; 17/10; 17/10
Draw; 12/5; 23/10; 131/0; 23/10; 23/10; 12/5; 12/5; 49/20; 5/2; 
META; english/non-league/national-league/woking-v-wrexham; 2018-03-12 20:21:28 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 13/10; 13/10; 13/10; 13/10; 34/25; 5/4; 13/10; 13/10; 5/4; 13/10; 5/4; 6/5; 5/4; 16/13; 13/10; 13/10; 6/5; 10/11; 13/10
Woking; 19/10; 21/10; 21/10; 7/4; 41/20; 19/10; 21/10; 2; 2; 19/10; 2; 37/19; 17/9; 85/40; 2; 8/5; 2; ; 
Draw; 5/2; 23/10; 21/10; 21/10; 53/20; 23/10; 21/10; 11/5; 21/10; 23/10; 11/5; 11/5; 9/4; 23/10; 23/10; 23/10; 9/4; 17/10; 13/5
META; english/non-league/national-league/woking-v-wrexham; 2018-03-13 12:24:18 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 13/10; 13/10; 27/20; 13/10; 141/00; 13/10; 5/4; 27/20; 13/10; 5/4; 13/10; 13/10; 5/4; 5/4; 16/13; 5/4; 11/8; 13/10; 5/4; 10/11; 11/8
Woking; 19/10; 21/10; 2; 7/4; 9/4; 2; 15/8; 2; 2; 21/10; 19/10; 37/19; 37/19; 17/9; 15/8; 85/40; 21/10; 2; 7/5; 9/4; 
Draw; 5/2; 23/10; 2; 21/10; 23/10; 21/10; 27/11; 2; 9/4; 2; 11/5; 21/10; 28/13; 9/4; 23/10; 27/11; 11/5; 11/5; 28/13; 13/8; 9/4
META; english/non-league/national-league/woking-v-wrexham; 2018-03-13 20:22:07 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 13/10; 13/10; 27/20; 13/10; 141/00; 13/10; 5/4; 27/20; 13/10; 5/4; 13/10; 5/4; 5/4; 5/4; 16/13; 5/4; 11/8; 13/10; 5/4; 10/11; 11/8
Woking; 19/10; 21/10; 2; 9/4; 2; 15/8; 2; 2; 21/10; 2; 37/19; 17/9; 15/8; 85/40; 21/10; 2; 7/5; 9/4; ; ; 
Draw; 5/2; 11/5; 2; 21/10; 23/10; 21/10; 27/11; 2; 9/4; 2; 11/5; 21/10; 11/5; 9/4; 23/10; 27/11; 11/5; 11/5; 11/5; 13/8; 9/4
META; english/non-league/national-league/woking-v-wrexham; 2018-03-14 20:20:54 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 13/10; 13/10; 27/20; 13/10; 141/00; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 16/13; 5/4; 11/8; 13/10; 13/10; 21/20; 13/10; 11/8
Woking; 19/10; 21/10; 2; 9/4; 2; 15/8; 2; 2; 21/10; 21/10; 19/10; 39/19; 37/19; 17/9; 15/8; 85/40; 21/10; 39/19; 17/10; 17/10; 9/4; ; 
Draw; 5/2; 11/5; 2; 21/10; 23/10; 11/5; 27/11; 2; 11/5; 2; 11/5; 21/10; 9/4; 23/10; 27/11; 11/5; 11/5; 9/4; 19/10; 19/10; 9/4; ; 
META; english/non-league/national-league/woking-v-wrexham; 2018-03-15 13:13:39 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 13/10; 13/10; 27/20; 13/10; 141/00; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 16/13; 5/4; 11/8; 13/10; 13/10; 23/20; 13/10; 27/20
Woking; 19/10; 11/5; 2; 9/4; 2; 15/8; 2; 2; 21/10; 21/10; 2; 39/19; 37/19; 17/9; 15/8; 85/40; 21/10; 39/19; 19/10; 17/10; 9/4; ; 
Draw; 5/2; 11/5; 2; 21/10; 23/10; 11/5; 27/11; 2; 11/5; 2; 11/5; 21/10; 9/4; 9/4; 23/10; 27/11; 11/5; 11/5; 9/4; 19/10; 19/10; 9/4; 
META; english/non-league/national-league/woking-v-wrexham; 2018-03-15 20:20:57 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 5/4; 13/10; 27/20; 13/10; 71/50; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 16/13; 5/4; 11/8; 13/10; 13/10; 27/20; 11/8; 27/20
Woking; 11/5; 21/10; 2; 9/4; 2; 15/8; 2; 2; 21/10; 21/10; 2; 39/19; 37/19; 17/9; 15/8; 85/40; 21/10; 21/10; 21/10; 11/5; 9/4; ; 
Draw; 9/4; 11/5; 2; 21/10; 57/25; 21/10; 27/11; 2; 11/5; 2; 11/5; 2; 11/5; 9/4; 23/10; 27/11; 11/5; 11/5; 11/5; 2; 9/4; ; 
META; english/non-league/national-league/woking-v-wrexham; 2018-03-16 10:21:34 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 5/4; 13/10; 27/20; 13/10; 71/50; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 16/13; 5/4; 11/8; 13/10; 27/20; 11/8; 27/20
Woking; 11/5; 21/10; 2; 9/4; 2; 15/8; 2; 2; 41/20; 21/10; 2; 39/19; 37/19; 17/9; 15/8; 85/40; 21/10; 39/19; 21/10; 11/5; 9/4; 
Draw; 9/4; 11/5; 2; 21/10; 57/25; 21/10; 27/11; 2; 11/5; 2; 11/5; 2; 9/4; 9/4; 23/10; 27/11; 11/5; 11/5; 9/4; 19/10; 2; 9/4
META; english/non-league/national-league/woking-v-wrexham; 2018-03-16 16:24:45 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 5/4; 13/10; 27/20; 13/10; 36/25; 11/8; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 9/7; 5/4; 11/8; 27/20; 27/20; 11/8; 11/8
Woking; 11/5; 11/5; 2; 57/25; 21/10; 15/8; 2; 2; 21/10; 21/10; 2; 39/19; 37/19; 2; 15/8; 85/40; 21/10; 39/19; 21/10; 11/5; 9/4; 
Draw; 9/4; 11/5; 2; 21/10; 111/50; 21/10; 27/11; 2; 11/5; 2; 11/5; 2; 9/4; 9/4; 23/10; 27/11; 11/5; 21/10; 9/4; 19/10; 2; 21/10
META; english/non-league/national-league/woking-v-wrexham; 2018-03-17 12:20:55 GMT+2; 2018-03-17 15:00; e70300-dr003
Wrexham; 5/4; 11/8; 27/20; 7/5; 73/50; 5/4; 11/8; 4/3; 27/20; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 5/4; 25/19; 4/3; 11/8; 27/20; 23/17; 11/8; 11/8; 7/5
