META; english/non-league/national-league/dover-v-macclesfield; 2018-03-12 10:28:59 GMT+2; 2018-03-17 15:00; e70300-dr003
Dover; 13/10; 13/10; 29/20; 13/10; 13/10; 5/4; 13/10; 13/10; 27/20; 7/5
Macclesfield; 17/10; 15/8; 15/8; 7/4; 15/8; 7/4; 17/10; 19/10; 7/4; 9/5
Draw; 5/2; 12/5; 68/25; 12/5; 12/5; 12/5; 5/2; 5/2; 51/20; 13/5
META; english/non-league/national-league/dover-v-macclesfield; 2018-03-12 20:21:06 GMT+2; 2018-03-17 15:00; e70300-dr003
Dover; 11/8; 11/8; 6/4; 6/5; 37/25; 11/8; 6/4; 29/20; 6/4; 7/5; 11/8; 23/17; 13/10; 24/17; 31/20; 29/20; 23/17; 1/10; 7/5
Macclesfield; 15/8; 2; 17/10; 17/10; 49/25; 9/5; 17/10; 7/4; 17/10; 7/4; 7/4; 7/4; 17/10; 27/17; 7/4; 9/5; 7/4; 1/10; 19/10
Draw; 12/5; 23/10; 21/10; 23/10; 63/25; 9/4; 21/10; 9/4; 2; 12/5; 21/10; 9/4; 5/2; 40/17; 23/10; 23/10; 9/4; 1/12; 12/5
META; english/non-league/national-league/dover-v-macclesfield; 2018-03-13 12:23:56 GMT+2; 2018-03-17 15:00; e70300-dr003
Dover; 6/4; 8/5; 8/5; 6/5; 7/4; 8/5; 23/17; 8/5; 6/4; 31/20; 13/8; 6/4; 6/4; 13/10; 31/21; 23/17; 13/8; 8/5; 6/4; 1/7; 17/10
Macclesfield; 17/10; 13/8; 33/20; 17/10; 179/00; 13/8; 7/4; 33/20; 17/10; 8/5; 17/10; 8/5; 8/5; 17/10; 20/13; 7/4; 17/10; 17/10; 28/17; 1/7; 7/4
Draw; 12/5; 23/10; 2; 23/10; 23/10; 21/10; 40/17; 2; 11/5; 2; 21/10; 21/10; 28/13; 5/2; 23/10; 40/17; 9/4; 11/5; 28/13; 1/4; 9/4
META; english/non-league/national-league/dover-v-macclesfield; 2018-03-13 20:21:44 GMT+2; 2018-03-17 15:00; e70300-dr003
Dover; 6/4; 13/8; 13/8; 8/5; 7/4; 8/5; 16/11; 13/8; 6/4; 31/20; 13/8; 6/4; 17/11; 17/11; 31/21; 16/11; 13/8; 8/5; 17/11; 1/7; 17/10
Macclesfield; 17/10; 13/8; 33/20; 17/10; 179/00; 13/8; 13/8; 33/20; 17/10; 8/5; 17/10; 28/17; 17/10; 20/13; 13/8; 17/10; 17/10; 28/17; 1/7; 7/4; 
Draw; 12/5; 9/4; 2; 23/10; 21/10; 40/17; 2; 11/5; 2; 21/10; 2; 28/13; 21/10; 23/10; 40/17; 9/4; 11/5; 11/5; 1/4; 9/4; 
META; english/non-league/national-league/dover-v-macclesfield; 2018-03-14 20:20:32 GMT+2; 2018-03-17 15:00; e70300-dr003
Dover; 6/4; 13/8; 13/8; 8/5; 7/4; 13/8; 16/11; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 17/11; 31/21; 16/11; 13/8; 33/20; 8/5; 27/20; 6/4; 7/4
Macclesfield; 17/10; 13/8; 13/8; 17/10; 179/00; 13/8; 13/8; 13/8; 13/8; 31/20; 33/20; 17/10; 28/17; 17/10; 20/13; 13/8; 17/10; 33/20; 28/17; 7/5; 6/4; 17/10; 
Draw; 12/5; 9/4; 2; 23/10; 21/10; 40/17; 2; 21/10; 2; 41/20; 21/10; 2; 21/10; 23/10; 40/17; 9/4; 11/5; 9/4; 9/5; 15/8; 9/4; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2018-03-15 13:13:16 GMT+2; 2018-03-17 15:00; e70300-dr003
Dover; 6/4; 17/10; 13/8; 8/5; 7/4; 13/8; 16/11; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 17/11; 31/21; 16/11; 13/8; 33/20; 8/5; 27/20; 6/4; 7/4
Macclesfield; 17/10; 13/8; 33/20; 17/10; 179/00; 13/8; 13/8; 33/20; 13/8; 31/20; 33/20; 17/10; 28/17; 17/10; 20/13; 13/8; 13/8; 33/20; 28/17; 7/5; 6/4; 17/10; 
Draw; 12/5; 9/4; 2; 23/10; 21/10; 40/17; 2; 21/10; 2; 41/20; 21/10; 2; 21/10; 23/10; 40/17; 9/4; 11/5; 11/5; 9/5; 19/10; 9/4; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2018-03-15 20:20:34 GMT+2; 2018-03-17 15:00; e70300-dr003
Dover; 6/4; 17/10; 33/20; 8/5; 7/4; 13/8; 16/11; 33/20; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 17/11; 31/21; 16/11; 13/8; 33/20; 8/5; 13/8; 17/10; 7/4
Macclesfield; 17/10; 13/8; 13/8; 17/10; 179/100; 13/8; 13/8; 13/8; 13/8; 31/20; 33/20; 17/10; 28/17; 17/10; 20/13; 13/8; 17/10; 33/20; 28/17; 13/8; 13/8; 17/10; 
Draw; 12/5; 9/4; 2; 23/10; 21/10; 40/17; 2; 21/10; 2; 41/20; 21/10; 2; 21/10; 23/10; 40/17; 9/4; 11/5; 11/5; 2; 21/10; 9/4; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2018-03-16 10:21:12 GMT+2; 2018-03-17 15:00; e70300-dr003
Macclesfield; 17/10; 13/8; 33/20; 17/10; 7/4; 13/8; 13/8; 33/20; 13/8; 31/20; 33/20; 17/10; 28/17; 17/10; 20/13; 13/8; 17/10; 33/20; 17/10; 13/8; 13/8; 17/10; 
Dover; 6/4; 13/8; 13/8; 8/5; 179/100; 13/8; 16/11; 13/8; 13/8; 31/20; 8/5; 13/8; 6/4; 6/4; 17/11; 31/21; 16/11; 13/8; 33/20; 17/11; 13/8; 17/10; 7/4
Draw; 12/5; 23/10; 2; 23/10; 21/10; 40/17; 2; 21/10; 21/10; 41/20; 21/10; 21/10; 23/10; 21/10; 23/10; 40/17; 11/5; 11/5; 23/10; 2; 21/10; 9/4; 
META; english/non-league/national-league/dover-v-macclesfield; 2018-03-16 16:24:21 GMT+2; 2018-03-17 15:00; e70300-dr003
Macclesfield; 8/5; 13/8; 33/20; 17/10; 177/100; 13/8; 8/5; 33/20; 13/8; 31/20; 33/20; 17/10; 28/17; 17/10; 13/8; 8/5; 17/10; 33/20; 17/10; 13/8; 17/10; 17/10; 
Dover; 8/5; 17/10; 13/8; 8/5; 91/50; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 17/10; 8/5; 6/4; 17/11; 14/9; 13/8; 13/8; 17/10; 17/11; 17/10; 7/4; 9/5
Draw; 12/5; 9/4; 2; 111/50; 21/10; 28/13; 2; 21/10; 2; 2; 23/10; 21/10; 40/17; 28/13; 11/5; 21/10; 23/10; 2; 21/10; ; ; ; 
META; english/non-league/national-league/dover-v-macclesfield; 2018-03-17 12:20:32 GMT+2; 2018-03-17 15:00; e70300-dr003
Macclesfield; 8/5; 13/8; 13/8; 17/10; 87/50; 8/5; 13/8; 8/5; 13/8; 8/5; 31/20; 13/8; 17/10; 8/5; 8/5; 17/10; 19/12; 8/5; 13/8; 28/17; 13/8; 13/8; 13/8
Dover; 8/5; 13/8; 13/8; 17/10; 181/100; 8/5; 17/10; 8/5; 13/8; 13/8; 8/5; 13/8; 13/8; 8/5; 28/17; 17/11; 19/12; 8/5; 17/10; 28/17; 7/4; 7/4; 9/5
Draw; 12/5; 23/10; 2; 21/10; 57/25; 21/10; 21/10; 9/4; 2; 11/5; 2; 41/20; 21/10; 2; 11/5; 21/10; 12/5; 9/4; 9/4; 11/5; 21/10; 2; 9/4
