META; english/non-league/national-league/dover-v-guiseley; 2018-01-22 12:17:37 GMT+2; 2018-01-27 15:00; e70300-dr003
Dover; 4/7; 4/7; 4/7; ; 3/5; 1/2; 8/15; ; ; 4/7; 8/15; 8/15; ; ; ; 8/15; 4/7; 8/15; 4/7; ; ; 4/7; 11/20; 4/7; 8/15; ; ; 
Draw; 16/5; 14/5; 14/5; ; 69/20; 29/10; 3; ; ; 14/5; 29/10; 13/5; ; ; ; 14/5; 14/5; 29/10; 14/5; ; ; 3; 16/5; 3; 56/19; ; ; 
Guiseley; 17/4; 9/2; 9/2; ; 47/10; 9/2; 9/2; ; ; 9/2; 5; 9/2; ; ; ; 9/2; 17/4; 21/5; 17/4; ; ; 9/2; 19/4; 9/2; 17/4; ; ; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-23 02:17:05 GMT+2; 2018-01-27 15:00; e70300-dr003
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; 4/9; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 31/10; 11/4; ; 11/4; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 58/19; 11/4; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 9/2; 17/4; 50/11; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 23/5; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-23 17:23:42 GMT+2; 2018-01-27 15:00; e70300-dr003
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; 4/9; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 3; 11/4; ; 14/5; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 58/19; 11/4; 13/5; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 4; ; 17/4; 9/2; 9/2; 17/4; 50/11; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 23/5; 7/2; 7/2; 
META; english/non-league/national-league/dover-v-guiseley; 2018-01-24 12:18:53 GMT+2; 2018-01-27 15:00; e70300-dr003
Dover; 4/7; 3/5; 4/7; 6/10; 3/5; 1/2; 8/15; ; 6/11; 4/7; 8/15; 11/20; ; 4/7; 4/7; 8/15; 4/7; 8/15; 4/7; 4/7; 6/11; 4/7; 11/20; 4/7; 8/15; ; 4/7; 1/2; 
Draw; 16/5; 29/10; 29/10; 11/4; 33/10; 31/10; 3; ; 29/10; 29/10; 3; 13/5; ; 14/5; 3; 14/5; 14/5; 3; 14/5; 41/13; 29/10; 3; 31/10; 3; 58/19; ; 11/4; 11/4; 
Guiseley; 17/4; 9/2; 9/2; 4; 5; 4; 9/2; ; 21/5; 9/2; 9/2; 9/2; ; 17/4; 9/2; 9/2; 17/4; 50/11; 17/4; 21/5; 21/5; 9/2; 19/4; 9/2; 23/5; ; 7/2; 7/2; 
