META; english/non-league/national-league/dover-v-tranmere; 2018-03-26 12:21:28 GMT+3; 2018-03-30 15:00; e70300-dr003
Tranmere; 13/10; 11/10; 139/100; 5/4; 16/13; 6/5; 6/5; 6/5; 6/5; 5/4; 16/13; 6/5; 5/4; 6/5; 10/11; 27/20
Dover; 2; 11/5; 21/10; 2; 37/19; 21/10; 19/10; 2; 19/10; 37/19; 37/19; 11/5; 2; 37/19; 15/8; 2
Draw; 12/5; 12/5; 63/25; 23/10; 23/10; 9/4; 11/5; 11/5; 9/4; 23/10; 23/10; 12/5; 12/5; 23/10; 7/4; 12/5
META; english/non-league/national-league/dover-v-tranmere; 2018-03-27 08:21:12 GMT+3; 2018-03-30 15:00; e70300-dr003
Tranmere; 1; 21/20; 21/20; 21/20; 111/100; 19/20; 1; 39/40; 21/20; 21/20; 1; 11/10; 21/20; 21/20; 1; 11/10; 13/12; 39/40; 21/20; 21/20; 1; 8/11; 1; 21/20
Draw; 12/5; 12/5; 21/10; 12/5; 61/25; 23/10; 9/4; 23/10; 21/10; 23/10; 2; 11/5; 9/4; 21/10; 9/4; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 19/10; 21/10; 12/5
Dover; 11/4; 13/5; 5/2; 13/5; 71/25; 12/5; 13/5; 28/11; 5/2; 5/2; 5/2; 12/5; 13/5; 12/5; 13/5; 9/4; 28/13; 28/11; 13/5; 5/2; 13/5; 2; 21/10; 14/5
META; english/non-league/national-league/dover-v-tranmere; 2018-03-28 08:21:53 GMT+3; 2018-03-30 15:00; e70300-dr003
Tranmere; 1; 21/20; 21/20; 21/20; 28/25; 19/20; 1; 39/40; 21/20; 21/20; 1; 21/20; 19/20; 1; 11/10; 12/11; 39/40; 21/20; 21/20; 1; 21/20; ; 
Draw; 12/5; 12/5; 21/10; 12/5; 12/5; 11/5; 9/4; 23/10; 21/10; 23/10; 2; 11/5; 21/10; 11/5; 23/10; 9/4; 40/17; 23/10; 12/5; 23/10; 23/10; 19/10; 12/5
Dover; 11/4; 13/5; 5/2; 13/5; 71/25; 12/5; 13/5; 28/11; 5/2; 5/2; 5/2; 49/20; 5/2; 5/2; 45/17; 9/4; 12/5; 28/11; 13/5; 5/2; 45/17; 21/10; 14/5
META; english/non-league/national-league/dover-v-tranmere; 2018-03-29 08:21:37 GMT+3; 2018-03-30 15:00; e70300-dr003
Tranmere; 1; 21/20; 21/20; 21/20; 11/10; 19/20; 1; 39/40; 21/20; 21/20; 1; 21/20; 19/20; 1; 11/10; 24/23; 39/40; 21/20; 21/20; 1; 21/20; 1; 
Draw; 12/5; 12/5; 21/10; 12/5; 121/50; 11/5; 9/4; 23/10; 21/10; 23/10; 21/10; 11/5; 21/10; 11/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 23/10; 21/10; 21/10
Dover; 11/4; 13/5; 13/5; 13/5; 29/10; 12/5; 13/5; 28/11; 13/5; 5/2; 13/5; 5/2; 5/2; 5/2; 45/17; 9/4; 13/5; 28/11; 13/5; 5/2; 45/17; 13/5; 13/5
META; english/non-league/national-league/dover-v-tranmere; 2018-04-16 20:42:12 GMT+3; 2018-04-17 19:45; e70300-dr003
Tranmere; 6/5; 5/4; 5/4; 5/4; 27/20; 6/5; 11/10; 5/4; 5/4; 6/5; 5/4; 6/5; 6/5; 6/5; 15/13; 5/4; 11/10; 5/4; 5/4; 5/4; 11/10; 13/10
Dover; 11/5; 9/4; 2; 11/5; 111/0; 2; 28/13; 2; 21/10; 19/10; 2; 2; 21/10; 11/5; 39/19; 28/13; 11/5; 28/13; 21/10; 9/5; 21/10; 
Draw; 23/10; 23/10; 11/5; 23/10; 123/0; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; 2; 11/5; 9/4; 11/5; 40/17; 23/10; 23/10; 23/10; 9/4; 9/5; 12/5
META; english/non-league/national-league/dover-v-tranmere; 2018-04-17 20:44:35 GMT+3; 2018-04-17 19:45; e70300-dr003
Tranmere; 19/20; 21/20; 1; 23/20; 29/25; 21/20; 21/20; 11/10; 1; 21/20; 1; 19/20; 1; 21/20; 42/41; 11/10; 1; 1; 21/20; 23/20; ; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 5/2; 11/5; 23/10; 9/4; 9/4; 9/4; 11/5; 9/4; 11/5; 9/4; 23/10; 9/4; 12/5; 9/4; 12/5; 40/17; 12/5; 23/10; 12/5
Dover; 14/5; 13/5; 5/2; 12/5; 131/0; 12/5; 5/2; 40/17; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 13/5; 12/5; 28/11; 40/17; 27/10; 13/5; 13/5; 13/5; 13/5
