META; english/league-2/lincoln-v-mansfield; 2017-09-10 14:23:49 GMT+3; 2017-09-16 13:00; Nothing; Xlenovo
Mansfield; 8/5; 8/5; ; ; ; ; 13/8; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Lincoln; 17/10; 8/5; ; ; ; ; 7/4; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 9/4; ; ; ; ; 9/4; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/lincoln-v-mansfield; 2017-09-10 18:23:38 GMT+3; 2017-09-16 13:00; Nothing; Xlenovo
Mansfield; 8/5; 8/5; ; ; 13/8; ; 13/8; 8/5; ; ; ; ; 8/5; ; ; ; ; ; 17/11; ; ; ; ; ; ; ; ; ; 
Lincoln; 17/10; 8/5; ; ; 7/4; ; 7/4; 17/10; ; ; ; ; 17/10; ; ; ; ; ; 28/17; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 9/4; ; ; 23/10; ; 23/10; 23/10; ; ; ; ; 9/4; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; 
META; english/league-2/lincoln-v-mansfield; 2017-09-10 22:23:37 GMT+3; 2017-09-16 13:00; Nothing; Xlenovo
Mansfield; 8/5; 8/5; ; ; ; ; 13/8; 8/5; ; ; ; 31/20; 8/5; ; ; ; ; ; 17/11; ; ; ; ; ; ; ; ; ; 
Lincoln; 17/10; 8/5; ; ; ; ; 7/4; 17/10; ; ; ; 17/10; 17/10; ; ; ; ; ; 28/17; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 9/4; ; ; ; ; 23/10; 23/10; ; ; ; 23/10; 9/4; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; 
META; english/league-2/lincoln-v-mansfield; 2017-09-11 02:23:33 GMT+3; 2017-09-16 13:00; Nothing; Xlenovo
Mansfield; 8/5; 8/5; ; ; 13/8; ; 13/8; 8/5; ; ; ; 31/20; 8/5; ; ; 8/5; ; ; 17/11; ; ; ; ; ; ; ; ; ; 
Lincoln; 17/10; 8/5; ; ; 7/4; ; 7/4; 17/10; ; ; ; 17/10; 17/10; ; ; 17/10; ; ; 28/17; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 9/4; ; ; 23/10; ; 23/10; 23/10; ; ; ; 23/10; 9/4; ; ; 23/10; ; ; 11/5; ; ; ; ; ; ; ; ; ; 
META; english/league-2/lincoln-v-mansfield; 2017-09-11 10:23:30 GMT+3; 2017-09-16 13:00; Nothing; Xlenovo
Mansfield; 8/5; 8/5; ; ; 13/8; ; 13/8; 8/5; ; ; ; 31/20; 8/5; ; ; 8/5; 8/5; ; 17/11; ; ; ; ; ; ; ; ; ; 
Lincoln; 17/10; 8/5; ; ; 7/4; ; 7/4; 17/10; ; ; ; 17/10; 17/10; ; ; 17/10; 17/10; ; 28/17; ; ; ; ; ; ; ; ; ; 
Draw; 9/4; 9/4; ; ; 23/10; ; 23/10; 23/10; ; ; ; 23/10; 9/4; ; ; 23/10; 11/5; ; 11/5; ; ; ; ; ; ; ; ; ; 
META; english/league-2/lincoln-v-mansfield; 2017-09-11 14:23:38 GMT+3; 2017-09-16 13:00; Nothing; Xlenovo
Mansfield; 8/5; 8/5; ; ; ; ; 13/8; 8/5; 8/5; ; ; 31/20; 8/5; ; 13/8; 8/5; 8/5; ; 17/11; ; ; 8/5; ; ; ; ; ; ; 
Lincoln; 17/10; 8/5; ; ; ; ; 7/4; 17/10; 17/10; ; ; 17/10; 17/10; ; 8/5; 17/10; 17/10; ; 28/17; ; ; 17/10; ; ; ; ; ; ; 
Draw; 9/4; 9/4; ; ; ; ; 23/10; 23/10; 9/4; ; ; 23/10; 9/4; ; 9/4; 23/10; 11/5; ; 11/5; ; ; 9/4; ; ; ; ; ; ; 
META; english/league-2/lincoln-v-mansfield; 2017-09-11 18:24:02 GMT+3; 2017-09-16 13:00; Nothing; Xlenovo
Mansfield; 8/5; 13/8; ; ; 13/8; 6/4; 13/8; 8/5; 8/5; ; ; 31/20; 8/5; ; 13/8; 8/5; 8/5; ; 17/11; ; ; 8/5; ; 13/8; ; ; ; ; 
Lincoln; 17/10; 13/8; ; ; 7/4; 8/5; 7/4; 17/10; 17/10; ; ; 17/10; 17/10; ; 8/5; 17/10; 17/10; ; 28/17; ; ; 17/10; ; 7/4; ; ; ; ; 
Draw; 9/4; 23/10; ; ; 23/10; 41/20; 23/10; 23/10; 9/4; ; ; 23/10; 9/4; ; 9/4; 23/10; 11/5; ; 11/5; ; ; 9/4; ; 23/10; ; ; ; ; 
META; english/league-2/lincoln-v-mansfield; 2017-09-11 22:23:43 GMT+3; 2017-09-16 13:00; Nothing; Xlenovo
Mansfield; 8/5; 13/8; ; ; ; 6/4; 13/8; 8/5; 8/5; ; ; 31/20; 8/5; ; 13/8; 8/5; 8/5; ; 17/11; ; ; 8/5; ; 13/8; ; ; ; ; 
Lincoln; 17/10; 13/8; ; ; ; 8/5; 7/4; 17/10; 17/10; ; ; 17/10; 17/10; ; 8/5; 17/10; 17/10; ; 28/17; ; ; 17/10; ; 7/4; ; ; ; ; 
Draw; 9/4; 23/10; ; ; ; 41/20; 23/10; 23/10; 9/4; ; ; 23/10; 9/4; ; 9/4; 23/10; 11/5; ; 11/5; ; ; 9/4; ; 23/10; ; ; ; ; 
META; english/league-2/lincoln-v-mansfield; 2017-09-12 02:23:35 GMT+3; 2017-09-16 13:00; Nothing; Xlenovo
Mansfield; 8/5; 13/8; ; ; 13/8; 6/4; 13/8; 8/5; 8/5; ; ; 31/20; 8/5; ; 13/8; 8/5; 8/5; ; 8/5; ; ; 8/5; ; 13/8; ; ; ; ; 
