META; english/league-2/colchester-v-yeovil; 2018-03-11 02:21:29 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 1; 1/100
Draw; 12/5; 1/2
Yeovil; 11/4; 1/33
META; english/league-2/colchester-v-yeovil; 2018-03-11 10:21:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 1; 1/100; 
Draw; 12/5; 1/2; 1/14
Yeovil; 11/4; 1/33; 
META; english/league-2/colchester-v-yeovil; 2018-03-11 14:22:54 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 10/11; 1; 10/11; 4/5; 9/10; 20/23; 9/10; 8/15; 1/5
Draw; 5/2; 12/5; 12/5; 23/10; 5/2; 5/2; 49/20; 19/10; 1/2
Yeovil; 3; 11/4; 29/10; 3; 16/5; 10/3; 29/10; 21/10; 1/25
META; english/league-2/colchester-v-yeovil; 2018-03-11 18:22:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 1; 89/00; 20/23; 4/5; 17/20; 13/15; 20/23; 9/10; 13/15; 4/6; 5/6
Draw; 13/5; 12/5; 11/4; 12/5; 12/5; 5/2; 40/17; 13/5; 49/20; 12/5; 13/5; 
Yeovil; 16/5; 11/4; 67/20; 3; 10/3; 3; 16/5; 3; 58/19; 13/8; 3; 
META; english/league-2/colchester-v-yeovil; 2018-03-11 22:22:12 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 1; 89/00; 20/23; 20/23; 4/5; 9/10; 20/23; 13/15; 13/15; 20/23; 9/10; 13/15; 4/5; 5/6
Draw; 13/5; 12/5; 11/4; 13/5; 5/2; 12/5; 5/2; 5/2; 40/17; 27/11; 13/5; 49/20; 40/17; 23/10; 13/5
Yeovil; 16/5; 11/4; 67/20; 10/3; 3; 16/5; 3; 13/5; 16/5; 3; 14/5; 3; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-12 02:22:34 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 1; 89/00; 20/23; 20/23; 4/5; 9/10; 20/23; 17/20; 13/15; 13/15; 9/10; 9/10; 13/15; 4/5; 5/6
Draw; 13/5; 12/5; 11/4; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 40/17; 27/11; 13/5; 49/20; 40/17; 23/10; 13/5
Yeovil; 16/5; 11/4; 67/20; 10/3; 3; 16/5; 3; 3; 13/5; 31/10; 3; 14/5; 3; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-12 10:22:28 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 1; 10/11; 20/23; 9/10; 4/5; 9/10; 9/10; 20/23; 17/20; 13/15; 5/6; 13/15; 9/10; 9/10; 9/10; 13/15; 5/6; 5/6
Draw; 13/5; 12/5; 13/5; 13/5; 12/5; 12/5; 27/11; 5/2; 5/2; 5/2; 40/17; 5/2; 27/11; 27/11; 13/5; 49/20; 40/17; 23/10; 5/2
Yeovil; 16/5; 11/4; 69/20; 10/3; 3; 3; 16/5; 3; 56/19; 3; 13/5; 3; 31/10; 3; 3; 10/3; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-12 14:23:04 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 20/23; 9/10; 4/5; 9/10; 9/10; 20/23; 9/10; 10/11; 17/20; 13/15; 5/6; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 8/11; 5/6
Draw; 13/5; 5/2; 13/5; 13/5; 12/5; 12/5; 27/11; 5/2; 5/2; 47/20; 5/2; 5/2; 40/17; 5/2; 27/11; 27/11; 13/5; 49/20; 40/17; 23/10; 2; 5/2
Yeovil; 16/5; 16/5; 69/20; 10/3; 3; 3; 16/5; 3; 3; 56/19; 3; 13/5; 3; 31/10; 3; 14/5; 13/5; 10/3; ; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-12 18:23:08 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 23/25; 20/23; 20/23; 4/5; 9/10; 20/23; 9/10; 20/23; 19/20; 9/10; 10/11; 17/20; 5/6; 5/6; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 13/5; 5/2; 47/20; 5/2; 5/2; 40/17; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 12/5; 13/5
Yeovil; 16/5; 16/5; 3; 14/5; 17/5; 10/3; 3; 3; 16/5; 3; 11/4; 3; 3; 3; 13/5; 3; 31/10; 3; 58/19; 3; 10/3; ; ; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-12 22:23:07 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 23/25; 20/23; 20/23; 4/5; 9/10; 20/23; 9/10; 20/23; 19/20; 9/10; 10/11; 17/20; 5/6; 5/6; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 13/5; 5/2; 47/20; 5/2; 5/2; 40/17; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 12/5; 13/5
Yeovil; 16/5; 16/5; 3; 14/5; 17/5; 10/3; 3; 3; 16/5; 3; 11/4; 3; 3; 3; 13/5; 3; 31/10; 3; 58/19; 3; 10/3; ; ; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-13 02:22:58 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 23/25; 20/23; 20/23; 4/5; 9/10; 20/23; 9/10; 20/23; 19/20; 9/10; 10/11; 17/20; 5/6; 5/6; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 13/5; 5/2; 47/20; 5/2; 5/2; 40/17; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 9/4; 13/5
Yeovil; 16/5; 16/5; 3; 14/5; 17/5; 10/3; 3; 3; 16/5; 3; 11/4; 3; 3; 58/19; 3; 13/5; 3; 31/10; 3; 58/19; 14/5; 11/4; 10/3; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-13 10:23:11 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 23/25; 20/23; 20/23; 4/5; 9/10; 20/23; 9/10; 20/23; 19/20; 9/10; 10/11; 17/20; 5/6; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 13/5; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 13/5; 5/2; 47/20; 5/2; 5/2; 40/17; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 9/4; 13/5
Yeovil; 16/5; 16/5; 3; 14/5; 17/5; 10/3; 3; 3; 16/5; 3; 11/4; 3; 3; 58/19; 31/10; 13/5; 3; 31/10; 3; 58/19; 14/5; 11/4; 10/3; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-13 14:23:30 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 93/00; 20/23; 20/23; 4/5; 9/10; 20/23; 9/10; 20/23; 19/20; 9/10; 10/11; 17/20; 5/6; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 131/0; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 13/5; 5/2; 47/20; 5/2; 5/2; 40/17; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 12/5; 13/5
Yeovil; 16/5; 16/5; 3; 14/5; 10/3; 10/3; 3; 3; 16/5; 3; 11/4; 3; 3; 58/19; 31/10; 13/5; 3; 31/10; 3; 58/19; 14/5; 14/5; 10/3; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-13 18:23:27 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 93/00; 20/23; 20/23; 4/5; 9/10; 10/11; 9/10; 20/23; 19/20; 9/10; 10/11; 10/11; 13/15; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 5/2; 5/2; 47/20; 5/2; 12/5; 12/5; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 11/5; 5/2
Yeovil; 16/5; 16/5; 16/5; 14/5; 17/5; 10/3; 3; 3; 16/5; 16/5; 3; 11/4; 3; 3; 31/10; 31/10; 13/5; 3; 31/10; 3; 41/13; 14/5; 11/4; 10/3; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-13 22:23:14 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 93/00; 20/23; 20/23; 4/5; 9/10; 10/11; 9/10; 20/23; 19/20; 9/10; 10/11; 10/11; 13/15; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 5/2; 5/2; 47/20; 5/2; 12/5; 12/5; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 11/5; 5/2
Yeovil; 16/5; 16/5; 16/5; 14/5; 17/5; 10/3; 3; 3; 16/5; 16/5; 3; 11/4; 3; 3; 31/10; 31/10; 13/5; 3; 31/10; 3; 41/13; 14/5; 11/4; 10/3; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-14 02:22:04 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 93/00; 20/23; 20/23; 4/5; 9/10; 10/11; 9/10; 20/23; 19/20; 9/10; 10/11; 10/11; 13/15; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 5/2; 5/2; 47/20; 5/2; 12/5; 40/17; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 11/5; 5/2
Yeovil; 16/5; 16/5; 16/5; 14/5; 17/5; 10/3; 3; 3; 16/5; 16/5; 3; 11/4; 3; 3; 31/10; 31/10; 13/5; 3; 31/10; 3; 41/13; 14/5; 11/4; 10/3; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-14 10:22:13 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 93/00; 20/23; 20/23; 4/5; 9/10; 10/11; 9/10; 20/23; 19/20; 17/20; 10/11; 10/11; 13/15; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 5/2; 5/2; 47/20; 5/2; 12/5; 12/5; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 5/2
Yeovil; 16/5; 16/5; 16/5; 14/5; 17/5; 10/3; 3; 3; 16/5; 16/5; 3; 11/4; 3; 3; 31/10; 31/10; 13/5; 3; 31/10; 3; 41/13; 14/5; 10/3; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-14 14:22:38 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 93/00; 20/23; 20/23; 4/5; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 10/11; 13/15; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 5/6; 9/10
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 47/20; 5/2; 12/5; 12/5; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 23/10; 11/5; 5/2; 5/2
Yeovil; 16/5; 16/5; 16/5; 14/5; 17/5; 10/3; 3; 3; 16/5; 16/5; 10/3; 11/4; 3; 3; 31/10; 31/10; 13/5; 3; 31/10; 3; 41/13; 14/5; 11/4; 10/3; 10/3; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-14 18:22:24 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 93/00; 20/23; 20/23; 4/5; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 10/11; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 5/6; 9/10; 
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 47/20; 5/2; 12/5; 27/11; 5/2; 27/11; 27/11; 13/5; 49/20; 27/11; 23/10; 11/5; 5/2; 5/2
Yeovil; 16/5; 16/5; 16/5; 14/5; 17/5; 10/3; 3; 3; 16/5; 16/5; 10/3; 11/4; 3; 3; 41/13; 31/10; 13/5; 3; 31/10; 3; 16/5; 14/5; 11/4; 10/3; 10/3; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-14 22:22:15 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 20/23; 10/11; 93/00; 20/23; 20/23; 4/5; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 10/11; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 4/5; 5/6; 5/6; 9/10; 
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 13/5; 12/5; 12/5; 27/11; 12/5; 5/2; 23/10; 5/2; 47/20; 5/2; 12/5; 27/11; 5/2; 27/11; 27/11; 13/5; 49/20; 27/11; 23/10; 11/5; 5/2; 5/2
Yeovil; 16/5; 16/5; 16/5; 14/5; 17/5; 10/3; 16/5; 3; 16/5; 16/5; 10/3; 11/4; 31/10; 3; 41/13; 31/10; 13/5; 3; 31/10; 3; 16/5; 14/5; 14/5; 10/3; 10/3; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-15 02:22:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 20/23; 10/11; 93/00; 10/11; 20/23; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 10/11; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 9/10; 5/6; 5/6; 9/10; 
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 27/10; 12/5; 5/2; 27/11; 12/5; 5/2; 23/10; 5/2; 47/20; 5/2; 12/5; 27/11; 5/2; 27/11; 27/11; 13/5; 49/20; 27/11; 12/5; 11/5; 5/2; 5/2
Yeovil; 16/5; 10/3; 16/5; 14/5; 17/5; 7/2; 16/5; 16/5; 3; 16/5; 16/5; 10/3; 11/4; 31/10; 3; 41/13; 31/10; 13/5; 3; 31/10; 3; 16/5; 3; 14/5; 10/3; 10/3; 
META; english/league-2/colchester-v-yeovil; 2018-03-15 10:22:03 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 20/23; 10/11; 93/00; 10/11; 20/23; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 10/11; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 9/10; 5/6; 9/10; 
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 27/10; 12/5; 5/2; 27/11; 12/5; 5/2; 23/10; 5/2; 47/20; 5/2; 12/5; 27/11; 5/2; 27/11; 27/11; 13/5; 49/20; 27/11; 12/5; 5/2; 5/2
Yeovil; 16/5; 10/3; 16/5; 14/5; 17/5; 7/2; 16/5; 16/5; 3; 16/5; 16/5; 10/3; 11/4; 31/10; 3; 41/13; 31/10; 13/5; 3; 31/10; 3; 16/5; 3; 10/3; 10/3; 
META; english/league-2/colchester-v-yeovil; 2018-03-15 14:22:35 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 20/23; 10/11; 93/00; 10/11; 20/23; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 10/11; 11/13; 13/15; 9/10; 9/10; 9/10; 10/11; 9/10; 5/6; 5/6; 9/10; 
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 27/10; 12/5; 5/2; 27/11; 12/5; 5/2; 23/10; 5/2; 47/20; 5/2; 12/5; 12/5; 5/2; 27/11; 27/11; 13/5; 49/20; 12/5; 12/5; 11/5; 5/2; 5/2
Yeovil; 16/5; 10/3; 16/5; 14/5; 17/5; 7/2; 16/5; 16/5; 3; 16/5; 16/5; 10/3; 11/4; 31/10; 3; 41/13; 31/10; 13/5; 3; 31/10; 3; 16/5; 3; 14/5; 10/3; 10/3; 
META; english/league-2/colchester-v-yeovil; 2018-03-15 18:22:18 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 20/23; 10/11; 93/00; 10/11; 20/23; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 10/11; 11/13; 13/15; 9/10; 9/10; 9/10; 13/15; 5/6; 5/6; 5/6; 9/10; 
Draw; 13/5; 5/2; 12/5; 23/10; 64/25; 27/10; 12/5; 5/2; 27/11; 12/5; 5/2; 23/10; 5/2; 47/20; 5/2; 12/5; 27/11; 5/2; 27/11; 27/11; 13/5; 49/20; 27/11; 12/5; 9/4; 5/2; 5/2
Yeovil; 16/5; 10/3; 16/5; 14/5; 17/5; 7/2; 16/5; 16/5; 3; 16/5; 16/5; 10/3; 11/4; 31/10; 3; 16/5; 31/10; 13/5; 3; 31/10; 3; 16/5; 3; 10/3; 10/3; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-15 22:21:55 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 19/20; 19/20; 9/10; 5/6; 9/10; 19/20; 9/10; 20/21; 19/20; 9/10; 10/11; 10/11; 13/15; 11/13; 13/15; 9/10; 37/40; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 23/10; 66/25; 27/10; 12/5; 5/2; 27/11; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 5/2; 27/11; 27/11; 5/2; 49/20; 5/2; 12/5; 5/2; 13/5; 13/5
Yeovil; 16/5; 10/3; 3; 14/5; 16/5; 10/3; 3; 3; 16/5; 3; 11/4; 3; 3; 58/19; 31/10; 13/5; 3; 31/10; 3; 58/19; 14/5; 14/5; 3; ; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-16 02:21:30 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 5/6; 17/20; 10/11; 10/11; 19/20; 19/20; 9/10; 5/6; 9/10; 19/20; 9/10; 20/21; 19/20; 9/10; 10/11; 10/11; 10/11; 11/13; 13/15; 9/10; 37/40; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 23/10; 66/25; 27/10; 12/5; 5/2; 27/11; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 27/11; 27/11; 5/2; 49/20; 27/11; 5/2; 5/2; 13/5; 13/5
Yeovil; 16/5; 10/3; 3; 14/5; 16/5; 10/3; 3; 3; 16/5; 3; 11/4; 3; 3; 58/19; 31/10; 13/5; 3; 31/10; 3; 58/19; 14/5; 3; 10/3; ; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-16 10:21:36 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 9/10; 5/6; 9/10; 19/20; 9/10; 20/21; 19/20; 9/10; 10/11; 10/11; 10/11; 11/13; 13/15; 9/10; 37/40; 9/10; 10/11; 10/11; 20/21; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 23/10; 67/25; 27/10; 12/5; 5/2; 27/11; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 5/2; 27/11; 27/11; 5/2; 49/20; 27/11; 12/5; 5/2; 13/5; 13/5
Yeovil; 16/5; 3; 14/5; 63/20; 10/3; 3; 3; 16/5; 3; 11/4; 3; 3; 58/19; 31/10; 13/5; 3; 31/10; 3; 58/19; 3; 3; ; ; ; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-16 14:22:47 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 9/10; 5/6; 9/10; 10/11; 9/10; 20/21; 19/20; 9/10; 10/11; 10/11; 10/11; 11/13; 13/15; 9/10; 19/20; 9/10; 10/11; 10/11; 20/21; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 23/10; 67/25; 27/10; 12/5; 5/2; 27/11; 12/5; 5/2; 12/5; 5/2; 47/20; 5/2; 12/5; 12/5; 5/2; 27/11; 27/11; 13/5; 49/20; 27/11; 12/5; 5/2; 13/5; 13/5
Yeovil; 16/5; 3; 14/5; 63/20; 10/3; 3; 3; 16/5; 3; 11/4; 3; 3; 58/19; 31/10; 13/5; 3; 31/10; 3; 58/19; 3; 3; ; ; ; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-16 18:22:11 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 10/11; 5/6; 9/10; 10/11; 9/10; 20/21; 19/20; 17/20; 10/11; 10/11; 10/11; 11/13; 8/9; 9/10; 37/40; 9/10; 10/11; 10/11; 20/21; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 12/5; 67/25; 27/10; 5/2; 5/2; 27/11; 12/5; 5/2; 12/5; 5/2; 47/20; 5/2; 12/5; 12/5; 5/2; 12/5; 27/11; 13/5; 49/20; 27/11; 12/5; 5/2; 13/5; 13/5
Yeovil; 16/5; 3; 3; 63/20; 10/3; 3; 3; 16/5; 3; 11/4; 31/10; 3; 58/19; 31/10; 31/10; 3; 16/5; 3; 58/19; 3; 3; ; ; ; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-16 22:22:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 10/11; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 10/11; 10/11; 11/13; 8/9; 9/10; 9/10; 9/10; 10/11; 5/6; 10/11; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 12/5; 67/25; 27/10; 5/2; 5/2; 27/11; 12/5; 5/2; 12/5; 5/2; 47/20; 5/2; 12/5; 27/11; 5/2; 12/5; 27/11; 13/5; 49/20; 5/2; 13/5; 13/5; 13/5; 13/5
Yeovil; 16/5; 3; 16/5; 3; 63/20; 10/3; 3; 3; 16/5; 16/5; 16/5; 11/4; 31/10; 3; 58/19; 31/10; 31/10; 3; 10/3; 3; 58/19; 3; 3; ; ; ; 
META; english/league-2/colchester-v-yeovil; 2018-03-17 02:21:58 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Colchester; 19/20; 10/11; 10/11; 19/20; 47/50; 19/20; 10/11; 5/6; 9/10; 10/11; 9/10; 10/11; 19/20; 17/20; 10/11; 10/11; 10/11; 11/13; 8/9; 9/10; 37/40; 9/10; 10/11; 9/10; 5/6; 10/11; 10/11
Draw; 13/5; 5/2; 12/5; 12/5; 67/25; 27/10; 5/2; 5/2; 27/11; 12/5; 5/2; 12/5; 5/2; 47/20; 5/2; 12/5; 27/11; 5/2; 12/5; 27/11; 5/2; 49/20; 5/2; 13/5; 13/5; 13/5; 13/5
