META; english/league-2/grimsby-v-luton; 2018-01-20 22:21:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; ; 4/5; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; 
Grimsby; ; 7/2; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3; ; 
META; english/league-2/grimsby-v-luton; 2018-01-21 02:21:27 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; ; 4/5; ; ; ; ; ; ; ; ; 17/20; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; 5/6; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; 13/5; ; 
Grimsby; ; 7/2; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; 3; ; 
META; english/league-2/grimsby-v-luton; 2018-01-21 10:21:43 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; ; 4/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/5; ; 4/11; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; 1; ; 
Grimsby; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/3; ; 2/11; ; 
META; english/league-2/grimsby-v-luton; 2018-01-21 14:22:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 8/11; 4/5; 4/5; ; ; ; 3/4; 5/6; ; 4/5; 4/5; ; ; ; ; ; ; 5/7; ; ; ; ; 17/20; 10/13; 14/19; 5/6; ; 
Draw; 14/5; 5/2; 12/5; ; ; ; 13/5; 13/5; ; 12/5; 11/4; ; ; ; ; ; ; 45/17; ; ; ; ; 27/10; 13/5; 27/10; 13/5; ; 
Grimsby; 7/2; 7/2; 7/2; ; ; ; 10/3; 10/3; ; 7/2; 7/2; ; ; ; ; ; ; 33/10; ; ; ; ; 16/5; 10/3; 33/10; 3; ; 
META; english/league-2/grimsby-v-luton; 2018-01-21 18:21:36 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 4/5; 4/5; 5/6; ; 4/5; 4/5; 3/4; 4/5; ; 5/6; 5/6; 5/6; ; ; 5/6; ; ; 4/5; ; ; ; 5/6; 5/6; 4/5; 4/5; 8/11; ; 
Draw; 11/4; 5/2; 12/5; ; 139/ 50; 11/4; 13/5; 13/5; ; 12/5; 13/5; 5/2; ; ; 13/5; ; ; 45/17; ; ; ; 13/5; 27/10; 13/5; 27/10; 5/2; ; 
Grimsby; 16/5; 7/2; 17/5; ; 77/20; 7/2; 10/3; 10/3; ; 10/3; 7/2; 10/3; ; ; 16/5; ; ; 31/10; ; ; ; 3; 16/5; 16/5; 41/13; 3; ; 
META; english/league-2/grimsby-v-luton; 2018-01-21 22:21:16 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 5/6; 4/5; 11/13; ; 43/50; 17/20; 5/6; 5/6; ; 5/6; 17/20; 20/23; 17/20; ; 5/6; 5/6; ; 5/6; ; 11/13; ; 5/6; 17/20; 5/6; 5/6; 8/11; ; 
Draw; 11/4; 5/2; 12/5; ; 69/25; 13/5; 5/2; 5/2; ; 12/5; 11/4; 12/5; 5/2; ; 13/5; 13/5; ; 5/2; ; 5/2; ; 5/2; 11/4; 5/2; 5/2; 23/10; ; 
Grimsby; 3; 7/2; 13/4; ; 7/2; 7/2; 16/5; 10/3; ; 13/4; 10/3; 10/3; 16/5; ; 16/5; 16/5; ; 31/10; ; 58/19; ; 100/ 30; 31/10; 16/5; 31/10; 3; ; 
META; english/league-2/grimsby-v-luton; 2018-01-22 02:21:11 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 5/6; 4/5; 11/13; ; 43/50; 17/20; 5/6; 5/6; ; 5/6; 17/20; 20/23; 17/20; ; 5/6; 5/6; ; 5/6; ; 11/13; ; 5/6; 17/20; 5/6; 5/6; 4/5; ; 
Draw; 11/4; 5/2; 12/5; ; 69/25; 13/5; 5/2; 5/2; ; 12/5; 11/4; 12/5; 5/2; ; 13/5; 13/5; ; 5/2; ; 5/2; ; 5/2; 11/4; 5/2; 5/2; 23/10; ; 
Grimsby; 3; 7/2; 13/4; ; 7/2; 7/2; 16/5; 10/3; ; 13/4; 10/3; 10/3; 16/5; ; 16/5; 16/5; ; 31/10; ; 58/19; ; 100/ 30; 31/10; 16/5; 31/10; 3; ; 
META; english/league-2/grimsby-v-luton; 2018-01-22 10:21:34 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 5/6; 4/5; 11/13; 17/20; 43/50; 17/20; 5/6; 5/6; 9/11; 17/20; 17/20; 20/23; 17/20; ; 5/6; 5/6; 5/6; 5/6; 5/6; 11/13; 9/11; 9/10; 20/23; 17/20; 5/6; 8/11; ; 
Draw; 11/4; 5/2; 12/5; 5/2; 14/5; 13/5; 5/2; 5/2; 27/11; 12/5; 13/5; 12/5; 5/2; ; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 13/5; 5/2; 5/2; 23/10; ; 
Grimsby; 3; 7/2; 13/4; 10/3; 69/20; 7/2; 16/5; 10/3; 17/5; 16/5; 7/2; 10/3; 16/5; ; 16/5; 10/3; 16/5; 31/10; 16/5; 58/19; 17/5; 3; 16/5; 16/5; 41/13; 3; ; 
META; english/league-2/grimsby-v-luton; 2018-01-22 14:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 5/6; 17/20; 13/15; 17/20; 10/11; 17/20; 17/20; 5/6; 9/11; 20/23; 9/10; 20/23; 17/20; ; 5/6; 17/20; 5/6; 5/6; 5/6; 11/13; 9/11; 9/10; 17/20; 17/20; 5/6; 8/11; ; 
Draw; 11/4; 5/2; 12/5; 5/2; 67/25; 13/5; 5/2; 5/2; 27/11; 12/5; 13/5; 12/5; 5/2; ; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 11/4; 5/2; 5/2; 23/10; ; 
Grimsby; 3; 10/3; 16/5; 10/3; 10/3; 7/2; 16/5; 10/3; 17/5; 16/5; 10/3; 10/3; 16/5; ; 16/5; 16/5; 16/5; 58/19; 16/5; 58/19; 17/5; 3; 31/10; 16/5; 31/10; 3; ; 
META; english/league-2/grimsby-v-luton; 2018-01-22 18:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 5/6; 17/20; 5/6; 17/20; 43/50; 17/20; 4/5; 5/6; 9/11; 5/6; 17/20; 5/6; 17/20; ; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 9/11; 5/6; 5/6; 5/6; 5/6; 8/11; 8/11; 
Draw; 11/4; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 27/11; 12/5; 13/5; 5/2; 5/2; ; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 11/4; 5/2; 5/2; 23/10; 11/5; 
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; 10/3; 17/5; 10/3; 7/2; 10/3; 10/3; ; 16/5; 10/3; 16/5; 13/4; 16/5; 16/5; 17/5; 100/ 30; 16/5; 16/5; 31/10; 3; 14/5; 
META; english/league-2/grimsby-v-luton; 2018-01-22 22:21:25 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 4/5; 5/6; 9/11; 5/6; 17/20; 5/6; 17/20; ; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 4/5; 8/11; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 27/11; 12/5; 13/5; 5/2; 5/2; ; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 28/11; 12/5; 11/5; 27/10
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; 10/3; 17/5; 10/3; 7/2; 10/3; 10/3; ; 16/5; 10/3; 16/5; 13/4; 16/5; 16/5; 17/5; 100/ 30; 10/3; 16/5; 13/4; 3; 14/5; 7/2
META; english/league-2/grimsby-v-luton; 2018-01-23 02:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 4/5; 5/6; 9/11; 5/6; 17/20; 5/6; 17/20; ; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 4/5; 8/11; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 27/11; 12/5; 13/5; 5/2; 5/2; ; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 28/11; 5/2; 11/5; 27/10
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; 10/3; 17/5; 10/3; 7/2; 10/3; 10/3; ; 16/5; 10/3; 16/5; 13/4; 16/5; 16/5; 17/5; 100/ 30; 10/3; 16/5; 13/4; 3; 14/5; 7/2
META; english/league-2/grimsby-v-luton; 2018-01-23 10:21:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 4/5; 4/5; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 27/11; 12/5; 13/5; 5/2; 5/2; 47/20; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 28/11; 12/5; 11/5; 27/10
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; 10/3; 17/5; 10/3; 7/2; 10/3; 10/3; 16/5; 16/5; 10/3; 16/5; 13/4; 16/5; 16/5; 17/5; 100/ 30; 10/3; 16/5; 13/4; 3; 14/5; 7/2
META; english/league-2/grimsby-v-luton; 2018-01-23 14:21:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 4/5; 4/5; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 27/11; 12/5; 13/5; 5/2; 5/2; 47/20; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 28/11; 12/5; 11/5; 27/10
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; 10/3; 17/5; 10/3; 7/2; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 13/4; 16/5; 16/5; 17/5; 100/ 30; 10/3; 16/5; 13/4; 3; 14/5; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-23 18:21:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 5/6; 4/5; 4/5; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 27/11; 5/2; 13/5; 5/2; 12/5; 47/20; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 28/11; 12/5; 23/10; 27/10
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; 10/3; 17/5; 17/5; 7/2; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 33/10; 16/5; 16/5; 17/5; 100/ 30; 10/3; 16/5; 33/10; 3; 14/5; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-23 22:21:47 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 5/6; ; 5/6; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 27/11; 5/2; 13/5; 5/2; 12/5; 47/20; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 28/11; ; 23/10; 11/5; 27/10
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; 10/3; 17/5; 17/5; 7/2; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 33/10; 16/5; 16/5; 17/5; 100/ 30; 10/3; 16/5; 33/10; ; 3; 3; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-24 02:21:33 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 5/6; ; 5/6; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; 5/2; 27/11; 5/2; 13/5; 5/2; 12/5; 47/20; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 28/11; ; 23/10; 11/5; 27/10
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; 10/3; 17/5; 17/5; 7/2; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 33/10; 16/5; 16/5; 17/5; 100/ 30; 10/3; 16/5; 33/10; ; 3; 3; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-24 10:21:32 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; ; 9/11; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 5/6; ; 5/6; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; ; 27/11; 5/2; 13/5; 5/2; 12/5; 47/20; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 28/11; ; 5/2; 23/10; 27/10
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; ; 17/5; 17/5; 7/2; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 33/10; 16/5; 16/5; 17/5; 100/ 30; 10/3; 16/5; 33/10; ; 3; 3; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-24 14:21:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; ; 9/11; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 5/6; ; 5/6; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 68/25; 13/5; 5/2; ; 27/11; 5/2; 13/5; 5/2; 12/5; 47/20; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 28/11; ; 12/5; 11/5; 27/10
Grimsby; 3; 10/3; 10/3; 10/3; 71/20; 7/2; 16/5; ; 17/5; 17/5; 7/2; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 33/10; 16/5; 16/5; 17/5; 100/ 30; 10/3; 16/5; 33/10; ; 3; 14/5; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-24 18:21:30 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; ; 9/11; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 5/6; ; 4/5; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 69/25; 13/5; 5/2; ; 27/11; 5/2; 13/5; 5/2; 12/5; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 13/5; ; 23/10; 9/4; 11/4
Grimsby; 3; 16/5; 13/4; 10/3; 7/2; 7/2; 16/5; ; 17/5; 10/3; 7/2; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 13/4; 16/5; 16/5; 17/5; 100/ 30; 33/10; 16/5; 33/10; ; 3; 3; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-24 22:21:28 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; ; 9/11; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 5/6; 17/20; 5/6; 5/6; ; 4/5; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 69/25; 13/5; 5/2; ; 27/11; 5/2; 13/5; 5/2; 12/5; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 27/11; 13/5; 13/5; 5/2; 13/5; ; 23/10; 9/4; 11/4
Grimsby; 3; 16/5; 13/4; 10/3; 7/2; 7/2; 16/5; ; 17/5; 10/3; 7/2; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 13/4; 16/5; 16/5; 17/5; 100/ 30; 33/10; 16/5; 33/10; ; 3; 14/5; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-25 02:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; ; 9/11; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 5/6; 5/6; 5/6; 5/6; ; 5/6; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 69/25; 13/5; 5/2; ; 27/11; 5/2; 11/4; 5/2; 12/5; 12/5; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 27/11; 13/5; 11/4; 5/2; 13/5; ; 5/2; 9/4; 11/4
Grimsby; 3; 16/5; 13/4; 10/3; 7/2; 7/2; 16/5; ; 17/5; 10/3; 10/3; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 13/4; 16/5; 16/5; 17/5; 100/ 30; 16/5; 16/5; 33/10; ; 3; 14/5; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-25 10:21:20 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 5/6; 17/20; 43/50; 17/20; 5/6; ; 9/11; 5/6; 17/20; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 9/11; 5/6; 5/6; 5/6; 5/6; ; 5/6; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 69/25; 13/5; 5/2; ; 45/17; 5/2; 11/4; 5/2; 12/5; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 45/17; 13/5; 11/4; 5/2; 13/5; ; 5/2; 9/4; 11/4
Grimsby; 3; 16/5; 13/4; 10/3; 7/2; 7/2; 16/5; ; 31/10; 10/3; 10/3; 10/3; 10/3; 16/5; 16/5; 16/5; 16/5; 13/4; 16/5; 16/5; 31/10; 100/ 30; 16/5; 16/5; 13/4; ; 3; 14/5; 10/3
META; english/league-2/grimsby-v-luton; 2018-01-25 14:21:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 17/20; 10/11; 10/11; 93/ 100; 17/20; 5/6; ; 9/11; 10/11; 9/10; 10/11; 4/5; 17/20; 17/20; 17/20; 5/6; 13/15; 5/6; 8/9; 9/11; 9/10; 9/10; 17/20; 13/15; ; 5/6; 5/6; 10/11
Draw; 13/5; 5/2; 12/5; 23/10; 11/4; 13/5; 5/2; ; 45/17; 5/2; 13/5; 12/5; 12/5; 12/5; 11/4; 5/2; 5/2; 28/11; 5/2; 5/2; 45/17; 13/5; 13/5; 5/2; 13/5; ; 5/2; 5/2; 27/10
Grimsby; 3; 16/5; 3; 14/5; 63/20; 7/2; 16/5; ; 31/10; 3; 16/5; 16/5; 10/3; 31/10; 3; 3; 16/5; 58/19; 16/5; 29/10; 31/10; 3; 31/10; 10/3; 58/19; ; 3; 3; 3
META; english/league-2/grimsby-v-luton; 2018-01-25 18:21:26 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 10/11; 10/11; 10/11; 93/ 100; 20/23; 20/23; ; 11/13; 10/11; 17/20; 10/11; 4/5; 5/6; 17/20; 17/20; 5/6; 13/15; 5/6; 8/9; 9/11; 9/10; 17/20; 17/20; 13/15; ; 5/6; 5/6; 10/11
Draw; 13/5; 5/2; 12/5; 23/10; 11/4; 11/4; 5/2; ; 13/5; 12/5; 11/4; 12/5; 12/5; 12/5; 11/4; 5/2; 5/2; 28/11; 5/2; 5/2; 45/17; 13/5; 11/4; 5/2; 28/11; ; 5/2; 5/2; 13/5
Grimsby; 3; 3; 3; 14/5; 63/20; 16/5; 3; ; 31/10; 16/5; 16/5; 16/5; 10/3; 16/5; 3; 3; 16/5; 3; 16/5; 29/10; 31/10; 3; 31/10; 10/3; 31/10; ; 14/5; 14/5; 3
META; english/league-2/grimsby-v-luton; 2018-01-25 22:21:27 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 17/20; 10/11; 13/15; 5/6; 93/ 100; 20/23; 20/23; ; 11/13; 10/11; 9/10; 10/11; 4/5; 5/6; 17/20; 17/20; 5/6; 13/15; 5/6; 8/9; 11/13; 9/10; 20/23; 9/10; 13/15; ; 5/6; 5/6; 10/11
Draw; 13/5; 5/2; 12/5; 12/5; 11/4; 11/4; 5/2; ; 13/5; 5/2; 13/5; 12/5; 12/5; 12/5; 11/4; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 28/11; ; 5/2; 5/2; 27/10
Grimsby; 3; 3; 3; 3; 63/20; 16/5; 3; ; 31/10; 16/5; 16/5; 16/5; 10/3; 16/5; 3; 3; 16/5; 58/19; 16/5; 29/10; 31/10; 3; 16/5; 16/5; 58/19; ; 3; 3; 3
META; english/league-2/grimsby-v-luton; 2018-01-26 02:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 10/11; 10/11; 13/15; 5/6; ; 20/23; 20/23; ; 11/13; 10/11; 9/10; 10/11; 4/5; 5/6; 17/20; 17/20; 5/6; 13/15; 5/6; 8/9; 11/13; 9/10; 17/20; 9/10; 13/15; ; 5/6; 5/6; 10/11
Draw; 27/10; 5/2; 12/5; 12/5; ; 11/4; 5/2; ; 13/5; 5/2; 13/5; 12/5; 12/5; 12/5; 11/4; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 28/11; ; 12/5; 12/5; 27/10
Grimsby; 10/3; 3; 3; 3; ; 16/5; 3; ; 31/10; 16/5; 16/5; 16/5; 10/3; 16/5; 3; 3; 16/5; 58/19; 16/5; 29/10; 31/10; 3; 16/5; 16/5; 31/10; ; 3; 3; 3
META; english/league-2/grimsby-v-luton; 2018-01-26 10:21:33 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 10/11; 10/11; 13/15; 5/6; ; 20/23; 20/23; ; 11/13; 10/11; 9/10; 10/11; 4/5; 5/6; 17/20; 17/20; 5/6; 13/15; 5/6; 8/9; 11/13; 9/10; 17/20; 9/10; 13/15; ; 5/6; 5/6; 10/11
Draw; 27/10; 5/2; 12/5; 12/5; ; 11/4; 5/2; ; 13/5; 5/2; 13/5; 12/5; 12/5; 12/5; 11/4; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 28/11; ; 5/2; 12/5; 27/10
Grimsby; 10/3; 3; 3; 3; ; 16/5; 3; ; 31/10; 16/5; 16/5; 16/5; 10/3; 16/5; 3; 3; 16/5; 58/19; 16/5; 29/10; 31/10; 3; 16/5; 16/5; 31/10; ; 3; 3; 3
META; english/league-2/grimsby-v-luton; 2018-01-26 14:22:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Luton; 10/11; 17/20; 11/13; 10/11; 9/10; 10/11; 20/23; ; 11/13; 20/23; 9/10; 20/23; 4/5; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 8/9; 11/13; 5/6; 20/23; 17/20; 5/6; ; 5/6; 5/6; 9/10
Draw; 27/10; 5/2; 5/2; 5/2; 139/ 50; 27/10; 5/2; ; 13/5; 5/2; 13/5; 12/5; 12/5; 12/5; 11/4; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 13/5; ; 5/2; 12/5; 11/4
