META; english/league-2/exeter-v-colchester; 2018-05-02 18:21:36 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 21/20; 13/10; 23/20; 5/4; 29/25; 5/4; 11/8; 11/10; 11/10; 23/20; 23/20; 11/10; 5/4; 11/10; 6/5; 11/10; 21/20; 15/13; 12/11; 11/10; 11/10; 11/10; 13/10; 13/10; 5/4
Exeter; 21/20; 13/10; 23/20; 5/4; 23/20; 6/5; 6/5; 11/10; 11/10; 23/20; 11/10; 11/10; 6/5; 23/20; 6/5; 11/10; 15/13; 15/13; 19/17; 11/10; 23/20; 15/13; 11/10; 10/9; 10/9
Colchester; 23/10; 2; 23/10; 9/5; 113/0; 23/10; 21/10; 11/5; 9/4; 23/10; 9/4; 12/5; 21/10; 11/5; 9/4; 11/5; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 2; 11/5; 
Draw; 13/5; 12/5; 12/5; 12/5; 27/10; 13/5; 5/2; 5/2; 28/11; 12/5; 13/5; 12/5; 5/2; 23/10; 13/5; 5/2; 5/2; 5/2; 13/5; 28/11; 13/5; 28/11; 23/10; 12/5; 5/2
META; english/league-2/exeter-v-colchester; 2018-05-03 22:21:24 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 21/20; 13/10; 23/20; 5/4; 23/20; 6/5; 6/5; 11/10; 11/10; 23/20; 11/10; 11/10; 6/5; 23/20; 6/5; 11/10; 15/13; 15/13; 19/17; 11/10; 23/20; 15/13; 23/20; 23/20; 23/20
Colchester; 23/10; 2; 23/10; 9/5; 113/0; 23/10; 21/10; 11/5; 9/4; 23/10; 9/4; 12/5; 9/5; 11/5; 9/4; 11/5; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 15/8; 15/8; 11/5
Draw; 13/5; 12/5; 12/5; 12/5; 27/10; 13/5; 5/2; 5/2; 28/11; 12/5; 13/5; 12/5; 5/2; 23/10; 13/5; 5/2; 5/2; 5/2; 13/5; 28/11; 13/5; 28/11; 12/5; 5/2; 5/2
META; english/league-2/exeter-v-colchester; 2018-05-04 02:21:09 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 21/20; 13/10; 23/20; 5/4; 23/20; 6/5; 6/5; 11/10; 11/10; 23/20; 11/10; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 15/13; 19/17; 11/10; 23/20; 15/13; 23/20; 23/20
Colchester; 23/10; 2; 23/10; 9/5; 113/0; 23/10; 21/10; 11/5; 9/4; 23/10; 9/4; 23/10; 21/10; 11/5; 9/4; 11/5; 11/5; 21/10; 21/10; 9/4; 9/4; 9/4; 2; 23/10
Draw; 13/5; 12/5; 12/5; 12/5; 27/10; 13/5; 5/2; 5/2; 28/11; 12/5; 13/5; 12/5; 5/2; 23/10; 13/5; 5/2; 5/2; 5/2; 13/5; 28/11; 13/5; 28/11; 5/2; 5/2
META; english/league-2/exeter-v-colchester; 2018-05-04 10:21:10 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 5/4; 13/10; 6/5; 13/10; 6/5; 6/5; 11/10; 11/10; 6/5; 23/20; 6/5; 5/4; 23/20; 6/5; 5/4; 15/13; 15/13; 22/19; 11/10; 6/5; 6/5; 23/20; 6/5; 
Colchester; 23/10; 2; 11/5; 21/10; 109/0; 23/10; 21/10; 9/4; 9/4; 9/4; 11/5; 11/5; 21/10; 11/5; 9/4; 21/10; 28/13; 21/10; 39/19; 9/4; 85/40; 11/5; 2; 21/10
Draw; 13/5; 12/5; 23/10; 23/10; 131/0; 13/5; 12/5; 5/2; 28/11; 12/5; 5/2; 12/5; 5/2; 23/10; 13/5; 12/5; 27/11; 5/2; 13/5; 28/11; 13/5; 27/11; 12/5; 5/2
META; english/league-2/exeter-v-colchester; 2018-05-04 14:21:30 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 5/4; 6/5; 6/5; 5/4; 63/50; 6/5; 6/5; 11/10; 15/13; 5/4; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 15/13; 22/19; 15/13; 6/5; 6/5; 11/10; 23/20; 23/20; 4/6
Colchester; 23/10; 21/10; 11/5; 11/5; 11/5; 2; 21/10; 2; 28/13; 11/5; 21/10; 11/5; 21/10; 43/20; 9/4; 21/10; 28/13; 21/10; 39/19; 28/13; 11/5; 28/13; 11/5; 2; 19/10; 21/10
Draw; 13/5; 5/2; 23/10; 23/10; 5/2; 14/5; 12/5; 11/4; 28/11; 12/5; 13/5; 12/5; 5/2; 23/10; 13/5; 12/5; 12/5; 5/2; 13/5; 28/11; 11/4; 27/11; 9/4; 5/2; 13/5; 13/5
META; english/league-2/exeter-v-colchester; 2018-05-04 18:21:39 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 6/4; 7/5; 6/4; 8/5; 147/00; 6/4; 7/5; 7/5; 6/4; 6/4; 29/20; 6/4; 7/5; 29/20; 6/4; 6/4; 16/11; 7/5; 25/19; 6/4; 6/4; 16/11; 7/5; 11/8; 7/5; 7/5; 7/5
Colchester; 19/10; 9/5; 9/5; 17/10; 91/50; 15/8; 9/5; 9/5; 17/10; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; 7/4; 7/4; 7/4; 23/13; 17/10; 9/5; 9/5; 7/4; 7/4; 7/4; 9/5; 9/5
Draw; 13/5; 23/10; 23/10; 23/10; 127/0; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 12/5; 12/5; 9/4; 13/5; 12/5; 12/5; 12/5; 13/5; 27/11; 13/5; 12/5; 12/5; 23/10; 23/10; 5/2; 5/2
META; english/league-2/exeter-v-colchester; 2018-05-04 22:21:29 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 6/4; 7/5; 6/4; 6/4; 38/25; 6/4; 6/4; 7/5; 6/4; 6/4; 29/20; 29/20; 7/5; 29/20; 6/4; 7/5; 6/4; 7/5; 25/19; 6/4; 29/20; 6/4; 6/4; 11/8; 7/5; 6/4; 6/4
Colchester; 19/10; 19/10; 7/4; 9/5; 87/50; 15/8; 9/5; 9/5; 17/10; 7/4; 7/4; 15/8; 15/8; 7/4; 7/4; 9/5; 17/10; 7/4; 23/13; 17/10; 15/8; 17/10; 13/8; 7/4; 7/4; 17/10; 9/5
Draw; 13/5; 12/5; 23/10; 23/10; 129/0; 12/5; 12/5; 12/5; 27/11; 23/10; 5/2; 23/10; 12/5; 9/4; 13/5; 12/5; 12/5; 12/5; 13/5; 27/11; 13/5; 27/11; 5/2; 23/10; 9/4; 13/5; 12/5
META; english/league-2/exeter-v-colchester; 2018-05-05 02:21:18 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 6/4; 7/5; 7/5; 6/4; 34/25; 29/20; 6/4; 11/8; 6/4; 7/5; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 23/17; 7/5; 25/19; 6/4; 29/20; 23/17; 13/10; 27/20; 13/10; 11/8; 7/5
Colchester; 19/10; 19/10; 15/8; 9/5; 181/00; 9/5; 7/4; 7/4; 17/10; 19/10; 7/4; 2; 15/8; 37/20; 9/5; 15/8; 7/4; 7/4; 23/13; 17/10; 15/8; 7/4; 13/8; 7/4; 13/8; 9/5; 9/5
Draw; 13/5; 12/5; 23/10; 23/10; 141/0; 13/5; 12/5; 5/2; 27/11; 23/10; 13/5; 9/4; 12/5; 9/4; 11/4; 12/5; 13/5; 12/5; 13/5; 27/11; 13/5; 13/5; 11/4; 23/10; 12/5; 14/5; 12/5
META; english/league-2/exeter-v-colchester; 2018-05-05 10:21:23 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 7/5; 7/5; 7/5; 11/8; 13/10; 29/20; 7/5; 13/10; 13/10; 7/5; 11/8; 7/5; 11/8; 27/20; 11/8; 11/8; 13/10; 7/5; 25/19; 13/10; 7/5; 13/10; 6/5; 27/20; 13/10; 5/4; 7/5
Colchester; 2; 19/10; 15/8; 9/5; 191/00; 9/5; 9/5; 15/8; 9/5; 19/10; 7/4; 2; 15/8; 15/8; 19/10; 15/8; 24/13; 7/4; 23/13; 9/5; 15/8; 24/13; 15/8; 7/4; 19/10; 19/10; 9/5
Draw; 13/5; 12/5; 23/10; 5/2; 14/5; 13/5; 5/2; 5/2; 27/10; 23/10; 13/5; 9/4; 5/2; 9/4; 13/5; 12/5; 13/5; 12/5; 13/5; 27/10; 27/10; 45/17; 13/5; 12/5; 13/5; 14/5; 5/2
META; english/league-2/exeter-v-colchester; 2018-05-05 14:22:16 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Exeter; 13/10; 5/4; 13/10; 11/8; 63/50; 13/10; 13/10; 6/5; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 11/8; 5/4; 5/4; 6/5; 5/4; 13/10; 13/10; 5/4; 5/4; 5/4; 13/10; 13/10; 27/20
Colchester; 21/10; 21/10; 2; 19/10; 193/00; 2; 19/10; 15/8; 9/5; 2; 19/10; 21/10; 2; 19/10; 2; 24/13; 2; 31/16; 9/5; 2; 24/13; 9/5; 15/8; 19/10; 15/8; 19/10; 
Draw; 11/4; 12/5; 12/5; 23/10; 72/25; 27/10; 13/5; 13/5; 27/10; 12/5; 11/4; 9/4; 5/2; 9/4; 13/5; 5/2; 27/10; 5/2; 5/2; 27/10; 11/4; 27/10; 14/5; 14/5; 14/5; 14/5; 14/5
META; english/league-2/exeter-v-colchester; 2018-05-05 18:21:32 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Draw; 11/10; 13/10; 23/20; 167/00; 1; 11/8; 11/8; 6/5; 5/4; 1; 5/4; 23/20; 11/10; 6/4; 21/20; 11/9; 16/11; 13/10; 5/4; 5/4; 5/4
Exeter; 13/8; 8/5; 7/4; 73/50; 21/10; 8/5; 17/11; 15/8; 31/20; 7/4; 13/8; 17/10; 9/5; 6/4; 24/13; 28/17; 17/11; 13/8; 9/5; 9/5; 9/5
Colchester; 5/2; 11/4; 10/3; 11/4; 31/10; 13/5; 11/4; 11/4; 3; 29/10; 11/4; 3; 27/10; 29/10; 27/10; 27/10; 14/5; 11/4; 13/5; 27/10; 
