META; english/league-2/exeter-v-cambridge; 2017-06-23 22:18:41 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Exeter; ; 11/8; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cambridge; ; 2; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/exeter-v-cambridge; 2017-06-24 02:18:38 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Exeter; ; 11/8; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cambridge; ; 2; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/exeter-v-cambridge; 2017-06-24 10:18:44 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Exeter; ; 11/8; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cambridge; ; 2; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/exeter-v-cambridge; 2017-06-24 14:18:48 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Exeter; ; 11/8; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cambridge; ; 2; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 9/4; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/league-2/exeter-v-cambridge; 2017-06-24 18:18:46 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Exeter; ; 11/8; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
