META; english/league-2/morecambe-v-exeter; 2018-03-11 02:21:35 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 5/4; 1/4
Morecambe; 21/10; 4/11
Draw; 12/5; 20/21
META; english/league-2/morecambe-v-exeter; 2018-03-11 10:21:39 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 5/4; 1/4; 1/12
Morecambe; 21/10; 4/11; 
Draw; 12/5; 20/21; 8/15
META; english/league-2/morecambe-v-exeter; 2018-03-11 14:23:01 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 5/4; 5/6; 4/9
Morecambe; 2; 21/10; 2; 15/8; 21/10; 85/40; 2; 27/20; 2/15
Draw; 5/2; 12/5; 12/5; 23/10; 12/5; 12/5; 49/20; 9/5; 20/21
META; english/league-2/morecambe-v-exeter; 2018-03-11 18:22:30 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 5/4; 5/4; 13/10; 27/20; 13/10; 6/5; 13/10; 11/8; 5/4; 13/10; 13/10; 5/4; 8/11; 13/10
Morecambe; 2; 21/10; 11/5; 52/25; 2; 15/8; 11/5; 2; 85/40; 21/10; 2; 17/10; 2; 
Draw; 5/2; 12/5; 21/10; 131/0; 23/10; 23/10; 21/10; 12/5; 9/4; 12/5; 9/4; 9/4; 5/2; 
META; english/league-2/morecambe-v-exeter; 2018-03-11 22:22:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 5/4; 5/4; 27/20; 67/50; 13/10; 13/10; 5/4; 27/20; 11/8; 11/8; 5/4; 21/17; 13/10; 13/10; 5/4; 6/5; 13/10
Morecambe; 2; 21/10; 21/10; 21/10; 2; 15/8; 2; 21/10; 37/19; 11/6; 2; 21/10; 37/19; 9/5; 2; ; 
Draw; 5/2; 12/5; 11/5; 131/0; 12/5; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 40/17; 5/2; 9/4; 23/10; 21/10; 5/2
META; english/league-2/morecambe-v-exeter; 2018-03-12 02:22:40 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 7/5; 5/4; 6/4; 6/4; 7/5; 7/5; 13/10; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 29/20; 29/20; 16/11; 5/4; 7/5
Morecambe; 7/4; 21/10; 15/8; 37/20; 19/10; 9/5; 9/5; 15/8; 19/10; 19/10; 15/8; 17/10; 28/17; 9/5; 9/5; 7/4; 7/4; 9/5
Draw; 5/2; 12/5; 11/5; 66/25; 12/5; 12/5; 11/5; 21/10; 12/5; 11/5; 23/10; 9/4; 40/17; 5/2; 23/10; 23/10; 21/10; 5/2
META; english/league-2/morecambe-v-exeter; 2018-03-12 10:22:35 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 7/5; 5/4; 31/20; 41/25; 31/20; 6/4; 7/5; 10/7; 31/20; 6/4; 13/8; 7/5; 16/11; 7/5; 23/17; 10/7; 31/20; 6/4; 6/4; 7/5; 6/4
Morecambe; 7/4; 21/10; 9/5; 181/00; 9/5; 7/4; 17/10; 9/5; 9/5; 9/5; 7/4; 9/5; 28/17; 17/10; 28/17; 9/5; 17/10; 7/4; 17/10; 13/8; 7/4
Draw; 5/2; 12/5; 21/10; 61/25; 12/5; 23/10; 11/5; 40/17; 21/10; 12/5; 21/10; 23/10; 9/4; 5/2; 40/17; 40/17; 5/2; 9/4; 9/4; 21/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-12 14:23:11 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 7/5; 11/8; 31/20; 41/25; 31/20; 6/4; 7/5; 10/7; 31/20; 6/4; 13/8; 6/4; 6/4; 7/5; 16/11; 7/5; 23/17; 10/7; 31/20; 6/4; 6/4; 7/5; 11/8; 6/4
Morecambe; 7/4; 2; 9/5; 181/00; 9/5; 7/4; 17/10; 9/5; 9/5; 9/5; 7/4; 7/4; 17/10; 9/5; 28/17; 17/10; 28/17; 9/5; 17/10; 7/4; 17/10; 13/8; 7/5; 7/4
Draw; 5/2; 23/10; 21/10; 61/25; 12/5; 9/4; 11/5; 40/17; 21/10; 12/5; 21/10; 21/10; 12/5; 9/4; 9/4; 5/2; 40/17; 40/17; 5/2; 9/4; 9/4; 21/10; 9/5; 9/4
META; english/league-2/morecambe-v-exeter; 2018-03-12 18:23:14 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 7/5; 11/8; 8/5; 8/5; 33/20; 31/20; 6/4; 7/5; 10/7; 31/20; 6/4; 13/8; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 23/17; 10/7; 31/20; 31/20; 6/4; 7/5; 6/4; 6/4
Morecambe; 7/4; 2; 7/4; 13/8; 93/50; 9/5; 7/4; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 7/4; 17/10; 17/10; 28/17; 9/5; 17/10; 7/4; 17/10; 13/8; 13/8; 9/5
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 11/5; 11/5; 40/17; 21/10; 23/10; 21/10; 23/10; 21/10; 12/5; 9/4; 11/5; 5/2; 40/17; 40/17; 5/2; 11/5; 11/5; 21/10; 2; 11/5
META; english/league-2/morecambe-v-exeter; 2018-03-12 22:23:13 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 7/5; 11/8; 8/5; 8/5; 33/20; 31/20; 6/4; 7/5; 10/7; 31/20; 6/4; 13/8; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 23/17; 10/7; 31/20; 31/20; 6/4; 7/5; 6/4; 13/8
Morecambe; 7/4; 2; 7/4; 13/8; 93/50; 9/5; 7/4; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 7/4; 17/10; 17/10; 28/17; 9/5; 17/10; 7/4; 17/10; 13/8; 13/8; 9/5
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 11/5; 11/5; 40/17; 21/10; 23/10; 21/10; 23/10; 21/10; 12/5; 9/4; 11/5; 5/2; 40/17; 40/17; 5/2; 11/5; 11/5; 21/10; 2; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-13 02:23:05 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 8/5; 8/5; 41/25; 31/20; 6/4; 7/5; 10/7; 31/20; 6/4; 31/20; 29/20; 31/20; 6/4; 6/4; 6/4; 7/5; 23/17; 10/7; 31/20; 31/20; 6/4; 7/5; 7/5; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 183/00; 9/5; 17/10; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 17/10; 28/17; 17/10; 28/17; 9/5; 17/10; 7/4; 28/17; 13/8; 8/5; 9/5
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 12/5; 9/4; 11/5; 40/17; 21/10; 23/10; 9/4; 23/10; 21/10; 12/5; 9/4; 11/5; 5/2; 40/17; 40/17; 5/2; 11/5; 9/4; 21/10; 2; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-13 10:23:18 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 8/5; 8/5; 41/25; 31/20; 8/5; 7/5; 10/7; 31/20; 8/5; 31/20; 29/20; 31/20; 6/4; 6/4; 6/4; 6/4; 23/17; 10/7; 31/20; 31/20; 6/4; 7/5; 7/5; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 183/00; 9/5; 17/10; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 17/10; 28/17; 28/17; 28/17; 9/5; 17/10; 7/4; 28/17; 13/8; 8/5; 9/5
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 12/5; 9/4; 11/5; 40/17; 21/10; 9/4; 9/4; 23/10; 21/10; 12/5; 9/4; 11/5; 12/5; 40/17; 40/17; 5/2; 11/5; 9/4; 21/10; 2; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-13 14:23:36 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 8/5; 8/5; 41/25; 31/20; 8/5; 7/5; 10/7; 31/20; 8/5; 31/20; 29/20; 31/20; 6/4; 6/4; 6/4; 6/4; 23/17; 10/7; 31/20; 31/20; 6/4; 7/5; 7/5; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 183/00; 9/5; 17/10; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 17/10; 28/17; 28/17; 28/17; 9/5; 17/10; 7/4; 28/17; 13/8; 8/5; 9/5
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 12/5; 9/4; 11/5; 40/17; 21/10; 9/4; 9/4; 23/10; 21/10; 12/5; 9/4; 11/5; 12/5; 40/17; 40/17; 5/2; 11/5; 9/4; 21/10; 2; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-13 18:23:34 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 8/5; 8/5; 41/25; 31/20; 6/4; 7/5; 10/7; 8/5; 6/4; 31/20; 29/20; 31/20; 6/4; 6/4; 6/4; 6/4; 23/17; 10/7; 31/20; 31/20; 17/11; 7/5; 7/5; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 183/00; 9/5; 17/10; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 17/10; 17/10; 28/17; 28/17; 9/5; 17/10; 7/4; 17/10; 13/8; 8/5; 9/5
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 12/5; 9/4; 11/5; 40/17; 11/5; 23/10; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 40/17; 40/17; 5/2; 11/5; 9/4; 21/10; 2; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-13 22:23:21 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 8/5; 8/5; 41/25; 31/20; 6/4; 7/5; 10/7; 8/5; 6/4; 31/20; 29/20; 31/20; 6/4; 6/4; 6/4; 6/4; 23/17; 10/7; 31/20; 31/20; 17/11; 6/4; 7/5; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 183/00; 9/5; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 17/10; 17/10; 28/17; 28/17; 9/5; 17/10; 7/4; 17/10; 17/10; 8/5; 9/5; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 12/5; 11/5; 40/17; 11/5; 23/10; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 40/17; 40/17; 5/2; 11/5; 9/4; 21/10; 2; 23/10; 
META; english/league-2/morecambe-v-exeter; 2018-03-14 02:22:10 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 8/5; 8/5; 41/25; 31/20; 8/5; 7/5; 10/7; 8/5; 8/5; 31/20; 29/20; 31/20; 6/4; 6/4; 17/11; 6/4; 23/17; 10/7; 31/20; 31/20; 17/11; 7/5; 7/5; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 183/00; 9/5; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 17/10; 17/10; 17/10; 28/17; 28/17; 9/5; 17/10; 7/4; 17/10; 13/8; 8/5; 9/5; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 12/5; 11/5; 40/17; 11/5; 9/4; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 40/17; 40/17; 5/2; 11/5; 9/4; 21/10; 2; 23/10; 
META; english/league-2/morecambe-v-exeter; 2018-03-14 10:22:20 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 8/5; 8/5; 41/25; 31/20; 6/4; 7/5; 10/7; 8/5; 8/5; 31/20; 29/20; 31/20; 6/4; 6/4; 6/4; 6/4; 23/17; 10/7; 31/20; 31/20; 17/11; 7/5; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 183/00; 9/5; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 17/10; 17/10; 17/10; 17/10; 28/17; 28/17; 9/5; 17/10; 7/4; 17/10; 13/8; 9/5; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 12/5; 11/5; 40/17; 11/5; 9/4; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 40/17; 40/17; 5/2; 11/5; 9/4; 21/10; 23/10; 
META; english/league-2/morecambe-v-exeter; 2018-03-14 14:22:45 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 8/5; 8/5; 41/25; 31/20; 6/4; 7/5; 10/7; 8/5; 8/5; 31/20; 29/20; 31/20; 6/4; 6/4; 6/4; 6/4; 23/17; 10/7; 31/20; 31/20; 17/11; 7/5; 7/5; 8/5; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 183/00; 9/5; 17/10; 9/5; 7/4; 9/5; 7/4; 9/5; 17/10; 17/10; 17/10; 17/10; 28/17; 28/17; 9/5; 17/10; 7/4; 17/10; 13/8; 8/5; 9/5; 9/5; 
Draw; 5/2; 23/10; 11/5; 21/10; 12/5; 12/5; 11/5; 40/17; 11/5; 9/4; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 40/17; 40/17; 5/2; 11/5; 9/4; 21/10; 2; 23/10; 23/10; 
META; english/league-2/morecambe-v-exeter; 2018-03-14 18:22:30 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 13/8; 8/5; 171/00; 31/20; 8/5; 7/5; 10/7; 33/20; 8/5; 31/20; 29/20; 31/20; 6/4; 6/4; 8/5; 6/4; 19/13; 10/7; 8/5; 8/5; 8/5; 7/5; 6/4; 13/8; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 179/00; 9/5; 17/10; 9/5; 7/4; 7/4; 7/4; 9/5; 17/10; 17/10; 17/10; 28/17; 28/17; 14/9; 9/5; 17/10; 17/10; 17/10; 13/8; 13/8; 7/4; 7/4; 
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 11/5; 11/5; 40/17; 11/5; 23/10; 9/4; 23/10; 21/10; 12/5; 9/4; 23/10; 12/5; 23/10; 40/17; 12/5; 11/5; 23/10; 21/10; 2; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-14 22:22:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 13/8; 8/5; 171/00; 13/8; 8/5; 6/4; 17/11; 33/20; 8/5; 31/20; 29/20; 31/20; 6/4; 6/4; 8/5; 6/4; 19/13; 17/11; 8/5; 8/5; 8/5; 6/4; 6/4; 13/8; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 179/00; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 17/10; 17/10; 17/10; 28/17; 28/17; 14/9; 17/10; 17/10; 17/10; 17/10; 13/8; 13/8; 7/4; 7/4; 
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 11/5; 9/4; 40/17; 11/5; 9/4; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 23/10; 40/17; 12/5; 11/5; 23/10; 21/10; 2; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-15 02:22:26 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 13/8; 8/5; 171/00; 13/8; 8/5; 6/4; 17/11; 33/20; 8/5; 31/20; 29/20; 31/20; 6/4; 6/4; 8/5; 6/4; 19/13; 17/11; 8/5; 8/5; 8/5; 6/4; 6/4; 13/8; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 179/00; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 17/10; 17/10; 17/10; 28/17; 28/17; 14/9; 17/10; 17/10; 17/10; 17/10; 13/8; 13/8; 7/4; 7/4; 
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 11/5; 9/4; 40/17; 11/5; 9/4; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 23/10; 40/17; 12/5; 11/5; 23/10; 21/10; 2; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-15 10:22:10 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 13/8; 8/5; 171/00; 13/8; 8/5; 6/4; 17/11; 33/20; 8/5; 31/20; 29/20; 31/20; 6/4; 6/4; 8/5; 6/4; 19/13; 17/11; 8/5; 8/5; 8/5; 6/4; 13/8; 13/8
Morecambe; 13/8; 17/10; 7/4; 13/8; 179/00; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 17/10; 17/10; 17/10; 17/10; 28/17; 14/9; 17/10; 17/10; 17/10; 17/10; 13/8; 7/4; 7/4; 
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 11/5; 9/4; 40/17; 11/5; 9/4; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 23/10; 40/17; 12/5; 11/5; 23/10; 21/10; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-15 14:22:42 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 13/8; 8/5; 169/00; 13/8; 8/5; 6/4; 17/11; 13/8; 8/5; 13/8; 29/20; 31/20; 6/4; 6/4; 17/11; 6/4; 19/13; 17/11; 8/5; 33/20; 8/5; 6/4; 7/5; 13/8; 17/10
Morecambe; 13/8; 17/10; 17/10; 13/8; 177/00; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 17/10; 17/10; 17/10; 28/17; 28/17; 14/9; 17/10; 13/8; 17/10; 17/10; 13/8; 8/5; 17/10; 17/10; 
Draw; 5/2; 23/10; 11/5; 21/10; 121/0; 12/5; 9/4; 9/4; 40/17; 11/5; 23/10; 21/10; 23/10; 21/10; 12/5; 9/4; 23/10; 12/5; 23/10; 40/17; 5/2; 9/4; 23/10; 21/10; 2; 23/10; 12/5
META; english/league-2/morecambe-v-exeter; 2018-03-15 18:22:26 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 13/8; 8/5; 17/10; 13/8; 6/4; 17/11; 33/20; 8/5; 13/8; 29/20; 31/20; 6/4; 8/5; 8/5; 6/4; 19/13; 17/11; 8/5; 33/20; 8/5; 13/8; 6/4; 13/8; 17/10; 
Morecambe; 13/8; 17/10; 17/10; 13/8; 44/25; 9/5; 13/8; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 17/10; 8/5; 28/17; 28/17; 14/9; 17/10; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10
Draw; 5/2; 23/10; 11/5; 21/10; 121/0; 12/5; 9/4; 40/17; 11/5; 23/10; 11/5; 23/10; 21/10; 12/5; 9/4; 23/10; 12/5; 23/10; 40/17; 5/2; 9/4; 40/17; 21/10; 21/10; 23/10; 12/5; 
META; english/league-2/morecambe-v-exeter; 2018-03-15 22:22:02 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 13/8; 8/5; 17/10; 13/8; 6/4; 17/11; 33/20; 8/5; 13/8; 29/20; 31/20; 6/4; 8/5; 8/5; 6/4; 19/13; 17/11; 8/5; 33/20; 8/5; 13/8; 13/8; 13/8; 17/10; 
Morecambe; 13/8; 17/10; 17/10; 13/8; 44/25; 9/5; 13/8; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 17/10; 8/5; 28/17; 28/17; 14/9; 17/10; 13/8; 17/10; 28/17; 17/10; 7/4; 7/4; 17/10
Draw; 5/2; 23/10; 11/5; 21/10; 121/0; 12/5; 9/4; 40/17; 11/5; 23/10; 11/5; 23/10; 21/10; 12/5; 9/4; 23/10; 12/5; 23/10; 40/17; 5/2; 9/4; 40/17; 21/10; 21/10; 23/10; 12/5; 
META; english/league-2/morecambe-v-exeter; 2018-03-16 02:21:36 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 6/4; 8/5; 33/20; 8/5; 43/25; 13/8; 6/4; 17/11; 33/20; 8/5; 13/8; 29/20; 31/20; 6/4; 8/5; 17/11; 6/4; 19/13; 17/11; 13/8; 33/20; 17/11; 13/8; 8/5; 17/10; 17/10; 
Morecambe; 13/8; 17/10; 17/10; 13/8; 177/00; 9/5; 17/10; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 17/10; 8/5; 17/10; 28/17; 14/9; 17/10; 7/4; 17/10; 17/10; 17/10; 17/10; 7/4; 17/10
Draw; 5/2; 23/10; 21/10; 21/10; 59/25; 12/5; 11/5; 9/4; 40/17; 11/5; 23/10; 9/4; 23/10; 21/10; 12/5; 9/4; 40/17; 12/5; 23/10; 40/17; 23/10; 9/4; 40/17; 9/4; 11/5; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-16 10:21:42 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 17/10; 8/5; 33/20; 8/5; 43/25; 13/8; 6/4; 17/11; 33/20; 8/5; 13/8; 29/20; 31/20; 6/4; 8/5; 17/11; 6/4; 19/13; 17/11; 13/8; 33/20; 17/11; 6/4; 8/5; 17/10; 17/10; 
Morecambe; 7/4; 17/10; 17/10; 13/8; 89/50; 9/5; 17/10; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 17/10; 17/10; 17/10; 28/17; 14/9; 17/10; 7/4; 17/10; 17/10; 17/10; 17/10; 7/4; 17/10
Draw; 12/5; 23/10; 21/10; 21/10; 47/20; 12/5; 11/5; 23/10; 40/17; 11/5; 9/4; 9/4; 23/10; 21/10; 12/5; 11/5; 40/17; 12/5; 23/10; 40/17; 23/10; 9/4; 40/17; 9/4; 11/5; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-16 14:22:54 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 13/8; 8/5; 8/5; 8/5; 43/25; 13/8; 17/11; 13/8; 8/5; 13/8; 29/20; 31/20; 6/4; 8/5; 17/11; 6/4; 19/13; 17/11; 8/5; 33/20; 17/11; 6/4; 6/4; 17/10; 17/10; ; 
Morecambe; 9/5; 17/10; 7/4; 13/8; 89/50; 9/5; 17/10; 17/10; 7/4; 7/4; 17/10; 9/5; 17/10; 17/10; 17/10; 17/10; 28/17; 14/9; 17/10; 7/4; 17/10; 17/10; 17/10; 17/10; 7/4; 17/10; 
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 11/5; 23/10; 40/17; 11/5; 9/4; 9/4; 23/10; 21/10; 12/5; 11/5; 40/17; 12/5; 23/10; 40/17; 5/2; 9/4; 40/17; 9/4; 23/10; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-16 18:22:18 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 13/8; 8/5; 8/5; 17/10; 43/25; 13/8; 13/8; 17/11; 13/8; 8/5; 13/8; 29/20; 31/20; 6/4; 8/5; 17/11; 6/4; 8/5; 17/11; 8/5; 33/20; 17/11; 13/8; 13/8; 17/10; 17/10; 
Morecambe; 9/5; 17/10; 7/4; 17/10; 89/50; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 17/10; 17/10; 17/10; 17/10; 28/17; 19/12; 17/10; 7/4; 17/10; 17/10; 13/8; 17/10; 7/4; 17/10; 
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 9/4; 23/10; 40/17; 11/5; 9/4; 11/5; 23/10; 21/10; 12/5; 11/5; 40/17; 12/5; 12/5; 40/17; 5/2; 9/4; 40/17; 9/4; 23/10; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-16 22:22:26 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 13/8; 8/5; 8/5; 17/10; 43/25; 13/8; 13/8; 17/11; 13/8; 8/5; 13/8; 29/20; 31/20; 6/4; 8/5; 8/5; 6/4; 8/5; 17/11; 8/5; 33/20; 8/5; 8/5; 13/8; 17/10; 13/8; 
Morecambe; 9/5; 17/10; 7/4; 17/10; 89/50; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 17/10; 17/10; 17/10; 17/10; 28/17; 19/12; 17/10; 7/4; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 9/4; 23/10; 40/17; 11/5; 9/4; 11/5; 23/10; 21/10; 12/5; 11/5; 9/4; 12/5; 12/5; 40/17; 5/2; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-17 02:22:05 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Exeter; 13/8; 8/5; 8/5; 17/10; 43/25; 13/8; 13/8; 17/11; 13/8; 8/5; 13/8; 29/20; 31/20; 6/4; 8/5; 8/5; 6/4; 8/5; 17/11; 8/5; 33/20; 8/5; 8/5; 8/5; 17/10; 17/10; 
Morecambe; 9/5; 17/10; 7/4; 17/10; 89/50; 9/5; 17/10; 17/10; 7/4; 7/4; 7/4; 9/5; 17/10; 17/10; 17/10; 17/10; 28/17; 19/12; 17/10; 9/5; 17/10; 17/10; 17/10; 7/4; 7/4; 17/10; 
Draw; 5/2; 23/10; 21/10; 21/10; 47/20; 12/5; 9/4; 23/10; 40/17; 11/5; 9/4; 11/5; 23/10; 21/10; 12/5; 11/5; 9/4; 12/5; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 11/5; 23/10; 23/10
META; english/league-2/morecambe-v-exeter; 2018-03-17 10:22:10 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
