META; english/league-2/notts-county-v-mansfield; 2018-03-11 02:21:09 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Mansfield; 17/10; 1/100
Draw; 12/5; 20/21
Notts County; 3/2; 2/9
META; english/league-2/notts-county-v-mansfield; 2018-03-11 10:21:13 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Mansfield; 17/10; 1/100; 
Draw; 12/5; 20/21; 4/11
Notts County; 3/2; 2/9; 
META; english/league-2/notts-county-v-mansfield; 2018-03-11 14:22:33 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 6/4; 3/2; 6/4; 7/5; 6/4; 6/4; 6/4; 4/5; 4/9
Mansfield; 9/5; 17/10; 7/4; 17/10; 9/5; 9/5; 9/5; 6/4; 1/100
Draw; 9/4; 12/5; 9/4; 21/10; 12/5; 12/5; 9/4; 19/10; 10/11
META; english/league-2/notts-county-v-mansfield; 2018-03-11 18:22:03 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 3/2; 11/8; 143/00; 11/8; 13/10; 27/20; 7/5; 13/10; 11/8; 27/20; 13/10; 21/20; 11/8
Mansfield; 2; 17/10; 21/10; 21/10; 19/10; 15/8; 21/10; 2; 2; 2; 17/10; 2; ; 
Draw; 23/10; 12/5; 21/10; 121/0; 9/4; 21/10; 21/10; 23/10; 28/13; 12/5; 28/13; 23/10; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-11 22:21:52 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 3/2; 11/8; 29/20; 29/20; 11/8; 13/10; 27/20; 7/5; 11/8; 13/10; 21/17; 11/8; 27/20; 23/17; 27/20; 7/5
Mansfield; 2; 17/10; 21/10; 52/25; 2; 19/10; 15/8; 21/10; 2; 21/10; 37/19; 15/8; 2; 37/19; 9/5; 2; 
Draw; 23/10; 12/5; 21/10; 121/0; 23/10; 9/4; 21/10; 21/10; 9/4; 11/5; 28/13; 9/4; 12/5; 28/13; 2; 23/10; 
META; english/league-2/notts-county-v-mansfield; 2018-03-12 02:22:13 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 3/2; 11/8; 29/20; 29/20; 11/8; 13/10; 27/20; 7/5; 11/8; 11/8; 13/10; 21/17; 11/8; 27/20; 23/17; 27/20; 7/5
Mansfield; 2; 17/10; 21/10; 52/25; 2; 19/10; 15/8; 21/10; 2; 21/10; 19/10; 37/19; 15/8; 2; 37/19; 9/5; 2; 
Draw; 23/10; 12/5; 21/10; 121/0; 23/10; 9/4; 21/10; 21/10; 9/4; 11/5; 9/4; 28/13; 9/4; 12/5; 28/13; 2; 23/10; 
META; english/league-2/notts-county-v-mansfield; 2018-03-12 10:22:08 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 3/2; 7/5; 37/25; 29/20; 7/5; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 23/17; 13/10; 21/17; 11/8; 11/8; 27/20; 23/17; 27/20; 7/5
Mansfield; 2; 17/10; 21/10; 52/25; 2; 19/10; 15/8; 37/19; 2; 21/10; 19/10; 19/10; 2; 15/8; 37/19; 2; 37/19; 9/5; 2; ; 
Draw; 23/10; 12/5; 21/10; 59/25; 23/10; 11/5; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 28/13; 23/10; 9/4; 9/4; 12/5; 28/13; 2; 23/10; 
META; english/league-2/notts-county-v-mansfield; 2018-03-12 14:22:44 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 6/4; 7/5; 37/25; 29/20; 7/5; 13/10; 11/8; 11/8; 11/8; 11/8; 27/20; 11/8; 11/8; 23/17; 13/10; 21/17; 11/8; 7/5; 27/20; 23/17; 27/20; 5/4; 7/5
Mansfield; 2; 9/5; 21/10; 52/25; 2; 19/10; 15/8; 37/19; 2; 21/10; 2; 2; 19/10; 2; 15/8; 37/19; 2; 37/19; 9/5; 13/8; 2; ; ; 
Draw; 23/10; 9/4; 21/10; 59/25; 23/10; 11/5; 21/10; 9/4; 21/10; 23/10; 11/5; 41/20; 9/4; 11/5; 28/13; 23/10; 9/4; 9/4; 23/10; 28/13; 2; 15/8; 23/10; 
META; english/league-2/notts-county-v-mansfield; 2018-03-12 18:22:48 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 6/4; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 27/20; 11/8; 11/8; 13/10; 13/10; 21/17; 11/8; 11/8; 27/20; 13/10; 27/20; 27/20; 11/8
Mansfield; 2; 9/5; 2; 11/5; 2; 15/8; 37/19; 2; 21/10; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 21/10; 2; 9/5; 9/5; 21/10; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 41/20; 9/4; 21/10; 28/13; 23/10; 9/4; 9/4; 23/10; 28/13; 2; 9/4; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-12 22:22:47 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 6/4; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 27/20; 11/8; 11/8; 13/10; 13/10; 21/17; 11/8; 11/8; 27/20; 13/10; 27/20; 27/20; 11/8
Mansfield; 2; 9/5; 2; 11/5; 2; 15/8; 37/19; 2; 21/10; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 21/10; 2; 15/8; 9/5; 21/10; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 41/20; 9/4; 21/10; 28/13; 23/10; 9/4; 9/4; 23/10; 28/13; 2; 9/4; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-13 02:22:38 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 27/20; 11/8; 13/10; 13/10; 13/10; 21/17; 11/8; 11/8; 27/20; 13/10; 27/20; 27/20; 11/8
Mansfield; 2; 21/10; 2; 11/5; 2; 15/8; 37/19; 2; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 21/10; 2; 9/5; 9/5; 21/10; ; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 9/4; 11/5; 9/4; 41/20; 9/4; 11/5; 28/13; 23/10; 9/4; 9/4; 23/10; 28/13; 2; 9/4; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-13 10:22:51 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 27/20; 11/8; 11/8; 13/10; 13/10; 21/17; 11/8; 11/8; 27/20; 13/10; 27/20; 27/20; 11/8
Mansfield; 2; 21/10; 2; 11/5; 2; 15/8; 37/19; 2; 21/10; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 21/10; 2; 9/5; 9/5; 21/10; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 41/20; 9/4; 21/10; 28/13; 23/10; 9/4; 9/4; 23/10; 28/13; 2; 9/4; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-13 14:23:07 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 11/8; 7/5; 11/8; 7/5; 27/20; 11/8; 11/8; 13/10; 13/10; 21/17; 11/8; 11/8; 27/20; 13/10; 27/20; 27/20; 11/8
Mansfield; 2; 21/10; 2; 11/5; 2; 15/8; 37/19; 2; 21/10; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 21/10; 2; 9/5; 9/5; 21/10; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 41/20; 9/4; 21/10; 28/13; 23/10; 9/4; 9/4; 23/10; 28/13; 2; 9/4; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-13 18:23:07 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 27/20; 11/8; 11/8; 13/10; 13/10; 21/17; 11/8; 11/8; 27/20; 23/17; 27/20; 27/20; 11/8
Mansfield; 2; 21/10; 2; 11/5; 2; 15/8; 37/19; 21/10; 21/10; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 21/10; 2; 39/19; 9/5; 9/5; 21/10; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 41/20; 9/4; 21/10; 28/13; 23/10; 9/4; 9/4; 23/10; 11/5; 2; 9/4; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-13 22:22:54 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 27/20; 11/8; 11/8; 13/10; 13/10; 21/17; 11/8; 11/8; 27/20; 23/17; 27/20; 27/20; 11/8
Mansfield; 2; 21/10; 2; 11/5; 2; 15/8; 37/19; 21/10; 21/10; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 21/10; 2; 39/19; 2; 9/5; 21/10; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 41/20; 9/4; 21/10; 28/13; 23/10; 9/4; 9/4; 23/10; 11/5; 2; 9/4; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-14 02:21:44 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 27/20; 11/8; 11/8; 23/17; 13/10; 21/17; 11/8; 11/8; 27/20; 23/17; 27/20; 27/20; 11/8
Mansfield; 2; 21/10; 2; 11/5; 2; 15/8; 37/19; 21/10; 2; 21/10; 15/8; 41/20; 2; 39/19; 2; 15/8; 37/19; 21/10; 2; 39/19; 9/5; 9/5; 21/10; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 9/4; 11/5; 9/4; 41/20; 9/4; 21/10; 28/13; 23/10; 9/4; 9/4; 23/10; 28/13; 2; 9/4; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-14 10:21:54 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 27/20; 11/8; 11/8; 13/10; 13/10; 21/17; 11/8; 11/8; 27/20; 23/17; 27/20; 11/8
Mansfield; 2; 21/10; 2; 11/5; 2; 15/8; 37/19; 21/10; 2; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 21/10; 2; 39/19; 9/5; 21/10; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 9/4; 11/5; 9/4; 41/20; 9/4; 21/10; 28/13; 23/10; 9/4; 9/4; 23/10; 11/5; 2; 9/4; 
META; english/league-2/notts-county-v-mansfield; 2018-03-14 14:22:17 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 7/5; 13/10; 143/00; 29/20; 11/8; 13/10; 11/8; 7/5; 7/5; 11/8; 7/5; 27/20; 11/8; 11/8; 13/10; 13/10; 21/17; 11/8; 11/8; 27/20; 23/17; 27/20; 27/20; 11/8; 11/8
Mansfield; 2; 21/10; 2; 11/5; 2; 15/8; 37/19; 21/10; 21/10; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 21/10; 2; 39/19; 9/5; 9/5; 21/10; 21/10; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 41/20; 9/4; 21/10; 28/13; 23/10; 9/4; 9/4; 23/10; 11/5; 2; 9/4; 9/4; ; 
META; english/league-2/notts-county-v-mansfield; 2018-03-14 18:22:04 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 29/20; 13/10; 38/25; 29/20; 7/5; 13/10; 11/8; 29/20; 7/5; 29/20; 7/5; 27/20; 11/8; 11/8; 7/5; 13/10; 21/17; 11/8; 7/5; 7/5; 7/5; 27/20; 7/5; 7/5; 7/5
Mansfield; 2; 21/10; 2; 103/0; 2; 15/8; 37/19; 2; 21/10; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 2; 2; 9/5; 17/10; 2; ; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 23/10; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; 9/4; 41/20; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 23/10; 21/10; 11/5; 2; 9/4; 9/4; 
META; english/league-2/notts-county-v-mansfield; 2018-03-14 22:21:55 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 13/10; 29/20; 13/10; 38/25; 29/20; 7/5; 13/10; 11/8; 29/20; 7/5; 29/20; 7/5; 27/20; 11/8; 11/8; 7/5; 13/10; 21/17; 11/8; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5
Mansfield; 2; 21/10; 2; 103/0; 2; 15/8; 37/19; 2; 21/10; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 2; 2; 19/10; 17/10; 2; ; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 23/10; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; 9/4; 41/20; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 23/10; 21/10; 11/5; 2; 9/4; 9/4; 
META; english/league-2/notts-county-v-mansfield; 2018-03-15 02:21:59 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 7/5; 29/20; 13/10; 38/25; 6/4; 7/5; 7/5; 11/8; 29/20; 7/5; 29/20; 7/5; 27/20; 11/8; 11/8; 7/5; 13/10; 21/17; 11/8; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 7/5
Mansfield; 2; 2; 103/0; 21/10; 19/10; 15/8; 37/19; 2; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 2; 2; 19/10; 17/10; 2; ; ; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 23/10; 12/5; 11/5; 11/5; 9/4; 21/10; 9/4; 21/10; 9/4; 41/20; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 23/10; 21/10; 11/5; 21/10; 2; 9/4; 9/4
META; english/league-2/notts-county-v-mansfield; 2018-03-15 10:21:43 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 7/5; 29/20; 13/10; 38/25; 6/4; 7/5; 7/5; 11/8; 29/20; 7/5; 29/20; 7/5; 27/20; 11/8; 11/8; 7/5; 13/10; 21/17; 11/8; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5
Mansfield; 2; 2; 103/0; 21/10; 19/10; 15/8; 37/19; 2; 21/10; 15/8; 41/20; 2; 2; 15/8; 37/19; 2; 2; 19/10; 2; ; ; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 23/10; 12/5; 11/5; 11/5; 9/4; 21/10; 9/4; 21/10; 9/4; 41/20; 9/4; 21/10; 11/5; 23/10; 9/4; 9/4; 23/10; 21/10; 11/5; 21/10; 9/4; 9/4
META; english/league-2/notts-county-v-mansfield; 2018-03-15 14:22:13 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 27/20; 7/5; 29/20; 13/10; 39/25; 6/4; 7/5; 7/5; 11/8; 29/20; 7/5; 29/20; 7/5; 27/20; 11/8; 7/5; 16/11; 13/10; 21/17; 11/8; 7/5; 29/20; 16/11; 11/8; 7/5; 6/4; 6/4
Mansfield; 2; 2; 2; 21/10; 19/10; 15/8; 37/19; 2; 19/10; 15/8; 41/20; 2; 19/10; 37/19; 2; 15/8; 37/19; 2; 37/19; 19/10; 17/10; 19/10; 19/10; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 12/5; 11/5; 11/5; 9/4; 21/10; 9/4; 11/5; 9/4; 41/20; 9/4; 11/5; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 11/5; 21/10; 2; 9/4; 23/10
META; english/league-2/notts-county-v-mansfield; 2018-03-15 18:21:57 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 13/8; 7/5; 33/20; 17/10; 173/00; 17/10; 13/8; 8/5; 13/8; 17/10; 13/8; 8/5; 7/5; 8/5; 17/10; 8/5; 28/17; 28/17; 19/13; 13/8; 13/8; 33/20; 28/17; 8/5; 13/8; 17/10; 13/8
Mansfield; 13/8; 2; 17/10; 8/5; 179/00; 19/10; 17/10; 9/5; 28/17; 7/4; 9/5; 17/10; 15/8; 7/4; 17/10; 17/10; 28/17; 8/5; 27/17; 28/17; 17/10; 7/4; 17/10; 9/5; 15/8; 15/8; 9/5
Draw; 23/10; 9/4; 21/10; 2; 58/25; 23/10; 21/10; 21/10; 9/4; 21/10; 11/5; 23/10; 9/4; 41/20; 21/10; 21/10; 11/5; 9/4; 9/4; 9/4; 23/10; 11/5; 11/5; 2; 9/4; 11/5; 
META; english/league-2/notts-county-v-mansfield; 2018-03-15 22:21:34 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 13/8; 13/8; 7/4; 7/4; 183/00; 7/4; 17/10; 13/8; 13/8; 7/4; 17/10; 17/10; 7/5; 17/10; 13/8; 17/10; 17/10; 28/17; 53/35; 13/8; 7/4; 7/4; 7/4; 13/8; 17/10; 9/5; 17/10
Mansfield; 13/8; 17/10; 33/20; 13/8; 42/25; 9/5; 8/5; 17/10; 28/17; 33/20; 7/4; 13/8; 15/8; 13/8; 17/10; 8/5; 8/5; 8/5; 20/13; 28/17; 13/8; 13/8; 8/5; 13/8; 13/8; 13/8; 13/8
Draw; 23/10; 9/4; 21/10; 11/5; 117/0; 23/10; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 9/4; 41/20; 9/4; 21/10; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 21/10; 11/5; 23/10; 11/5
META; english/league-2/notts-county-v-mansfield; 2018-03-16 02:21:10 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 13/8; 13/8; 17/10; 7/4; 183/00; 7/4; 17/10; 13/8; 13/8; 17/10; 17/10; 17/10; 7/5; 33/20; 13/8; 17/10; 28/17; 28/17; 53/35; 13/8; 17/10; 7/4; 17/10; 13/8; 13/8; 9/5; 9/5
Mansfield; 13/8; 17/10; 17/10; 13/8; 42/25; 9/5; 8/5; 17/10; 28/17; 17/10; 7/4; 13/8; 15/8; 33/20; 17/10; 8/5; 28/17; 8/5; 20/13; 28/17; 17/10; 13/8; 28/17; 13/8; 17/10; 17/10; 13/8
Draw; 23/10; 9/4; 21/10; 11/5; 117/0; 23/10; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 9/4; 41/20; 9/4; 21/10; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 11/5; 11/5; 23/10; 23/10
META; english/league-2/notts-county-v-mansfield; 2018-03-16 10:21:16 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 9/5; 13/8; 17/10; 7/4; 181/00; 7/4; 17/10; 13/8; 13/8; 17/10; 17/10; 17/10; 7/5; 33/20; 13/8; 17/10; 28/17; 28/17; 53/35; 13/8; 17/10; 7/4; 17/10; 13/8; 17/10; 9/5; 9/5
Mansfield; 9/5; 17/10; 17/10; 13/8; 17/10; 9/5; 13/8; 17/10; 28/17; 17/10; 17/10; 13/8; 15/8; 33/20; 17/10; 8/5; 28/17; 8/5; 20/13; 28/17; 9/5; 13/8; 28/17; 13/8; 13/8; 13/8; 13/8
Draw; 9/4; 9/4; 21/10; 11/5; 117/0; 23/10; 21/10; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 41/20; 9/4; 21/10; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 11/5; 9/4; 23/10; 23/10
META; english/league-2/notts-county-v-mansfield; 2018-03-16 14:22:27 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 9/5; 13/8; 33/20; 7/4; 177/00; 7/4; 17/10; 13/8; 28/17; 17/10; 17/10; 17/10; 7/5; 33/20; 13/8; 17/10; 28/17; 28/17; 53/35; 28/17; 17/10; 17/10; 17/10; 13/8; 17/10; 7/4; 13/8
Mansfield; 9/5; 17/10; 17/10; 13/8; 87/50; 9/5; 17/10; 17/10; 28/17; 7/4; 17/10; 13/8; 15/8; 33/20; 17/10; 8/5; 28/17; 8/5; 20/13; 28/17; 9/5; 17/10; 28/17; 13/8; 13/8; 13/8; 13/8
Draw; 9/4; 9/4; 21/10; 11/5; 117/0; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 9/4; 2; 9/4; 21/10; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 9/4; 11/5; 23/10; 23/10; 21/10
META; english/league-2/notts-county-v-mansfield; 2018-03-16 18:21:50 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 9/5; 13/8; 33/20; 17/10; 177/00; 7/4; 17/10; 13/8; 28/17; 17/10; 17/10; 17/10; 7/5; 33/20; 13/8; 8/5; 28/17; 28/17; 13/8; 28/17; 17/10; 17/10; 17/10; 13/8; 17/10; 7/4; 17/10
Mansfield; 9/5; 17/10; 17/10; 17/10; 87/50; 9/5; 17/10; 17/10; 28/17; 7/4; 7/4; 13/8; 15/8; 33/20; 17/10; 17/10; 28/17; 8/5; 13/8; 28/17; 9/5; 17/10; 28/17; 13/8; 17/10; 13/8; 17/10
Draw; 9/4; 9/4; 21/10; 21/10; 117/0; 23/10; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 9/4; 2; 9/4; 21/10; 11/5; 9/4; 11/5; 9/4; 9/4; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10
META; english/league-2/notts-county-v-mansfield; 2018-03-16 22:21:58 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 9/5; 13/8; 33/20; 17/10; 177/00; 7/4; 17/10; 13/8; 28/17; 17/10; 17/10; 17/10; 7/5; 33/20; 13/8; 8/5; 17/10; 28/17; 13/8; 28/17; 17/10; 17/10; 17/10; 13/8; 17/10; 7/4; 
Mansfield; 9/5; 17/10; 17/10; 17/10; 87/50; 9/5; 17/10; 17/10; 28/17; 7/4; 7/4; 13/8; 15/8; 33/20; 17/10; 17/10; 28/17; 8/5; 13/8; 28/17; 9/5; 17/10; 28/17; 13/8; 17/10; 13/8; 17/10
Draw; 9/4; 9/4; 21/10; 21/10; 117/0; 23/10; 11/5; 21/10; 9/4; 21/10; 21/10; 11/5; 9/4; 2; 9/4; 21/10; 11/5; 9/4; 11/5; 9/4; 9/4; 11/5; 11/5; 11/5; 23/10; 23/10; 23/10
META; english/league-2/notts-county-v-mansfield; 2018-03-17 02:21:38 GMT+2; 2018-03-17 13:00; Nothing; Xlenovo
Notts County; 9/5; 13/8; 33/20; 17/10; 177/00; 7/4; 17/10; 13/8; 28/17; 17/10; 17/10; 17/10; 7/5; 33/20; 13/8; 8/5; 17/10; 28/17; 13/8; 28/17; 17/10; 17/10; 17/10; 13/8; 17/10; 7/4; 17/10
Mansfield; 9/5; 17/10; 17/10; 17/10; 87/50; 9/5; 17/10; 17/10; 28/17; 7/4; 17/10; 13/8; 15/8; 33/20; 17/10; 17/10; 28/17; 8/5; 13/8; 28/17; 9/5; 17/10; 28/17; 17/10; 17/10; 13/8; 7/4
