META; english/league-2/lincoln-v-wycombe; 2018-04-14 22:20:20 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 13/10; 13/10; 5/4; 13/10; 13/10; 11/8; 13/10; 11/8; 4/6; 5/4
Wycombe; 2; 19/10; 19/10; 2; 15/8; 2; 2; 15/8; ; 
Draw; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 12/5; 12/5; 9/5; 9/4
META; english/league-2/lincoln-v-wycombe; 2018-04-15 02:20:39 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 13/10; 13/10; 5/4; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 10/11; 5/4
Wycombe; 2; 19/10; 19/10; 2; 15/8; 2; 2; 21/10; 2; 6/4; 15/8; ; 
Draw; 12/5; 23/10; 9/4; 23/10; 23/10; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 10/9; 9/4
META; english/league-2/lincoln-v-wycombe; 2018-04-15 10:20:39 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 27/20; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 1; 5/4
Wycombe; 2; 19/10; 2; 19/10; 2; 15/8; 2; 2; 19/10; 39/20; 2; 2; 2; 10/9; 15/8; ; ; 
Draw; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 40/17; 23/10; 12/5; 5/2; 9/4; 12/5; 12/5; 40/17; 12/5; 12/5; 13/8; 9/4
META; english/league-2/lincoln-v-wycombe; 2018-04-15 14:21:59 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 13/10; 13/10; 29/20; 5/4; 79/50; 11/8; 11/8; 13/10; 29/20; 11/8; 29/20; 11/8; 7/5; 11/8; 23/17; 13/10; 17/13; 13/10; 29/20; 23/17; 21/20; 11/8; 6/4
Wycombe; 2; 19/10; 2; 19/10; 41/20; 19/10; 15/8; 2; 2; 39/20; 19/10; 2; 2; 33/19; 2; 19/10; 2; 6/5; 9/5; 2; ; ; 
Draw; 12/5; 23/10; 11/5; 9/4; 111/50; 11/5; 23/10; 40/17; 11/5; 23/10; 21/10; 43/20; 23/10; 9/4; 9/4; 23/10; 23/10; 40/17; 12/5; 9/4; 9/5; 19/10; 21/10
META; english/league-2/lincoln-v-wycombe; 2018-04-15 18:21:32 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 27/20; 13/10; 27/20; 5/4; 6/4; 29/20; 11/8; 11/8; 13/10; 11/8; 7/5; 11/8; 11/8; 13/10; 11/8; 11/8; 23/17; 13/10; 16/13; 13/10; 11/8; 23/17; 27/20; 13/10; 7/5
Wycombe; 19/10; 19/10; 21/10; 19/10; 109/50; 2; 15/8; 2; 21/10; 2; 21/10; 15/8; 41/20; 2; 2; 24/13; 2; 39/19; 19/10; 15/8; 21/10; ; ; ; 
Draw; 12/5; 23/10; 11/5; 9/4; 111/50; 12/5; 11/5; 23/10; 40/17; 11/5; 23/10; 11/5; 23/10; 43/20; 9/4; 23/10; 9/4; 23/10; 40/17; 40/17; 12/5; 9/4; 21/10; 19/10; 21/10
META; english/league-2/lincoln-v-wycombe; 2018-04-15 22:21:40 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 27/20; 13/10; 27/20; 5/4; 6/4; 29/20; 11/8; 11/8; 13/10; 11/8; 11/8; 11/8; 11/8; 13/10; 11/8; 11/8; 23/17; 13/10; 16/13; 13/10; 11/8; 23/17; 27/20; 13/10; 7/5
Wycombe; 19/10; 21/10; 21/10; 19/10; 109/50; 2; 15/8; 2; 21/10; 2; 21/10; 15/8; 41/20; 2; 2; 24/13; 2; 39/19; 19/10; 15/8; 2; ; ; ; 
Draw; 12/5; 9/4; 11/5; 9/4; 111/50; 12/5; 11/5; 23/10; 40/17; 11/5; 23/10; 11/5; 23/10; 43/20; 9/4; 9/4; 9/4; 23/10; 40/17; 40/17; 12/5; 9/4; 11/5; 19/10; 21/10
META; english/league-2/lincoln-v-wycombe; 2018-04-16 02:21:22 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 27/20; 13/10; 27/20; 5/4; 67/50; 7/5; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 11/8; 13/10; 5/4; 13/10; 13/10; 13/10; 16/13; 13/10; 11/8; 13/10; 13/10; 6/5; 13/10
Wycombe; 19/10; 21/10; 21/10; 19/10; 23/10; 21/10; 21/10; 2; 21/10; 21/10; 11/5; 15/8; 41/20; 11/5; 21/10; 21/10; 2; 24/13; 2; 21/10; 19/10; 17/10; 23/10; ; 
Draw; 12/5; 9/4; 11/5; 9/4; 119/50; 12/5; 9/4; 23/10; 40/17; 11/5; 23/10; 21/10; 23/10; 43/20; 9/4; 23/10; 9/4; 23/10; 40/17; 40/17; 12/5; 9/4; 23/10; 9/5; 23/10
META; english/league-2/lincoln-v-wycombe; 2018-04-16 10:21:23 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 11/8; 13/10; 27/20; 5/4; 27/20; 7/5; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 11/8; 13/10; 5/4; 13/10; 13/10; 13/10; 16/13; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10
Wycombe; 21/10; 21/10; 21/10; 19/10; 57/25; 21/10; 21/10; 2; 21/10; 21/10; 11/5; 15/8; 41/20; 11/5; 21/10; 21/10; 2; 24/13; 2; 21/10; 19/10; 15/8; 9/4; ; 
Draw; 5/2; 9/4; 11/5; 9/4; 119/50; 12/5; 9/4; 23/10; 40/17; 11/5; 23/10; 21/10; 23/10; 43/20; 9/4; 23/10; 9/4; 23/10; 40/17; 40/17; 5/2; 23/10; 23/10; 19/10; 23/10
META; english/league-2/lincoln-v-wycombe; 2018-04-16 14:22:01 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 11/8; 13/10; 27/20; 11/8; 27/20; 7/5; 13/10; 13/10; 13/10; 27/20; 11/8; 13/10; 11/8; 13/10; 23/20; 13/10; 13/10; 13/10; 16/13; 13/10; 11/8; 13/10; 13/10; 10/11; 13/10; 13/10; 13/10
Wycombe; 11/5; 21/10; 21/10; 2; 113/50; 21/10; 21/10; 2; 21/10; 2; 11/5; 15/8; 41/20; 2; 21/10; 21/10; 2; 24/13; 2; 28/13; 21/10; 19/10; 19/10; 11/5; 11/5; ; 
Draw; 12/5; 9/4; 11/5; 9/4; 12/5; 12/5; 11/5; 23/10; 40/17; 11/5; 23/10; 21/10; 23/10; 43/20; 21/10; 9/4; 9/4; 23/10; 40/17; 40/17; 12/5; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10
META; english/league-2/lincoln-v-wycombe; 2018-04-16 18:22:15 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 11/8; 13/10; 27/20; 11/8; 139/100; 7/5; 13/10; 13/10; 13/10; 11/8; 11/8; 13/10; 11/8; 13/10; 23/20; 13/10; 13/10; 13/10; 23/18; 13/10; 7/5; 23/17; 13/10; 5/4; 13/10; 11/8; 11/8
Wycombe; 11/5; 21/10; 21/10; 2; 11/5; 21/10; 2; 2; 21/10; 21/10; 21/10; 15/8; 41/20; 2; 21/10; 39/19; 2; 2; 21/10; 39/19; 2; 19/10; 19/10; 21/10; 21/10; ; 
Draw; 12/5; 9/4; 11/5; 9/4; 12/5; 12/5; 11/5; 23/10; 40/17; 11/5; 9/4; 9/4; 23/10; 43/20; 21/10; 9/4; 9/4; 23/10; 40/17; 40/17; 12/5; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-2/lincoln-v-wycombe; 2018-04-16 22:22:11 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 6/4; 7/5; 6/4; 7/5; 38/25; 29/20; 6/4; 7/5; 7/5; 6/4; 29/20; 29/20; 11/8; 7/5; 13/10; 7/5; 16/11; 7/5; 15/11; 7/5; 29/20; 16/11; 7/5; 7/5; 7/5; 7/5; 6/4
Wycombe; 2; 15/8; 19/10; 191/100; 2; 15/8; 15/8; 9/5; 19/10; 19/10; 15/8; 15/8; 15/8; 17/10; 19/10; 24/13; 24/13; 20/11; 9/5; 2; 24/13; 9/5; 7/5; 6/4; 9/5; 9/5; 
Draw; 12/5; 9/4; 21/10; 9/4; 5/2; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 23/10; 23/10; 21/10; 11/5; 9/4; 23/10; 23/10; 12/5; 12/5; 12/5; 40/17; 12/5; 23/10; 23/10; 12/5; 5/2
META; english/league-2/lincoln-v-wycombe; 2018-04-17 02:22:05 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 6/4; 7/5; 7/5; 7/5; 139/100; 29/20; 11/8; 7/5; 23/18; 7/5; 7/5; 7/5; 11/8; 7/5; 5/4; 7/5; 23/17; 7/5; 15/11; 23/18; 29/20; 23/17; 13/10; 7/5; 11/8; 27/20; 27/20
Wycombe; 2; 2; 19/10; 52/25; 2; 19/10; 15/8; 37/19; 2; 2; 15/8; 19/10; 7/4; 2; 37/19; 24/13; 20/11; 37/19; 2; 2; 15/8; 9/5; 2; ; ; ; 
Draw; 12/5; 9/4; 11/5; 9/4; 51/20; 12/5; 23/10; 23/10; 27/11; 11/5; 23/10; 11/5; 23/10; 43/20; 11/5; 9/4; 40/17; 23/10; 12/5; 27/11; 12/5; 40/17; 12/5; 23/10; 11/5; 12/5; 5/2
META; english/league-2/lincoln-v-wycombe; 2018-04-17 10:22:05 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 11/8; 13/10; 13/10; 13/10; 34/25; 7/5; 13/10; 13/10; 23/18; 27/20; 13/10; 13/10; 13/10; 13/10; 6/5; 13/10; 13/10; 5/4; 13/10; 23/18; 11/8; 13/10; 13/10; 5/4; 5/4; 23/20; 13/10
Wycombe; 21/10; 21/10; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 37/19; 21/10; 21/10; 21/10; 2; 41/20; 19/10; 21/10; 21/10; 21/10; 37/19; 37/19; 21/10; 21/10; 21/10; 21/10; 11/5; 19/10; 11/5
Draw; 5/2; 23/10; 11/5; 11/5; 123/50; 12/5; 23/10; 23/10; 27/11; 11/5; 23/10; 23/10; 23/10; 43/20; 21/10; 23/10; 23/10; 23/10; 12/5; 27/11; 5/2; 23/10; 9/4; 23/10; 12/5; 2; 12/5
META; english/league-2/lincoln-v-wycombe; 2018-04-17 14:22:16 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 11/8; 13/10; 13/10; 5/4; 139/100; 11/8; 13/10; 13/10; 23/18; 27/20; 11/8; 11/8; 13/10; 6/5; 13/10; 13/10; 5/4; 17/13; 23/18; 13/10; 13/10; 13/10; 5/4; 13/10; 11/8; 5/4
Wycombe; 21/10; 11/5; 11/5; 2; 109/50; 9/4; 21/10; 21/10; 37/19; 11/5; 11/5; 21/10; 21/10; 19/10; 21/10; 39/19; 21/10; 2; 37/19; 85/40; 39/19; 21/10; 21/10; 11/5; 21/10; 
Draw; 5/2; 11/5; 21/10; 11/5; 121/50; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 21/10; 11/5; 41/20; 21/10; 9/4; 9/4; 23/10; 23/10; 27/11; 5/2; 23/10; 9/4; 12/5; 12/5; 23/10
META; english/league-2/lincoln-v-wycombe; 2018-04-17 18:22:19 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Lincoln; 27/20; 13/10; 27/20; 13/10; 139/100; 13/10; 11/8; 5/4; 23/18; 27/20; 13/10; 13/10; 11/8; 6/5; 13/10; 13/10; 5/4; 17/13; 23/18; 11/8; 13/10; 13/10; 13/10; 11/8; 27/20; 27/20; 
Wycombe; 11/5; 11/5; 21/10; 11/5; 43/20; 11/5; 21/10; 21/10; 39/19; 21/10; 21/10; 21/10; 21/10; 41/20; 19/10; 21/10; 21/10; 21/10; 2; 39/19; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10
Draw; 5/2; 11/5; 11/5; 11/5; 49/20; 12/5; 23/10; 23/10; 40/17; 23/10; 9/4; 11/5; 41/20; 21/10; 9/4; 9/4; 23/10; 23/10; 40/17; 5/2; 23/10; 9/4; 12/5; 12/5; 23/10; 12/5; 
META; english/league-2/lincoln-v-wycombe; 2018-04-17 22:22:28 GMT+3; 2018-04-17 19:45; In Play; Xlenovo
Lincoln; 5/4; 5/4; 13/10; 13/10; 73/50; 6/4; 13/10; 7/5; 16/13; 11/8; 5/4; 13/10; 5/4; 6/5; 5/4; 5/4; 16/11; 5/4; 16/13; 23/17; 13/10; 27/20; 11/8; 13/10
