META; english/league-2/grimsby-v-cheltenham; 2018-01-28 02:21:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cheltenham; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-28 10:21:37 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cheltenham; ; 3/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-28 14:22:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 17/10; ; ; 161/ 100; 13/8; 6/4; ; ; ; 8/5; ; ; ; ; ; ; 16/11; ; ; ; ; 8/5; 6/4; 16/11; ; 6/4; ; 
Cheltenham; 17/10; 3/2; ; ; 179/ 100; 9/5; 13/8; ; ; ; 8/5; ; ; ; ; ; ; 28/17; ; ; ; ; 17/10; 17/10; 28/17; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 63/25; 5/2; 23/10; ; ; ; 12/5; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; 47/20; 40/17; ; 9/4; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-28 18:21:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 17/10; ; ; 161/ 100; 13/8; 6/4; ; 6/4; ; 8/5; 31/20; ; ; ; ; ; 6/4; ; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 6/4; ; 
Cheltenham; 17/10; 3/2; ; ; 179/ 100; 9/5; 17/10; ; 7/4; ; 17/10; 7/4; ; ; ; ; ; 17/10; ; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 63/25; 5/2; 23/10; ; 40/17; ; 23/10; 23/10; ; ; ; ; ; 23/10; ; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 9/4; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-28 22:24:29 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 17/10; ; ; 161/ 100; 13/8; 6/4; ; 6/4; ; 8/5; 31/20; ; ; ; ; ; 6/4; ; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 6/4; ; 
Cheltenham; 17/10; 3/2; ; ; 179/ 100; 9/5; 17/10; ; 7/4; ; 17/10; 7/4; ; ; ; ; ; 17/10; ; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 63/25; 5/2; 23/10; ; 40/17; ; 23/10; 9/4; ; ; ; ; ; 23/10; ; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 9/4; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-29 02:21:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 17/10; ; ; 161/ 100; 13/8; 6/4; ; 6/4; ; 6/4; 31/20; ; ; ; ; ; 6/4; ; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 6/4; ; 
Cheltenham; 17/10; 3/2; ; ; 179/ 100; 9/5; 17/10; ; 7/4; ; 17/10; 7/4; ; ; ; ; ; 17/10; ; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 63/25; 5/2; 23/10; ; 40/17; ; 12/5; 9/4; ; ; ; ; ; 23/10; ; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 9/4; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-29 10:21:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 17/10; ; ; 161/ 100; 8/5; 6/4; ; 6/4; ; 8/5; 31/20; ; ; 8/5; ; 6/4; 6/4; 6/4; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 7/5; ; 
Cheltenham; 17/10; 3/2; ; ; 179/ 100; 7/4; 17/10; ; 7/4; ; 17/10; 7/4; ; ; 13/8; ; 17/10; 17/10; 17/10; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 63/25; 12/5; 23/10; ; 40/17; ; 23/10; 9/4; ; ; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-29 14:21:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 17/10; ; ; 161/100; 8/5; 6/4; ; 6/4; ; 8/5; 31/20; ; 6/4; 8/5; ; 6/4; 6/4; 6/4; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 7/5; ; 
Cheltenham; 17/10; 3/2; ; ; 179/100; 7/4; 17/10; ; 7/4; ; 17/10; 7/4; ; 17/10; 13/8; ; 17/10; 17/10; 17/10; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 63/25; 12/5; 23/10; ; 40/17; ; 23/10; 9/4; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-29 18:21:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 7/4; ; ; 161/100; 8/5; 6/4; 6/4; 6/4; ; 8/5; 31/20; ; 6/4; 8/5; ; 6/4; 6/4; 6/4; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 7/5; ; 
Cheltenham; 17/10; 6/4; ; ; 179/100; 7/4; 13/8; 17/10; 7/4; ; 17/10; 7/4; ; 17/10; 13/8; ; 17/10; 17/10; 17/10; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 63/25; 12/5; 23/10; 23/10; 40/17; ; 23/10; 9/4; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-29 22:21:50 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 7/4; ; 6/4; 161/100; 8/5; 6/4; 6/4; 6/4; ; 8/5; 31/20; ; 6/4; 8/5; ; 6/4; 6/4; 6/4; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 7/5; ; 
Cheltenham; 17/10; 6/4; ; 8/5; 179/100; 7/4; 17/10; 17/10; 7/4; ; 17/10; 7/4; ; 17/10; 13/8; ; 17/10; 17/10; 17/10; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; 23/10; 63/25; 12/5; 23/10; 23/10; 40/17; ; 23/10; 9/4; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-30 02:21:31 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 7/4; ; 6/4; 161/100; 8/5; 6/4; 6/4; 6/4; ; 8/5; 31/20; ; 6/4; 8/5; ; 6/4; 6/4; 6/4; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 7/5; ; 
Cheltenham; 17/10; 6/4; ; 8/5; 179/100; 7/4; 13/8; 17/10; 7/4; ; 17/10; 7/4; ; 17/10; 13/8; ; 17/10; 17/10; 17/10; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; 23/10; 63/25; 12/5; 23/10; 23/10; 40/17; ; 23/10; 9/4; ; 11/5; 12/5; ; 23/10; 40/17; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-30 10:21:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 7/4; ; 6/4; 161/100; 8/5; 6/4; 6/4; 6/4; ; 8/5; 31/20; ; 6/4; 8/5; ; 6/4; 6/4; 6/4; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 7/5; ; 
Cheltenham; 17/10; 6/4; ; 8/5; 179/100; 7/4; 17/10; 17/10; 7/4; ; 17/10; 7/4; ; 17/10; 13/8; ; 17/10; 17/10; 17/10; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; 23/10; 63/25; 12/5; 23/10; 23/10; 40/17; ; 23/10; 9/4; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-30 14:21:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 6/4; 7/4; ; 6/4; 161/100; 8/5; 6/4; 6/4; 6/4; ; 8/5; 13/8; ; 6/4; 8/5; ; 6/4; 6/4; 6/4; ; 6/4; 6/4; 8/5; 6/4; 6/4; ; 7/5; ; 
Cheltenham; 17/10; 6/4; ; 8/5; 179/100; 7/4; 17/10; 17/10; 7/4; ; 13/8; 13/8; ; 17/10; 13/8; ; 17/10; 17/10; 17/10; ; 7/4; 7/4; 17/10; 17/10; 17/10; ; 13/8; ; 
Draw; 12/5; 12/5; ; 23/10; 63/25; 12/5; 23/10; 23/10; 40/17; ; 12/5; 23/10; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-30 18:21:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 29/20; 7/4; 6/4; 6/4; 77/50; 8/5; ; 6/4; 6/4; 31/20; 6/4; 31/20; ; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 11/8; 6/4; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Cheltenham; 7/4; 6/4; 9/5; 8/5; 93/50; 7/4; ; 17/10; 7/4; 9/5; 17/10; 9/5; ; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 13/8; 7/4; 9/5; 9/5; 7/4; 7/4; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 11/5; 23/10; 127/50; 12/5; ; 23/10; 40/17; 9/4; 12/5; 21/10; ; 43/20; ; ; 23/10; 12/5; 23/10; 40/17; 40/17; 12/5; 12/5; 23/10; 12/5; ; 21/10; 21/10; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-30 22:21:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 29/20; 7/4; 6/4; 6/4; 77/50; 8/5; ; 6/4; 6/4; 31/20; 6/4; 31/20; ; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 13/9; 6/4; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Cheltenham; 7/4; 6/4; 9/5; 8/5; 93/50; 7/4; ; 17/10; 7/4; 9/5; 17/10; 9/5; ; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 17/10; 7/4; 9/5; 9/5; 7/4; 9/5; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 11/5; 23/10; 127/50; 12/5; ; 23/10; 40/17; 9/4; 12/5; 21/10; ; 43/20; ; ; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 12/5; 23/10; 23/10; ; 21/10; 2; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-31 02:20:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 29/20; 7/4; 6/4; 6/4; 77/50; 8/5; ; 6/4; 6/4; 31/20; 6/4; 31/20; ; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 13/9; 6/4; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Cheltenham; 7/4; 6/4; 9/5; 8/5; 93/50; 7/4; ; 17/10; 7/4; 9/5; 17/10; 9/5; ; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 17/10; 7/4; 9/5; 9/5; 7/4; 9/5; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 11/5; 23/10; 127/50; 12/5; ; 23/10; 40/17; 9/4; 12/5; 21/10; ; 43/20; ; ; 23/10; 23/10; 23/10; 12/5; 40/17; 12/5; 12/5; 23/10; 23/10; ; 21/10; 2; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-31 10:21:06 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 31/20; 7/4; 6/4; 6/4; 33/20; 8/5; ; ; 6/4; 13/8; 8/5; 8/5; ; 8/5; 6/4; 8/5; 6/4; 8/5; 6/4; 32/21; 6/4; 8/5; 8/5; 8/5; 8/5; ; 7/5; 7/5; 
Cheltenham; 13/8; 6/4; 9/5; 8/5; 173/100; 7/4; ; ; 7/4; 17/10; 17/10; 17/10; ; 33/20; 17/10; 17/10; 17/10; 17/10; 17/10; 29/18; 7/4; 13/8; 17/10; 33/20; 17/10; ; 13/8; 8/5; 
Draw; 12/5; 12/5; 11/5; 23/10; 127/50; 12/5; ; ; 40/17; 9/4; 23/10; 23/10; ; 21/10; ; 23/10; 23/10; 23/10; 23/10; 27/11; 40/17; 23/10; 12/5; 9/4; 23/10; ; 21/10; 21/10; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-31 14:21:19 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 31/20; 7/4; 13/8; 8/5; 33/20; 13/8; ; ; 6/4; 33/20; 8/5; 13/8; ; 31/20; 6/4; 8/5; 6/4; 17/11; 6/4; 32/21; 6/4; 13/8; 31/20; 31/20; 17/11; ; 6/4; 6/4; 
Cheltenham; 13/8; 6/4; 7/4; 13/8; 173/100; 9/5; ; ; 7/4; 7/4; 17/10; 7/4; ; 17/10; 17/10; 8/5; 17/10; 17/10; 17/10; 29/18; 7/4; 7/4; 7/4; 17/10; 17/10; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 21/10; 21/10; 127/50; 5/2; ; ; 40/17; 11/5; 23/10; 21/10; ; 21/10; ; 9/4; 23/10; 23/10; 23/10; 27/11; 40/17; 23/10; 12/5; 9/4; 40/17; ; 9/4; 23/10; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-31 18:22:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 31/20; 7/4; 17/10; 8/5; 173/100; 13/8; ; ; 6/4; 17/10; 8/5; 13/8; ; 8/5; 13/8; 8/5; 6/4; 8/5; 6/4; 32/21; 6/4; 13/8; 13/8; 13/8; 28/17; ; 6/4; 6/4; 
Cheltenham; 13/8; 6/4; 17/10; 7/4; 179/100; 9/5; ; ; 7/4; 17/10; 13/8; 7/4; ; 33/20; 17/10; 8/5; 17/10; 17/10; 17/10; 29/18; 7/4; 7/4; 17/10; 33/20; 17/10; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 21/10; 11/5; 58/25; 5/2; ; ; 40/17; 11/5; 23/10; 21/10; ; 21/10; 11/5; 11/5; 23/10; 11/5; 23/10; 27/11; 40/17; 9/4; 12/5; 11/5; 9/4; ; 9/4; 23/10; 
META; english/league-2/grimsby-v-cheltenham; 2018-01-31 22:21:20 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cheltenham; 13/8; 6/4; 17/10; 7/4; 44/25; 7/4; ; 13/8; 7/4; 17/10; 13/8; 17/10; ; 33/20; 17/10; 8/5; 17/10; 28/17; 17/10; 29/18; 7/4; 7/4; 17/10; 33/20; 17/10; ; 13/8; 8/5; 
Grimsby; 31/20; 7/4; 28/17; 8/5; 44/25; 7/4; ; 13/8; 6/4; 17/10; 13/8; 17/10; ; 8/5; 13/8; 8/5; 6/4; 28/17; 6/4; 32/21; 6/4; 13/8; 13/8; 13/8; 28/17; ; 13/8; 6/4; 
Draw; 12/5; 12/5; 21/10; 11/5; 58/25; 12/5; ; 9/4; 40/17; 11/5; 9/4; 21/10; ; 21/10; 11/5; 9/4; 23/10; 11/5; 23/10; 27/11; 40/17; 9/4; 12/5; 11/5; 9/4; ; 21/10; 19/10; 
META; english/league-2/grimsby-v-cheltenham; 2018-02-01 02:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 31/20; 7/4; 28/17; 8/5; 7/4; 17/10; ; 13/8; 6/4; 17/10; 13/8; 13/8; ; 8/5; 13/8; 8/5; 28/17; 6/4; 32/21; 6/4; 13/8; 13/8; 13/8; 28/17; ; 13/8; 6/4; 13/8
Cheltenham; 13/8; 6/4; 17/10; 7/4; 177/100; 17/10; ; 13/8; 7/4; 17/10; 13/8; 17/10; ; 33/20; 17/10; 8/5; 28/17; 17/10; 29/18; 7/4; 7/4; 17/10; 33/20; 17/10; ; 6/4; 8/5; 17/10
Draw; 12/5; 12/5; 21/10; 11/5; 58/25; 23/10; ; 11/5; 40/17; 11/5; 9/4; 9/4; ; 21/10; 11/5; 9/4; 11/5; 23/10; 27/11; 40/17; 9/4; 12/5; 11/5; 9/4; ; 2; 19/10; 21/10
META; english/league-2/grimsby-v-cheltenham; 2018-02-01 10:20:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Grimsby; 31/20; 7/4; 28/17; 8/5; 7/4; 17/10; ; 13/8; 6/4; 17/10; 13/8; 13/8; ; 8/5; 13/8; 8/5; 28/17; 6/4; 32/21; 6/4; 13/8; 13/8; 13/8; 28/17; ; 13/8; ; 
Cheltenham; 13/8; 6/4; 17/10; 7/4; 177/100; 17/10; ; 13/8; 7/4; 17/10; 13/8; 17/10; ; 33/20; 17/10; 8/5; 17/10; 17/10; 29/18; 7/4; 7/4; 17/10; 33/20; 17/10; ; 6/4; 8/5; 
Draw; 12/5; 12/5; 21/10; 11/5; 58/25; 23/10; ; 11/5; 40/17; 11/5; 9/4; 9/4; ; 21/10; 11/5; 9/4; 11/5; 23/10; 27/11; 40/17; 9/4; 12/5; 11/5; 9/4; ; 2; ; 
META; english/league-2/grimsby-v-cheltenham; 2018-02-01 14:21:20 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cheltenham; 6/4; 6/4; 8/5; 8/5; 33/20; 17/10; ; 13/8; 7/4; 13/8; 8/5; ; ; 31/20; 8/5; 6/4; 8/5; 17/10; 6/4; 7/4; 13/8; 31/20; 33/20; 8/5; ; 6/4; 6/4; 13/8
Grimsby; 17/10; 7/4; 7/4; 7/4; 46/25; 17/10; ; 13/8; 6/4; 9/5; 17/10; ; ; 17/10; 7/4; 17/10; 17/10; 6/4; 28/17; 6/4; 7/4; 7/4; 7/4; 7/4; ; 13/8; 13/8; 9/5
Draw; 12/5; 12/5; 21/10; 11/5; 119/50; 23/10; ; 11/5; 40/17; 11/5; 9/4; ; ; 21/10; 11/5; 9/4; 9/4; 23/10; 12/5; 40/17; 9/4; 12/5; 11/5; 9/4; ; 2; 21/10; 23/10
META; english/league-2/grimsby-v-cheltenham; 2018-02-01 18:20:43 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cheltenham; 5/4; 6/4; 26/19; ; 71/50; ; ; ; 16/11; 11/8; 11/8; ; ; 27/20; 13/10; 13/10; 23/17; 5/4; 13/10; 16/11; 13/10; 13/10; 11/8; 23/17; ; 11/8; 7/5; 7/5
Grimsby; 21/10; 7/4; 21/10; ; 107/50; ; ; ; 24/13; 21/10; 2; ; ; 2; 21/10; 2; 39/19; 21/10; 57/29; 24/13; 2; 21/10; 21/10; 39/19; ; 2; 2; 21/10
Draw; 12/5; 12/5; 21/10; ; 12/5; ; ; ; 9/4; 11/5; 9/4; ; ; 43/20; 23/10; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 12/5; 11/5; 9/4; ; 21/10; 21/10; 23/10
META; english/league-2/grimsby-v-cheltenham; 2018-02-01 22:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cheltenham; 13/10; 13/10; 23/17; ; 11/8; ; ; ; 16/11; 27/20; 11/8; ; ; 27/20; 13/10; 13/10; 13/10; 5/4; 13/10; 16/11; 13/10; 13/10; 11/8; 13/10; ; 13/10; 5/4; 27/20
Grimsby; 2; 21/10; 21/10; ; 111/50; ; ; ; 24/13; 11/5; 2; ; ; 2; 21/10; 2; 21/10; 21/10; 57/29; 24/13; 2; 21/10; 21/10; 21/10; ; 2; 21/10; 9/4
