META; english/league-2/crewe-v-coventry; 2018-03-11 02:21:32 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 13/10; 1/4
Crewe; 2; 1/100
Draw; 12/5; 6/4
META; english/league-2/crewe-v-coventry; 2018-03-11 10:21:36 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 13/10; 1/4; 1/50
Crewe; 2; 1/100; 
Draw; 12/5; 6/4; 
META; english/league-2/crewe-v-coventry; 2018-03-11 14:22:58 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 5/4; 13/10; 5/4; 11/10; 13/10; 13/10; 5/4; 8/11; 4/9
Crewe; 21/10; 2; 21/10; 11/5; 11/5; 21/10; 17/10; 1/100; 
Draw; 12/5; 12/5; 23/10; 11/5; 23/10; 23/10; 47/20; 6/4; 1/6
META; english/league-2/crewe-v-coventry; 2018-03-11 18:22:27 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 6/5; 13/10; 32/25; 5/4; 11/10; 5/4; 15/13; 5/4; 6/5; 6/5; 1; 5/4
Crewe; 11/5; 2; 23/10; 11/5; 21/10; 9/4; 11/5; 23/10; 9/4; 11/5; 6/5; 9/4
Draw; 12/5; 12/5; 63/25; 9/4; 11/5; 23/10; 11/5; 23/10; 11/5; 11/5; 12/5; 
META; english/league-2/crewe-v-coventry; 2018-03-11 22:22:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 6/5; 13/10; 32/25; 5/4; 5/4; 11/10; 5/4; 5/4; 15/13; 5/4; 5/4; 6/5; 6/5; 10/9; 5/4
Crewe; 11/5; 2; 23/10; 9/4; 11/5; 21/10; 9/4; 9/4; 11/5; 79/40; 9/4; 9/4; 11/5; 2; 9/4
Draw; 12/5; 12/5; 63/25; 12/5; 9/4; 11/5; 9/4; 11/5; 28/13; 28/13; 12/5; 11/5; 11/5; 21/10; 12/5
META; english/league-2/crewe-v-coventry; 2018-03-12 02:22:37 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 6/5; 13/10; 32/25; 5/4; 5/4; 11/10; 5/4; 5/4; 6/5; 15/13; 5/4; 5/4; 6/5; 6/5; 10/9; 5/4
Crewe; 11/5; 2; 23/10; 9/4; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 79/40; 9/4; 9/4; 11/5; 2; 9/4
Draw; 12/5; 12/5; 63/25; 12/5; 9/4; 11/5; 9/4; 11/5; 23/10; 28/13; 28/13; 12/5; 11/5; 11/5; 21/10; 12/5
META; english/league-2/crewe-v-coventry; 2018-03-12 10:22:31 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 6/5; 13/10; 11/8; 5/4; 13/10; 11/10; 6/5; 13/10; 13/10; 5/4; 6/5; 6/5; 5/4; 6/5; 13/10; 5/4; 6/5; 10/9; 13/10
Crewe; 11/5; 2; 11/5; 9/4; 21/10; 21/10; 11/5; 11/5; 9/4; 21/10; 21/10; 11/5; 79/40; 11/5; 11/5; 11/5; 28/13; 2; 21/10
Draw; 12/5; 12/5; 121/0; 12/5; 9/4; 11/5; 40/17; 23/10; 21/10; 9/4; 11/5; 12/5; 28/13; 40/17; 23/10; 21/10; 11/5; 21/10; 23/10
META; english/league-2/crewe-v-coventry; 2018-03-12 14:23:08 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 13/10; 147/00; 13/10; 11/8; 5/4; 6/5; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 6/5; 5/4; 7/5
Crewe; 2; 11/5; 85/40; 11/5; 2; 11/5; 21/10; 2; 2; 37/19; 2; 20/11; 11/5; 21/10; 2; 37/19; 19/10; 13/8; 2; ; ; 
Draw; 11/5; 11/5; 47/20; 23/10; 21/10; 21/10; 40/17; 11/5; 11/5; 2; 11/5; 21/10; 21/10; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 9/5; 23/10
META; english/league-2/crewe-v-coventry; 2018-03-12 18:23:11 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 13/10; 29/20; 11/8; 73/50; 7/5; 11/8; 13/10; 6/5; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 5/4; 11/8; 7/5
Crewe; 2; 11/5; 21/10; 2; 56/25; 21/10; 2; 15/8; 11/5; 2; 21/10; 2; 15/8; 2; 2; 2; 20/11; 11/5; 21/10; 2; 39/19; 19/10; 7/4; 11/5; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 21/10; 40/17; 2; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 39/19; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-2/crewe-v-coventry; 2018-03-12 22:23:10 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 13/10; 29/20; 11/8; 73/50; 7/5; 11/8; 13/10; 6/5; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 5/4; 11/8; 7/5
Crewe; 2; 11/5; 21/10; 2; 56/25; 21/10; 2; 15/8; 11/5; 2; 21/10; 2; 15/8; 2; 2; 2; 20/11; 11/5; 21/10; 2; 39/19; 19/10; 7/4; 11/5; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 21/10; 40/17; 2; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 39/19; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-2/crewe-v-coventry; 2018-03-13 02:23:01 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 7/5; 13/10; 6/5; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 5/4; 11/8; 7/5
Crewe; 2; 21/10; 2; 56/25; 21/10; 2; 15/8; 11/5; 2; 21/10; 2; 15/8; 2; 2; 2; 20/11; 11/5; 21/10; 2; 39/19; 19/10; 7/4; 11/5; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 21/10; 40/17; 2; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 39/19; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-2/crewe-v-coventry; 2018-03-13 10:23:15 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 7/5; 13/10; 6/5; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 5/4; 11/8; 7/5
Crewe; 2; 21/10; 2; 56/25; 21/10; 2; 15/8; 11/5; 2; 21/10; 2; 15/8; 2; 2; 2; 20/11; 11/5; 21/10; 2; 39/19; 19/10; 7/4; 11/5; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 21/10; 40/17; 2; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 39/19; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-2/crewe-v-coventry; 2018-03-13 14:23:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 7/5; 13/10; 6/5; 29/20; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 5/4; 11/8; 7/5
Crewe; 2; 21/10; 2; 56/25; 21/10; 2; 15/8; 11/5; 2; 21/10; 2; 15/8; 2; 2; 2; 20/11; 11/5; 21/10; 2; 39/19; 19/10; 7/4; 11/5; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 21/10; 40/17; 2; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 39/19; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-2/crewe-v-coventry; 2018-03-13 18:23:30 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 7/5; 13/10; 6/5; 29/20; 11/8; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 5/4; 11/8; 7/5
Crewe; 2; 21/10; 2; 56/25; 21/10; 2; 15/8; 11/5; 21/10; 21/10; 2; 15/8; 2; 2; 39/19; 2; 20/11; 11/5; 21/10; 2; 39/19; 19/10; 7/4; 11/5; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 21/10; 40/17; 21/10; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 21/10; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-2/crewe-v-coventry; 2018-03-13 22:23:18 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 7/5; 13/10; 6/5; 29/20; 11/8; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 27/20; 11/8; 7/5
Crewe; 2; 21/10; 2; 56/25; 21/10; 15/8; 11/5; 21/10; 21/10; 2; 15/8; 2; 2; 39/19; 2; 20/11; 11/5; 21/10; 2; 39/19; 2; 7/4; 11/5; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 40/17; 21/10; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 21/10; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; ; ; 
META; english/league-2/crewe-v-coventry; 2018-03-14 02:22:07 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 7/5; 13/10; 6/5; 29/20; 11/8; 7/5; 7/5; 7/5; 7/5; 11/8; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 5/4; 11/8; 7/5
Crewe; 2; 21/10; 2; 56/25; 21/10; 15/8; 11/5; 21/10; 21/10; 2; 15/8; 2; 2; 39/19; 2; 20/11; 11/5; 21/10; 2; 39/19; 19/10; 7/4; 11/5; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 40/17; 21/10; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 21/10; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; ; ; 
META; english/league-2/crewe-v-coventry; 2018-03-14 10:22:17 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 11/8; 13/10; 6/5; 29/20; 11/8; 7/5; 7/5; 11/8; 7/5; 11/8; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 5/4; 7/5
Crewe; 2; 21/10; 2; 56/25; 21/10; 15/8; 11/5; 21/10; 21/10; 2; 15/8; 41/20; 2; 39/19; 2; 20/11; 11/5; 21/10; 2; 39/19; 19/10; 11/5; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 40/17; 21/10; 11/5; 11/5; 23/10; 2; 11/5; 21/10; 21/10; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-2/crewe-v-coventry; 2018-03-14 14:22:41 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 7/5; 13/10; 6/5; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 11/8; 23/17; 23/17; 25/19; 6/5; 7/5; 7/5; 23/17; 5/4; 11/8; 7/5; 7/5
Crewe; 2; 21/10; 2; 56/25; 21/10; 15/8; 11/5; 21/10; 11/5; 21/10; 15/8; 41/20; 2; 39/19; 2; 20/11; 11/5; 21/10; 2; 39/19; 19/10; 7/4; 11/5; 11/5; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 40/17; 21/10; 21/10; 21/10; 23/10; 2; 11/5; 21/10; 21/10; 11/5; 28/13; 40/17; 11/5; 21/10; 21/10; 2; 21/10; 21/10; ; ; 
META; english/league-2/crewe-v-coventry; 2018-03-14 18:22:27 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 7/5; 13/10; 6/5; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 25/19; 6/5; 29/20; 7/5; 7/5; 5/4; 7/5; 7/5; 7/5
Crewe; 2; 2; 56/25; 21/10; 15/8; 11/5; 21/10; 11/5; 21/10; 15/8; 2; 2; 39/19; 2; 20/11; 11/5; 2; 21/10; 19/10; 13/8; 11/5; 11/5; ; ; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 40/17; 2; 21/10; 21/10; 23/10; 2; 11/5; 2; 28/13; 11/5; 28/13; 40/17; 11/5; 21/10; 28/13; 2; 21/10; 21/10; ; ; 
META; english/league-2/crewe-v-coventry; 2018-03-14 22:22:18 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 7/5; 29/20; 11/8; 73/50; 7/5; 7/5; 13/10; 6/5; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 25/19; 6/5; 29/20; 7/5; 7/5; 27/20; 7/5; 7/5; 7/5
Crewe; 2; 2; 56/25; 21/10; 15/8; 11/5; 21/10; 11/5; 21/10; 15/8; 2; 2; 39/19; 2; 20/11; 11/5; 2; 21/10; 19/10; 13/8; 11/5; 11/5; ; ; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 9/4; 21/10; 40/17; 2; 21/10; 21/10; 23/10; 2; 11/5; 2; 28/13; 11/5; 28/13; 40/17; 11/5; 21/10; 28/13; 2; 21/10; 21/10; ; ; 
META; english/league-2/crewe-v-coventry; 2018-03-15 02:22:22 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 6/4; 29/20; 11/8; 73/50; 29/20; 7/5; 11/8; 23/17; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 25/19; 23/17; 29/20; 7/5; 7/5; 27/20; 7/5; 7/5; 7/5
Crewe; 2; 19/10; 2; 56/25; 11/5; 2; 21/10; 21/10; 21/10; 21/10; 15/8; 2; 2; 39/19; 2; 20/11; 21/10; 2; 21/10; 19/10; 13/8; 11/5; 11/5; ; ; ; 
Draw; 11/5; 11/5; 2; 111/0; 23/10; 21/10; 28/13; 2; 21/10; 21/10; 23/10; 2; 11/5; 21/10; 21/10; 11/5; 28/13; 28/13; 11/5; 21/10; 28/13; 2; 21/10; 21/10; ; ; 
META; english/league-2/crewe-v-coventry; 2018-03-15 10:22:07 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Coventry; 11/8; 6/4; 29/20; 11/8; 73/50; 29/20; 7/5; 11/8; 23/17; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 25/19; 23/17; 29/20; 7/5; 7/5; 27/20; 7/5; 7/5
Crewe; 2; 19/10; 2; 56/25; 11/5; 2; 21/10; 21/10; 21/10; 21/10; 15/8; 2; 2; 39/19; 2; 20/11; 21/10; 2; 39/19; 19/10; 11/5; 11/5; ; ; ; 
