META; english/league-2/yeovil-v-newport-county; 2018-03-04 02:22:20 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Yeovil; 7/4
Draw; 11/5
Newport County; 3/2
META; english/league-2/yeovil-v-newport-county; 2018-03-04 10:22:26 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Yeovil; 7/4
Draw; 11/5
Newport County; 3/2
META; english/league-2/yeovil-v-newport-county; 2018-03-04 14:23:03 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newport County; 6/4; 3/2; 6/4; 6/4
Yeovil; 17/10; 7/4; 17/10; 17/10
Draw; 12/5; 11/5; 23/10; 47/20
META; english/league-2/yeovil-v-newport-county; 2018-03-04 18:23:28 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newport County; 8/5; 3/2; 33/20; 13/8; 8/5; 6/4; 13/8; 13/8; 17/10; 17/11; 8/5; 13/8; 8/5; 6/4
Yeovil; 8/5; 7/4; 33/20; 17/10; 13/8; 8/5; 13/8; 17/10; 13/8; 8/5; 17/10; 13/8; 8/5; 6/4
Draw; 12/5; 11/5; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 9/4; 11/5; 12/5; 23/10; 11/5; 2
META; english/league-2/yeovil-v-newport-county; 2018-03-04 22:23:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newport County; 8/5; 3/2; 17/10; 13/8; 8/5; 6/4; 33/20; 13/8; 13/8; 13/8; 8/5; 6/4; 17/10; 13/8; 8/5; 6/4
Yeovil; 8/5; 7/4; 33/20; 17/10; 13/8; 6/4; 13/8; 17/10; 13/8; 13/8; 8/5; 22/15; 13/8; 13/8; 8/5; 6/4
Draw; 12/5; 11/5; 11/5; 12/5; 11/5; 11/5; 11/5; 23/10; 23/10; 12/5; 28/13; 40/17; 23/10; 23/10; 11/5; 21/10
META; english/league-2/yeovil-v-newport-county; 2018-03-05 02:23:17 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newport County; 8/5; 3/2; 17/10; 13/8; 8/5; 6/4; 33/20; 13/8; 13/8; 13/8; 8/5; 8/5; 6/4; 17/10; 13/8; 8/5; 6/4
Yeovil; 8/5; 7/4; 33/20; 17/10; 13/8; 6/4; 13/8; 17/10; 13/8; 13/8; 8/5; 8/5; 22/15; 13/8; 13/8; 8/5; 6/4
Draw; 12/5; 11/5; 11/5; 12/5; 11/5; 11/5; 11/5; 23/10; 23/10; 12/5; 9/4; 28/13; 40/17; 12/5; 23/10; 11/5; 21/10
META; english/league-2/yeovil-v-newport-county; 2018-03-05 10:23:15 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Newport County; 8/5; 3/2; 17/10; 13/8; 13/8; 6/4; 17/10; 33/20; 13/8; 7/4; 13/8; 8/5; 8/5; 8/5; 6/4; 17/10; 17/10; 13/8; 28/17; 6/4
Yeovil; 8/5; 7/4; 33/20; 17/10; 13/8; 6/4; 8/5; 13/8; 13/8; 17/10; 13/8; 8/5; 8/5; 8/5; 22/15; 8/5; 13/8; 13/8; 8/5; 6/4
Draw; 12/5; 11/5; 11/5; 12/5; 11/5; 11/5; 23/10; 21/10; 12/5; 21/10; 12/5; 11/5; 28/13; 23/10; 40/17; 23/10; 12/5; 23/10; 28/13; 21/10
META; english/league-2/yeovil-v-newport-county; 2018-03-05 14:23:36 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Yeovil; 8/5; 17/10; 33/20; 13/8; 13/8; 13/8; 6/4; 8/5; 33/20; 13/8; 17/10; 13/8; 13/8; 8/5; 8/5; 8/5; 22/15; 8/5; 13/8; 13/8; 8/5; 6/4
Newport County; 8/5; 13/8; 17/10; 7/4; 7/4; 13/8; 8/5; 17/10; 17/10; 17/10; 7/4; 17/10; 17/10; 17/10; 8/5; 8/5; 6/4; 17/10; 17/10; 33/20; 28/17; 13/8
Draw; 12/5; 11/5; 21/10; 11/5; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 2; 9/4; 11/5; 21/10; 28/13; 23/10; 40/17; 23/10; 23/10; 11/5; 28/13; 2
META; english/league-2/yeovil-v-newport-county; 2018-03-05 18:23:40 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Yeovil; 8/5; 13/8; 33/20; 13/8; 13/8; 13/8; 6/4; 8/5; 33/20; 13/8; 17/10; 17/10; 13/8; 13/8; 8/5; 8/5; 8/5; 22/15; 8/5; 13/8; 13/8; 8/5; 6/4
Newport County; 8/5; 17/10; 17/10; 7/4; 7/4; 13/8; 8/5; 17/10; 17/10; 17/10; 7/4; 31/20; 33/20; 17/10; 17/10; 8/5; 8/5; 6/4; 17/10; 17/10; 33/20; 28/17; 13/8
Draw; 12/5; 11/5; 21/10; 11/5; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 2; 9/4; 21/10; 11/5; 21/10; 28/13; 23/10; 40/17; 23/10; 23/10; 11/5; 28/13; 2
META; english/league-2/yeovil-v-newport-county; 2018-03-05 22:23:43 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Yeovil; 8/5; 13/8; 33/20; 13/8; 13/8; 13/8; 6/4; 8/5; 33/20; 13/8; 17/10; 17/10; 13/8; 13/8; 8/5; 8/5; 8/5; 22/15; 8/5; 13/8; 13/8; 8/5; 6/4
Newport County; 8/5; 17/10; 17/10; 7/4; 7/4; 17/10; 8/5; 17/10; 17/10; 17/10; 7/4; 31/20; 33/20; 17/10; 17/10; 8/5; 8/5; 6/4; 17/10; 17/10; 33/20; 28/17; 13/8
Draw; 12/5; 11/5; 21/10; 11/5; 23/10; 11/5; 11/5; 23/10; 21/10; 9/4; 2; 9/4; 21/10; 11/5; 21/10; 28/13; 23/10; 40/17; 23/10; 12/5; 11/5; 28/13; 2
META; english/league-2/yeovil-v-newport-county; 2018-03-06 02:23:37 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
