META; english/league-2/port-vale-v-exeter; 2018-02-10 22:20:26 GMT+2; 2018-02-13 19:45; Nothing; Xlenovo
Exeter; 31/20; 17/10; ; 6/4; ; ; 8/5; 6/4; ; ; 8/5; ; ; ; ; 8/5; ; ; ; ; ; 8/5; 6/4; ; ; 10/9; ; 
Exeter; 12/5; 21/10; 23/10; 11/5; 123/50; 23/10; 23/10; 9/4; 28/13; 23/10; 9/4; 23/10; 13/8; 11/5; 23/10; 9/4; 9/4; 11/5; 28/13; 28/13; 23/10; 23/10; 47/20; 40/17; ; 9/4; 11/5; 23/10
META; english/league-2/port-vale-v-exeter; 2018-02-13 02:21:30 GMT+2; 2018-02-13 19:45; Nothing; Xlenovo
Port Vale; 13/10; 5/4; 5/4; 5/4; 33/25; 5/4; 5/4; 6/5; 5/4; 13/10; 13/10; 5/4; 7/5; 6/5; 6/5; 5/4; 13/10; 5/4; 17/14; 5/4; 5/4; 13/10; 5/4; 5/4; ; 5/4; 6/5; 5/4
Exeter; 12/5; 21/10; 9/4; 11/5; 119/50; 23/10; 11/5; 9/4; 28/13; 9/4; 11/5; 9/4; 13/8; 11/5; 23/10; 11/5; 21/10; 11/5; 28/13; 28/13; 23/10; 23/10; 47/20; 9/4; ; 11/5; 11/5; 23/10
Draw; 12/5; 23/10; 21/10; 23/10; 47/20; 23/10; 11/5; 23/10; 23/10; 11/5; 9/4; 11/5; 9/4; ; 23/10; 9/4; 11/5; 11/5; 23/10; 23/10; 9/4; 12/5; 9/4; 9/4; ; 9/4; 2; 23/10
META; english/league-2/port-vale-v-exeter; 2018-02-13 10:21:43 GMT+2; 2018-02-13 19:45; Nothing; Xlenovo
Port Vale; 7/5; 11/8; 26/19; 5/4; 141/100; 7/5; 11/8; 11/8; 13/10; 7/5; 11/8; 11/8; 7/5; 11/8; 11/8; 13/10; 13/10; 5/4; 11/8; 13/10; 13/10; 29/20; 5/4; 13/10; ; 11/8; 11/8; 27/20
Exeter; 9/4; 2; 21/10; 11/5; 109/50; 21/10; 21/10; 2; 28/13; 21/10; 21/10; 21/10; 13/8; 39/20; 2; 21/10; 21/10; 11/5; 19/10; 28/13; 85/40; 2; 47/20; 28/13; ; 2; 21/10; 11/5
Draw; 23/10; 9/4; 21/10; 23/10; 119/50; 9/4; 11/5; 11/5; 11/5; 11/5; 9/4; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10; 9/4; 9/4; ; 11/5; 9/4; 23/10
META; english/league-2/port-vale-v-exeter; 2018-02-13 14:21:41 GMT+2; 2018-02-13 19:45; Nothing; Xlenovo
Port Vale; ; ; 23/17; 5/4; 143/100; 13/10; ; 13/10; 13/10; 27/20; ; 11/8; ; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; ; 11/8; 23/17; ; 13/10; ; 7/5
Exeter; ; ; 21/10; 11/5; 11/5; 11/5; ; 21/10; 28/13; 21/10; ; 21/10; ; 41/20; 11/5; 21/10; 21/10; 11/5; 39/19; 28/13; 85/40; ; 21/10; 28/13; ; 21/10; ; 21/10
Draw; ; ; 11/5; 23/10; 58/25; 23/10; ; 11/5; 11/5; 11/5; ; 11/5; ; 21/10; 9/4; 11/5; 11/5; 11/5; 23/10; 11/5; 9/4; ; 9/4; 11/5; ; 9/4; ; 23/10
META; english/league-2/port-vale-v-exeter; 2018-02-13 18:21:37 GMT+2; 2018-02-13 19:45; Nothing; Xlenovo
Port Vale; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; 13/10; ; ; 13/10; ; ; 11/8; 13/10; ; ; ; 
Exeter; ; ; ; ; ; ; ; ; 28/13; ; ; ; ; ; ; ; 28/13; ; ; 28/13; ; ; 21/10; 28/13; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 11/5; ; ; 9/4; ; ; ; ; 
META; english/league-2/port-vale-v-exeter; 2018-03-17 22:20:22 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 6/4; 7/5; 6/4; 6/4; 31/20; 6/4; 5/4; 5/4
Exeter; 17/10; 15/8; 17/10; 9/5; 7/4; 17/10; 1/50; 13/8
Draw; 12/5; 23/10; 9/4; 23/10; 12/5; 47/20; 7/4; 13/5
META; english/league-2/port-vale-v-exeter; 2018-03-18 02:20:39 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 6/4; 7/5; 6/4; 6/4; 7/5; 6/4; 6/4; 8/11; 23/20
Exeter; 17/10; 15/8; 17/10; 7/4; 7/4; 9/5; 17/10; 7/5; 9/5
Draw; 12/5; 23/10; 9/4; 12/5; 12/5; 12/5; 47/20; 5/4; 13/5
META; english/league-2/port-vale-v-exeter; 2018-03-18 10:21:08 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 6/4; 7/5; 8/5; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 23/20
Exeter; 17/10; 15/8; 9/5; 17/10; 17/10; 7/4; 7/4; 17/10; 17/10; 9/5; 17/10; 17/10; 13/8; 9/5
Draw; 12/5; 23/10; 23/10; 9/4; 27/11; 12/5; 12/5; 12/5; 27/11; 12/5; 47/20; 27/11; 19/10; 13/5
META; english/league-2/port-vale-v-exeter; 2018-03-18 14:21:47 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 29/20; 7/5; 33/20; 6/4; 8/5; 6/4; 6/4; 31/20; 6/4; 31/20; 29/20; 6/4; 7/5; 16/11; 6/4; 25/18; 6/4; 29/20; 29/20; 16/11; 7/5; 6/4
Exeter; 9/5; 15/8; 7/4; 193/00; 9/5; 17/10; 17/10; 15/8; 15/8; 15/8; 15/8; 9/5; 9/5; 9/5; 17/10; 16/9; 17/10; 15/8; 37/20; 9/5; 13/8; 17/10
Draw; 12/5; 23/10; 21/10; 63/25; 23/10; 9/4; 27/11; 21/10; 23/10; 11/5; 41/20; 23/10; 9/4; 40/17; 23/10; 23/10; 27/11; 12/5; 11/5; 40/17; 21/10; 6/5
META; english/league-2/port-vale-v-exeter; 2018-03-18 18:21:43 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 6/5; 13/10; 13/10; 34/25; 7/5; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 23/17; 24/19; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 
Exeter; 11/5; 9/4; 11/5; 59/25; 9/4; 21/10; 28/13; 9/4; 11/5; 9/4; 19/10; 21/10; 11/5; 11/5; 11/5; 19/10; 133/7; 28/13; 11/5; 11/5; 9/4; 2; 23/10
Draw; 12/5; 21/10; 21/10; 57/25; 11/5; 9/4; 21/10; 11/5; 21/10; 12/5; 11/5; 21/10; 11/5; 23/10; 23/10; 9/4; 12/5; 11/5; 11/5; 9/4; ; ; 
META; english/league-2/port-vale-v-exeter; 2018-03-19 02:33:14 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 6/5; 13/10; 13/10; 5/4; 34/25; 7/5; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 23/17; 5/4; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 27/20; 
Exeter; 11/5; 9/4; 11/5; 21/10; 59/25; 9/4; 21/10; 28/13; 9/4; 11/5; 9/4; 19/10; 21/10; 11/5; 11/5; 11/5; 37/19; 79/40; 28/13; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10
Draw; 12/5; 21/10; 21/10; 21/10; 57/25; 11/5; 9/4; 21/10; 11/5; 21/10; 12/5; 11/5; 21/10; 11/5; 23/10; 40/17; 9/4; 12/5; 11/5; 11/5; 11/5; 21/10; 23/10; ; 
META; english/league-2/port-vale-v-exeter; 2018-03-19 10:33:21 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 13/10; 13/10; 13/10; 13/10; 34/25; 7/5; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 11/8; 5/4; 5/4; 23/17; 5/4; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 13/10; 11/8; 
Exeter; 12/5; 9/4; 11/5; 11/5; 59/25; 9/4; 21/10; 28/13; 11/5; 11/5; 9/4; 19/10; 21/10; 9/4; 11/5; 11/5; 37/19; 79/40; 28/13; 11/5; 11/5; 9/4; 21/10; 11/5; 11/5; 23/10
Draw; 12/5; 21/10; 21/10; 11/5; 57/25; 11/5; 9/4; 21/10; 11/5; 21/10; 12/5; 11/5; 21/10; 28/13; 23/10; 23/10; 9/4; 12/5; 11/5; 11/5; 21/10; 21/10; 21/10; 9/4; ; 
META; english/league-2/port-vale-v-exeter; 2018-03-19 14:33:27 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 13/10; 13/10; 13/10; 13/10; 34/25; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 27/20; 13/10; 11/8; 
Draw; 12/5; 21/10; 21/10; 11/5; 113/0; 23/10; 21/10; 28/13; 21/10; 11/5; 21/10; 12/5; 11/5; 21/10; 28/13; 21/10; 40/17; 28/13; 12/5; 11/5; 11/5; 21/10; 9/4; 11/5; 23/10; 
Exeter; 12/5; 9/4; 11/5; 11/5; 119/0; 12/5; 9/4; 11/5; 9/4; 11/5; 9/4; 19/10; 21/10; 9/4; 11/5; 11/5; 9/4; 37/19; 11/5; 85/40; 11/5; 9/4; 9/4; 23/10; 23/10; 9/4
META; english/league-2/port-vale-v-exeter; 2018-03-19 18:33:29 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 13/10; 13/10; 13/10; 13/10; 34/25; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 5/4; 5/4; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 27/20; 13/10; 11/8; 
Draw; 12/5; 11/5; 21/10; 11/5; 113/0; 23/10; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 12/5; 11/5; 21/10; 28/13; 21/10; 11/5; 28/13; 12/5; 11/5; 11/5; 21/10; 9/4; 11/5; 23/10; 
Exeter; 12/5; 11/5; 11/5; 11/5; 119/0; 12/5; 11/5; 9/4; 11/5; 9/4; 9/4; 9/4; 19/10; 43/20; 9/4; 11/5; 11/5; 9/4; 28/13; 11/5; 9/4; 11/5; 9/4; 9/4; 23/10; 23/10; 9/4
META; english/league-2/port-vale-v-exeter; 2018-03-19 22:33:30 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 13/10; 13/10; 13/10; 13/10; 34/25; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 5/4; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 
Draw; 12/5; 11/5; 21/10; 11/5; 113/0; 23/10; 11/5; 21/10; 28/13; 21/10; 11/5; 21/10; 12/5; 11/5; 21/10; 28/13; 21/10; 11/5; 28/13; 12/5; 9/4; 11/5; 11/5; 23/10; 11/5; 23/10; 
Exeter; 12/5; 11/5; 11/5; 11/5; 119/0; 12/5; 9/4; 9/4; 11/5; 9/4; 11/5; 9/4; 19/10; 43/20; 9/4; 11/5; 11/5; 9/4; 28/13; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-2/port-vale-v-exeter; 2018-03-20 02:33:35 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 7/5; 13/10; 13/10; 13/10; 34/25; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 7/5; 
Draw; 23/10; 11/5; 21/10; 11/5; 113/0; 23/10; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 11/5; 11/5; 21/10; 28/13; 21/10; 11/5; 28/13; 23/10; 9/4; 11/5; 9/4; 21/10; 11/5; 23/10; 
Exeter; 23/10; 11/5; 11/5; 11/5; 119/0; 12/5; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 43/20; 9/4; 11/5; 11/5; 9/4; 28/13; 11/5; 23/10; 9/4; 9/4; 21/10; 21/10; 23/10; 23/10
META; english/league-2/port-vale-v-exeter; 2018-03-20 10:33:42 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 11/8; 11/8; 11/8; 7/5; 73/50; 7/5; 11/8; 13/10; 13/10; 11/8; 11/8; 11/8; 11/8; 27/20; 11/8; 11/8; 5/4; 23/17; 4/3; 13/10; 29/20; 7/5; 13/10; 27/20; 7/5; 7/5; 11/8
Exeter; 23/10; 21/10; 21/10; 21/10; 111/0; 23/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 41/20; 9/4; 21/10; 11/5; 21/10; 2; 11/5; 85/40; 21/10; 9/4; 21/10; 21/10; 21/10; 11/5
Draw; 23/10; 11/5; 21/10; 21/10; 56/25; 23/10; 21/10; 21/10; 28/13; 21/10; 11/5; 11/5; 11/5; 11/5; 21/10; 28/13; 21/10; 9/4; 28/13; 23/10; 11/5; 11/5; 11/5; 21/10; 11/5; 9/4; 
META; english/league-2/port-vale-v-exeter; 2018-03-20 14:33:33 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 7/5; 11/8; 7/5; 7/5; 73/50; 7/5; 7/5; 13/10; 11/8; 29/20; 7/5; 29/20; 7/5; 11/8; 7/5; 11/8; 5/4; 23/17; 7/5; 11/8; 29/20; 7/5; 13/10; 11/8; 7/5; 7/5; 11/8
Exeter; 11/5; 21/10; 2; 21/10; 109/0; 23/10; 21/10; 21/10; 39/19; 21/10; 21/10; 2; 21/10; 2; 11/5; 2; 11/5; 21/10; 133/7; 39/19; 2; 21/10; 9/4; 2; 21/10; 21/10; 21/10
Draw; 12/5; 11/5; 21/10; 21/10; 57/25; 23/10; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 21/10; 11/5; 21/10; 28/13; 21/10; 28/13; 28/13; 12/5; 11/5; 11/5; 23/10; 23/10; 11/5; 12/5; 
META; english/league-2/port-vale-v-exeter; 2018-03-20 18:33:38 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Port Vale; 6/4; 6/4; 6/4; 7/5; 37/25; 6/4; 6/4; 7/5; 11/8; 6/4; 29/20; 29/20; 6/4; 29/20; 6/4; 7/5; 7/5; 7/5; 17/12; 11/8; 29/20; 29/20; 16/11; 7/5; 7/5; 7/5; 7/5
Exeter; 21/10; 19/10; 2; 85/40; 21/10; 2; 39/19; 2; 21/10; 2; 19/10; 2; 2; 27/14; 39/19; 2; 21/10; 2; 19/10; 2; 21/10; ; ; ; ; ; 
Draw; 23/10; 11/5; 21/10; 11/5; 23/10; 23/10; 11/5; 11/5; 28/13; 21/10; 11/5; 2; 21/10; 9/4; 21/10; 28/13; 21/10; 28/13; 28/13; 12/5; 11/5; 28/13; 9/4; 23/10; 9/4; 23/10; 
META; english/league-2/port-vale-v-exeter; 2018-03-20 22:33:36 GMT+2; 2018-03-20 19:45; Nothing; Xlenovo
Exeter; 4/6; 4/7; 4/6; 4/6; 37/50; 8/13; 7/10; 4/7; 14/19; 4/6; 4/6; 7/10; 4/6; 7/10; 3/5; 19/29; 11/17; 13/19; 11/17; 8/13; 4/6; 19/29; 4/6; 4/6; 4/6
Draw; 12/5; 5/2; 9/4; 12/5; 127/0; 23/10; 9/4; 11/5; 23/10; 5/2; 11/5; 21/10; 11/5; 11/5; 12/5; 27/11; 23/10; 11/5; 23/10; 5/2; 47/20; 5/2; 5/2; 23/10; 5/2
Port Vale; 5; 9/2; 24/5; 43/10; 6; 9/2; 5; 21/5; 5; 9/2; 17/4; 9/2; 4; 11/2; 49/11; 17/4; 41/10; 9/2; 5; 49/11; 27/5; 19/10; 5; ; 
