META; english/league-2/mansfield-v-crawley; 2018-05-02 18:21:46 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Mansfield; 9/20; 1/2; 1/2; 4/9; 12/25; 40/85; 1/2; 2/5; 1/2; 1/2; 4/9; 4/9; 1/2; 40/85; 9/20; 4/9; 10/21; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 2/5; 4/9
Draw; 7/2; 10/3; 13/4; 7/2; 73/20; 7/2; 10/3; 16/5; 16/5; 13/4; 16/5; 16/5; 7/2; 31/10; 3; 7/2; 17/5; 13/4; 33/10; 16/5; 7/2; 17/5; 3; 7/2; 
Crawley; 11/2; 5; 9/2; 28/5; 6; 11/2; 21/4; 6; 13/2; 5; 11/2; 9/2; 11/2; 21/4; 5; 47/10; 21/4; 11/2; 53/10; 11/2; 27/5; 27/5; ; ; 
META; english/league-2/mansfield-v-crawley; 2018-05-02 22:21:32 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Mansfield; 9/20; 1/2; 1/2; 4/9; 12/25; 40/85; 7/15; 2/5; 1/2; 1/2; 4/9; 4/9; 1/2; 40/85; 9/20; 4/9; 10/21; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 2/5; 4/9
Draw; 7/2; 10/3; 13/4; 7/2; 73/20; 7/2; 7/2; 16/5; 16/5; 13/4; 16/5; 16/5; 7/2; 3; 7/2; 33/10; 13/4; 33/10; 16/5; 7/2; 33/10; 3; 7/2; ; 
Crawley; 11/2; 5; 9/2; 28/5; 6; 11/2; 21/4; 6; 13/2; 11/2; 11/2; 9/2; 11/2; 60/11; 5; 47/10; 21/4; 11/2; 11/2; 11/2; 27/5; 27/5; ; ; 
META; english/league-2/mansfield-v-crawley; 2018-05-03 02:21:26 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Mansfield; 9/20; 1/2; 1/2; 4/9; 12/25; 40/85; 7/15; 2/5; 1/2; 1/2; 4/9; 4/9; 1/2; 40/85; 9/20; 4/9; 10/21; 1/2; 4/9; 1/2; 1/2; 10/21; 4/9; 2/5; 4/9
Draw; 7/2; 10/3; 13/4; 7/2; 73/20; 7/2; 7/2; 16/5; 16/5; 13/4; 16/5; 16/5; 7/2; 3; 7/2; 33/10; 13/4; 33/10; 16/5; 7/2; 33/10; 3; 14/5; 7/2; 
Crawley; 11/2; 5; 9/2; 28/5; 6; 11/2; 21/4; 6; 13/2; 11/2; 11/2; 9/2; 11/2; 60/11; 5; 47/10; 21/4; 11/2; 11/2; 11/2; 24/5; 27/5; ; ; 
META; english/league-2/mansfield-v-crawley; 2018-05-03 10:21:28 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Mansfield; 9/20; 1/2; 1/2; 4/9; 1/2; 40/85; 7/15; 2/5; 5/11; 1/2; 4/9; 4/9; 1/2; 40/85; 9/20; 1/2; 7/15; 1/2; 4/9; 5/11; 1/2; 7/15; 4/9; 2/5
Draw; 7/2; 10/3; 13/4; 7/2; 71/20; 7/2; 10/3; 16/5; 17/5; 13/4; 3; 16/5; 7/2; 3; 10/3; 33/10; 13/4; 33/10; 17/5; 7/2; 57/17; 3; 14/5; 
Crawley; 11/2; 5; 9/2; 27/5; 6; 11/2; 11/2; 23/4; 6; 11/2; 13/2; 11/2; 11/2; 9/2; 11/2; 28/5; 5; 47/10; 23/4; 11/2; 57/10; 11/2; 24/5; 
META; english/league-2/mansfield-v-crawley; 2018-05-03 14:21:42 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Mansfield; 9/20; 1/2; 1/2; 4/9; 12/25; 40/85; 7/15; 4/9; 5/11; 1/2; 4/9; 4/9; 1/2; 40/85; 9/20; 1/2; 7/15; 1/2; 4/9; 5/11; 1/2; 7/15; 4/9; 2/5; 4/9
Draw; 7/2; 10/3; 13/4; 7/2; 73/20; 18/5; 10/3; 10/3; 17/5; 13/4; 3; 16/5; 7/2; 3; 10/3; 33/10; 13/4; 33/10; 17/5; 7/2; 57/17; 3; 10/3; 7/2; 
Crawley; 11/2; 5; 9/2; 28/5; 6; 11/2; 11/2; 23/4; 6; 11/2; 13/2; 11/2; 11/2; 9/2; 11/2; 28/5; 5; 47/10; 23/4; 11/2; 57/10; 11/2; 27/5; 27/5; 
META; english/league-2/mansfield-v-crawley; 2018-05-03 18:21:41 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Mansfield; 9/20; 1/2; 1/2; 4/9; 49/00; 40/85; 7/15; 4/9; 5/11; 1/2; 9/20; 1/2; 1/2; 40/85; 9/20; 4/9; 7/15; 1/2; 7/15; 5/11; 1/2; 7/15; 8/15; 1/2
