META; english/league-2/morecambe-v-cambridge; 2018-03-25 02:34:56 GMT+2; 2018-04-02 15:00; Nothing; Xlenovo
Morecambe; 17/10
Draw; 12/5
Cambridge; 3/2
META; english/league-2/morecambe-v-cambridge; 2018-03-25 10:34:44 GMT+2; 2018-04-02 15:00; Nothing; Xlenovo
Morecambe; 17/10
Draw; 12/5
Cambridge; 3/2
META; english/league-2/morecambe-v-cambridge; 2018-03-25 14:36:18 GMT+2; 2018-04-02 15:00; Nothing; Xlenovo
Cambridge; 17/10; 3/2
Morecambe; 6/4; 17/10
Draw; 12/5; 12/5
META; english/league-2/morecambe-v-cambridge; 2018-03-25 18:36:06 GMT+2; 2018-04-02 15:00; Nothing; Xlenovo
Cambridge; 17/10; 3/2; 13/8
Morecambe; 6/4; 17/10; 13/8
Draw; 12/5; 12/5; 12/5
META; english/league-2/morecambe-v-cambridge; 2018-03-25 22:36:01 GMT+2; 2018-04-02 15:00; Nothing; Xlenovo
Cambridge; 17/10; 3/2; 13/8
Morecambe; 6/4; 17/10; 13/8
Draw; 12/5; 12/5; 12/5
META; english/league-2/morecambe-v-cambridge; 2018-03-26 02:35:56 GMT+2; 2018-04-02 15:00; Nothing; Xlenovo
Cambridge; 17/10; 3/2; 13/8
Morecambe; 6/4; 17/10; 13/8
Draw; 12/5; 12/5; 12/5
META; english/league-2/morecambe-v-cambridge; 2018-03-26 10:36:01 GMT+2; 2018-04-02 15:00; Nothing; Xlenovo
Cambridge; 17/10; 3/2; 17/10
Morecambe; 6/4; 17/10; 6/4
Draw; 12/5; 12/5; 23/10
META; english/league-2/morecambe-v-cambridge; 2018-03-26 14:36:06 GMT+2; 2018-04-02 15:00; Nothing; Xlenovo
Cambridge; 17/10; 3/2; 17/10; 17/10; 17/10
Morecambe; 6/4; 17/10; 13/8; 6/4; 6/4
Draw; 12/5; 12/5; 11/5; 23/10; 47/20
META; english/league-2/morecambe-v-cambridge; 2018-03-26 18:36:05 GMT+2; 2018-04-02 15:00; Nothing; Xlenovo
Cambridge; 17/10; 3/2; 13/8; 17/10; 17/10; 17/10; 13/8; 17/10
Morecambe; 6/4; 17/10; 8/5; 13/8; 13/8; 6/4; 17/10; 6/4
Draw; 12/5; 12/5; 23/10; 23/10; 11/5; 23/10; 12/5; 47/20
