META; english/league-2/barnet-v-chesterfield; 2018-04-29 02:19:34 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Draw; 14/5; 11/4; 72/25; 3; 14/5; 11/4; 11/4; 11/4; 14/5; 11/4; 14/5; 14/5; 27/10; 14/5; 11/4; 27/10; 14/5; 11/4; 
Chesterfield; 9/2; 9/2; 9/2; 5; 9/2; 9/2; 19/4; 9/2; 9/2; 17/4; 19/4; 9/2; 22/5; 17/4; 19/4; 5; 49/11; 23/5; 22/5
META; english/league-2/barnet-v-chesterfield; 2018-05-01 10:20:43 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 3/5; 4/7; 4/7; 8/15; 3/5; 8/15; 6/10; 6/10; 8/15; 4/7; 4/7; 8/13; 3/5; 4/7; 4/7; 8/15; 4/7
Draw; 14/5; 11/4; 73/25; 3; 14/5; 3; 11/4; 13/5; 14/5; 11/4; 5/2; 14/5; 27/10; 14/5; 11/4; 3; 27/10; 14/5; 14/5
Chesterfield; 5; 9/2; 26/5; 5; 9/2; 19/4; 5; 9/2; 17/4; 9/2; 5; 47/10; 17/4; 19/4; 21/4; 19/4; 23/5; 5; 
META; english/league-2/barnet-v-chesterfield; 2018-05-01 14:20:52 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 3/5; 11/20; 4/7; 1/2; 6/11; 1/2; 4/7; 6/10; 8/15; 4/7; 8/15; 8/13; 6/11; 11/20; 5/9; 8/15; 4/7
Draw; 14/5; 11/4; 73/25; 16/5; 14/5; 3; 29/10; 11/4; 3; 11/4; 5/2; 14/5; 11/4; 14/5; 29/10; 3; 14/5; 14/5; 14/5
Chesterfield; 5; 9/2; 26/5; 5; 19/4; 5; 5; 9/2; 17/4; 9/2; 5; 24/5; 17/4; 5; 11/2; 63/13; 23/5; 5; 
META; english/league-2/barnet-v-chesterfield; 2018-05-01 18:20:51 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 8/13; 3/5; 11/20; 4/7; 1/2; 6/11; 8/13; 8/15; 4/7; 6/10; 8/15; 8/13; 5/9; 8/13; 6/11; 4/7; 4/7; 8/15; 4/7
Draw; 14/5; 11/4; 3; 73/25; 3; 14/5; 3; 29/10; 3; 11/4; 3; 11/4; 5/2; 14/5; 14/5; 14/5; 29/10; 3; 37/13; 14/5; 14/5
Chesterfield; 5; 9/2; 21/5; 26/5; 5; 19/4; 5; 21/5; 9/2; 9/2; 17/4; 9/2; 9/2; 49/10; 17/4; 5; 21/4; 94/19; 23/5; 5; 
META; english/league-2/barnet-v-chesterfield; 2018-05-01 22:20:52 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 1/2; 3/5; 11/20; 4/7; 1/2; 6/11; 8/15; 4/7; 8/13; 8/15; 4/7; 5/9; 8/13; 6/11; 11/20; 4/7; 8/15; 4/7
Draw; 14/5; 3; 73/25; 3; 14/5; 3; 29/10; 11/4; 3; 11/4; 13/5; 3; 14/5; 14/5; 29/10; 3; 37/13; 14/5; 14/5; 
Chesterfield; 5; 9/2; 26/5; 5; 19/4; 5; 9/2; 9/2; 17/4; 17/4; 5; 49/10; 17/4; 5; 11/2; 94/19; 23/5; 5; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-02 02:20:28 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 1/2; 3/5; 11/20; 4/7; 1/2; 6/11; 8/15; 4/7; 8/13; 8/15; 4/7; 5/9; 8/13; 6/11; 11/20; 4/7; 8/15; 4/7
Draw; 14/5; 3; 73/25; 3; 14/5; 3; 29/10; 11/4; 3; 13/5; 3; 14/5; 14/5; 29/10; 3; 37/13; 14/5; 14/5; ; 
Chesterfield; 5; 9/2; 26/5; 5; 19/4; 5; 9/2; 9/2; 17/4; 5; 49/10; 17/4; 5; 11/2; 94/19; 23/5; 5; ; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-02 10:20:28 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 1/2; 3/5; 11/20; 5/9; 1/2; 6/11; 8/15; 4/7; 8/13; 8/15; 4/7; 5/9; 8/13; 6/11; 11/20; 5/9; 8/15; 4/7
Draw; 14/5; 3; 73/25; 3; 29/10; 3; 29/10; 11/4; 3; 27/10; 13/5; 3; 37/13; 14/5; 29/10; 3; 37/13; 14/5; 3; 
Chesterfield; 5; 9/2; 26/5; 5; 19/4; 5; 9/2; 9/2; 17/4; 5; 49/10; 17/4; 5; 11/2; 94/19; 23/5; 5; ; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-02 14:20:53 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 1/2; 3/5; 11/20; 4/7; 1/2; 6/11; 8/15; 4/7; 8/13; 8/15; 4/7; 5/9; 8/13; 6/11; 11/20; 5/9; 8/15; 8/15; 4/7
Draw; 14/5; 3; 73/25; 3; 29/10; 3; 29/10; 11/4; 3; 11/4; 13/5; 3; 37/13; 14/5; 29/10; 3; 37/13; 14/5; 14/5; 3; 
Chesterfield; 5; 9/2; 26/5; 5; 19/4; 5; 9/2; 9/2; 17/4; 5; 49/10; 17/4; 5; 11/2; 94/19; 23/5; 23/5; 5; ; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-02 18:21:18 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 6/10; 1/2; 59/00; 11/20; 5/9; 1/2; 6/11; 6/10; 8/15; 4/7; 6/10; 4/7; 8/15; 4/7; 4/7; 8/13; 6/11; 6/11; 3/5; 4/7; 8/15; 8/15; 4/7
Draw; 14/5; 3; 29/10; 3; 31/10; 3; 29/10; 3; 29/10; 29/10; 11/4; 3; 16/5; 11/4; 11/4; 3; 29/10; 14/5; 56/19; 29/10; 31/10; 29/10; 14/5; 14/5; 3
Chesterfield; 5; 19/4; 9/2; 49/10; 5; 19/4; 5; 19/4; 9/2; 9/2; 17/4; 9/2; 4; 49/10; 17/4; 39/10; 5; 9/2; 94/19; 23/5; 23/5; 24/5; ; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-02 22:21:05 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 6/10; 1/2; 59/00; 11/20; 4/7; 1/2; 6/11; 6/10; 8/15; 6/10; 6/10; 4/7; 8/15; 4/7; 4/7; 8/13; 6/11; 6/11; 3/5; 10/17; 4/7; 4/7; 4/7
Draw; 14/5; 3; 29/10; 3; 31/10; 3; 29/10; 3; 29/10; 29/10; 11/4; 11/4; 16/5; 11/4; 11/4; 14/5; 37/13; 14/5; 56/19; 29/10; 31/10; 29/10; 14/5; 13/5; 3
Chesterfield; 5; 19/4; 9/2; 49/10; 5; 9/2; 5; 19/4; 9/2; 5; 17/4; 9/2; 4; 49/10; 17/4; 39/10; 5; 9/2; 94/19; 9/2; 21/5; 3; ; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-03 02:20:59 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 6/10; 1/2; 59/00; 11/20; 5/9; 1/2; 6/11; 6/10; 8/15; 6/10; 6/10; 4/7; 8/15; 4/7; 4/7; 8/13; 6/11; 6/11; 3/5; 10/17; 8/15; 1/2; 4/7
Draw; 14/5; 3; 29/10; 3; 31/10; 3; 3; 29/10; 29/10; 11/4; 11/4; 16/5; 11/4; 11/4; 14/5; 37/13; 14/5; 56/19; 29/10; 31/10; 29/10; 14/5; 13/5; 3; 
Chesterfield; 5; 19/4; 9/2; 49/10; 5; 9/2; 5; 19/4; 9/2; 5; 17/4; 9/2; 4; 49/10; 17/4; 39/10; 5; 9/2; 94/19; 9/2; 22/5; 24/5; ; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-03 10:21:00 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 6/10; 1/2; 59/00; 11/20; 4/7; 1/2; 4/7; 6/10; 8/15; 6/10; 6/10; 4/7; 8/15; 4/7; 10/17; 8/13; 6/11; 4/7; 8/13; 10/17; 8/15; 1/2
Draw; 14/5; 3; 29/10; 3; 31/10; 3; 3; 29/10; 29/10; 11/4; 11/4; 16/5; 11/4; 11/4; 14/5; 56/19; 14/5; 56/19; 29/10; 3; 56/19; 14/5; 13/5; 
Chesterfield; 5; 19/4; 9/2; 49/10; 5; 9/2; 5; 19/4; 19/4; 9/2; 5; 17/4; 9/2; 4; 79/17; 17/4; 39/10; 19/4; 9/2; 47/10; 9/2; 22/5; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-03 14:21:14 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 6/10; 1/2; 59/00; 4/7; 5/9; 1/2; 4/7; 6/10; 8/15; 6/10; 6/10; 4/7; 8/15; 4/7; 4/7; 4/7; 6/11; 4/7; 3/5; 10/17; 1/2; 8/15; 4/7
Draw; 14/5; 3; 29/10; 3; 31/10; 31/10; 3; 29/10; 29/10; 11/4; 11/4; 16/5; 11/4; 11/4; 14/5; 29/10; 29/10; 56/19; 29/10; 31/10; 29/10; 14/5; 11/4; 3; 
Chesterfield; 5; 19/4; 9/2; 49/10; 11/2; 19/4; 5; 19/4; 19/4; 9/2; 5; 17/4; 9/2; 4; 63/13; 19/4; 39/10; 19/4; 9/2; 49/10; 23/5; 24/5; 24/5; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-03 18:21:12 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 6/10; 1/2; 29/50; 4/7; 5/9; 1/2; 4/7; 6/10; 4/7; 6/10; 6/10; 4/7; 8/15; 4/7; 4/7; 4/7; 7/12; 4/7; 3/5; 10/17; 1/2; 1/2; 4/7
Draw; 14/5; 3; 29/10; 3; 63/20; 31/10; 3; 29/10; 29/10; 3; 11/4; 16/5; 11/4; 11/4; 3; 29/10; 29/10; 31/10; 29/10; 31/10; 29/10; 14/5; 13/5; 3; 
Chesterfield; 5; 9/2; 9/2; 5; 11/2; 19/4; 5; 19/4; 19/4; 5; 17/4; 9/2; 4; 63/13; 19/4; 41/10; 19/4; 9/2; 49/10; 23/5; 24/5; 24/5; ; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-03 22:21:07 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 6/10; 1/2; 29/50; 4/7; 5/9; 1/2; 4/7; 6/10; 4/7; 6/10; 6/10; 4/7; 8/15; 4/7; 4/7; 4/7; 7/12; 4/7; 3/5; 10/17; 8/15; 1/2; 4/7
Draw; 14/5; 3; 29/10; 3; 63/20; 31/10; 3; 29/10; 29/10; 3; 11/4; 16/5; 11/4; 11/4; 3; 37/13; 29/10; 31/10; 29/10; 31/10; 29/10; 14/5; 13/5; 3; 
Chesterfield; 5; 9/2; 9/2; 5; 11/2; 19/4; 5; 19/4; 19/4; 5; 17/4; 9/2; 4; 63/13; 19/4; 41/10; 19/4; 9/2; 49/10; 23/5; 24/5; 24/5; ; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-04 02:20:52 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 4/7; 8/13; 6/10; 1/2; 29/50; 4/7; 5/9; 1/2; 4/7; 6/10; 4/7; 8/13; 6/10; 6/10; 8/15; 4/7; 4/7; 4/7; 7/12; 4/7; 3/5; 10/17; 8/15; 4/7
Draw; 14/5; 3; 29/10; 3; 63/20; 31/10; 3; 29/10; 3; 14/5; 16/5; 14/5; 11/4; 3; 37/13; 29/10; 31/10; 29/10; 31/10; 29/10; 14/5; 3; ; 
Chesterfield; 5; 9/2; 9/2; 5; 11/2; 19/4; 5; 19/4; 9/2; 5; 9/2; 17/4; 17/4; 4; 9/2; 63/13; 19/4; 41/10; 19/4; 9/2; 49/10; 26/5; 24/5; 
META; english/league-2/barnet-v-chesterfield; 2018-05-04 10:20:53 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 8/13; 8/13; 6/10; 4/7; 29/50; 4/7; 5/9; 8/15; 4/7; 6/10; 4/7; 8/13; 6/10; 6/10; 8/15; 4/7; 4/7; 4/7; 7/12; 4/7; 3/5; 4/7; 4/7; 4/7
Draw; 16/5; 3; 29/10; 11/4; 13/4; 31/10; 3; 29/10; 3; 14/5; 16/5; 14/5; 11/4; 3; 29/10; 31/10; 29/10; 16/5; 58/19; 14/5; 3; ; ; 
Chesterfield; 5; 9/2; 5; 24/5; 11/2; 9/2; 5; 19/4; 9/2; 5; 9/2; 17/4; 17/4; 4; 9/2; 19/4; 19/4; 41/10; 19/4; 22/5; 24/5; 26/5; 23/5; 
META; english/league-2/barnet-v-chesterfield; 2018-05-04 14:21:13 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 8/13; 4/7; 6/10; 4/7; 6/10; 5/9; 8/15; 4/7; 6/10; 3/5; 8/13; 4/7; 6/10; 8/15; 4/7; 4/7; 4/7; 7/12; 4/7; 8/13; 4/7; 4/7; 8/15; 8/15; 4/7; 
Draw; 16/5; 3; 29/10; 11/4; 13/4; 31/10; 3; 29/10; 3; 3; 14/5; 11/4; 3; 29/10; 31/10; 29/10; 16/5; 3; 14/5; 3; 13/5; 3; ; ; ; 
Chesterfield; 5; 19/4; 9/2; 5; 24/5; 5; 19/4; 9/2; 19/4; 9/2; 9/2; 4; 9/2; 17/4; 4; 9/2; 47/10; 19/4; 41/10; 19/4; 9/2; 19/4; 17/4; 9/2; 23/5; 9/2
META; english/league-2/barnet-v-chesterfield; 2018-05-04 18:21:20 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 8/13; 4/7; 8/13; 8/13; 3/5; 8/13; 3/5; 4/7; 4/7; 8/13; 3/5; 8/13; 4/7; 6/10; 3/5; 4/7; 8/13; 4/7; 7/12; 4/7; 13/20; 11/17; 4/7; 4/7; 4/7; 4/7; 4/6
Draw; 16/5; 3; 29/10; 11/4; 13/4; 3; 11/4; 29/10; 29/10; 3; 14/5; 3; 11/4; 13/5; 3; 41/13; 3; 31/10; 29/10; 16/5; 16/5; 3; 14/5; 11/4; 3; ; 
Chesterfield; 5; 19/4; 9/2; 9/2; 9/2; 9/2; 17/4; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 17/4; 7/2; 9/2; 50/13; 9/2; 41/10; 19/4; 17/4; 50/13; 4; 7/2; 22/5; 24/5; 
META; english/league-2/barnet-v-chesterfield; 2018-05-04 22:21:11 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 8/13; 4/7; 8/13; 8/13; 61/00; 8/13; 3/5; 4/7; 11/17; 8/13; 3/5; 8/13; 4/7; 6/10; 4/7; 8/13; 11/17; 3/5; 7/12; 11/17; 13/20; 11/17; 4/7; 4/7; 8/15; 4/7; 4/7
Draw; 7/2; 3; 29/10; 11/4; 18/5; 16/5; 3; 31/10; 29/10; 16/5; 3; 11/4; 14/5; 3; 38/11; 3; 31/10; 31/10; 33/10; 38/11; 10/3; 3; 7/2; 3; ; ; 
Chesterfield; 9/2; 19/4; 17/4; 9/2; 79/20; 9/2; 9/2; 4; 18/5; 9/2; 4; 4; 17/4; 7/2; 4; 57/17; 4; 41/10; 18/5; 21/5; 17/5; 15/4; 4; 4; 21/5; ; 
META; english/league-2/barnet-v-chesterfield; 2018-05-05 02:21:01 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 8/13; 4/7; 4/7; 8/13; 27/50; 4/7; 8/13; 8/15; 11/17; 4/7; 4/7; 11/20; 4/7; 4/7; 11/20; 4/7; 11/18; 3/5; 7/12; 11/17; 4/7; 11/18; 8/15; 4/7; 4/7; 4/7; 4/7
Draw; 7/2; 3; 11/4; 15/4; 7/2; 16/5; 10/3; 31/10; 3; 10/3; 16/5; 3; 14/5; 14/5; 3; 39/11; 3; 31/10; 31/10; 7/2; 18/5; 7/2; 3; 14/5; 7/2; 10/3; 
Chesterfield; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 18/5; 19/4; 4; 9/2; 4; 9/2; 15/4; 9/2; 39/11; 4; 41/10; 18/5; 19/4; 39/11; 4; 7/2; 10/3; 4; 7/2
META; english/league-2/barnet-v-chesterfield; 2018-05-05 10:21:05 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 8/13; 3/5; 4/7; 8/13; 14/25; 4/7; 4/7; 8/15; 4/7; 4/7; 4/7; 4/7; 6/10; 6/10; 8/15; 4/7; 11/18; 3/5; 7/12; 4/7; 4/7; 8/13; 4/7; 4/7; 4/7; 4/7; 4/7
Draw; 7/2; 3; 11/4; 73/20; 7/2; 10/3; 10/3; 33/10; 3; 10/3; 3; 14/5; 14/5; 3; 17/5; 3; 31/10; 33/10; 7/2; 17/5; 10/3; 3; 10/3; 7/2; 10/3; ; 
Chesterfield; 9/2; 17/4; 9/2; 9/2; 22/5; 9/2; 17/4; 9/2; 39/10; 19/4; 4; 9/2; 15/4; 17/4; 4; 9/2; 62/17; 4; 41/10; 39/10; 19/4; 37/10; 4; 21/5; 21/5; 21/5; 9/2
META; english/league-2/barnet-v-chesterfield; 2018-05-05 14:21:57 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 3/5; 3/5; 4/7; 11/20; 27/50; 4/7; 3/5; 1/2; 4/7; 4/7; 4/7; 11/20; 4/7; 11/20; 8/15; 4/7; 11/18; 6/11; 5/9; 4/7; 4/7; 11/18; 8/15; 8/15; 4/7; 4/7; 4/7
Draw; 7/2; 3; 7/2; 37/10; 17/5; 10/3; 16/5; 33/10; 3; 10/3; 16/5; 16/5; 29/10; 14/5; 16/5; 38/11; 31/10; 16/5; 33/10; 7/2; 7/2; 7/2; 10/3; 7/2; 7/2; 10/3; 
Chesterfield; 19/4; 9/2; 19/4; 4; 23/5; 5; 17/4; 9/2; 39/10; 24/5; 4; 9/2; 4; 9/2; 4; 9/2; 62/17; 9/2; 21/5; 39/10; 19/4; 37/10; 4; 9/2; 24/5; 21/5; 21/5
META; english/league-2/barnet-v-chesterfield; 2018-05-05 18:21:13 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Barnet; 1/5; 1/6; 1/5; 2/13; 2/9; 1/5; 1/5; 1/6; 1/6; 1/6; 1/5; 1/5; 1/5; 1/5; 1/7; 3/16; 1/6; 1/6; 1/5; 3/16; 2/11; 2/11; 2/9
Draw; 9/2; 4; 19/4; 11/2; 53/10; 9/2; 19/4; 9/2; 5; 11/2; 9/2; 9/2; 9/2; 17/4; 11/2; 49/10; 9/2; 23/5; 5; 94/19; 5; 24/5; 
Chesterfield; 18; 16; 16; 22; 27/2; 15; 14; 20; 14; 22; 16; 11; 13; 12; 20; 15; 31/2; 13; 16; 15; 16; 59/5; 68/5
