META; english/league-2/colchester-v-newport-county; 2018-01-28 02:21:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Newport County; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-28 10:21:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Newport County; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-28 14:22:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; ; 73/50; 7/5; 11/8; ; ; ; 11/8; ; ; ; ; ; ; 13/10; ; ; ; ; 7/5; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 9/5; ; ; 21/10; 21/10; 19/10; ; ; ; 19/10; ; ; ; ; ; ; 19/10; ; ; ; ; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; ; 119/ 50; 5/2; 9/4; ; ; ; 23/10; ; ; ; ; ; ; 28/13; ; ; ; ; 23/10; 9/4; 11/5; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-28 18:21:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; ; 73/50; 7/5; 11/8; ; 11/8; ; 11/8; 11/8; ; ; ; ; ; 23/17; ; ; 11/8; 7/5; 7/5; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 9/5; ; ; 21/10; 21/10; 19/10; ; 37/19; ; 19/10; 2; ; ; ; ; ; 37/19; ; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; ; 119/ 50; 5/2; 9/4; ; 9/4; ; 23/10; 23/10; ; ; ; ; ; 11/5; ; ; 9/4; 23/10; 23/10; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-28 22:24:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; ; 73/50; 7/5; 11/8; ; 11/8; ; 11/8; 11/8; ; ; ; ; ; 23/17; ; ; 11/8; 7/5; 7/5; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 9/5; ; ; 21/10; 21/10; 19/10; ; 37/19; ; 19/10; 2; ; ; ; ; ; 37/19; ; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; ; 119/ 50; 5/2; 9/4; ; 9/4; ; 23/10; 23/10; ; ; ; ; ; 11/5; ; ; 9/4; 23/10; 23/10; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-29 02:21:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; ; 73/50; 7/5; 11/8; ; 11/8; ; 11/8; 11/8; ; ; ; ; ; 23/17; ; ; 11/8; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 9/5; ; ; 21/10; 21/10; 19/10; ; 37/19; ; 19/10; 2; ; ; ; ; ; 37/19; ; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; ; 119/ 50; 5/2; 9/4; ; 9/4; ; 23/10; 23/10; ; ; ; ; ; 11/5; ; ; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-29 10:21:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; ; 73/50; 7/5; 11/8; ; 11/8; ; 11/8; 11/8; ; ; 11/8; ; 23/17; 23/17; 23/17; ; 11/8; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 9/5; ; ; 21/10; 21/10; 19/10; ; 37/19; ; 19/10; 2; ; ; 19/10; ; 2; 37/19; 2; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; ; 119/ 50; 5/2; 9/4; ; 9/4; ; 23/10; 23/10; ; ; 12/5; ; 11/5; 11/5; 11/5; ; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-29 14:21:50 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; ; 73/50; 7/5; 11/8; ; 11/8; ; 11/8; 11/8; ; 27/20; 11/8; ; 23/17; 23/17; 23/17; ; 11/8; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 9/5; ; ; 21/10; 21/10; 19/10; ; 37/19; ; 19/10; 2; ; 39/20; 19/10; ; 2; 37/19; 2; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; ; 119/50; 5/2; 9/4; ; 9/4; ; 23/10; 23/10; ; 43/20; 12/5; ; 11/5; 11/5; 11/5; ; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-29 18:21:35 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; ; 73/50; 7/5; 11/8; 13/10; 11/8; ; 11/8; 11/8; ; 27/20; 11/8; ; 23/17; 23/17; 23/17; ; 11/8; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 19/10; ; ; 21/10; 21/10; 19/10; 2; 37/19; ; 19/10; 2; ; 39/20; 19/10; ; 2; 37/19; 2; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; ; 119/50; 5/2; 9/4; 23/10; 9/4; ; 23/10; 23/10; ; 11/5; 12/5; ; 11/5; 11/5; 11/5; ; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-29 22:21:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; 13/10; 73/50; 7/5; 11/8; 13/10; 11/8; ; 11/8; 11/8; ; 27/20; 11/8; ; 23/17; 23/17; 23/17; ; 11/8; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 19/10; ; 19/10; 21/10; 21/10; 2; 2; 37/19; ; 19/10; 2; ; 39/20; 19/10; ; 2; 37/19; 2; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; 11/5; 119/50; 5/2; 9/4; 23/10; 9/4; ; 23/10; 23/10; ; 11/5; 12/5; ; 11/5; 11/5; 11/5; ; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-30 02:21:27 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; 13/10; 73/50; 7/5; 11/8; 13/10; 11/8; ; 11/8; 11/8; ; 27/20; 11/8; ; 23/17; 23/17; 23/17; ; 11/8; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 19/10; ; 19/10; 21/10; 21/10; 2; 2; 37/19; ; 19/10; 2; ; 39/20; 19/10; ; 2; 37/19; 2; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; 11/5; 119/50; 5/2; 9/4; 23/10; 9/4; ; 23/10; 23/10; ; 11/5; 12/5; ; 11/5; 11/5; 11/5; ; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-30 10:21:29 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; 13/10; 73/50; 7/5; 11/8; 13/10; 11/8; ; 11/8; 7/5; ; 27/20; 11/8; ; 23/17; 23/17; 23/17; ; 11/8; 7/5; 11/8; 27/20; 23/17; ; 5/4; ; 
Newport County; 2; 19/10; ; 19/10; 21/10; 21/10; 19/10; 2; 37/19; ; 19/10; 19/10; ; 39/20; 19/10; ; 2; 37/19; 2; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; 11/5; 119/50; 5/2; 9/4; 23/10; 9/4; ; 23/10; 23/10; ; 11/5; 12/5; ; 11/5; 11/5; 11/5; ; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-30 14:21:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 7/5; ; 13/10; 73/50; 7/5; 11/8; 13/10; 11/8; ; 11/8; 7/5; ; 27/20; 11/8; ; 23/17; 23/17; 23/17; ; 11/8; 7/5; 11/8; 27/20; 23/17; ; 13/10; ; 
Newport County; 2; 19/10; ; 19/10; 21/10; 21/10; 19/10; 2; 37/19; ; 19/10; 19/10; ; 39/20; 19/10; ; 2; 37/19; 2; ; 37/19; 2; 2; 39/20; 37/19; ; 19/10; ; 
Draw; 9/4; 12/5; ; 11/5; 119/50; 5/2; 9/4; 23/10; 9/4; ; 23/10; 23/10; ; 11/5; 12/5; ; 11/5; 11/5; 11/5; ; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; ; 
META; english/league-2/colchester-v-newport-county; 2018-01-30 18:21:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 7/5; 23/17; 13/10; 71/50; 7/5; 13/10; 13/10; 11/8; 27/20; 13/10; 13/10; ; 13/10; 11/8; 13/10; 23/17; 23/17; 23/17; 21/17; 11/8; 13/10; 11/8; 13/10; 23/17; ; 13/10; 13/10; 
Newport County; 21/10; 19/10; 21/10; 19/10; 109/50; 21/10; 2; 2; 37/19; 21/10; 2; 2; ; 41/20; 19/10; 2; 2; 39/19; 2; 35/19; 37/19; 2; 2; 21/10; 39/19; ; 19/10; 19/10; 
Draw; 9/4; 12/5; 11/5; 11/5; 59/25; 5/2; 9/4; 23/10; 9/4; 11/5; 23/10; 23/10; ; 21/10; 12/5; 23/10; 11/5; 9/4; 11/5; 23/10; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; 21/10; 
META; english/league-2/colchester-v-newport-county; 2018-01-30 22:21:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 7/5; 23/17; 13/10; ; 7/5; 11/8; 13/10; 11/8; 27/20; 13/10; 13/10; ; 13/10; 11/8; 13/10; 23/17; 23/17; 23/17; 13/10; 11/8; 13/10; 11/8; 13/10; 23/17; ; 13/10; 6/5; 
Newport County; 21/10; 19/10; 21/10; 19/10; ; 21/10; 2; 2; 37/19; 21/10; 2; 2; ; 41/20; 19/10; 2; 2; 2; 2; 37/19; 37/19; 2; 2; 21/10; 39/19; ; 19/10; 9/5; 
Draw; 9/4; 12/5; 11/5; 11/5; 59/25; 5/2; 9/4; 23/10; 9/4; 11/5; 23/10; 23/10; ; 21/10; 12/5; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 9/4; 21/10; 
META; english/league-2/colchester-v-newport-county; 2018-01-31 02:20:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 7/5; 23/17; 13/10; ; 7/5; 11/8; 13/10; 11/8; 27/20; 13/10; 13/10; ; 13/10; 11/8; 13/10; 23/17; 23/17; 23/17; 13/10; 11/8; 13/10; 11/8; 13/10; ; ; 13/10; 6/5; 
Newport County; 21/10; 19/10; 21/10; 19/10; ; 21/10; 2; 2; 37/19; 21/10; 2; 2; ; 41/20; 19/10; 2; 2; 2; 2; 37/19; 37/19; 2; 2; 21/10; ; ; 19/10; 9/5; 
Draw; 9/4; 12/5; 11/5; 11/5; 59/25; 5/2; 9/4; 23/10; 9/4; 11/5; 23/10; 23/10; ; 21/10; 12/5; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 9/4; 21/10; 
META; english/league-2/colchester-v-newport-county; 2018-01-31 10:21:01 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 7/5; 23/17; 13/10; ; 7/5; 11/8; ; 11/8; 27/20; 13/10; 13/10; ; 13/10; 11/8; 13/10; 23/17; 23/17; 23/17; 13/10; 11/8; 13/10; 11/8; 13/10; ; ; 13/10; 13/10; 
Newport County; 21/10; 19/10; 21/10; 19/10; ; 21/10; 2; ; 37/19; 21/10; 2; 2; ; 41/20; 19/10; 2; 2; 2; 2; 37/19; 37/19; 2; 2; 21/10; ; ; 19/10; 19/10; 
Draw; 9/4; 12/5; 11/5; 11/5; 59/25; 5/2; 9/4; ; 9/4; 11/5; 23/10; 23/10; ; 21/10; 12/5; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 12/5; 9/4; 23/10; ; 9/4; 21/10; 
META; english/league-2/colchester-v-newport-county; 2018-01-31 14:21:14 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 7/5; 26/19; 13/10; 36/25; 7/5; 11/8; ; 11/8; 11/8; 13/10; 11/8; ; 13/10; 11/8; 13/10; 23/17; 23/17; 23/17; 13/10; 11/8; 13/10; 11/8; 13/10; ; ; 13/10; 13/10; 
Newport County; 21/10; 19/10; 2; 19/10; 85/40; 21/10; 2; ; 37/19; 21/10; 2; 2; ; 2; 19/10; 2; 2; 2; 2; 37/19; 37/19; 2; 2; 21/10; ; ; 19/10; 19/10; 
Draw; 9/4; 12/5; 11/5; 11/5; 119/50; 5/2; 9/4; ; 9/4; 11/5; 23/10; 23/10; ; 43/20; 12/5; 9/4; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 12/5; 9/4; 9/4; ; 9/4; 21/10; 
META; english/league-2/colchester-v-newport-county; 2018-01-31 18:21:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 11/8; 7/5; 29/20; 36/25; 7/5; 11/8; ; 11/8; 7/5; 11/8; 11/8; ; 27/20; 11/8; 11/8; 23/17; 23/17; 23/17; 13/10; 11/8; 7/5; 7/5; 27/20; 23/17; ; 13/10; 13/10; 
Newport County; 21/10; 2; 2; 19/10; 85/40; 21/10; 2; ; 37/19; 2; 2; 2; ; 2; 19/10; 2; 2; 2; 2; 37/19; 37/19; 2; 2; 39/20; 2; ; 19/10; 19/10; 
Draw; 9/4; 9/4; 11/5; 9/4; 119/50; 5/2; 9/4; ; 9/4; 11/5; 9/4; 9/4; ; 21/10; 12/5; 11/5; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 9/4; ; 9/4; 21/10; 
META; english/league-2/colchester-v-newport-county; 2018-01-31 22:21:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 11/8; 7/5; 29/20; 36/25; 7/5; 11/8; 13/10; 11/8; 7/5; 11/8; 11/8; ; 27/20; 11/8; 11/8; 23/17; 23/17; 23/17; 13/10; 11/8; 7/5; 7/5; 27/20; 23/17; ; 13/10; 13/10; 
Newport County; 21/10; 2; 2; 19/10; 85/40; 21/10; 2; 2; 37/19; 2; 2; 2; ; 2; 19/10; 2; 2; 2; 2; 37/19; 37/19; 2; 2; 39/20; 2; ; 19/10; 9/5; 
Draw; 9/4; 9/4; 11/5; 9/4; 119/50; 5/2; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; ; 21/10; 12/5; 11/5; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 9/4; ; 9/4; 2; 
META; english/league-2/colchester-v-newport-county; 2018-02-01 02:20:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 11/8; 7/5; 29/20; 36/25; 11/8; 11/8; 13/10; 11/8; 7/5; 11/8; 7/5; ; 27/20; 11/8; 11/8; 23/17; 23/17; 13/10; 11/8; 7/5; 7/5; 27/20; 23/17; ; 13/10; 13/10; 
Newport County; 21/10; 2; 2; 19/10; 85/40; 2; 2; 2; 37/19; 2; 2; 2; ; 2; 19/10; 2; 2; 2; 37/19; 37/19; 2; 2; 39/20; 2; ; 9/5; 9/5; 
Draw; 9/4; 9/4; 11/5; 9/4; 119/50; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; ; 21/10; 12/5; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 9/4; ; 21/10; 19/10; 
META; english/league-2/colchester-v-newport-county; 2018-02-01 10:20:41 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 11/8; 7/5; 29/20; 36/25; 11/8; 11/8; 13/10; 11/8; 7/5; 11/8; 7/5; ; 27/20; 11/8; 11/8; 23/17; 23/17; 13/10; 11/8; 7/5; 7/5; 27/20; 23/17; ; 13/10; 13/10; 
Newport County; 21/10; 2; 2; 19/10; 85/40; 2; 2; 2; 37/19; 2; 2; 2; ; 2; 19/10; 2; 2; 2; 37/19; 37/19; 2; 2; 39/20; 2; ; 9/5; ; 
Draw; 9/4; 9/4; 11/5; 9/4; 119/50; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 11/5; ; 21/10; 12/5; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 9/4; ; 21/10; ; 
META; english/league-2/colchester-v-newport-county; 2018-02-01 14:21:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 11/8; 13/10; 13/10; 34/25; 11/8; 13/10; 13/10; 11/8; 27/20; 11/8; 13/10; ; 13/10; 13/10; 13/10; 13/10; 23/17; 13/10; 11/8; 13/10; 11/8; 27/20; 13/10; ; 13/10; 13/10; 13/10
Newport County; 21/10; 2; 21/10; 21/10; 56/25; 2; 2; 2; 37/19; 21/10; 2; 21/10; ; 41/20; 21/10; 2; 21/10; 2; 37/19; 37/19; 2; 21/10; 21/10; 21/10; ; 15/8; 19/10; 11/5
Draw; 9/4; 9/4; 11/5; 23/10; 121/50; 12/5; 9/4; 23/10; 9/4; 11/5; 9/4; 9/4; ; 43/20; 23/10; 9/4; 23/10; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 21/10; 21/10; 12/5
META; english/league-2/colchester-v-newport-county; 2018-02-01 18:20:38 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 5/4; 13/10; 13/10; 34/25; 11/8; 13/10; 13/10; 11/8; 27/20; 13/10; 13/10; ; 13/10; 13/10; 5/4; 13/10; 23/17; 13/10; 11/8; 13/10; 11/8; 27/20; 13/10; ; 13/10; 13/10; 13/10
Newport County; 21/10; 21/10; 21/10; 21/10; 9/4; 2; 21/10; 2; 37/19; 21/10; 21/10; 21/10; ; 41/20; 21/10; 21/10; 21/10; 2; 37/19; 37/19; 2; 85/40; 21/10; 21/10; ; 21/10; 21/10; 9/4
Draw; 9/4; 9/4; 11/5; 23/10; 12/5; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; ; 21/10; 23/10; 9/4; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 21/10; 11/5; 23/10
META; english/league-2/colchester-v-newport-county; 2018-02-01 22:20:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 5/4; 13/10; 13/10; 34/25; 11/8; 13/10; 13/10; 11/8; 27/20; 13/10; 13/10; ; 13/10; 13/10; 5/4; 13/10; 23/17; 13/10; 11/8; 13/10; 11/8; 27/20; 13/10; ; 13/10; 5/4; 13/10
Newport County; 21/10; 21/10; 21/10; 21/10; 9/4; 2; 21/10; 2; 37/19; 21/10; 21/10; 21/10; ; 41/20; 21/10; 21/10; 21/10; 2; 37/19; 37/19; 2; 85/40; 21/10; 28/13; ; 2; 21/10; 9/4
Draw; 9/4; 9/4; 11/5; 23/10; 12/5; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; ; 21/10; 23/10; 9/4; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 21/10; 21/10; 23/10
META; english/league-2/colchester-v-newport-county; 2018-02-02 02:20:31 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 5/4; 13/10; 13/10; 34/25; 11/8; 13/10; 13/10; 11/8; 27/20; 13/10; 13/10; ; 13/10; 13/10; 5/4; 13/10; 23/17; 13/10; 11/8; 13/10; 11/8; 27/20; 13/10; ; 13/10; 5/4; 13/10
Newport County; 21/10; 11/5; 21/10; 21/10; 9/4; 2; 21/10; 2; 37/19; 21/10; 21/10; 21/10; ; 41/20; 21/10; 21/10; 21/10; 2; 37/19; 37/19; 2; 85/40; 21/10; 28/13; ; 2; 21/10; 9/4
Draw; 9/4; 9/4; 11/5; 23/10; 12/5; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; ; 21/10; 23/10; 9/4; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 23/10; ; 21/10; 21/10; 23/10
META; english/league-2/colchester-v-newport-county; 2018-02-02 10:20:41 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 5/4; 13/10; 13/10; 34/25; 11/8; 13/10; 13/10; 11/8; 27/20; 13/10; 13/10; ; 13/10; 13/10; 13/10; 13/10; 23/17; 13/10; 11/8; 13/10; 11/8; 27/20; 13/10; ; 13/10; 5/4; 13/10
Newport County; 23/10; 9/4; 21/10; 21/10; 9/4; 2; 21/10; 2; 37/19; 21/10; 21/10; 21/10; ; 41/20; 21/10; 21/10; 21/10; 2; 37/19; 37/19; 2; 85/40; 21/10; 28/13; ; 2; 21/10; 9/4
Draw; 23/10; 9/4; 11/5; 23/10; 12/5; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; ; 21/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 9/4; ; 21/10; 21/10; 23/10
META; english/league-2/colchester-v-newport-county; 2018-02-02 14:21:31 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 11/8; 5/4; 13/10; 13/10; 34/25; 7/5; 13/10; 13/10; 11/8; 27/20; 13/10; 13/10; ; 13/10; 13/10; 5/4; 13/10; 23/17; 13/10; 11/8; 13/10; 11/8; 27/20; 13/10; ; 13/10; 13/10; 13/10
Newport County; 23/10; 11/5; 21/10; 11/5; 113/50; 21/10; 21/10; 2; 37/19; 11/5; 21/10; 21/10; ; 41/20; 21/10; 21/10; 21/10; 2; 37/19; 37/19; 2; 11/5; 21/10; 28/13; ; 21/10; 21/10; 9/4
Draw; 23/10; 9/4; 11/5; 11/5; 119/50; 5/2; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; ; 21/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 23/10; 23/10; 9/4; 9/4; ; 9/4; 23/10; 23/10
META; english/league-2/colchester-v-newport-county; 2018-02-02 22:21:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Colchester; 13/10; 5/4; 5/4; 13/10; 67/50; ; 13/10; ; 6/5; 5/4; 5/4; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 5/4; 5/4; ; 6/5; 5/4; 13/10
Draw; 23/10; 11/5; 11/5; 11/5; 47/20; ; 11/5; ; 9/4; 11/5; 11/5; 12/5; 23/10; 21/10; 11/5; 11/5; 11/5; 11/5; 12/5; 9/4; 9/4; 12/5; 9/4; 9/4; ; 11/5; 9/4; 23/10
Newport County; 5/2; 11/5; 9/4; 11/5; 47/20; ; 11/5; ; 23/10; 9/4; 9/4; 11/5; 11/5; 11/5; 9/4; 9/4; 9/4; 11/5; 2; 23/10; 9/4; 23/10; 23/10; 9/4; ; 9/4; 23/10; 23/10
META; english/league-2/colchester-v-newport-county; 2018-02-03 02:20:50 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
