META; english/league-2/crawley-v-exeter; 2017-11-18 22:22:05 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Exeter; 11/10; 13/10; ; 11/8; ; ; 11/10; 1; ; ; 11/10; ; ; ; ; 11/10; ; 11/10; ; ; ; ; 11/10; 21/20; 11/10; ; ; ; 
Crawley; 23/10; 19/10; ; 17/10; ; ; 11/5; 12/5; ; ; 23/10; ; ; ; ; 12/5; ; 23/10; ; ; ; ; 12/5; 47/20; 23/10; ; ; ; 
Draw; 5/2; 9/4; ; 23/10; ; ; 5/2; 13/5; ; ; 5/2; ; ; ; ; 5/2; ; 5/2; ; ; ; ; 13/5; 5/2; 5/2; ; ; ; 
META; english/league-2/crawley-v-exeter; 2017-11-19 02:22:52 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Exeter; 11/10; 13/10; ; 11/8; ; 13/10; 5/4; 6/5; ; ; 6/5; 5/4; ; ; ; 5/4; ; 15/13; ; ; ; ; 6/5; 23/20; 15/13; ; ; ; 
Crawley; 23/10; 19/10; ; 17/10; ; 23/10; 2; 21/10; ; ; 21/10; 21/10; ; ; ; 21/10; ; 11/5; ; ; ; ; 9/4; 21/10; 11/5; ; ; ; 
Draw; 5/2; 9/4; ; 23/10; ; 13/5; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; 5/2; ; 27/11; ; ; ; ; 5/2; 5/2; 5/2; ; ; ; 
META; english/league-2/crawley-v-exeter; 2017-11-19 10:22:55 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Exeter; 11/10; 13/10; ; 11/8; ; 13/10; 5/4; 6/5; 6/5; ; 6/5; 5/4; ; ; ; 5/4; ; 15/13; ; ; 6/5; 6/5; 6/5; 23/20; 15/13; ; ; ; 
Crawley; 23/10; 19/10; ; 17/10; ; 23/10; 21/10; 21/10; 11/5; ; 11/5; 21/10; ; ; ; 21/10; ; 11/5; ; ; 11/5; 9/4; 9/4; 21/10; 11/5; ; ; ; 
Draw; 5/2; 9/4; ; 23/10; ; 13/5; 12/5; 12/5; 40/17; ; 12/5; 12/5; ; ; ; 5/2; ; 27/11; ; ; 40/17; 5/2; 5/2; 5/2; 27/11; ; ; ; 
META; english/league-2/crawley-v-exeter; 2017-11-19 14:23:03 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Exeter; 11/10; 13/10; ; 11/10; 21/20; 13/10; 6/5; 5/4; 6/5; ; 6/5; 13/10; ; 5/4; 5/4; 6/5; 11/10; 15/13; 59/50; 6/5; 6/5; 5/4; 13/10; 6/5; 15/13; ; ; ; 
Crawley; 23/10; 21/10; ; 21/10; 11/5; 23/10; 11/5; 21/10; 11/5; ; 11/5; 2; ; 2; 21/10; 11/5; 23/10; 11/5; 121/50; 20/11; 11/5; 11/5; 2; 21/10; 9/4; ; ; ; 
Draw; 5/2; 23/10; ; 12/5; 9/4; 5/2; 12/5; 12/5; 40/17; ; 12/5; 12/5; ; 9/4; 12/5; 5/2; 12/5; 27/11; 53/20; 27/11; 40/17; 12/5; 5/2; 12/5; 27/11; ; ; ; 
META; english/league-2/crawley-v-exeter; 2017-11-19 18:22:56 GMT+2; 2017-11-21 19:45; Nothing; Xlenovo
Exeter; 5/4; 13/10; ; 11/10; 23/20; 11/8; 5/4; 13/10; 6/5; ; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 6/5; 5/4; 63/50; 5/4; 6/5; 13/10; 6/5; 5/4; 5/4; ; ; ; 
