META; english/league-2/lincoln-v-swindon; 2018-01-28 02:21:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Swindon; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-28 10:21:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Swindon; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-28 14:22:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 11/10; ; ; 27/25; 21/20; 1; ; ; ; 21/20; ; ; ; ; ; ; 19/20; ; ; ; ; 21/20; 1; 1; ; 20/21; ; 
Swindon; 11/4; 13/5; 5/2; 13/5; 133/50; 14/5; ; 13/5; 45/17; 5/2; 5/2; 5/2; ; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 12/5; 45/17; 13/5; 13/5; 5/2; 28/11; ; 23/10; 11/5; 
META; english/league-2/lincoln-v-swindon; 2018-02-01 02:20:41 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 21/20; 21/20; 11/10; 11/10; 29/25; 11/10; ; 1; 1; 23/20; ; 11/10; ; 21/20; 11/10; 11/10; 11/10; 1; 13/12; 1; 11/10; 11/10; 11/10; 11/10; ; 21/20; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 49/20; 5/2; ; 23/10; 27/11; 23/10; 12/5; 12/5; ; 9/4; 23/10; 23/10; 40/17; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 40/17; ; 9/4; 21/10; 
Swindon; 5/2; 13/5; 5/2; 13/5; 133/50; 14/5; ; 13/5; 45/17; 5/2; 5/2; 5/2; ; 5/2; 5/2; 5/2; 5/2; 13/5; 12/5; 45/17; 13/5; 13/5; 5/2; 5/2; ; 23/10; 11/5; 
META; english/league-2/lincoln-v-swindon; 2018-02-01 10:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 21/20; 21/20; 11/10; 11/10; 29/25; 11/10; ; 1; 1; 23/20; ; 11/10; ; 21/20; 11/10; 11/10; 11/10; 1; 13/12; 1; 11/10; 11/10; 11/10; 11/10; ; 21/20; 1; 
Draw; 12/5; 12/5; 9/4; 23/10; 49/20; 5/2; ; 23/10; 27/11; 23/10; 12/5; 12/5; ; 9/4; 23/10; 23/10; 40/17; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 40/17; ; 9/4; ; 
Swindon; 5/2; 13/5; 5/2; 13/5; 133/50; 14/5; ; 13/5; 45/17; 5/2; 5/2; 5/2; ; 5/2; 5/2; 5/2; 5/2; 13/5; 12/5; 45/17; 13/5; 13/5; 5/2; 28/11; ; 23/10; 11/5; 
META; english/league-2/lincoln-v-swindon; 2018-02-01 14:21:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 21/20; 21/20; 11/10; 11/10; 29/25; 11/10; ; 11/10; 21/20; 23/20; 11/10; 11/10; ; 21/20; 11/10; 11/10; 11/10; 1; 13/12; 21/20; 11/10; 11/10; 11/10; 11/10; ; 1; 1; 23/20
Draw; 12/5; 12/5; 9/4; 23/10; 5/2; 12/5; ; 23/10; 27/11; 23/10; 23/10; 12/5; ; 9/4; 23/10; 23/10; 40/17; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 40/17; ; 23/10; 11/5; 12/5
Swindon; 5/2; 13/5; 5/2; 13/5; 131/50; 13/5; ; 5/2; 5/2; 5/2; 5/2; 5/2; ; 5/2; 5/2; 5/2; 27/11; 13/5; 12/5; 5/2; 13/5; 13/5; 5/2; 27/11; ; 23/10; 12/5; 5/2
META; english/league-2/lincoln-v-swindon; 2018-02-01 18:20:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 11/10; 6/5; 6/5; 11/10; 127/100; 6/5; ; 11/10; 21/20; 5/4; 23/20; ; ; 11/10; 6/5; 11/10; 6/5; 11/10; 8/7; 21/20; 6/5; 6/5; 6/5; 6/5; ; 10/9; 10/9; 5/4
Draw; 12/5; 23/10; 11/5; 12/5; 62/25; 12/5; ; 23/10; 27/11; 9/4; 12/5; ; ; 11/5; 12/5; 12/5; 40/17; 12/5; 12/5; 27/11; 23/10; 12/5; 23/10; 40/17; ; 23/10; 11/5; 12/5
Swindon; 12/5; 23/10; 9/4; 12/5; 59/25; 12/5; ; 12/5; 5/2; 23/10; 23/10; ; ; 47/20; 11/5; 9/4; 9/4; 23/10; 9/4; 5/2; 23/10; 23/10; 12/5; 9/4; ; 11/5; 2; 23/10
META; english/league-2/lincoln-v-swindon; 2018-02-01 22:20:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 6/5; 5/4; 5/4; 6/5; 129/100; ; ; 6/5; 6/5; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; 5/4; 11/10; 13/11; 6/5; 5/4; 5/4; 5/4; 5/4; ; 23/20; 6/5; 6/5
Swindon; 11/5; 9/4; 11/5; 9/4; 9/4; ; ; 21/10; 28/13; 9/4; 21/10; ; ; 11/5; 21/10; 21/10; 39/19; 23/10; 28/13; 28/13; 9/4; 85/40; 9/4; 21/10; ; 21/10; 21/10; 11/5
Draw; 12/5; 23/10; 11/5; 23/10; 64/25; ; ; 12/5; 27/11; 9/4; 12/5; ; ; 11/5; 12/5; 23/10; 40/17; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; ; 23/10; 12/5; 5/2
META; english/league-2/lincoln-v-swindon; 2018-02-02 02:20:38 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 6/5; 5/4; 5/4; 6/5; 33/25; ; ; 6/5; 6/5; 13/10; 5/4; ; ; 6/5; 5/4; 6/5; 13/10; 13/10; 13/11; 6/5; 13/10; 5/4; 13/10; 13/10; ; 5/4; 5/4; 27/20
Swindon; 11/5; 11/5; 11/5; 9/4; 109/50; ; ; 23/10; 28/13; 11/5; 21/10; ; ; 11/5; 21/10; 21/10; 39/19; 19/10; 28/13; 28/13; 85/40; 85/40; 21/10; 39/19; ; 19/10; 2; 2
Draw; 12/5; 23/10; 11/5; 23/10; 64/25; ; ; 23/10; 27/11; 9/4; 12/5; ; ; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; ; 23/10; 23/10; 5/2
META; english/league-2/lincoln-v-swindon; 2018-02-02 10:20:48 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 13/10; 5/4; 5/4; 5/4; 33/25; ; ; 6/5; 6/5; 13/10; 5/4; ; ; 6/5; 5/4; 5/4; 13/10; 13/10; 13/11; 6/5; 13/10; 5/4; 13/10; 13/10; ; 5/4; 5/4; 27/20
Swindon; 11/5; 11/5; 11/5; 2; 109/50; ; ; 23/10; 28/13; 11/5; 21/10; ; ; 11/5; 21/10; 21/10; 2; 19/10; 28/13; 28/13; 85/40; 85/40; 21/10; 39/19; ; 19/10; 2; 2
Draw; 13/5; 23/10; 11/5; 11/5; 64/25; ; ; 23/10; 27/11; 9/4; 12/5; ; ; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 27/11; 12/5; 5/2; 47/20; 12/5; ; 12/5; 12/5; 5/2
META; english/league-2/lincoln-v-swindon; 2018-02-02 14:21:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 13/10; 5/4; 13/10; 13/10; 133/100; ; ; ; 6/5; 13/10; 5/4; ; ; 5/4; 13/10; 5/4; 13/10; 13/10; 17/14; 6/5; 13/10; 13/10; 13/10; 13/10; ; 13/10; 13/10; 11/8
Swindon; 11/5; 21/10; 11/5; 2; 111/50; ; ; ; 28/13; 9/4; 21/10; ; ; 21/10; 21/10; 21/10; 39/19; 19/10; 28/13; 28/13; 85/40; 11/5; 21/10; 39/19; ; 21/10; 21/10; 21/10
Draw; 13/5; 12/5; 21/10; 12/5; 5/2; ; ; ; 27/11; 11/5; 12/5; ; ; 43/20; 23/10; 23/10; 40/17; 12/5; 23/10; 27/11; 12/5; 5/2; 47/20; 40/17; ; 23/10; 12/5; 12/5
META; english/league-2/lincoln-v-swindon; 2018-02-02 18:26:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 11/8; 13/10; 23/17; 13/10; 69/50; ; ; ; 6/5; 27/20; 13/10; ; ; 13/10; 13/10; 13/10; 5/4; 13/10; 9/7; 6/5; 13/10; 11/8; 27/20; 5/4; ; 13/10; ; 11/8
Swindon; 11/5; 21/10; 21/10; 2; 85/40; ; ; ; 28/13; 21/10; 21/10; ; ; 41/20; 21/10; 2; 21/10; 19/10; 39/19; 28/13; 2; 85/40; 2; 21/10; ; 2; ; 11/5
Draw; 12/5; 23/10; 21/10; 12/5; 5/2; ; ; ; 27/11; 11/5; 23/10; ; ; 21/10; 23/10; 23/10; 40/17; 12/5; 23/10; 27/11; 23/10; 12/5; 47/20; 40/17; ; 9/4; ; 5/2
META; english/league-2/lincoln-v-swindon; 2018-02-02 22:21:24 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 23/20; 13/10; 6/5; 13/10; 123/100; ; ; ; 6/5; 6/5; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; ; 6/5; 5/4; 5/4
Draw; 5/2; 23/10; 11/5; 12/5; 129/50; ; ; ; 27/11; 11/5; 12/5; ; 23/10; 21/10; 12/5; 12/5; 12/5; 12/5; 23/10; 27/11; 23/10; 5/2; 47/20; 12/5; ; 12/5; 5/2; 5/2
Swindon; 13/5; 21/10; 12/5; 2; 59/25; ; ; ; 28/13; 12/5; 11/5; ; 11/5; 23/10; 11/5; 11/5; 9/4; 2; 21/10; 28/13; 23/10; 12/5; 47/20; 9/4; ; 11/5; 9/4; 11/5
META; english/league-2/lincoln-v-swindon; 2018-02-03 02:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 23/20; 6/5; 5/4; 13/10; ; ; ; ; 6/5; 5/4; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; ; 6/5; 6/5; 5/4
Swindon; 13/5; 9/4; 23/10; 2; 58/25; ; ; ; 28/13; 23/10; 11/5; ; 9/4; 9/4; 11/5; 9/4; 11/5; 2; 21/10; 28/13; 23/10; 23/10; 47/20; 11/5; ; 11/5; 11/5; 11/5
Draw; 5/2; 23/10; 11/5; 12/5; 13/5; ; ; ; 27/11; 11/5; 12/5; ; 23/10; 21/10; 12/5; 23/10; 12/5; 12/5; 23/10; 27/11; 23/10; 5/2; 47/20; 12/5; ; 5/2; 5/2; 5/2
META; english/league-2/lincoln-v-swindon; 2018-02-03 10:21:09 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 23/20; 11/10; 6/5; 11/10; 28/25; ; ; ; 6/5; 11/10; 11/10; ; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 13/12; 21/20; 11/10; 11/10; 11/10; 6/5; ; 10/9; 23/20; 10/9
Swindon; 13/5; 5/2; 12/5; 12/5; 62/25; ; ; ; 28/13; 5/2; 12/5; ; 5/2; 49/20; 23/10; 12/5; 40/17; 23/10; 40/17; 23/10; 12/5; 13/5; 5/2; 11/5; ; 12/5; 5/2; 12/5
