META; english/league-2/lincoln-v-swindon; 2018-01-28 02:21:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Swindon; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-28 10:21:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Swindon; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-28 14:22:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 11/10; ; ; 27/25; 21/20; 1; ; ; ; 21/20; ; ; ; ; ; ; 19/20; ; ; ; ; 21/20; 1; 1; ; 20/21; ; 
Draw; 5/2; 12/5; ; ; 13/5; 13/5; 12/5; ; ; ; 12/5; ; ; ; ; ; ; 12/5; ; ; ; ; 5/2; 5/2; 12/5; ; 23/10; ; 
Swindon; 13/5; 12/5; ; ; 11/4; 3; 13/5; ; ; ; 13/5; ; ; ; ; ; ; 5/2; ; ; ; ; 13/5; 13/5; 28/11; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-28 18:22:00 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 11/10; ; ; 27/25; 21/20; 1; ; 1; ; 1; 1; ; ; ; ; ; 1; ; ; 1; 1; 21/20; 1; 1; ; 20/21; ; 
Draw; 5/2; 12/5; ; ; 13/5; 13/5; 12/5; ; 27/11; ; 5/2; 12/5; ; ; ; ; ; 27/11; ; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 12/5; ; ; 11/4; 3; 13/5; ; 45/17; ; 13/5; 11/4; ; ; ; ; ; 28/11; ; ; 45/17; 13/5; 13/5; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-28 22:24:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 11/10; ; ; 27/25; 21/20; 1; ; 1; ; 1; 1; ; ; ; ; ; 1; ; ; 1; 1; 1; 1; 1; ; 20/21; ; 
Draw; 5/2; 12/5; ; ; 13/5; 13/5; 12/5; ; 27/11; ; 5/2; 12/5; ; ; ; ; ; 27/11; ; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 12/5; ; ; 11/4; 3; 13/5; ; 45/17; ; 13/5; 11/4; ; ; ; ; ; 28/11; ; ; 45/17; 13/5; 27/10; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-29 02:21:20 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 11/10; ; ; 27/25; 21/20; 1; ; 1; ; 21/20; 1; ; ; ; ; ; 1; ; ; 1; 1; 1; 1; 1; ; 11/10; ; 
Draw; 5/2; 12/5; ; ; 13/5; 13/5; 12/5; ; 27/11; ; 12/5; 12/5; ; ; ; ; ; 27/11; ; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 12/5; ; ; 11/4; 3; 13/5; ; 45/17; ; 13/5; 11/4; ; ; ; ; ; 28/11; ; ; 45/17; 13/5; 27/10; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-29 10:21:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 11/10; ; ; 27/25; 21/20; 1; ; 1; ; 21/20; 1; ; ; 1; ; 1; 1; 1; ; 1; 1; 1; 1; 1; ; 11/10; ; 
Draw; 5/2; 12/5; ; ; 13/5; 13/5; 12/5; ; 27/11; ; 12/5; 12/5; ; ; 12/5; ; 12/5; 27/11; 12/5; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 12/5; ; ; 11/4; 3; 13/5; ; 45/17; ; 13/5; 11/4; ; ; 11/4; ; 13/5; 28/11; 13/5; ; 45/17; 13/5; 27/10; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-29 14:21:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 11/10; ; ; 27/25; 21/20; 1; ; 1; ; 21/20; 1; ; 1; 1; ; 1; 1; 1; ; 1; 1; 1; 1; 1; ; 11/10; ; 
Draw; 5/2; 12/5; ; ; 13/5; 13/5; 12/5; ; 27/11; ; 12/5; 12/5; ; 47/20; 12/5; ; 12/5; 27/11; 12/5; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 12/5; ; ; 11/4; 3; 13/5; ; 45/17; ; 13/5; 11/4; ; 13/5; 11/4; ; 13/5; 28/11; 13/5; ; 45/17; 13/5; 27/10; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-29 18:21:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 11/10; ; ; 27/25; 21/20; 1; 1; 1; ; 21/20; 1; ; 1; 1; ; 1; 1; 1; ; 1; 1; 1; 1; 1; ; 11/10; ; 
Draw; 5/2; 5/2; ; ; 13/5; 13/5; 12/5; 12/5; 27/11; ; 12/5; 12/5; ; 12/5; 12/5; ; 12/5; 27/11; 12/5; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 12/5; ; ; 11/4; 3; 13/5; 11/4; 45/17; ; 13/5; 11/4; ; 5/2; 11/4; ; 13/5; 28/11; 13/5; ; 45/17; 13/5; 27/10; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-29 22:21:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 21/20; ; 19/20; 27/25; 21/20; 1; 1; 1; ; 1; 1; ; 1; 1; ; 1; 1; 1; ; 1; 1; 1; 1; 1; ; 11/10; ; 
Draw; 5/2; 5/2; ; 12/5; 13/5; 13/5; 12/5; 12/5; 27/11; ; 5/2; 12/5; ; 12/5; 12/5; ; 12/5; 27/11; 12/5; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 5/2; ; 5/2; 11/4; 3; 13/5; 11/4; 45/17; ; 13/5; 11/4; ; 5/2; 11/4; ; 13/5; 28/11; 13/5; ; 45/17; 13/5; 11/4; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-30 02:21:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 21/20; ; 19/20; 27/25; 21/20; 1; 1; 1; ; 1; 1; ; 1; 1; ; 1; 1; 1; ; 1; 1; 1; 1; 1; ; 11/10; ; 
Draw; 5/2; 5/2; ; 12/5; 13/5; 13/5; 12/5; 12/5; 27/11; ; 5/2; 12/5; ; 12/5; 12/5; ; 12/5; 12/5; 12/5; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 5/2; ; 5/2; 11/4; 3; 13/5; 11/4; 45/17; ; 13/5; 11/4; ; 5/2; 11/4; ; 13/5; 28/11; 13/5; ; 45/17; 13/5; 11/4; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-30 10:21:36 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 21/20; ; 19/20; 27/25; 21/20; 1; 1; 1; ; 1; 1; ; 1; 1; ; 1; 1; 1; ; 1; 1; 1; 1; 1; ; 11/10; ; 
Draw; 5/2; 5/2; ; 12/5; 13/5; 13/5; 12/5; 12/5; 27/11; ; 5/2; 12/5; ; 12/5; 12/5; ; 12/5; 12/5; 12/5; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 5/2; ; 5/2; 11/4; 3; 13/5; 11/4; 45/17; ; 13/5; 13/5; ; 5/2; 11/4; ; 13/5; 28/11; 13/5; ; 45/17; 13/5; 11/4; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-30 14:21:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 21/20; ; 19/20; 27/25; 21/20; 1; 1; 1; ; 1; 1; ; 1; 1; ; 1; 1; 1; ; 1; 1; 1; 1; 1; ; 11/10; ; 
Draw; 5/2; 5/2; ; 12/5; 13/5; 13/5; 12/5; 12/5; 27/11; ; 5/2; 12/5; ; 12/5; 12/5; ; 12/5; 12/5; 12/5; ; 27/11; 5/2; 5/2; 5/2; 27/11; ; 23/10; ; 
Swindon; 13/5; 5/2; ; 5/2; 11/4; 3; 13/5; 11/4; 45/17; ; 13/5; 13/5; ; 5/2; 11/4; ; 13/5; 28/11; 13/5; ; 45/17; 13/5; 11/4; 13/5; 13/5; ; 11/4; ; 
META; english/league-2/lincoln-v-swindon; 2018-01-30 18:21:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 10/11; 21/20; 1; 19/20; 51/50; 21/20; 20/21; 1; 1; 21/20; 1; 1; ; 1; 1; ; 1; 19/20; 1; 39/40; 1; 1; 1; 19/20; 19/20; ; 11/10; 20/21; 
Draw; 5/2; 5/2; 23/10; 12/5; 129/50; 13/5; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; ; 9/4; 13/5; 12/5; 12/5; 27/11; 12/5; 40/17; 27/11; 5/2; 5/2; 49/20; 5/2; ; 23/10; 12/5; 
Swindon; 3; 5/2; 27/10; 5/2; 149/50; 29/10; 11/4; 11/4; 45/17; 11/4; 11/4; 11/4; ; 13/5; 5/2; 11/4; 13/5; 14/5; 13/5; 40/17; 45/17; 14/5; 11/4; 11/4; 37/13; ; 13/5; 27/10; 
META; english/league-2/lincoln-v-swindon; 2018-01-30 22:21:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 10/11; 21/20; 1; 19/20; 51/50; 1; ; 10/11; 1; 1; 1; 1; ; 1; 1; ; 1; 1; 1; 39/40; 1; 1; 1; 19/20; 1; ; 1; 20/21; 
Draw; 5/2; 12/5; 23/10; 12/5; 129/50; 13/5; ; 12/5; 27/11; 12/5; 12/5; 12/5; ; 9/4; 13/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 5/2; 49/20; 12/5; ; 23/10; 21/10; 
Swindon; 3; 13/5; 11/4; 5/2; 149/50; 31/10; ; 11/4; 45/17; 14/5; 11/4; 11/4; ; 27/10; 5/2; 11/4; 13/5; 27/10; 13/5; 28/11; 45/17; 14/5; 11/4; 11/4; 11/4; ; 14/5; 13/5; 
META; english/league-2/lincoln-v-swindon; 2018-01-31 02:20:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 10/11; 21/20; 1; 19/20; 51/50; 1; ; 10/11; 1; 1; 1; 1; ; 1; 1; ; 1; 1; 1; 39/40; 1; 1; 1; 19/20; 1; ; 20/21; 20/21; 
Draw; 5/2; 12/5; 23/10; 12/5; 129/50; 13/5; ; 12/5; 27/11; 12/5; 12/5; 12/5; ; 9/4; 13/5; 12/5; 12/5; 12/5; 12/5; 5/2; 27/11; 5/2; 5/2; 49/20; 12/5; ; 23/10; 21/10; 
Swindon; 3; 13/5; 11/4; 5/2; 149/50; 31/10; ; 11/4; 45/17; 14/5; 11/4; 11/4; ; 27/10; 5/2; 11/4; 13/5; 27/10; 13/5; 28/11; 45/17; 14/5; 11/4; 11/4; 11/4; ; 14/5; 13/5; 
META; english/league-2/lincoln-v-swindon; 2018-01-31 10:21:09 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 21/20; 1; 19/20; 107/100; 1; ; ; 1; 21/20; 1; 1; ; 1; 1; ; 1; 21/20; 1; 1; 1; 21/20; 21/20; 19/20; 21/20; ; 20/21; 10/11; 
Draw; 12/5; 12/5; 23/10; 12/5; 63/25; 13/5; ; ; 27/11; 12/5; 12/5; 12/5; ; 9/4; 13/5; 12/5; 12/5; 40/17; 12/5; 5/2; 27/11; 12/5; 5/2; 49/20; 12/5; ; 23/10; 12/5; 
Swindon; 11/4; 13/5; 11/4; 5/2; 143/50; 31/10; ; ; 45/17; 11/4; 11/4; 11/4; ; 13/5; 5/2; 13/5; 13/5; 28/11; 13/5; 5/2; 45/17; 13/5; 13/5; 11/4; 13/5; ; 14/5; 14/5; 
META; english/league-2/lincoln-v-swindon; 2018-01-31 14:21:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 21/20; 21/20; 19/20; 53/50; 1; ; ; 1; 11/10; 21/20; 21/20; ; 21/20; 1; 21/20; 1; 21/20; 1; 13/12; 1; 21/20; 11/10; 19/20; 21/20; ; 20/21; 20/21; 
Draw; 12/5; 12/5; 9/4; 12/5; 63/25; 13/5; ; ; 27/11; 23/10; 12/5; 11/5; ; 9/4; 13/5; 23/10; 12/5; 40/17; 12/5; 12/5; 27/11; 12/5; 5/2; 49/20; 12/5; ; 9/4; 23/10; 
Swindon; 11/4; 13/5; 11/4; 5/2; 29/10; 31/10; ; ; 45/17; 13/5; 13/5; 14/5; ; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 12/5; 45/17; 13/5; 5/2; 11/4; 45/17; ; 27/10; 5/2; 
META; english/league-2/lincoln-v-swindon; 2018-01-31 18:22:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 21/20; 11/10; 11/10; 29/25; 11/10; ; ; 1; 23/20; 21/20; 11/10; ; 21/20; 11/10; 11/10; 1; 21/20; 1; 13/12; 1; 11/10; 11/10; 11/10; 11/10; ; 21/20; 1; 
Draw; 12/5; 12/5; 9/4; 23/10; 49/20; 5/2; ; ; 27/11; 23/10; 12/5; 12/5; ; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 40/17; ; 23/10; 23/10; 
Swindon; 11/4; 13/5; 5/2; 13/5; 133/50; 14/5; ; ; 45/17; 5/2; 5/2; 5/2; ; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 12/5; 45/17; 13/5; 13/5; 5/2; 28/11; ; 23/10; 23/10; 
META; english/league-2/lincoln-v-swindon; 2018-01-31 22:21:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Lincoln; 1; 21/20; 11/10; 11/10; 29/25; 11/10; ; 1; 1; 23/20; 21/20; 11/10; ; 21/20; 11/10; 11/10; 1; 21/20; 1; 13/12; 1; 11/10; 11/10; 11/10; 11/10; ; 21/20; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 49/20; 5/2; ; 23/10; 27/11; 23/10; 12/5; 12/5; ; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 40/17; ; 23/10; 21/10; 
