META; english/league-2/forest-green-v-newport-county; 2017-10-08 02:22:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Forest Green; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-2/forest-green-v-newport-county; 2017-10-08 10:23:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Forest Green; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-2/forest-green-v-newport-county; 2017-10-08 14:23:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 7/5; 5/4; ; ; ; ; 7/5; 7/5; ; ; ; ; ; ; ; ; ; 23/17; ; ; ; ; 6/4; 11/8; ; 5/6; ; 
Newport County; 6/5; 5/4; 6/5; 6/5; 6/5; 23/20; 5/4; 11/10; 13/10; 6/5; 5/4; ; 11/10; 5/4; 6/5; 5/4; 6/5; 15/13; 32/25; 11/10; 13/10; 5/4; 6/5; 6/5; ; 23/20; ; 
Forest Green; 11/5; 2; 11/5; 23/10; 11/5; 41/20; 11/5; 23/10; 2; 11/5; 23/10; ; 12/5; 12/5; 11/5; 11/5; 11/5; 28/13; 57/25; 2; 2; 23/10; 9/4; 11/5; ; 11/5; ; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 9/4; 9/4; ; 23/10; 13/5; 12/5; 23/10; 23/10; 40/17; 127/50; 12/5; 40/17; 23/10; 12/5; 23/10; ; 21/10; ; 
META; english/league-2/forest-green-v-newport-county; 2017-10-09 14:22:46 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 13/10; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 13/10; 6/5; 6/5; 6/5; ; 10/9; 23/20; 
Forest Green; 11/5; 9/4; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 2; 9/4; 23/10; 11/5; 12/5; 23/10; 11/5; 9/4; 11/5; 28/13; 119/50; 2; 2; 23/10; 23/10; 11/5; ; 11/5; 9/4; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 5/2; 12/5; 12/5; 23/10; 40/17; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 21/10; 11/5; 
META; english/league-2/forest-green-v-newport-county; 2017-10-09 18:23:29 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 15/13; 6/5; 6/5; 6/5; ; 10/9; 23/20; 
Forest Green; 11/5; 9/4; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 11/5; 9/4; 11/5; 11/5; 119/50; 2; 9/4; 23/10; 23/10; 11/5; ; 11/5; 9/4; 
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 23/10; 40/17; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 11/5; 11/5; 
META; english/league-2/forest-green-v-newport-county; 2017-10-09 22:23:02 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 61/50; 11/10; 15/13; 6/5; 6/5; 6/5; ; 10/9; 23/20; 
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 11/5; 9/4; 11/5; 28/13; 119/50; 2; 9/4; 23/10; 23/10; 11/5; ; 11/5; 9/4; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 9/4; 11/5; 
META; english/league-2/forest-green-v-newport-county; 2017-10-10 02:22:33 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 15/13; 6/5; 6/5; 6/5; ; 23/20; 23/20; 
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 11/5; 9/4; 11/5; 11/5; 119/50; 2; 9/4; 23/10; 23/10; 11/5; ; 11/5; 9/4; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 40/17; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 9/4; 11/5; 
META; english/league-2/forest-green-v-newport-county; 2017-10-10 10:22:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 15/13; 6/5; 6/5; ; ; 23/20; 23/20; 
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 11/5; 9/4; 11/5; 11/5; 119/50; 2; 9/4; 23/10; 23/10; ; ; 11/5; 9/4; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 40/17; 129/50; 12/5; 40/17; 12/5; 12/5; ; ; 9/4; 11/5; 
META; english/league-2/forest-green-v-newport-county; 2017-10-10 14:23:23 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 15/13; 6/5; 6/5; 6/5; ; 23/20; 23/20; 
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 11/5; 9/4; 11/5; 11/5; 119/50; 2; 9/4; 23/10; 23/10; 11/5; ; 11/5; 9/4; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 40/17; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 9/4; 11/5; 
META; english/league-2/forest-green-v-newport-county; 2017-10-10 18:22:32 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 15/13; 6/5; 6/5; 6/5; ; 10/9; 23/20; 
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 23/10; 23/10; 11/5; 12/5; 23/10; 11/5; 9/4; 11/5; 11/5; 119/50; 2; 9/4; 23/10; 23/10; 11/5; ; 11/5; 9/4; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 9/4; 11/5; 
META; english/league-2/forest-green-v-newport-county; 2017-10-10 22:23:01 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 15/13; 6/5; 6/5; 6/5; ; 10/9; 23/20; 
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 9/4; 11/5; 9/4; 119/50; 2; 9/4; 23/10; 23/10; 11/5; ; 11/5; 9/4; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 9/4; 11/5; 
META; english/league-2/forest-green-v-newport-county; 2017-10-11 02:22:23 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 15/13; 6/5; 6/5; 6/5; ; 10/9; 10/9; 
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 9/4; 11/5; 9/4; 119/50; 2; 9/4; 23/10; 23/10; 11/5; ; 11/5; 2; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 9/4; 21/10; 
META; english/league-2/forest-green-v-newport-county; 2017-10-11 10:22:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 15/13; 6/5; 6/5; 6/5; ; 10/9; 10/9; 
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 23/10; 23/10; 9/4; 12/5; 23/10; 11/5; 9/4; 11/5; 9/4; 119/50; 2; 9/4; 23/10; 23/10; 11/5; ; 11/5; 2; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 11/5; 21/10; 
META; english/league-2/forest-green-v-newport-county; 2017-10-11 14:24:36 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 11/10; 15/13; 6/5; 6/5; 6/5; ; 10/9; 23/20; 
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 12/5; 23/10; 11/5; 9/4; 11/5; 9/4; 119/50; 2; 9/4; 23/10; 23/10; 11/5; ; 11/5; 9/4; 
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 129/50; 12/5; 40/17; 12/5; 12/5; 47/20; ; 9/4; 11/5; 
META; english/league-2/forest-green-v-newport-county; 2017-10-11 18:22:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 22/19; 15/13; 6/5; 6/5; 6/5; ; 10/9; 23/20; 6/5
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 23/10; 23/10; 9/4; 9/4; 23/10; 9/4; 12/5; 23/10; 11/5; 9/4; 11/5; 9/4; 119/50; 21/10; 9/4; 23/10; 9/4; 11/5; ; 11/5; 9/4; 12/5
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 129/50; 5/2; 40/17; 12/5; 5/2; 47/20; ; 9/4; 11/5; 5/2
META; english/league-2/forest-green-v-newport-county; 2017-10-11 22:23:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 22/19; 15/13; 6/5; 6/5; 6/5; ; 10/9; 23/20; 6/5
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 12/5; 23/10; 11/5; 9/4; 11/5; 9/4; 119/50; 21/10; 9/4; 23/10; 9/4; 11/5; ; 11/5; 9/4; 12/5
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 129/50; 5/2; 40/17; 12/5; 5/2; 47/20; ; 9/4; 11/5; 5/2
META; english/league-2/forest-green-v-newport-county; 2017-10-12 02:23:46 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 22/19; 15/13; 6/5; 6/5; 6/5; ; 23/20; 23/20; 6/5
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 12/5; 23/10; 11/5; 9/4; 11/5; 9/4; 119/50; 21/10; 9/4; 23/10; 9/4; 11/5; ; 11/5; 9/4; 12/5
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 129/50; 5/2; 40/17; 12/5; 5/2; 47/20; ; 9/4; 11/5; 5/2
META; english/league-2/forest-green-v-newport-county; 2017-10-12 14:23:34 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 23/20; 5/4; 23/20; 11/10; 6/5; 6/5; 6/5; 6/5; 15/13; 61/50; 22/19; 15/13; 6/5; 6/5; 6/5; 15/13; ; 23/20; 23/20; 6/5
Forest Green; 11/5; 23/10; 9/4; 23/10; 9/4; 41/20; 11/5; 23/10; 9/4; 9/4; 23/10; 9/4; 12/5; 23/10; 11/5; 9/4; 11/5; 9/4; 119/50; 21/10; 9/4; 23/10; 9/4; 11/5; 9/4; ; 11/5; 9/4; 12/5
Draw; 12/5; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 23/10; 9/4; 9/4; 23/10; 12/5; 12/5; 12/5; 9/4; 12/5; 129/50; 5/2; 40/17; 12/5; 5/2; 47/20; 27/11; ; 23/10; 11/5; 5/2
META; english/league-2/forest-green-v-newport-county; 2017-10-12 18:22:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 5/4; 23/20; 11/10; 6/5; 6/5; 11/10; 6/5; 15/13; 123/100; 22/19; 15/13; 6/5; 6/5; 23/20; 15/13; ; 23/20; 23/20; 6/5
Forest Green; 11/5; 23/10; 23/10; 23/10; 9/4; 41/20; 23/10; 23/10; 9/4; 9/4; 23/10; 9/4; 12/5; 23/10; 11/5; 23/10; 11/5; 23/10; 61/25; 28/13; 9/4; 12/5; 23/10; 12/5; 23/10; ; 23/10; 9/4; 12/5
Draw; 12/5; 12/5; 9/4; 23/10; 12/5; 11/5; 23/10; 12/5; 40/17; 9/4; 9/4; 11/5; 23/10; 12/5; 12/5; 23/10; 9/4; 40/17; 5/2; 12/5; 40/17; 23/10; 12/5; 12/5; 40/17; ; 23/10; 11/5; 12/5
META; english/league-2/forest-green-v-newport-county; 2017-10-12 22:23:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 11/10; 11/10; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 15/13; 11/10; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 57/50; 19/17; 15/13; 11/10; 23/20; 11/10; 11/10; ; 11/10; 10/9; 10/9
Draw; 5/2; 12/5; 23/10; 23/10; 5/2; 11/5; 12/5; 12/5; 40/17; 9/4; 23/10; 9/4; 23/10; 5/2; 23/10; 12/5; 9/4; 12/5; 127/50; 27/11; 40/17; 12/5; 5/2; 12/5; 12/5; ; 23/10; 9/4; 5/2
Forest Green; 12/5; 5/2; 5/2; 12/5; 12/5; 41/20; 12/5; 12/5; 9/4; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 11/5; 27/11; 131/50; 9/4; 9/4; 5/2; 12/5; 5/2; 27/11; ; 12/5; 12/5; 13/5
META; english/league-2/forest-green-v-newport-county; 2017-10-13 02:23:08 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 11/10; 11/10; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 15/13; 11/10; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 57/50; 19/17; 15/13; 11/10; 11/10; 11/10; 11/10; ; 10/9; 21/20; 23/20
Draw; 5/2; 12/5; 23/10; 23/10; 5/2; 11/5; 12/5; 12/5; 40/17; 9/4; 23/10; 9/4; 23/10; 5/2; 23/10; 12/5; 9/4; 12/5; 127/50; 27/11; 40/17; 12/5; 5/2; 12/5; 12/5; ; 23/10; 9/4; 5/2
Forest Green; 12/5; 5/2; 5/2; 12/5; 12/5; 41/20; 12/5; 12/5; 9/4; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 5/2; 27/11; 131/50; 9/4; 9/4; 5/2; 5/2; 5/2; 27/11; ; 12/5; 11/5; 13/5
META; english/league-2/forest-green-v-newport-county; 2017-10-13 10:24:26 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 23/20; 11/10; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 15/13; 11/10; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 57/50; 19/17; 15/13; 11/10; 23/20; 11/10; 11/10; ; 10/9; 10/9; 23/20
Draw; 5/2; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 9/4; 23/10; 9/4; 23/10; 5/2; 23/10; 12/5; 9/4; 12/5; 127/50; 27/11; 40/17; 12/5; 12/5; 12/5; 12/5; ; 23/10; 9/4; 23/10
Forest Green; 13/5; 5/2; 5/2; 12/5; 5/2; 41/20; 12/5; 12/5; 9/4; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 5/2; 27/11; 131/50; 9/4; 9/4; 5/2; 5/2; 5/2; 5/2; ; 12/5; 12/5; 12/5
META; english/league-2/forest-green-v-newport-county; 2017-10-13 14:25:30 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 23/20; 11/10; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 15/13; 11/10; 11/10; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 57/50; 19/17; 15/13; 11/10; 23/20; 11/10; 11/10; ; 10/9; 10/9; 10/9
Draw; 5/2; 12/5; 23/10; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 9/4; 23/10; 11/5; 23/10; 13/5; 23/10; 12/5; 9/4; 12/5; 127/50; 27/11; 40/17; 12/5; 12/5; 12/5; 12/5; ; 23/10; 9/4; 5/2
Forest Green; 13/5; 5/2; 5/2; 12/5; 5/2; 41/20; 12/5; 12/5; 9/4; 12/5; 5/2; 12/5; 12/5; 13/5; 12/5; 5/2; 5/2; 27/11; 131/50; 9/4; 9/4; 5/2; 5/2; 5/2; 5/2; ; 12/5; 12/5; 13/5
META; english/league-2/forest-green-v-newport-county; 2017-10-13 18:23:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 23/20; 11/10; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 15/13; 11/10; 23/20; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 57/50; 15/13; 15/13; 11/10; 6/5; 11/10; 11/10; ; 10/9; 10/9; 10/9
Draw; 5/2; 12/5; 9/4; 23/10; 12/5; 11/5; 12/5; 12/5; 40/17; 9/4; 9/4; 43/20; 23/10; 13/5; 23/10; 12/5; 9/4; 40/17; 63/25; 27/11; 40/17; 12/5; 12/5; 12/5; 12/5; ; 23/10; 9/4; 5/2
Forest Green; 13/5; 5/2; 5/2; 12/5; 5/2; 41/20; 5/2; 12/5; 9/4; 5/2; 5/2; 49/20; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 66/25; 28/13; 9/4; 5/2; 5/2; 5/2; 5/2; ; 12/5; 12/5; 13/5
META; english/league-2/forest-green-v-newport-county; 2017-10-13 22:24:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Newport County; 23/20; 11/10; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 15/13; 11/10; 23/20; 11/10; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 57/50; 15/13; 15/13; 11/10; 23/20; 11/10; 11/10; ; 11/10; 10/9; 10/9
Draw; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 12/5; 40/17; 9/4; 9/4; 43/20; 23/10; 13/5; 23/10; 12/5; 9/4; 40/17; 63/25; 27/11; 40/17; 12/5; 5/2; 12/5; 12/5; ; 23/10; 9/4; 5/2
