META; english/league-2/cambridge-v-crewe; 2017-12-23 22:23:03 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; ; ; 11/10; ; ; ; ; ; ; 21/20; ; ; ; ; 11/10; 11/10; 21/20; ; ; ; 
Crewe; 12/5; 12/5; ; ; ; 13/5; 12/5; 5/2; ; ; 5/2; ; ; ; ; ; ; 23/10; ; ; ; ; 13/5; 12/5; 40/17; ; ; ; 
Draw; 12/5; 12/5; ; ; ; 13/5; 12/5; 12/5; ; ; 12/5; ; ; ; ; ; ; 23/10; ; ; ; ; 12/5; 12/5; 40/17; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-24 02:23:17 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; ; ; 11/10; 11/10; ; ; ; ; ; 21/20; ; ; ; ; 11/10; 11/10; 21/20; ; ; ; 
Crewe; 12/5; 12/5; ; ; ; 13/5; 12/5; 5/2; ; ; 5/2; 5/2; ; ; ; ; ; 23/10; ; ; ; ; 13/5; 12/5; 40/17; ; ; ; 
Draw; 12/5; 12/5; ; ; ; 13/5; 12/5; 12/5; ; ; 12/5; 23/10; ; ; ; ; ; 23/10; ; ; ; ; 12/5; 12/5; 40/17; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-24 10:23:08 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 1; 11/10; ; 11/10; 11/10; ; ; ; ; 11/10; 21/20; 11/10; ; 11/10; ; 11/10; 11/10; 21/20; ; ; ; 
Draw; 12/5; 12/5; ; ; ; 5/2; 23/10; 23/10; 40/17; ; 12/5; 9/4; ; ; ; ; 23/10; 23/10; 23/10; ; 40/17; ; 12/5; 12/5; 23/10; ; ; ; 
Crewe; 12/5; 12/5; ; ; ; 11/4; 12/5; 13/5; 27/11; ; 5/2; 13/5; ; ; ; ; 12/5; 40/17; 12/5; ; 27/11; ; 13/5; 12/5; 40/17; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-24 14:23:16 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 1; 11/10; ; 11/10; 11/10; ; ; ; ; 11/10; 21/20; 11/10; ; 11/10; 11/10; 11/10; 11/10; 21/20; ; ; ; 
Draw; 12/5; 12/5; ; ; ; 5/2; 23/10; 23/10; 40/17; ; 12/5; 9/4; ; ; ; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 12/5; 23/10; ; ; ; 
Crewe; 12/5; 12/5; ; ; ; 11/4; 12/5; 13/5; 27/11; ; 5/2; 13/5; ; ; ; ; 12/5; 40/17; 12/5; ; 27/11; 12/5; 13/5; 12/5; 40/17; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-24 18:23:12 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; ; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Crewe; 12/5; 12/5; ; ; ; 13/5; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 47/20; ; ; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; ; ; ; 13/5; 12/5; 12/5; 40/17; ; 5/2; 9/4; ; 23/10; ; ; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-24 22:23:16 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Crewe; 12/5; 12/5; ; ; ; 13/5; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 47/20; ; 5/2; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
Draw; 12/5; 12/5; ; ; ; 13/5; 12/5; 12/5; 40/17; ; 5/2; 9/4; ; 23/10; ; 12/5; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-25 02:23:16 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Crewe; 12/5; 5/2; ; ; ; 13/5; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 47/20; ; 5/2; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 13/5; 23/10; 12/5; 40/17; ; 5/2; 9/4; ; 9/4; ; 12/5; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-25 10:23:20 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 5/2; 23/10; 12/5; 40/17; ; 5/2; 9/4; ; 9/4; ; 12/5; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
Crewe; 12/5; 5/2; ; ; ; 27/10; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 47/20; ; 5/2; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-25 14:23:21 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 5/2; 23/10; 12/5; 40/17; ; 5/2; 9/4; ; 11/5; ; 12/5; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
Crewe; 12/5; 5/2; ; ; ; 27/10; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 12/5; ; 5/2; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-25 18:23:17 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 5/2; 23/10; 12/5; 40/17; ; 5/2; 9/4; ; 9/4; ; 12/5; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
Crewe; 12/5; 5/2; ; ; ; 27/10; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 47/20; ; 5/2; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-25 22:23:21 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 5/2; 23/10; 12/5; 40/17; ; 5/2; 9/4; ; 9/4; ; 12/5; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
Crewe; 12/5; 5/2; ; ; ; 27/10; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 47/20; ; 5/2; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-26 02:23:19 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 5/2; 23/10; 12/5; 40/17; ; 5/2; 9/4; ; 9/4; ; 12/5; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
Crewe; 12/5; 5/2; ; ; ; 27/10; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 47/20; ; 5/2; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-26 10:23:37 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 5/2; 23/10; 12/5; 40/17; ; 5/2; 9/4; ; 23/10; ; 12/5; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
Crewe; 12/5; 5/2; ; ; ; 27/10; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 47/20; ; 5/2; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-26 14:25:01 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 5/2; 23/10; 12/5; 40/17; ; 5/2; 9/4; ; 23/10; ; 12/5; 23/10; 40/17; 23/10; ; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
Crewe; 12/5; 5/2; ; ; ; 27/10; 12/5; 5/2; 27/11; ; 5/2; 13/5; ; 47/20; ; 5/2; 12/5; 40/17; 12/5; ; 27/11; 12/5; 5/2; 12/5; 12/5; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-26 18:23:17 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 11/10; ; ; ; 23/20; 11/10; 11/10; 11/10; ; 23/20; 11/10; ; 11/10; ; 11/10; 11/10; 11/10; 11/10; ; 11/10; 11/10; 11/10; 11/10; 11/10; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 5/2; 23/10; 12/5; 40/17; ; 5/2; 5/2; ; 9/4; ; 12/5; 23/10; 12/5; 23/10; ; 40/17; 12/5; 5/2; 12/5; 12/5; ; ; ; 
Crewe; 12/5; 5/2; ; ; ; 27/10; 12/5; 5/2; 27/11; ; 5/2; 12/5; ; 12/5; ; 5/2; 12/5; 12/5; 12/5; ; 27/11; 12/5; 5/2; 12/5; 27/11; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-26 22:22:26 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 23/20; 6/5; 6/5; 5/4; 6/5; 6/5; 11/10; 11/10; 6/5; 23/20; ; ; 23/20; ; 11/10; 11/10; 15/13; 11/10; 8/7; 11/10; 6/5; 6/5; 23/20; 15/13; ; ; ; 
Crewe; 12/5; 23/10; 23/10; 23/10; 12/5; 12/5; 9/4; 23/10; 27/11; 23/10; 12/5; ; ; 9/4; ; 12/5; 12/5; 23/10; 12/5; 21/10; 27/11; 23/10; 9/4; 9/4; 40/17; ; ; ; 
Draw; 12/5; 12/5; 23/10; 23/10; 62/25; 13/5; 23/10; 5/2; 40/17; 23/10; 5/2; ; ; 9/4; ; 12/5; 23/10; 40/17; 23/10; 28/11; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; ; 
META; english/league-2/cambridge-v-crewe; 2017-12-27 02:22:24 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 11/10; 23/20; 15/13; 6/5; 5/4; 6/5; 6/5; 11/10; 11/10; 6/5; 23/20; ; ; 23/20; ; 11/10; 11/10; 15/13; 11/10; 8/7; 11/10; 6/5; 23/20; 23/20; 15/13; ; ; 10/9; 
Crewe; 12/5; 23/10; 23/10; 23/10; 12/5; 12/5; 9/4; 23/10; 27/11; 23/10; 12/5; ; ; 9/4; ; 12/5; 12/5; 23/10; 12/5; 21/10; 27/11; 23/10; 23/10; 9/4; 40/17; ; ; 2; 
Draw; 12/5; 12/5; 23/10; 23/10; 62/25; 13/5; 23/10; 5/2; 40/17; 23/10; 5/2; ; ; 9/4; ; 12/5; 23/10; 40/17; 23/10; 28/11; 40/17; 12/5; 5/2; 12/5; 40/17; ; ; 21/10; 
META; english/league-2/cambridge-v-crewe; 2017-12-27 10:22:33 GMT+2; 2017-12-30 15:00; Nothing; Xlenovo
Cambridge; 6/5; 23/20; 6/5; 6/5; 32/25; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; ; ; 23/20; ; 6/5; 11/10; 6/5; 11/10; 8/7; 8/7; 11/10; 23/20; 23/20; 6/5; ; ; ; 
Crewe; 12/5; 12/5; 12/5; 23/10; 5/2; 5/2; 23/10; 12/5; 9/4; 12/5; 12/5; ; ; 23/10; ; 12/5; 5/2; 23/10; 5/2; 21/10; 9/4; 12/5; 23/10; 23/10; 23/10; ; ; ; 
