META; english/league-2/mansfield-v-accrington; 2018-03-24 22:33:33 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 1/50; 11/8
Accrington; 1/50; 7/4
Draw; 1/100; 12/5
META; english/league-2/mansfield-v-accrington; 2018-03-25 02:34:07 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 7/5; 1/50; 11/8
Accrington; 9/5; 1/50; 7/4
Draw; 12/5; 1/100; 12/5
META; english/league-2/mansfield-v-accrington; 2018-03-25 10:33:55 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 7/5; 1/50; 11/8
Accrington; 9/5; 1/50; 7/4
Draw; 12/5; 1/100; 12/5
META; english/league-2/mansfield-v-accrington; 2018-03-25 14:35:28 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 11/8; 7/5; 73/50; 11/8; 7/5; 27/20; 4/7; 7/5
Accrington; 2; 9/5; 21/10; 19/10; 19/10; 39/20; 8/11; 2
Draw; 9/4; 12/5; 119/0; 9/4; 12/5; 9/4; 5/6; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-25 18:35:17 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 11/8; 7/5; 73/50; 11/8; 13/10; 7/5; 11/8; 7/5; 13/10; 11/8; 11/8; 23/17; 23/20; 7/5
Accrington; 2; 9/5; 21/10; 19/10; 15/8; 2; 19/10; 37/19; 2; 39/20; 37/19; 17/10; 2; 
Draw; 9/4; 12/5; 119/0; 9/4; 21/10; 9/4; 23/10; 23/10; 28/13; 12/5; 9/4; 28/13; 5/4; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-25 22:35:11 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 23/20; 7/5; 5/4; 13/10; 5/4; 6/5; 5/4; 5/4; 6/5; 5/4; 15/13; 6/5; 6/5; 6/5; 15/13; 9/10; 23/20; 27/20
Draw; 23/10; 12/5; 21/10; 58/25; 11/5; 11/5; 21/10; 11/5; 21/10; 9/4; 28/13; 11/5; 12/5; 11/5; 28/13; 13/8; 19/10; 9/4
Accrington; 12/5; 9/5; 23/10; 49/20; 11/5; 9/4; 23/10; 12/5; 12/5; 11/5; 23/10; 133/7; 23/10; 47/20; 23/10; 17/10; 21/10; 12/5
META; english/league-2/mansfield-v-accrington; 2018-03-26 02:35:07 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 23/20; 13/10; 5/4; 13/10; 6/5; 6/5; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 15/13; 11/10; 6/5; 5/4; 6/5; 15/13; 9/10; 23/20; 27/20
Draw; 23/10; 11/5; 21/10; 58/25; 11/5; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 28/13; 23/10; 11/5; 23/10; 11/5; 28/13; 13/8; 19/10; 9/4
Accrington; 12/5; 11/5; 23/10; 49/20; 23/10; 9/4; 23/10; 12/5; 12/5; 9/4; 9/4; 23/10; 23/10; 12/5; 133/7; 23/10; 47/20; 23/10; 17/10; 21/10; 12/5
META; english/league-2/mansfield-v-accrington; 2018-03-26 10:35:13 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 23/20; 13/10; 5/4; 6/5; 13/10; 6/5; 11/10; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; 15/13; 11/10; 6/5; 6/5; 5/4; 6/5; 15/13; 4/5; 27/20
Draw; 23/10; 11/5; 21/10; 21/10; 58/25; 11/5; 23/10; 11/5; 21/10; 9/4; 21/10; 11/5; 41/20; 11/5; 11/5; 28/13; 23/10; 11/5; 11/5; 23/10; 11/5; 28/13; 6/4; 9/4
Accrington; 12/5; 11/5; 23/10; 11/5; 49/20; 23/10; 23/10; 40/17; 23/10; 12/5; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 12/5; 133/7; 40/17; 23/10; 47/20; 23/10; 8/5; 12/5
META; english/league-2/mansfield-v-accrington; 2018-03-26 14:35:17 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 23/20; 13/10; 6/5; 6/5; 63/50; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; 15/13; 11/10; 6/5; 6/5; 5/4; 6/5; 15/13; 4/5; 6/5; 6/5
Draw; 23/10; 11/5; 21/10; 21/10; 117/0; 11/5; 23/10; 11/5; 21/10; 23/10; 21/10; 11/5; 41/20; 11/5; 11/5; 28/13; 23/10; 23/10; 11/5; 23/10; 11/5; 28/13; 19/10; 23/10; 23/10
Accrington; 12/5; 11/5; 12/5; 11/5; 63/25; 23/10; 23/10; 40/17; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; 12/5; 11/5; 40/17; 23/10; 47/20; 40/17; 13/8; 5/2; 5/2
META; english/league-2/mansfield-v-accrington; 2018-03-26 18:35:16 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 13/10; 6/5; 34/25; 13/10; 6/5; 6/5; 13/10; 5/4; 13/10; 7/5; 5/4; 5/4; 13/10; 5/4; 11/10; 16/13; 6/5; 13/10; 5/4; 5/4; 10/11; 13/10; 13/10; 13/10
Draw; 23/10; 11/5; 21/10; 21/10; 58/25; 11/5; 11/5; 11/5; 21/10; 9/4; 11/5; 23/10; 41/20; 9/4; 11/5; 28/13; 23/10; 40/17; 11/5; 23/10; 11/5; 11/5; 2; 19/10; 9/4; 23/10
Accrington; 11/5; 11/5; 11/5; 11/5; 58/25; 11/5; 11/5; 40/17; 11/5; 9/4; 11/5; 9/5; 11/5; 11/5; 11/5; 28/13; 12/5; 21/10; 40/17; 11/5; 11/5; 11/5; 17/10; 19/10; 9/4; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-26 22:35:15 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 27/20; 6/5; 11/8; 13/10; 13/10; 6/5; 6/5; 13/10; 13/10; 13/10; 7/5; 5/4; 5/4; 13/10; 5/4; 11/10; 16/13; 6/5; 13/10; 5/4; 6/5; 13/10; 13/10; 27/20
Draw; 23/10; 11/5; 21/10; 21/10; 57/25; 23/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 23/10; 41/20; 9/4; 11/5; 28/13; 23/10; 40/17; 11/5; 23/10; 11/5; 2; 19/10; 11/5; 9/4
Accrington; 11/5; 11/5; 11/5; 11/5; 117/0; 23/10; 11/5; 11/5; 40/17; 11/5; 23/10; 11/5; 9/5; 11/5; 11/5; 11/5; 11/5; 12/5; 21/10; 40/17; 11/5; 11/5; 2; 19/10; 23/10; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-27 02:35:21 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 27/20; 6/5; 11/8; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 5/4; 13/10; 13/10; 11/10; 16/13; 13/10; 11/8; 5/4; 13/10; 6/5; 13/10; 13/10; 27/20
Draw; 23/10; 11/5; 21/10; 21/10; 57/25; 23/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 23/10; 41/20; 9/4; 11/5; 28/13; 23/10; 40/17; 11/5; 23/10; 11/5; 2; 19/10; 11/5; 9/4; 
Accrington; 11/5; 11/5; 11/5; 11/5; 117/0; 23/10; 11/5; 11/5; 28/13; 21/10; 9/4; 11/5; 9/5; 43/20; 11/5; 11/5; 28/13; 12/5; 21/10; 28/13; 85/40; 11/5; 28/13; 2; 19/10; 23/10; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-27 10:35:27 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 27/20; 6/5; 11/8; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 13/10; 7/5; 13/10; 5/4; 13/10; 5/4; 11/10; 16/13; 13/10; 11/8; 5/4; 13/10; 11/10; 13/10; 13/10; 27/20
Draw; 23/10; 11/5; 21/10; 21/10; 57/25; 23/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 23/10; 41/20; 9/4; 11/5; 28/13; 23/10; 40/17; 11/5; 23/10; 11/5; 2; 19/10; 11/5; 9/4; 
Accrington; 11/5; 11/5; 11/5; 11/5; 117/0; 23/10; 11/5; 11/5; 28/13; 21/10; 9/4; 11/5; 9/5; 43/20; 11/5; 11/5; 28/13; 12/5; 21/10; 28/13; 85/40; 11/5; 28/13; 9/5; 19/10; 23/10; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-27 14:35:34 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 27/20; 6/5; 11/8; 13/10; 13/10; 6/5; 13/10; 27/20; 13/10; 13/10; 7/5; 13/10; 5/4; 13/10; 5/4; 11/10; 16/13; 13/10; 11/8; 5/4; 13/10; 6/5; 13/10; 27/20
Draw; 23/10; 11/5; 21/10; 21/10; 57/25; 23/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 23/10; 41/20; 9/4; 11/5; 28/13; 23/10; 40/17; 11/5; 23/10; 11/5; 2; 19/10; 11/5; 9/4
Accrington; 11/5; 11/5; 11/5; 11/5; 117/0; 23/10; 11/5; 11/5; 28/13; 11/5; 9/4; 11/5; 9/5; 43/20; 11/5; 11/5; 28/13; 12/5; 21/10; 28/13; 85/40; 11/5; 28/13; 19/10; 23/10; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-27 18:35:40 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 27/20; 6/5; 69/50; 7/5; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 7/5; 27/20; 5/4; 13/10; 11/10; 23/17; 13/10; 11/8; 13/10; 13/10; 5/4; 13/10; 27/20; 
Draw; 23/10; 11/5; 21/10; 21/10; 57/25; 23/10; 21/10; 21/10; 11/5; 21/10; 11/5; 11/5; 23/10; 41/20; 9/4; 11/5; 23/10; 40/17; 11/5; 23/10; 11/5; 11/5; 2; 19/10; 11/5; 9/4
Accrington; 11/5; 11/5; 11/5; 11/5; 58/25; 23/10; 11/5; 21/10; 28/13; 11/5; 11/5; 11/5; 9/5; 21/10; 11/5; 11/5; 12/5; 19/10; 28/13; 21/10; 21/10; 11/5; 21/10; 19/10; 23/10; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-27 22:35:31 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 27/20; 6/5; 69/50; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 7/5; 7/5; 27/20; 5/4; 13/10; 11/10; 17/13; 13/10; 11/8; 13/10; 13/10; 5/4; 13/10; 27/20; 
Draw; 23/10; 11/5; 21/10; 21/10; 57/25; 23/10; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 23/10; 41/20; 9/4; 21/10; 23/10; 40/17; 11/5; 23/10; 11/5; 28/13; 21/10; 19/10; 11/5; 9/4
Accrington; 11/5; 11/5; 21/10; 11/5; 58/25; 23/10; 11/5; 21/10; 28/13; 11/5; 11/5; 11/5; 9/5; 21/10; 11/5; 11/5; 12/5; 45/23; 28/13; 21/10; 21/10; 11/5; 21/10; 19/10; 23/10; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-28 02:35:23 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 27/20; 6/5; 69/50; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 7/5; 7/5; 27/20; 5/4; 13/10; 11/10; 17/13; 13/10; 11/8; 13/10; 13/10; 5/4; 13/10; 27/20; 
Draw; 23/10; 11/5; 21/10; 21/10; 57/25; 23/10; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 23/10; 41/20; 9/4; 21/10; 23/10; 40/17; 11/5; 23/10; 11/5; 11/5; 21/10; 19/10; 11/5; 9/4
Accrington; 11/5; 11/5; 21/10; 11/5; 58/25; 23/10; 11/5; 21/10; 28/13; 11/5; 11/5; 11/5; 9/5; 21/10; 11/5; 11/5; 12/5; 45/23; 28/13; 21/10; 21/10; 11/5; 21/10; 19/10; 23/10; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-28 10:35:25 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 27/20; 6/5; 69/50; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 7/5; 7/5; 27/20; 13/10; 13/10; 11/10; 17/13; 13/10; 11/8; 13/10; 13/10; 5/4; 13/10; 27/20
Draw; 23/10; 11/5; 21/10; 21/10; 57/25; 23/10; 21/10; 21/10; 11/5; 21/10; 11/5; 2; 23/10; 41/20; 23/10; 11/5; 23/10; 40/17; 11/5; 23/10; 11/5; 11/5; 21/10; 11/5; 9/4
Accrington; 11/5; 11/5; 21/10; 11/5; 58/25; 23/10; 11/5; 21/10; 28/13; 11/5; 11/5; 11/5; 9/5; 21/10; 23/10; 11/5; 12/5; 45/23; 28/13; 21/10; 21/10; 11/5; 19/10; 23/10; 23/10
META; english/league-2/mansfield-v-accrington; 2018-03-28 14:35:42 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
Mansfield; 5/4; 13/10; 11/8; 6/5; 147/00; 11/8; 11/8; 13/10; 13/10; 7/5; 11/8; 7/5; 7/5; 27/20; 7/5; 13/10; 23/17; 13/10; 17/13; 13/10; 11/8; 13/10; 23/17; 5/4; 7/5; 7/5
Accrington; 11/5; 11/5; 21/10; 11/5; 109/0; 23/10; 21/10; 21/10; 28/13; 21/10; 11/5; 11/5; 9/5; 21/10; 11/5; 11/5; 21/10; 21/10; 2; 28/13; 21/10; 21/10; 21/10; 19/10; 21/10; 21/10
Draw; 23/10; 11/5; 21/10; 21/10; 113/0; 23/10; 21/10; 21/10; 11/5; 21/10; 21/10; 2; 23/10; 41/20; 11/5; 21/10; 11/5; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 11/5; 9/4; 
META; english/league-2/mansfield-v-accrington; 2018-03-28 18:35:40 GMT+2; 2018-03-30 15:00; Nothing; Xlenovo
