META; english/league-2/port-vale-v-morecambe; 2018-01-28 02:21:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Morecambe; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/port-vale-v-morecambe; 2018-01-28 10:21:50 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Morecambe; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/port-vale-v-morecambe; 2018-01-28 14:22:52 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 4/5; 5/6; ; ; 17/20; 4/5; 4/5; ; ; ; 4/5; ; ; ; ; ; ; 10/13; ; ; ; ; 4/5; 4/5; 10/13; ; 8/11; ; 
Draw; 11/4; 12/5; ; 13/5; 72/25; 14/5; 13/5; 13/5; 27/10; ; 13/5; 5/2; ; 23/10; 13/5; ; 27/10; ; 27/10; ; 27/10; 14/5; 13/5; 27/10; 27/10; ; 5/2; ; 
Morecambe; 16/5; 7/2; ; 3; 17/5; 15/4; 16/5; 7/2; 16/5; ; 10/3; 7/2; ; 17/5; 100/30; ; 31/10; ; 31/10; ; 16/5; 3; 18/5; 3; 41/13; ; 3; ; 
META; english/league-2/port-vale-v-morecambe; 2018-01-30 14:22:04 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 4/5; 5/6; ; 3/4; 17/20; 4/5; 4/5; 8/11; 4/5; ; 4/5; 4/5; ; 4/5; 4/5; ; 4/5; 4/5; 4/5; ; 4/5; 4/5; 4/5; 4/5; 4/5; ; 8/11; ; 
Draw; 11/4; 12/5; ; 13/5; 72/25; 14/5; 13/5; 13/5; 27/10; ; 13/5; 5/2; ; 23/10; 13/5; ; 27/10; ; 27/10; ; 27/10; 14/5; 13/5; 27/10; 27/10; ; 5/2; ; 
Morecambe; 16/5; 7/2; ; 3; 17/5; 15/4; 16/5; 7/2; 16/5; ; 10/3; 7/2; ; 17/5; 100/30; ; 31/10; ; 31/10; ; 16/5; 3; 18/5; 3; 41/13; ; 10/3; ; 
META; english/league-2/port-vale-v-morecambe; 2018-01-30 18:21:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 4/5; 5/6; 5/6; 3/4; 17/20; 20/23; 4/5; 4/5; 4/5; 17/20; 5/6; 20/23; ; 5/6; 10/11; 5/6; 4/5; 4/5; 4/5; 13/16; 4/5; 5/6; 5/6; 17/20; 5/6; ; 4/5; 8/11; 
Draw; 13/5; 12/5; 12/5; 13/5; 69/25; 11/4; 13/5; 5/2; 27/10; 12/5; 13/5; 23/10; ; 23/10; 5/2; 5/2; 27/10; 45/17; 27/10; 40/17; 27/10; 13/5; 13/5; 5/2; 45/17; ; 5/2; 23/10; 
Morecambe; 16/5; 7/2; 7/2; 3; 71/20; 18/5; 16/5; 10/3; 16/5; 7/2; 16/5; 7/2; ; 10/3; 3; 10/3; 31/10; 16/5; 31/10; 3; 16/5; 100/30; 17/5; 16/5; 13/4; ; 3; 3; 
META; english/league-2/port-vale-v-morecambe; 2018-01-30 22:22:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 4/5; 5/6; 5/6; 3/4; 17/20; 20/23; 4/5; 4/5; 4/5; 5/6; 5/6; 20/23; ; 4/5; 10/11; 5/6; 4/5; 5/6; 4/5; 13/16; 4/5; 5/6; 5/6; 17/20; 13/15; ; 4/5; 8/11; 
Draw; 13/5; 12/5; 12/5; 13/5; 69/25; 11/4; 5/2; 5/2; 27/10; 12/5; 5/2; 23/10; ; 23/10; 5/2; 5/2; 27/10; 5/2; 27/10; 28/11; 27/10; 13/5; 13/5; 5/2; 28/11; ; 5/2; 23/10; 
Morecambe; 16/5; 7/2; 7/2; 3; 71/20; 18/5; 16/5; 10/3; 16/5; 18/5; 10/3; 7/2; ; 17/5; 3; 10/3; 31/10; 13/4; 31/10; 16/5; 16/5; 100/30; 17/5; 16/5; 13/4; ; 3; 14/5; 
META; english/league-2/port-vale-v-morecambe; 2018-01-31 02:21:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 4/5; 5/6; 5/6; 3/4; 87/100; 20/23; 5/6; 4/5; 4/5; 5/6; 5/6; 20/23; ; 4/5; 10/11; 5/6; 4/5; 13/15; 4/5; 13/16; 4/5; 5/6; 5/6; 17/20; 13/15; ; 4/5; 8/11; 
Draw; 13/5; 12/5; 12/5; 13/5; 69/25; 11/4; 5/2; 5/2; 27/10; 12/5; 5/2; 23/10; ; 23/10; 5/2; 5/2; 27/10; 5/2; 27/10; 28/11; 27/10; 13/5; 13/5; 5/2; 28/11; ; 5/2; 23/10; 
Morecambe; 16/5; 7/2; 7/2; 3; 69/20; 18/5; 16/5; 10/3; 16/5; 18/5; 10/3; 7/2; ; 17/5; 3; 10/3; 31/10; 16/5; 31/10; 16/5; 16/5; 100/30; 17/5; 16/5; 16/5; ; 3; 14/5; 
META; english/league-2/port-vale-v-morecambe; 2018-01-31 10:21:19 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 5/6; 5/6; 3/4; 89/100; 20/23; 5/6; ; 4/5; 5/6; 5/6; 20/23; ; 4/5; 10/11; 5/6; 4/5; 13/15; 4/5; 13/16; 4/5; 5/6; 17/20; 17/20; 13/15; ; 4/5; 8/11; 
Draw; 5/2; 12/5; 12/5; 13/5; 67/25; 11/4; 5/2; ; 27/10; 12/5; 5/2; 23/10; ; 23/10; 5/2; 5/2; 27/10; 27/11; 27/10; 28/11; 27/10; 13/5; 5/2; 5/2; 5/2; ; 5/2; 5/2; 
Morecambe; 16/5; 7/2; 7/2; 3; 69/20; 18/5; 16/5; ; 16/5; 18/5; 10/3; 7/2; ; 17/5; 3; 10/3; 31/10; 41/13; 31/10; 16/5; 16/5; 100/30; 7/2; 16/5; 16/5; ; 3; 14/5; 
META; english/league-2/port-vale-v-morecambe; 2018-01-31 14:21:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 5/6; 5/6; 3/4; 22/25; 20/23; 5/6; ; 4/5; 17/20; 5/6; 20/23; ; 4/5; 17/20; 5/6; 4/5; 13/15; 4/5; 13/16; 4/5; 5/6; 20/23; 17/20; 13/15; ; 4/5; 8/11; 
Draw; 5/2; 12/5; 12/5; 13/5; 67/25; 11/4; 5/2; ; 27/10; 12/5; 5/2; 23/10; ; 47/20; 5/2; 12/5; 27/10; 28/11; 27/10; 28/11; 27/10; 5/2; 5/2; 47/20; 28/11; ; 5/2; 23/10; 
Morecambe; 16/5; 7/2; 17/5; 3; 7/2; 18/5; 16/5; ; 16/5; 7/2; 10/3; 7/2; ; 10/3; 16/5; 10/3; 31/10; 41/13; 31/10; 16/5; 16/5; 100/30; 10/3; 10/3; 16/5; ; 3; 14/5; 
META; english/league-2/port-vale-v-morecambe; 2018-01-31 18:22:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 17/20; 9/10; 20/23; 5/6; ; 4/5; 20/23; 5/6; 20/23; ; 5/6; 17/20; 17/20; 4/5; 5/6; 4/5; 13/16; 4/5; 5/6; 20/23; 17/20; 13/15; ; 4/5; 4/5; 
Draw; 5/2; 5/2; 12/5; 5/2; 129/50; 27/10; 12/5; ; 27/10; 12/5; 5/2; 23/10; ; 23/10; 5/2; 12/5; 27/10; 27/11; 27/10; 28/11; 27/10; 5/2; 5/2; 47/20; 27/11; ; 12/5; 23/10; 
Morecambe; 16/5; 10/3; 10/3; 10/3; 71/20; 18/5; 16/5; ; 16/5; 17/5; 10/3; 7/2; ; 10/3; 16/5; 16/5; 31/10; 33/10; 31/10; 16/5; 16/5; 100/30; 10/3; 10/3; 57/17; ; 3; 14/5; 
META; english/league-2/port-vale-v-morecambe; 2018-01-31 22:21:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 17/20; 9/10; 20/23; 5/6; 4/5; 4/5; 20/23; 5/6; 20/23; ; 5/6; 17/20; 17/20; 4/5; 5/6; 4/5; 13/16; 4/5; 5/6; 20/23; 17/20; 13/15; ; 4/5; 4/5; 
Draw; 5/2; 5/2; 12/5; 5/2; 51/20; 27/10; 12/5; 5/2; 27/10; 12/5; 5/2; 23/10; ; 23/10; 5/2; 12/5; 27/10; 27/11; 27/10; 28/11; 27/10; 5/2; 5/2; 47/20; 27/11; ; 12/5; 9/4; 
Morecambe; 16/5; 10/3; 10/3; 10/3; 18/5; 18/5; 10/3; 10/3; 16/5; 17/5; 10/3; 7/2; ; 10/3; 16/5; 16/5; 31/10; 33/10; 31/10; 16/5; 16/5; 100/30; 10/3; 10/3; 57/17; ; 3; 14/5; 
META; english/league-2/port-vale-v-morecambe; 2018-02-01 02:20:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 17/20; 9/10; 17/20; 5/6; 4/5; 9/11; 20/23; 17/20; 20/23; ; 5/6; 17/20; 17/20; 13/15; 4/5; 13/16; 9/11; 5/6; 20/23; 17/20; 13/15; ; 4/5; 4/5; 5/6
Draw; 5/2; 5/2; 12/5; 5/2; 51/20; 13/5; 12/5; 5/2; 28/11; 12/5; 12/5; 23/10; ; 23/10; 5/2; 12/5; 27/11; 27/10; 28/11; 28/11; 5/2; 5/2; 47/20; 27/11; ; 23/10; 23/10; 12/5
Morecambe; 16/5; 10/3; 10/3; 10/3; 18/5; 7/2; 10/3; 10/3; 33/10; 17/5; 10/3; 7/2; ; 10/3; 16/5; 16/5; 33/10; 31/10; 16/5; 33/10; 100/30; 10/3; 10/3; 57/17; ; 3; 14/5; 7/2
META; english/league-2/port-vale-v-morecambe; 2018-02-01 10:20:59 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 17/20; 9/10; 17/20; 5/6; 4/5; 9/11; 20/23; 5/6; 20/23; ; 5/6; 17/20; 5/6; 5/6; 4/5; 13/16; 9/11; 5/6; 20/23; 17/20; 13/15; ; 4/5; 4/5; 
Draw; 5/2; 5/2; 12/5; 5/2; 51/20; 13/5; 12/5; 5/2; 28/11; 12/5; 5/2; 23/10; ; 23/10; 5/2; 12/5; 27/11; 27/10; 28/11; 28/11; 5/2; 5/2; 47/20; 27/11; ; 23/10; ; 
Morecambe; 16/5; 10/3; 10/3; 10/3; 18/5; 7/2; 10/3; 10/3; 33/10; 17/5; 10/3; 7/2; ; 10/3; 16/5; 10/3; 57/17; 31/10; 16/5; 33/10; 100/30; 10/3; 10/3; 57/17; ; 3; ; 
META; english/league-2/port-vale-v-morecambe; 2018-02-01 14:21:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 17/20; 9/10; 17/20; ; 4/5; 9/11; 20/23; 17/20; 20/23; ; 5/6; 17/20; 17/20; 13/15; 4/5; 13/16; 9/11; 5/6; 20/23; 17/20; 13/15; ; 4/5; 4/5; 5/6
Draw; 5/2; 5/2; 12/5; 5/2; 51/20; 13/5; ; 5/2; 28/11; 12/5; 5/2; 23/10; ; 23/10; 5/2; 12/5; 27/11; 27/10; 28/11; 28/11; 5/2; 5/2; 47/20; 27/11; ; 12/5; 11/5; 5/2
Morecambe; 16/5; 10/3; 10/3; 10/3; 18/5; 7/2; ; 10/3; 33/10; 17/5; 16/5; 7/2; ; 10/3; 16/5; 16/5; 33/10; 31/10; 16/5; 33/10; 100/30; 10/3; 10/3; 57/17; ; 3; 3; 7/2
META; english/league-2/port-vale-v-morecambe; 2018-02-01 18:20:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 17/20; 9/10; 17/20; ; 4/5; 9/11; 20/23; 17/20; 20/23; ; 5/6; 10/11; 17/20; 13/15; 4/5; 13/16; 9/11; 5/6; 20/23; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 5/2; 23/10; 5/2; 63/25; 13/5; ; 5/2; 28/11; 12/5; 12/5; 23/10; ; 23/10; 23/10; 23/10; 12/5; 27/10; 28/11; 28/11; 5/2; 5/2; 47/20; 12/5; ; 23/10; 23/10; 12/5
Morecambe; 16/5; 10/3; 17/5; 10/3; 73/20; 7/2; ; 10/3; 33/10; 17/5; 10/3; 7/2; ; 10/3; 100/30; 10/3; 17/5; 31/10; 16/5; 33/10; 100/30; 17/5; 10/3; 17/5; ; 10/3; 10/3; 7/2
META; english/league-2/port-vale-v-morecambe; 2018-02-01 22:20:52 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 17/20; 9/10; 17/20; ; 4/5; 9/11; 20/23; 17/20; 20/23; ; 5/6; 10/11; 17/20; 13/15; 4/5; 13/16; 9/11; 5/6; 20/23; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 5/2; 23/10; 5/2; 51/20; 13/5; ; 5/2; 28/11; 12/5; 12/5; 23/10; ; 23/10; 23/10; 12/5; 12/5; 27/10; 5/2; 28/11; 5/2; 5/2; 47/20; 27/11; ; 23/10; 23/10; 5/2
Morecambe; 16/5; 10/3; 17/5; 10/3; 18/5; 7/2; ; 10/3; 33/10; 17/5; 10/3; 10/3; ; 10/3; 100/30; 16/5; 33/10; 31/10; 33/10; 33/10; 100/30; 17/5; 10/3; 57/17; ; 3; 3; 7/2
META; english/league-2/port-vale-v-morecambe; 2018-02-02 02:20:48 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 17/20; 9/10; 20/23; ; 5/6; 9/11; 20/23; 17/20; 20/23; ; 5/6; 10/11; 17/20; 13/15; 4/5; 13/16; 9/11; 5/6; 20/23; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 5/2; 5/2; 23/10; 5/2; 129/50; 5/2; ; 12/5; 28/11; 12/5; 12/5; 23/10; ; 23/10; 23/10; 12/5; 12/5; 27/10; 5/2; 28/11; 5/2; 5/2; 47/20; 27/11; ; 23/10; 23/10; 5/2
Morecambe; 16/5; 10/3; 17/5; 10/3; 71/20; 7/2; ; 10/3; 33/10; 17/5; 10/3; 10/3; ; 10/3; 100/30; 16/5; 33/10; 31/10; 33/10; 33/10; 100/30; 17/5; 10/3; 57/17; ; 3; 3; 7/2
META; english/league-2/port-vale-v-morecambe; 2018-02-02 10:20:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 17/20; 9/10; 20/23; ; 5/6; 9/11; 20/23; 17/20; 20/23; ; 5/6; 10/11; 5/6; 13/15; 4/5; 13/16; 9/11; 5/6; 17/20; 17/20; 13/15; ; 5/6; 5/6; 5/6
Draw; 13/5; 5/2; 23/10; 5/2; 129/50; 5/2; ; 12/5; 28/11; 12/5; 12/5; 23/10; ; 23/10; 23/10; 12/5; 12/5; 27/10; 5/2; 28/11; 5/2; 13/5; 47/20; 27/11; ; 23/10; 23/10; 5/2
Morecambe; 15/4; 10/3; 17/5; 10/3; 71/20; 7/2; ; 10/3; 33/10; 17/5; 10/3; 10/3; ; 10/3; 100/30; 10/3; 57/17; 31/10; 33/10; 33/10; 100/30; 10/3; 10/3; 57/17; ; 3; 3; 7/2
META; english/league-2/port-vale-v-morecambe; 2018-02-02 14:21:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 17/20; 17/20; 11/13; 10/11; 9/10; 10/11; ; 5/6; 9/11; 20/23; 17/20; 20/23; ; 5/6; 10/11; 17/20; 13/15; 4/5; 13/16; 9/11; 5/6; 20/23; 17/20; 13/15; ; 5/6; 9/10; 5/6
Draw; 13/5; 5/2; 23/10; 23/10; 129/50; 13/5; ; 12/5; 28/11; 12/5; 12/5; 23/10; ; 23/10; 23/10; 23/10; 12/5; 13/5; 5/2; 28/11; 5/2; 13/5; 47/20; 27/11; ; 12/5; 12/5; 5/2
Morecambe; 15/4; 10/3; 17/5; 10/3; 71/20; 18/5; ; 10/3; 33/10; 17/5; 10/3; 10/3; ; 10/3; 100/30; 10/3; 57/17; 16/5; 33/10; 33/10; 100/30; 7/2; 10/3; 57/17; ; 3; 3; 7/2
META; english/league-2/port-vale-v-morecambe; 2018-02-02 18:26:38 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 10/11; 17/20; 13/15; 10/11; 9/10; 10/11; ; 5/6; 9/11; 20/23; 17/20; 20/23; ; 17/20; 10/11; 17/20; 13/15; 4/5; 9/10; 9/11; 5/6; 9/10; 17/20; 13/15; ; 5/6; ; 5/6
Draw; 13/5; 12/5; 23/10; 23/10; 129/50; 13/5; ; 12/5; 28/11; 23/10; 12/5; 23/10; ; 9/4; 23/10; 12/5; 12/5; 13/5; 5/2; 28/11; 5/2; 13/5; 47/20; 12/5; ; 12/5; ; 5/2
Morecambe; 7/2; 10/3; 17/5; 10/3; 71/20; 18/5; ; 10/3; 33/10; 7/2; 10/3; 10/3; ; 16/5; 100/30; 10/3; 33/10; 16/5; 29/10; 33/10; 100/30; 17/5; 10/3; 57/17; ; 10/3; ; 7/2
META; english/league-2/port-vale-v-morecambe; 2018-02-02 22:21:35 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 10/11; 17/20; 13/15; 10/11; 9/10; 10/11; ; 5/6; 9/11; 20/23; 17/20; 20/23; 10/11; 17/20; 10/11; 17/20; 13/15; 4/5; 9/10; 9/11; 5/6; 20/23; 17/20; 13/15; ; 5/6; ; 5/6
Draw; 13/5; 12/5; 23/10; 23/10; 129/50; 13/5; ; 12/5; 28/11; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 12/5; 12/5; 13/5; 5/2; 28/11; 5/2; 13/5; 47/20; 12/5; ; 5/2; 13/5; 5/2
Morecambe; 7/2; 10/3; 17/5; 10/3; 71/20; 18/5; ; 10/3; 33/10; 7/2; 10/3; 10/3; 16/5; 16/5; 100/30; 10/3; 33/10; 16/5; 29/10; 33/10; 100/30; 7/2; 10/3; 57/17; ; 10/3; 7/2; 7/2
META; english/league-2/port-vale-v-morecambe; 2018-02-03 02:21:07 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Port Vale; 10/11; 17/20; 13/15; 10/11; 9/10; 10/11; ; 5/6; 9/11; 20/23; 17/20; 20/23; 10/11; 17/20; 10/11; 17/20; 13/15; 4/5; 9/10; 9/11; 5/6; 9/10; 17/20; 13/15; ; 5/6; 9/10; 5/6
