META; english/league-2/accrington-v-colchester; 2017-06-23 22:18:27 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Accrington; 7/5; 5/4; ; 23/20; ; 7/5; 11/8; 5/4; 7/5; 11/8; 11/8; 13/10; 13/10; 5/4; 11/8; ; 13/10; ; 13/10; 13/10; 73/50; ; 13/10; ; 13/10; ; 1/100; ; 
Colchester; 9/5; 9/4; ; 21/10; ; 9/5; 2; 2; 15/8; 7/4; 7/4; 21/10; 21/10; 2; 15/8; ; 24/13; ; 19/10; 24/13; 2; ; 19/10; ; 19/10; ; 1/100; ; 
Draw; 12/5; 23/10; ; 23/10; ; 12/5; 12/5; 2; 12/5; 9/4; 9/4; 23/10; 23/10; 2; 23/10; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-2/accrington-v-colchester; 2017-06-24 02:18:23 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Accrington; 7/5; 5/4; ; 23/20; ; 7/5; 11/8; 5/4; 7/5; 11/8; 11/8; 13/10; 13/10; 5/4; 11/8; ; 13/10; ; 13/10; 13/10; 73/50; ; 13/10; ; 13/10; ; 1/100; ; 
Colchester; 9/5; 9/4; ; 21/10; ; 9/5; 2; 2; 15/8; 7/4; 7/4; 21/10; 21/10; 2; 15/8; ; 24/13; ; 19/10; 24/13; 2; ; 19/10; ; 19/10; ; 1/100; ; 
Draw; 12/5; 23/10; ; 23/10; ; 12/5; 12/5; 2; 12/5; 9/4; 9/4; 23/10; 23/10; 2; 23/10; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-2/accrington-v-colchester; 2017-06-24 10:18:29 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Accrington; 7/5; 5/4; ; 23/20; ; 7/5; 11/8; 5/4; 7/5; 11/8; 11/8; 13/10; 13/10; 5/4; 11/8; ; 5/4; ; 13/10; 5/4; 73/50; ; 13/10; ; 13/10; ; 1/100; ; 
Colchester; 9/5; 9/4; ; 21/10; ; 9/5; 2; 2; 15/8; 7/4; 7/4; 21/10; 21/10; 2; 15/8; ; 19/10; ; 19/10; 19/10; 2; ; 19/10; ; 19/10; ; 1/100; ; 
Draw; 12/5; 23/10; ; 23/10; ; 12/5; 12/5; 2; 12/5; 9/4; 9/4; 23/10; 23/10; 2; 23/10; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-2/accrington-v-colchester; 2017-06-24 14:18:33 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Accrington; 7/5; 5/4; ; 23/20; ; 7/5; 11/8; 5/4; 7/5; 11/8; 11/8; 13/10; 13/10; 5/4; 11/8; ; 13/10; ; 13/10; 13/10; 73/50; ; 13/10; ; 13/10; ; 1/100; ; 
Colchester; 9/5; 9/4; ; 21/10; ; 9/5; 2; 2; 15/8; 7/4; 7/4; 21/10; 21/10; 2; 15/8; ; 24/13; ; 19/10; 19/10; 2; ; 19/10; ; 19/10; ; 1/100; ; 
Draw; 12/5; 23/10; ; 23/10; ; 12/5; 12/5; 2; 12/5; 9/4; 9/4; 23/10; 23/10; 2; 23/10; ; 23/10; ; 23/10; 9/4; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-2/accrington-v-colchester; 2017-06-24 18:18:30 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Accrington; 7/5; 5/4; ; 23/20; ; 7/5; 11/8; 5/4; 7/5; 11/8; 11/8; 13/10; 13/10; 5/4; 11/8; ; 13/10; ; 13/10; 13/10; 73/50; ; 13/10; ; 13/10; ; 1/100; ; 
Colchester; 9/5; 9/4; ; 21/10; ; 9/5; 2; 2; 15/8; 7/4; 7/4; 21/10; 21/10; 2; 15/8; ; 24/13; ; 19/10; 24/13; 2; ; 19/10; ; 19/10; ; 1/100; ; 
Draw; 12/5; 23/10; ; 23/10; ; 12/5; 12/5; 2; 12/5; 9/4; 9/4; 23/10; 23/10; 2; 23/10; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-2/accrington-v-colchester; 2017-06-24 22:18:21 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Accrington; 7/5; 5/4; ; 23/20; ; 7/5; 11/8; 5/4; 7/5; 11/8; 11/8; 13/10; 13/10; 5/4; 11/8; ; 13/10; 13/10; 13/10; 13/10; 73/50; ; 13/10; ; 13/10; ; 1/100; ; 
Colchester; 9/5; 9/4; ; 21/10; ; 9/5; 2; 2; 15/8; 7/4; 7/4; 21/10; 21/10; 2; 15/8; ; 24/13; 2; 19/10; 24/13; 2; ; 19/10; ; 19/10; ; 1/100; ; 
Draw; 12/5; 23/10; ; 23/10; ; 12/5; 12/5; 2; 12/5; 9/4; 9/4; 23/10; 23/10; 2; 23/10; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; 19/10; ; 
META; english/league-2/accrington-v-colchester; 2017-06-25 02:18:23 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
