META; english/league-2/accrington-v-yeovil; 2018-04-14 22:20:13 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 8/13; 4/7; 4/7; 3/5; 4/7; 4/7; 11/20; 4/11; 4/7
Draw; 11/4; 14/5; 13/5; 11/4; 11/4; 14/5; 14/5; 2; 11/4
Yeovil; 9/2; 9/2; 9/2; 19/4; 11/2; 5; 11/2; 7/2; 22/5
META; english/league-2/accrington-v-yeovil; 2018-04-15 02:20:32 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 8/13; 4/7; 4/7; 3/5; 4/7; 4/7; 4/7; 8/13; 11/20; 8/13; 2/5; 4/7
Draw; 11/4; 14/5; 13/5; 11/4; 13/5; 11/4; 14/5; 11/4; 14/5; 14/5; 2; 11/4
Yeovil; 9/2; 9/2; 9/2; 19/4; 11/2; 11/2; 5; 23/5; 11/2; 79/17; 7/2; 22/5
META; english/league-2/accrington-v-yeovil; 2018-04-15 10:20:33 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 4/9; 4/7; 1/2; 4/7; 8/15; 1/2; 10/21; 1/2; 4/7; 1/2; 8/15; 10/21; 10/21; 1/2; 10/21; 4/11; 1/2
Draw; 10/3; 14/5; 16/5; 13/5; 3; 31/10; 16/5; 11/4; 29/10; 14/5; 41/13; 31/10; 10/3; 16/5; 12/5; 14/5; 
Yeovil; 6; 9/2; 6; 9/2; 11/2; 11/2; 23/4; 6; 11/2; 5; 11/2; 23/4; 23/4; 11/2; 29/5; 7/2; 27/5
META; english/league-2/accrington-v-yeovil; 2018-04-15 14:21:52 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 9/20; 4/7; 1/2; 4/7; 27/50; 1/2; 4/9; 10/21; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 1/2; 5/11; 17/35; 10/21; 8/15; 18/35; 1/3; 4/9; 8/15
Draw; 16/5; 14/5; 3; 13/5; 13/4; 3; 31/10; 3; 16/5; 3; 29/10; 100/30; 3; 31/10; 16/5; 31/10; 31/10; 16/5; 31/10; 21/10; 27/10; 3; 
Yeovil; 6; 9/2; 11/2; 9/2; 61/10; 11/2; 11/2; 23/4; 11/2; 11/2; 11/2; 5; 11/2; 91/17; 6; 22/5; 23/4; 21/4; 27/5; 1/5; 24/5; 29/5; 
META; english/league-2/accrington-v-yeovil; 2018-04-15 18:21:26 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 9/20; 4/7; 1/2; 4/7; 27/50; 8/15; 1/2; 4/9; 10/21; 8/15; 1/2; 1/2; 4/7; 1/2; 1/2; 8/15; 18/35; 5/11; 17/35; 10/21; 8/15; 18/35; 4/9; 4/9; 8/15
Draw; 16/5; 14/5; 3; 13/5; 13/4; 10/3; 3; 31/10; 3; 16/5; 3; 29/10; 100/30; 3; 31/10; 16/5; 31/10; 31/10; 16/5; 31/10; 14/5; 27/10; 3; ; 
Yeovil; 6; 9/2; 11/2; 9/2; 61/10; 11/2; 11/2; 11/2; 23/4; 11/2; 11/2; 11/2; 9/2; 5; 11/2; 91/17; 6; 22/5; 23/4; 21/4; 27/5; 23/5; 24/5; 29/5; 
META; english/league-2/accrington-v-yeovil; 2018-04-15 22:21:34 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 9/20; 8/15; 1/2; 4/7; 27/50; 1/2; 1/2; 4/9; 10/21; 8/15; 1/2; 1/2; 4/7; 1/2; 1/2; 1/2; 18/35; 5/11; 17/35; 10/21; 8/15; 18/35; 8/15; 4/9; 8/15
Draw; 16/5; 3; 13/5; 13/4; 10/3; 3; 31/10; 3; 16/5; 3; 29/10; 100/30; 3; 31/10; 16/5; 31/10; 31/10; 16/5; 31/10; 14/5; 27/10; 3; ; ; 
Yeovil; 6; 11/2; 9/2; 61/10; 6; 11/2; 11/2; 23/4; 11/2; 11/2; 11/2; 9/2; 5; 11/2; 91/17; 6; 22/5; 23/4; 21/4; 27/5; 26/5; 24/5; 29/5; ; 
META; english/league-2/accrington-v-yeovil; 2018-04-16 02:21:15 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 9/20; 8/15; 1/2; 4/7; 53/100; 1/2; 7/15; 4/9; 10/21; 8/15; 8/15; 8/15; 4/7; 1/2; 1/2; 8/15; 17/35; 5/11; 17/35; 10/21; 8/15; 17/35; 4/9; 4/9; 8/15
Draw; 16/5; 3; 13/5; 10/3; 10/3; 3; 31/10; 16/5; 3; 3; 29/10; 100/30; 3; 41/13; 16/5; 31/10; 31/10; 16/5; 41/13; 3; 5/2; 10/3; ; ; 
Yeovil; 6; 11/2; 9/2; 61/10; 6; 11/2; 11/2; 23/4; 11/2; 11/2; 6; 9/2; 5; 11/2; 96/17; 6; 22/5; 23/4; 21/4; 57/10; 28/5; 9/2; 6; ; 
META; english/league-2/accrington-v-yeovil; 2018-04-16 10:21:17 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 8/15; 8/15; 1/2; 53/100; 1/2; 7/15; 4/9; 10/21; 8/15; 1/2; 8/15; 4/7; 1/2; 1/2; 1/2; 17/35; 5/11; 17/35; 10/21; 8/15; 17/35; 4/9; 4/9; 8/15
Draw; 10/3; 16/5; 3; 10/3; 10/3; 16/5; 3; 31/10; 16/5; 16/5; 3; 29/10; 100/30; 3; 41/13; 16/5; 31/10; 31/10; 10/3; 41/13; 3; 27/10; 10/3; 
Yeovil; 6; 11/2; 61/10; 6; 11/2; 11/2; 23/4; 11/2; 11/2; 6; 9/2; 5; 11/2; 96/17; 6; 22/5; 23/4; 21/4; 57/10; 28/5; 24/5; 6; ; 
META; english/league-2/accrington-v-yeovil; 2018-04-16 14:21:55 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 8/15; 8/15; 1/2; 1/2; 53/100; 40/85; 7/15; 4/9; 10/21; 1/2; 1/2; 1/2; 4/7; 1/2; 9/20; 1/2; 17/35; 5/11; 17/35; 10/21; 1/2; 17/35; 40/85; 1/2; 4/9; 1/2; 1/2
Draw; 10/3; 16/5; 3; 16/5; 10/3; 10/3; 16/5; 16/5; 31/10; 16/5; 3; 3; 29/10; 3; 41/13; 16/5; 31/10; 31/10; 10/3; 41/13; 3; 14/5; 3; 10/3; ; ; 
Yeovil; 6; 11/2; 11/2; 61/10; 7; 11/2; 13/2; 23/4; 11/2; 6; 11/2; 9/2; 5; 9/2; 11/2; 96/17; 6; 22/5; 23/4; 11/2; 57/10; 11/2; 28/5; 28/5; 6; 31/5; 
META; english/league-2/accrington-v-yeovil; 2018-04-16 18:22:08 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 8/15; 8/15; 1/2; 1/2; 53/100; 1/2; 7/15; 4/9; 10/21; 1/2; 1/2; 1/2; 4/7; 1/2; 9/20; 1/2; 17/35; 5/11; 8/15; 10/21; 8/15; 17/35; 40/85; 1/2; 4/9; 1/2; 1/2
Draw; 10/3; 3; 16/5; 10/3; 10/3; 16/5; 16/5; 31/10; 16/5; 16/5; 3; 29/10; 3; 41/13; 16/5; 13/4; 31/10; 10/3; 41/13; 3; 3; 10/3; ; ; ; ; 
Yeovil; 6; 11/2; 11/2; 11/2; 61/10; 6; 11/2; 11/2; 23/4; 11/2; 11/2; 11/2; 9/2; 5; 9/2; 11/2; 96/17; 6; 9/2; 23/4; 11/2; 57/10; 11/2; 6; 28/5; 6; 31/5
META; english/league-2/accrington-v-yeovil; 2018-04-16 22:22:04 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 8/15; 8/15; 8/15; 1/2; 27/50; 1/2; 1/2; 4/9; 10/21; 8/15; 1/2; 8/15; 4/7; 8/15; 9/20; 1/2; 1/2; 5/11; 8/15; 10/21; 8/15; 1/2; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 10/3; 16/5; 3; 16/5; 10/3; 10/3; 16/5; 16/5; 31/10; 3; 16/5; 3; 29/10; 3; 41/13; 16/5; 13/4; 31/10; 10/3; 41/13; 3; 3; 10/3; ; ; ; 
Yeovil; 6; 11/2; 11/2; 59/10; 6; 11/2; 11/2; 23/4; 11/2; 11/2; 5; 9/2; 5; 9/2; 11/2; 27/5; 6; 9/2; 23/4; 11/2; 60/11; 11/2; 28/5; 28/5; 29/5; 31/5; 
META; english/league-2/accrington-v-yeovil; 2018-04-17 02:21:58 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 8/15; 8/15; 1/2; 1/2; 53/100; 40/85; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 4/7; 1/2; 9/20; 1/2; 17/35; 5/11; 8/15; 1/2; 8/15; 1/2; 40/85; 4/9; 4/9; 1/2; 8/15
Draw; 10/3; 16/5; 3; 16/5; 67/20; 10/3; 16/5; 16/5; 16/5; 3; 16/5; 3; 29/10; 3; 16/5; 16/5; 13/4; 16/5; 10/3; 16/5; 3; 14/5; 10/3; 10/3; ; ; 
Yeovil; 6; 11/2; 11/2; 6; 11/2; 13/2; 21/4; 11/2; 11/2; 5; 9/2; 5; 9/2; 11/2; 27/5; 6; 9/2; 21/4; 11/2; 60/11; 11/2; 28/5; 24/5; 6; 31/5; ; 
META; english/league-2/accrington-v-yeovil; 2018-04-17 10:21:59 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 7/15; 4/9; 7/15; 1/2; 1/2; 1/2; 1/2; 1/2; 9/20; 1/2; 7/15; 5/11; 17/35; 7/15; 8/15; 10/21; 40/85; 1/2; 1/2; 4/9; 4/9
Draw; 10/3; 16/5; 16/5; 16/5; 69/20; 10/3; 16/5; 16/5; 16/5; 16/5; 16/5; 3; 16/5; 3; 3; 16/5; 16/5; 13/4; 16/5; 10/3; 16/5; 3; 10/3; 11/4; 10/3; ; 
Yeovil; 6; 11/2; 6; 11/2; 13/2; 6; 11/2; 23/4; 6; 11/2; 11/2; 11/2; 9/2; 11/2; 76/13; 6; 51/10; 23/4; 11/2; 59/10; 6; 29/5; 6; 26/5; 31/5; ; 
META; english/league-2/accrington-v-yeovil; 2018-04-17 14:22:09 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 1/2; 1/2; 1/2; 1/2; 1/2; 4/9; 7/15; 2/5; 7/15; 1/2; 1/2; 4/9; 1/2; 40/85; 9/20; 1/2; 7/15; 5/11; 7/15; 7/15; 1/2; 7/15; 40/85; 1/2; 1/2; 1/2; 1/2
Draw; 7/2; 16/5; 16/5; 16/5; 69/20; 17/5; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 33/10; 16/5; 10/3; 13/4; 3; 10/3; 10/3; 10/3; ; 
Yeovil; 13/2; 11/2; 6; 11/2; 13/2; 7; 13/2; 23/4; 6; 6; 11/2; 11/2; 9/2; 6; 59/10; 6; 53/10; 23/4; 6; 113/19; 6; 6; 31/5; 6; ; ; 
META; english/league-2/accrington-v-yeovil; 2018-04-17 18:22:12 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Accrington; 1/2; 1/2; 4/9; 1/2; 12/25; 40/85; 4/9; 7/15; 4/9; 9/20; 4/9; 4/9; 4/9; 2/5; 1/2; 5/11; 5/11; 5/11; 7/15; 1/2; 5/11; 40/85; 4/9; 4/9; 4/9; 1/2
Draw; 7/2; 16/5; 13/4; 16/5; 37/10; 7/2; 10/3; 17/5; 13/4; 10/3; 16/5; 10/3; 31/10; 16/5; 16/5; 57/17; 16/5; 17/5; 17/5; 7/2; 57/17; 7/2; 3; 10/3; 7/2; 10/3
Yeovil; 13/2; 11/2; 13/2; 11/2; 63/10; 6; 6; 21/4; 13/2; 6; 6; 5; 29/5; 6; 28/5; 21/4; 6; 76/13; 11/2; 31/5; 32/5; 6; 34/5; ; ; 
META; english/league-2/accrington-v-yeovil; 2018-04-17 22:22:22 GMT+3; 2018-04-17 19:45; In Play; Xlenovo
Accrington; 1/40; 1/33; 4/6; 1/66; 13/20; 1/33; 8/11; 1/8; 2/13; 4/6; 1/33; 2/11; 1/100; 19/29; 1/100; 1/41; 1/100; 19/29; 2/15; 1/33
Draw; 16; 16; 23/10; 18; 68/25; 20; 12/5; 11/2; 27/5; 5/2; 16; 14; 18; 12/5; 21/2; 25/2; 17; 5/2; 2; 88/5
Yeovil; 50; 66; 9/2; 45; 24/5; 90; 15/4; 17; 16; 50; 14; 22; 66; 9/2; 40; 19; 60; 49/11; 3; 63
